feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,fragment_mz_delta,fragment_fatty_acid_pos,fragment_types,datafile:neg_FRN5.mzML:area,datafile:neg_FRN4.mzML:area,datafile:neg_FRN3.mzML:area,datafile:neg_FRN2.mzML:area,datafile:neg_FRN1.mzML:area,datafile:neg_HFO1.mzML:area,datafile:neg_HFO3.mzML:area,datafile:neg_HFO2.mzML:area,datafile:neg_HFO5.mzML:area,datafile:neg_HFO4.mzML:area
1242,1.653,408.2023,408.11600999999996,211.43497899045795,C23H42NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:3,"LPE 18:3(9,12,15)",0.496,0.9139200000000187,0.0,0.1409920000000019,Some,Some,-66.1466,6,aldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910000000.0,794000000.0,1220000000.0
1359,1.899,424.17729,424.11541,145.90368220770517,C23H42NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:3,"LPE 18:3(9,12,15)",0.988,0.9383299999999508,0.08144396013398489,0.25778816810718297,Some,Some,-50.147200000000005,6,criegee,0.0,2800000000.0,0.0,2440000000.0,2920000000.0,0.0,419.3548387096774,2940000000.0,0.0,2410000000.0
1425,2.147,568.26774,568.26809,0.6159064817907154,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.4802000000000001,0.39856699999999134,0.10289402487062285,0.17019191989649743,Some,Some,0.0,0,substrate,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,0.0,5160.0,0.0
1352,1.886,341.19529,341.8614900000001,1948.7424570697242,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.4780000000000002,0.3341499999999087,0.0,0.08121499999999089,Some,Some,-226.40659999999988,3,aldehyde,929000000.0,447000000.0,845000000.0,1120000000.0,1080000000.0,1260000000.0,111.76470588235294,1030000000.0,139.14728682170542,915000000.0
1300,1.834,382.13035,381.9264900000001,533.7676368033711,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.37400000000000055,0.7957900000000677,0.10902807703360055,0.2042014616268873,Some,Some,-186.34159999999991,6,aldehyde,0.0,0.0,0.0,0.0,971000000.0,0.0,0.0,1030000000.0,0.0,0.0
1340,1.874,397.22617,397.9258900000001,1758.4178802743147,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.4540000000000006,0.30062999999995554,0.0,0.07546299999999562,Some,Some,-170.3421999999999,6,criegee,588000000.0,0.0,396000000.0,539000000.0,623000000.0,881000000.0,166.66666666666669,599000000.0,0.0,631000000.0
1398,2.055,422.86442,421.99149000000006,2068.5962174259475,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.8160000000000007,0.12672000000003436,0.0,0.09427200000000352,Some,Some,-146.27659999999997,9,aldehyde,0.0,763000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739000000.0
1309,1.861,437.24016,437.99089000000004,1714.0310840712525,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.4280000000000004,0.24961999999999307,0.34330922718030693,0.34240938174424496,Some,Some,-130.27719999999997,9,criegee,28000000000.0,25100000000.0,29000000000.0,30600000000.0,31400000000.0,28300000000.0,2411.7647058823527,28600000000.0,4069.7674418604647,19600000000.0
1478,2.253,477.14908,478.05589000000003,1896.8702592494094,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.7879999999999994,0.09354000000001861,0.0,0.0881540000000018,Some,Some,-90.2122,12,criegee,0.0,0.0,0.0,0.0,0.0,804000000.0,0.0,0.0,0.0,0.0
1751,2.567,502.28409,502.12149,323.82601270460987,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.15999999999999925,0.8370499999999765,0.0,0.09970499999999759,Some,Some,-66.1466,15,aldehyde,0.0,4240000000.0,4110000000.0,6500000000.0,4100000000.0,0.0,0.0,0.0,0.0,6860000000.0
