feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:neg_FRN1.mzML:area,datafile:neg_FRN2.mzML:area,datafile:neg_FRN3.mzML:area,datafile:neg_FRN4.mzML:area,datafile:neg_FRN5.mzML:area,datafile:neg_HFO1.mzML:area,datafile:neg_HFO2.mzML:area,datafile:neg_HFO3.mzML:area,datafile:neg_HFO4.mzML:area,datafile:neg_HFO5.mzML:area
N6819,7.07,841.53332,841.52364,11.50294483,C45H79O12P,CCCCCC=CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-10:0_26:5,"PI O-10:0_26:5(8,11,14,17,20)",0.72,0.74039,0.122639657,0.244150726,All,Some,103946.469,98925.89474,59133.74121,86776.37948,129286.3564,152649.919,226436.7121,214124.8322,154819.8895,166784.0331
N6835,7.094,911.5657,911.5655,0.219402775,C49H85O13P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(7,10,13,16,19)",0.579666667,0.739746667,0.074036756,0.191170739,All,Some,0,0,0,146909.5101,126001.4132,0,0,112029.5632,0,0
N6835,7.094,911.5657,911.5655,0.219402775,C49H85O13P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(4,7,10,13,16)",0.757333333,0.858926667,0,0.161626,All,Some,0,0,0,4090.489914,4998.586772,0,0,30970.43685,0,0
N6882,7.133,867.54079,867.53929,1.729028319,C47H81O12P,CCC=CCC=CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-12:0_26:6,"PI O-12:0_26:6(8,11,14,17,20,23)",0.584909091,0.72632,0.387548596,0.441161786,All,Some,0,157000,88800,0,0,0,0,123000,154000,158000
N6951,7.192,863.55575,863.5655,11.29040009,C45H85O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(6),0.555,0.784445,0.358251364,0.420545591,All,Some,79846.56143,76322.30523,96532.02211,81409.79021,71242.73173,55742.4652,63655.09989,0,72338.68613,111210.7007
N6951,7.192,863.55575,863.5655,11.29040009,C45H85O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(9),0.978,0.89519,0,0.187319,All,None,9945.799757,16229.45571,8580.624187,0,15547.94208,9455.291879,0,0,0,17218.63866
N6951,7.192,863.55575,863.5655,11.29040009,C45H85O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(11),0.71,0.934225,0,0.1644225,All,None,51207.63881,44448.23906,53887.35371,54590.20979,44209.32619,124802.2429,124344.9001,0,79661.31387,50570.66067
N6953,7.193,861.54972,861.54985,0.150890863,C45H83O13P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(9,12)",0.879333333,0.89246,0.080987503,0.241969335,All,Some,164263.1713,459653.9162,162085.2296,335586.0958,355712.8117,259518.9343,0,246932.409,0,394866.849
N6953,7.193,861.54972,861.54985,0.150890863,C45H83O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(6,9)",0.974,0.785586667,0.06604907,0.228797923,All,Some,845736.8287,570346.0838,1017914.77,653413.9042,622287.1883,1100481.066,1380000,1123067.591,1140000,915133.151
N6986,7.204,748.52109,748.52866,10.11317322,C43H76NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:5_18:1,"PE O-20:5(5,8,11,14,17)_18:1(11)",0.644,0.6368,0,0.12808,All,Some,1640000,697702.6456,820000,0,0,1448229.342,524898.465,1066765.474,1321578.628,624574.3311
N6986,7.204,748.52109,748.52866,10.11317322,C43H76NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:5_18:1,"PE O-20:5(5,8,11,14,17)_18:1(6)",0.536888889,0.631252222,0,0.116814111,Some,Some,0,665224.1061,196273.552,0,0,35885.32884,518408.8208,326041.1025,468421.3722,628635.1106
N6986,7.204,748.52109,748.52866,10.11317322,C43H76NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:5_18:1,"PE O-20:5(5,8,11,14,17)_18:1(9)",0.578444444,0.559533333,0,0.113797778,Some,Some,0,637073.2483,623726.448,0,0,35885.32884,516692.7143,317193.4236,0,616790.5583
N6991,7.206,747.51794,747.51816,0.294307231,C40H77O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(11),0.982,0.92743,0,0.190943,All,None,3610000,4500000,3670000,3288660.55,4150000,3433508.144,3540000,3860000,3872493.986,4220000
N6991,7.206,747.51794,747.51816,0.294307231,C40H77O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(9),0.862,0.99918,0,0.186118,All,None,0,0,0,47559.63303,0,56491.85618,0,0,87506.01443,0
N6991,7.206,747.51794,747.51816,0.294307231,C40H77O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(6),0.578,0.950035,0,0.1528035,All,None,0,0,0,23779.81651,0,0,0,0,0,0
N7053,7.26,835.5326,835.5342,1.91494256,C43H81O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(11),0.886,0.92604,0,0.181204,All,None,0,605000,855000,544444.4444,510688.0497,0,699687.619,914686.4111,682938.4289,0
N7053,7.26,835.5326,835.5342,1.91494256,C43H81O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(6),0.829,0.864175,0,0.1693175,All,None,0,0,0,0,156311.9503,0,131260.9524,195313.5889,213061.5711,0
N7053,7.26,835.5326,835.5342,1.91494256,C43H81O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(9),0.721,0.900065,0,0.1621065,All,None,0,0,0,155555.5556,0,0,45051.42857,0,0,0
N7186,7.345,797.53408,797.53381,0.338543641,C44H79O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(8,11,14,17)",0.653714286,0.825707143,0.082789945,0.214174099,All,Some,29599.81806,41474.4098,31741.3987,34087.52218,43204.16781,46878.63068,52977.14667,60060.49009,61910.52882,60733.90879
N7186,7.345,797.53408,797.53381,0.338543641,C44H79O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(5,8,11,14)",0.9345,0.81715375,0.034068283,0.202420001,All,Some,67800.18194,98525.5902,90258.6013,82912.47782,86795.83219,100121.3693,92022.85333,103939.5099,102089.4712,115266.0912
N7287,7.398,867.54431,867.53929,5.78648144,C47H81O12P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:5,"PI O-18:1(9)_20:5(5,8,11,14,17)",0.559666667,0.78792,0.47496131,0.514727715,Some,Some,0,0,21451.91607,0,0,28551.92308,30945.96722,42334.71338,0,40209.73888
N7287,7.398,867.54431,867.53929,5.78648144,C47H81O12P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:5,"PI O-18:1(11)_20:5(5,8,11,14,17)",0.567333333,0.813084444,0.424079318,0.477305232,All,Some,0,0,14738.04509,0,0,24452.88462,28744.96529,24882.64331,0,32925.05293
N7287,7.398,867.54431,867.53929,5.78648144,C47H81O12P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:5,"PI O-18:1(6)_20:5(5,8,11,14,17)",0.510285714,0.783847143,0.407109695,0.455101041,Some,Some,0,0,11510.03884,0,0,20495.19231,24109.06749,24882.64331,0,28865.20819
N7420,7.447,735.44428,735.44539,1.509289493,C37H69O12P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-10:0_18:2,"PI O-10:0_18:2(9,12)",0.654,0.921495,0,0.1575495,All,None,727.6304156,0,0,0,0,0,4415.704205,3280.013555,5572.645161,2793.012331
N7420,7.447,735.44428,735.44539,1.509289493,C37H69O12P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-10:0_18:2,"PI O-10:0_18:2(6,9)",0.7435,0.49225,0,0.123575,All,None,10172.36958,14900,8810,0,0,10200,4664.295795,6379.986445,6227.354839,6266.987669
N7501,7.482,911.56532,911.5655,0.197462497,C49H85O13P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(4,7,10,13,16)",0.886363636,0.83709,0.03114131,0.197258411,All,Some,0,0,144412.774,167665.104,155236.161,0,0,91246.55526,0,0
N7501,7.482,911.56532,911.5655,0.197462497,C49H85O13P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(7,10,13,16,19)",0.9016,0.730714,0.011087122,0.172101097,All,Some,0,0,587.2260179,334.8959831,1763.839038,0,0,1553.444745,0,0
N7547,7.495,889.57153,889.58115,10.81407806,C47H87O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(11,14)",0.957,0.945555,0,0.1902555,All,None,47225.80645,65790.36145,0,112285.8842,0,0,116132.67,52477.86367,106739.4366,25078.61635
N7547,7.495,889.57153,889.58115,10.81407806,C47H87O13P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(8,11)",0.998,0.878055,0,0.1876055,All,Some,440774.1935,413209.6386,554000,352714.1158,426000,266000,127867.33,241522.1363,146260.5634,293921.3836
N7554,7.497,887.56512,887.5655,0.428137416,C47H85O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(8,11,14)",0.912,0.8938525,0.067813066,0.234835702,All,Some,119802.2096,108667.194,0,272294.969,0,0,309305.0012,118257.8223,241905.5413,0
N7554,7.497,887.56512,887.5655,0.428137416,C47H85O13P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(11,14,17)",0.942,0.96448,0,0.190648,All,None,881831.789,536658.0977,846785.2113,431826.3267,413068.8508,714101.8728,496109.4154,649021.2766,600909.516,741112.2295
N7554,7.497,887.56512,887.5655,0.428137416,C47H85O13P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(5,8,11)",0.7824,0.832074,0.03528853,0.189678224,All,Some,2068366.001,2424674.708,2533214.789,2175878.704,2326931.149,1055898.127,724585.5835,1092720.901,727184.9427,1188887.771
N7584,7.514,861.55089,861.54985,1.2071269,C45H83O13P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(9,12)",0.605,0.8895625,0.246513734,0.346667238,All,Some,0,0,137.4376563,0,0,0,0,0,0,0
N7584,7.514,861.55089,861.54985,1.2071269,C45H83O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(6,9)",0.553,0.663335,0.230350274,0.305913719,All,Some,8680,0,5672.562344,0,0,0,0,0,0,0
N7586,7.516,773.53347,773.53381,0.439541227,C42H79O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:2,"PG 18:0_18:2(9,12)",0.91,0.95045,0,0.186045,All,None,50062.9505,0,38629.74185,0,85741.76313,90148.50239,93118.98059,0,109760.7656,0
N7586,7.516,773.53347,773.53381,0.439541227,C42H79O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:2,"PG 18:0_18:2(6,9)",0.792,0.88192,0,0.167392,All,None,810937.0495,1110000,904370.2582,920000,1094258.237,1119851.498,1246881.019,1610000,1330239.234,1640000
N7647,7.548,799.54897,799.54946,0.612845139,C44H81O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(8,11,14)",0.922333333,0.953988333,0,0.187632167,All,None,0,0,3800.542083,0,3558.556554,4633.989581,3738.77551,2514.95098,0,0
N7647,7.548,799.54897,799.54946,0.612845139,C44H81O10P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(11,14,17)",0.826,0.966175,0,0.1792175,All,Some,0,0,2826.434889,0,3774.250245,3673.046479,3692.718131,2814.924677,0,0
N7647,7.548,799.54897,799.54946,0.612845139,C44H81O10P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(5,8,11)",0.741,0.88164,0,0.162264,All,None,0,0,1163.023028,0,1417.193201,1992.96394,1728.506359,1290.124342,0,0
N7761,7.636,801.56498,801.56511,0.162182708,C44H83O10P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(11)_20:1(13),0.964,0.970945,0,0.1934945,All,None,13600,19087.10199,13432.6059,13200,15733.33333,0,0,0,0,0
N7761,7.636,801.56498,801.56511,0.162182708,C44H83O10P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(11)_20:1(11),0.928,0.959705,0,0.1887705,All,None,13600,18825.79602,13334.78821,13200,15733.33333,0,0,0,0,0
N7761,7.636,801.56498,801.56511,0.162182708,C44H83O10P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(9)_20:1(13),0.928,0.959705,0,0.1887705,All,None,13600,19087.10199,13432.6059,13200,15733.33333,0,0,0,0,0
N7793,7.651,750.53996,750.54431,5.795793722,C43H78NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_18:1,"PE O-20:4(5,8,11,14)_18:1(9)",0.59275,0.807205,0.178273811,0.282614549,Some,Some,72893.77735,75590.32583,66928.40821,69666.66667,59879.80206,109939.6639,118796.8037,118849.5984,127676.6075,126422.3752
N7793,7.651,750.53996,750.54431,5.795793722,C43H78NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_18:1,"PE O-20:4(5,8,11,14)_18:1(6)",0.4885,0.8086925,0.178273811,0.272338299,Some,Some,72787.5547,75590.32583,66802.83109,69666.66667,60018.90635,109877.9662,118796.8037,119075.9968,127410.8761,126422.3752
N7793,7.651,750.53996,750.54431,5.795793722,C43H78NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_18:1,"PE O-20:4(5,8,11,14)_18:1(11)",0.520222222,0.835612222,0.15846561,0.262355932,Some,Some,73318.66796,75819.34834,67268.76069,69666.66667,60101.29158,111182.3699,119406.3926,120074.4049,127912.5165,128155.2497
N7825,7.662,802.56861,802.57561,8.721919671,C47H82NO7P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_20:1,"PE O-22:6(4,7,10,13,16,19)_20:1(13)",0.745857143,0.700867857,0.315627911,0.397174829,All,Some,0,0,8789.865981,6724.029153,0,4178.367336,0,0,0,0
N7825,7.662,802.56861,802.57561,8.721919671,C47H82NO7P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_20:1,"PE O-22:6(4,7,10,13,16,19)_20:1(11)",0.790333333,0.7362225,0.295426822,0.388997041,Some,Some,0,0,10410.13402,8375.970847,0,4821.632664,0,0,0,0
N7991,7.698,786.50584,786.50793,2.657315865,C45H74NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE 20:4_20:4,"PE 20:4(8,11,14,17)_20:4(8,11,14,17)",0.753714286,0.672002857,0.212719803,0.312747557,All,Some,7138.055416,15857.12088,6691.448967,1865.184552,3094.166915,19947.67672,16077.24844,12850.94449,26143.02236,0
N7991,7.698,786.50584,786.50793,2.657315865,C45H74NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 20:4_20:4,"PE 20:4(5,8,11,14)_20:4(8,11,14,17)",0.7935,0.70689,0.186129828,0.298942862,Some,Some,119965.383,151227.1066,86339.07959,83709.84751,131660.6787,158321.7499,158556.3224,152905.2215,178161.1411,165482.299
N7991,7.698,786.50584,786.50793,2.657315865,C45H74NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 20:4_20:4,"PE 20:4(5,8,11,14)_20:4(5,8,11,14)",0.879714286,0.780175714,0,0.165989,All,None,145896.5616,139915.7725,113969.4714,106424.9679,173245.1544,162730.5734,187366.4292,198243.834,155695.8365,227517.701
N8183,7.81,799.54768,799.54946,2.22625377,C44H81O10P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(11,14,17)",0.657,0.9445325,0.182814463,0.30640482,All,Some,35795.48872,28027.67623,30162.31352,21986.37112,17712.63213,23634.0297,19845.83525,27790.80322,27724.82831,33129.28522
N8183,7.81,799.54768,799.54946,2.22625377,C44H81O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(8,11,14)",0.9336,0.960814,0,0.1894414,All,None,5079.371506,24111.29377,8738.439374,9938.437712,22636.28487,4053.324943,8384.146341,8864.968316,6346.455593,14013.44583
N8183,7.81,799.54768,799.54946,2.22625377,C44H81O10P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:3,"PG 18:0_20:3(5,8,11)",0.659333333,0.857415,0,0.151674833,All,None,13225.13977,17261.03001,18599.24711,25275.19117,11251.083,7612.645356,9270.018408,13044.22846,11528.7161,11757.26896
N8194,7.821,801.55616,801.56511,11.16565565,C44H83O10P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(11)_20:1(13),0.624,0.924025,0.477063375,0.5364532,All,Some,0,0,0,0,0,873.3333333,0,1568.252701,0,0
N8194,7.821,801.55616,801.56511,11.16565565,C44H83O10P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(11)_20:1(11),0.744,0.935733333,0.31804225,0.422407133,All,Some,0,0,0,0,0,873.3333333,0,1413.494597,0,0
N8194,7.821,801.55616,801.56511,11.16565565,C44H83O10P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:1,PG 18:1(9)_20:1(13),0.744,0.935733333,0.31804225,0.422407133,All,Some,0,0,0,0,0,873.3333333,0,1568.252701,0,0
N8207,7.827,913.58098,913.58115,0.186080897,C49H87O13P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:4,"PI 18:0_22:4(7,10,13,16)",0.827428571,0.856545714,0.030124103,0.192496711,All,Some,240000,264000,307000,246000,218000,190000,163000,195000,171000,202000
N8216,7.831,915.5872,915.5968,10.48496456,C49H89O13P,CCCCCCCCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:3,"PI 18:0_22:3(7,10,13)",0.9604,0.831116,0.035205701,0.207316161,All,Some,39800,47200,49000,41600,36600,,23600,27000,23500,27300
N8249,7.854,887.56525,887.5655,0.281669353,C47H85O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(8,11,14)",0.746,0.8506725,0.099372708,0.239165416,All,Some,164673.2226,205269.615,211329.0444,168676.9422,145259.0225,58525.80789,60572.49533,101751.3667,96706.28297,83978.59116
N8249,7.854,887.56525,887.5655,0.281669353,C47H85O13P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(5,8,11)",0.8056,0.825562,0.076871972,0.224613778,All,Some,923296.4758,855432.6109,1088460.694,932148.5466,655369.0252,411783.3788,348002.4891,379076.23,327363.2904,445344.268
N8249,7.854,887.56525,887.5655,0.281669353,C47H85O13P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(11,14,17)",0.663,0.910755,0.02365856,0.176302348,All,Some,52030.3016,159297.7741,180210.262,139174.5112,171371.9524,81690.81328,56425.01556,94172.40332,59930.42665,92677.14088
N8274,7.872,889.57141,889.58115,10.94897301,C47H87O13P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(8,11)",0.7945,0.66905,0.397703785,0.464518028,All,Some,0,0,0,0,0,0,0,0,0,19787.5617
N8274,7.872,889.57141,889.58115,10.94897301,C47H87O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(11,14)",0.6605,0.91178,0.225458514,0.337594811,All,Some,0,0,0,0,0,0,0,0,0,73012.4383
