feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:neg_FRN1.mzML:area,datafile:neg_FRN2.mzML:area,datafile:neg_FRN3.mzML:area,datafile:neg_FRN4.mzML:area,datafile:neg_FRN5.mzML:area,datafile:neg_HFO1.mzML:area,datafile:neg_HFO2.mzML:area,datafile:neg_HFO3.mzML:area,datafile:neg_HFO4.mzML:area,datafile:neg_HFO5.mzML:area
N1235,1.631,619.28861,619.28889,0.452131476,C29H49O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,LPI 20:4,"LPI 20:4(8,11,14,17)",0.5724,0.735264,0.323461582,0.389535666,Some,Some,0,0,0,0,0,3159.222446,0,0,0,0
N1235,1.631,619.28861,619.28889,0.452131476,C29H49O12P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,LPI 20:4,"LPI 20:4(5,8,11,14)",0.680571429,0.240577143,0.22537583,0.272415521,Some,Some,0,0,0,0,0,2900.777554,0,0,0,0
N1319,1.868,507.27242,507.27284,0.827956805,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.99,0.87966,0,0.186966,Some,None,,,0,,0,,16600,,,0
N1319,1.868,507.27242,507.27284,0.827956805,C24H45O9P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(9,12)",0.93,0.13369,0,0.106369,Some,None,,,0,,9270,,0,,,16800
N1337,1.873,498.2624,498.26261,0.421464496,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.847333333,0.83725,0,0.168458333,Some,None,,,,,,33300,,0,21300,
N1334,1.873,509.28835,509.28849,0.274893313,C24H47O9P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:1,LPG 18:1(11),0.403,0.612185,0.078638861,0.164429589,All,Some,0,0,,0,0,9590,0,0,11600,0
N1364,1.905,474.26282,474.26261,0.442792654,C23H42NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:3,"LPE 18:3(9,12,15)",0.742,0.926125,0.04072198,0.199390084,Some,Some,0,0,0,0,0,8500,0,4545.425139,0,0
N1364,1.905,474.26282,474.26261,0.442792654,C23H42NO7P,CCCCCC=CCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:3,"LPE 18:3(6,9,12)",0.647333333,0.401193333,0,0.104852667,Some,Some,0,0,0,0,0,0,0,1344.574861,0,0
N1425,2.147,568.26774,568.26809,0.615906482,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.4802,0.398567,0.102894025,0.17019192,Some,Some,0,0,0,0,0,0,0,10200,0,5160
N1522,2.318,507.2724,507.27284,0.86738332,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.385333333,0.377403333,0,0.076273667,Some,None,,,0,,,5720,0,,,
N1634,2.447,498.2625,498.26261,0.220767117,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.768571429,0.820744286,0.113624068,0.249830826,Some,Some,19700,24600,11100,0,11400,20600,14000,15200,14300,13500
N1677,2.498,450.26226,450.26261,0.777324149,C21H42NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 16:1,LPE 16:1(9),0.866,0.96142,0,0.182742,Some,None,0,0,,,,,0,55200,0,0
N1766,2.572,474.26313,474.26261,1.096438954,C23H42NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:3,"LPE 18:3(9,12,15)",0.957333333,0.968893333,0,0.192622667,Some,None,0,0,0,,,13200,9320,6560,0,0
N1834,2.631,509.28781,509.28849,1.335196089,C24H47O9P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:1,LPG 18:1(11),0.941,0.504585,0.277694113,0.366713791,All,Some,0,0,0,0,0,0,0,0,5515.441176,0
N1834,2.631,509.28781,509.28849,1.335196089,C24H47O9P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:1,LPG 18:1(6),0.958,0.14345,0,0.110145,Some,None,0,0,0,0,0,0,0,0,254.5588235,0
N1872,2.652,476.27794,476.27826,0.671876142,C23H44NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:2,"LPE 18:2(9,12)",0.967,0.91972,0,0.188672,Some,None,,0,0,,,,0,,0,0
N2012,2.758,524.27784,524.27826,0.801101308,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.946,0.838844167,0.01609967,0.191364152,All,Some,3150000,4510000,3070000,2660000,2670000,6940000,5050000,4130000,4280000,4200000
N2130,2.854,450.26222,450.26261,0.866161194,C21H42NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 16:1,LPE 16:1(9),0.952,0.96136,0,0.191336,Some,None,310000,462000,320000,242000,176000,346000,240000,153000,213000,205000
N2158,2.876,502.28415,502.29391,19.43085474,C25H46NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(5,8,11)",0.9936,0.868596,0.012292556,0.196053645,Some,Some,0,0,0,0,0,0,7812.084654,5549.262256,0,0
N2158,2.876,502.28415,502.29391,19.43085474,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(8,11,14)",0.6216,0.750774,0,0.1372374,Some,None,0,0,0,116646.7638,169572.2117,0,228676.0045,234877.2013,0,0
N2158,2.876,502.28415,502.29391,19.43085474,C25H46NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(11,14,17)",0.7356,0.594594,0,0.1330194,Some,None,0,0,0,3353.236207,8427.788292,0,33511.91085,21573.53641,0,0
N2171,2.879,500.27804,500.27826,0.439755267,C25H44NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(5,8,11,14)",0.992285714,0.89569,0.00757786,0.194859859,Some,Some,4203838.659,5526318.357,4132754.881,3741282.565,3936872.967,6858030.136,5754877.11,5634828.536,5438854.125,5367017.712
N2171,2.879,500.27804,500.27826,0.439755267,C25H44NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(8,11,14,17)",0.6628,0.735344,0,0.1398144,Some,None,226161.3406,453681.6431,267245.1193,68717.43487,203127.0331,781969.864,595122.8899,315171.4636,471145.8749,502982.2882
N2212,2.945,476.27788,476.27826,0.797852919,C23H44NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:2,"LPE 18:2(9,12)",0.959,0.919625,0,0.1878625,Some,None,724000,963000,681000,488000,581000,1110000,962000,897000,808000,856000
N2244,2.984,543.30591,543.30923,6.11070053,C28H49O8P,CCCCCC=CCC=CCC=CCC=CCC=CCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-22:5,"LPG O-22:5(4,7,10,13,16)",0.578,0.559517143,0,0.113751714,Some,None,41832.50249,48731.67689,54558.58601,24145.82116,42400,113551.0058,83888.46936,47024.09234,43376.19395,38124.30769
N2244,2.984,543.30591,543.30923,6.11070053,C28H49O8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-22:5,"LPG O-22:5(7,10,13,16,19)",0.576,0.431584286,0,0.100758429,Some,None,21167.49751,13768.32311,1741.413988,2354.178843,0,44448.99421,29111.53064,8675.907657,12123.80605,10275.69231
N2250,2.988,502.29342,502.29391,0.975524469,C25H46NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(5,8,11)",0.8568,0.863384,0.014841235,0.183891388,Some,Some,0,0,0,0,0,0,0,340.5054405,0,0
N2250,2.988,502.29342,502.29391,0.975524469,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(8,11,14)",0.5816,0.756336,0,0.1337936,Some,None,0,0,0,0,0,0,0,9235.731836,0,0
N2250,2.988,502.29342,502.29391,0.975524469,C25H46NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(11,14,17)",0.5384,0.615146,0,0.1153546,Some,None,0,0,0,0,0,0,0,1323.762724,0,0
N2252,2.996,569.32051,569.32488,7.675757996,C30H51O8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-24:6,"LPG O-24:6(4,7,10,13,16,19)",0.54725,0.6255725,0.014721789,0.129059681,Some,Some,0,0,0,0,0,0,0,42000,0,45100
N2258,3.013,526.29365,526.29391,0.494020537,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.565,0.652059286,0.028118262,0.144200538,All,Some,58800,103000,66800,56700,66100,180000,83100,80300,79500,83600
N2279,3.076,524.27856,524.27826,0.57221522,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.455818182,0.664339091,0.063874048,0.163114965,All,Some,0,0,0,0,0,7940,0,0,0,0
N2317,3.149,569.32047,569.32488,7.74601665,C30H51O8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-24:6,"LPG O-24:6(4,7,10,13,16,19)",0.375,0.54361,0.058972996,0.139039396,Some,Some,110000,160000,100000,76300,102000,148000,101000,42100,87600,44900
N2336,3.202,502.29402,502.29391,0.218995289,C25H46NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(5,8,11)",0.5485,0.8626625,0.008317167,0.147769984,Some,Some,149800.0747,199375.9874,138341.4511,138266.5211,123535.3506,115238.5736,86849.17458,89782.44528,78183.51742,86910.61043
N2336,3.202,502.29402,502.29391,0.218995289,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(8,11,14)",0.316,0.90266,0.008093617,0.128340894,Some,Some,29199.92528,35624.01264,21658.54893,6733.478865,11464.64942,44761.42642,26150.82542,16217.55472,15716.48258,25089.38957
N2346,3.222,526.29343,526.29391,0.912037914,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.2695,0.627019167,0.032266134,0.115464824,Some,Some,85400,130000,0,86800,79500,0,71900,61200,65300,0
N2376,3.273,500.27788,500.27826,0.75957728,C25H44NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(5,8,11,14)",0.374666667,0.88783,0.022706915,0.144415199,Some,Some,0,0,0,0,0,0,0,0,0,3075.032823
N2376,3.273,500.27788,500.27826,0.75957728,C25H44NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(8,11,14,17)",0.376857143,0.564487143,0.008431324,0.100879488,Some,Some,0,0,0,0,0,0,0,0,0,1094.967177
N2428,3.362,526.2932,526.29391,1.349056082,C27H46NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:5,"LPE 22:5(7,10,13,16,19)",0.55,0.567444,0.015971557,0.124521646,Some,Some,0,0,0,0,0,5360,0,0,0,0
N2436,3.373,528.30963,528.30956,0.132498075,C27H48NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:4,"LPE 22:4(7,10,13,16)",0.526,0.47577,0.06600691,0.152982528,Some,Some,0,0,11600,0,0,0,11700,0,6270,0
N2524,3.462,502.29403,502.29391,0.238903952,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(8,11,14)",0.744666667,0.614956667,0.019079473,0.151225912,Some,Some,1896.227437,0,0,0,0,0,0,0,0,0
N2524,3.462,502.29403,502.29391,0.238903952,C25H46NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:3,"LPE 20:3(11,14,17)",0.58,0.752074,0.020482984,0.149593787,All,Some,1713.772563,0,0,0,0,0,0,0,0,0
N2548,3.524,528.30923,528.30956,0.624633785,C27H48NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:4,"LPE 22:4(7,10,13,16)",0.594,0.4758575,0.062176974,0.15672733,Some,Some,27900,51200,23100,26400,42200,53700,41800,43100,40200,45200
N2672,3.663,528.30936,528.30956,0.37856593,C27H48NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:4,"LPE 22:4(7,10,13,16)",0.7145,0.656155,0.063395399,0.187781819,Some,Some,0,0,0,0,0,0,0,0,0,2580
N2727,3.726,478.29357,478.29391,0.710859981,C23H46NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(9),0.998,0.90669,0,0.190469,Some,None,2614829.107,4211591.781,2962154.294,2203550.296,2780168.703,3257170.103,2134131.737,1471991.786,1763805.584,1472755.993
N2727,3.726,478.29357,478.29391,0.710859981,C23H46NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(11),0.776,0.91013,0,0.168613,All,None,549922.8225,395385.3881,0,323786.9822,0,706489.6907,0,675503.0801,1059358.842,754404.3858
N2727,3.726,478.29357,478.29391,0.710859981,C23H46NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(6),0.254,0.82814,0,0.108214,Some,None,1725248.071,3083022.831,2537845.706,2032662.722,1909831.297,4486340.206,3805868.263,2762505.133,2376835.574,2622839.621
N2772,3.808,504.3091,504.30956,0.912138172,C25H48NO7P,CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:2,"LPE 20:2(11,14)",0.7645,0.6816225,0,0.14461225,All,None,1590.726953,0,0,0,0,0,0,0,0,0
N2772,3.808,504.3091,504.30956,0.912138172,C25H48NO7P,CCCCCCCCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:2,"LPE 20:2(8,11)",0.3185,0.6633925,0.026691304,0.119542293,All,Some,11509.27305,0,0,0,0,0,0,0,0,0
N2808,3.883,571.33621,571.34053,7.561164967,C30H53O8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-24:5,"LPG O-24:5(9,12,15,18,21)",0.733,0.64092,0.069566097,0.193044878,Some,Some,448000,645000,457000,406000,433000,1010000,772000,681000,667000,656000
N2815,3.9,504.30938,504.30956,0.356923632,C25H48NO7P,CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:2,"LPE 20:2(11,14)",0.733333333,0.63081,0,0.136414333,All,None,27592.22535,114000,0,,59900,45291.2058,54049.32735,64100,52142.20553,52577.49966
N2815,3.9,504.30938,504.30956,0.356923632,C25H48NO7P,CCCCCCCCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:2,"LPE 20:2(8,11)",0.404,0.8699475,0,0.12739475,All,None,27007.77465,0,69900,,0,73708.7942,16850.67265,0,13957.79447,9222.50034
N2831,3.913,436.28266,436.28335,1.581540987,C21H44NO6P,CCCCCCC=CCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-16:1,LPE O-16:1(9),0.559,0.96356,0,0.152256,All,None,22794.20367,36752.80606,20731.91882,20134.38078,20241.90065,56918.82195,45261.31148,28250.64378,29373.06502,23597.41551
N2831,3.913,436.28266,436.28335,1.581540987,C21H44NO6P,CCCCCCCCC=CCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-16:1,LPE O-16:1(7),0.812,0.45824,0,0.127024,All,None,9117.681468,14447.19394,12452.39852,7165.619224,6158.099352,15203.99163,6538.688525,5749.356223,10081.26935,8831.709742
N2831,3.913,436.28266,436.28335,1.581540987,C21H44NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-16:1,LPE O-16:1(6),0.348,0.141095,0.087671744,0.119046895,All,Some,1188.114863,0,2715.682657,0,0,1377.186425,0,0,3045.665635,4470.874751
N2837,3.918,931.5291,931.5342,5.474839249,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(11,14,17)_22:6(4,7,10,13,16,19)",0.4308,0.740766,0.082255295,0.182960836,Some,Some,0,0,3113.041437,0,0,0,0,0,0,0
N2837,3.918,931.5291,931.5342,5.474839249,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(5,8,11)_22:6(4,7,10,13,16,19)",0.412857143,0.776194286,0.058753782,0.165908168,Some,Some,0,0,3530.907383,0,0,0,0,0,0,0
N2837,3.918,931.5291,931.5342,5.474839249,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(8,11,14)_22:6(4,7,10,13,16,19)",0.317142857,0.756311429,0.058753782,0.154348454,Some,Some,0,0,3556.05118,0,0,0,0,0,0,0
N2859,3.961,462.29885,462.299,0.324465335,C23H46NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:2,"LPE O-18:2(9,12)",0.702,0.4771525,0.108872478,0.205013232,All,Some,0,0,806.7581931,0,0,0,0,0,0,0
N2859,3.961,462.29885,462.299,0.324465335,C23H46NO6P,CCCCCCCCC=CCC=CCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:2,"LPE O-18:2(6,9)",0.318,0.333095,0.086651536,0.134430729,All,Some,0,0,2103.241807,0,0,0,0,0,0,0
N2912,4.024,462.29882,462.299,0.389358402,C23H46NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:2,"LPE O-18:2(9,12)",0.828,0.4771375,0.101841253,0.211986753,All,Some,0,6604.461003,2528.396811,0,0,10702.87958,6656.148713,0,3920.205723,3919.247318
N2912,4.024,462.29882,462.299,0.389358402,C23H46NO6P,CCCCCCCCC=CCC=CCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:2,"LPE O-18:2(6,9)",0.548,0.123383333,0.095870478,0.143834715,All,Some,0,8195.538997,6591.603189,0,0,11397.12042,6443.851287,0,5519.794277,6180.752682
N2934,4.048,931.5294,931.5342,5.152789882,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(11,14,17)_22:6(4,7,10,13,16,19)",0.761333333,0.652386667,0.007101664,0.147053331,Some,Some,0,0,0,0,0,8366.008038,7800.16896,10397.67817,16045.95625,0
N2934,4.048,931.5294,931.5342,5.152789882,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(8,11,14)_22:6(4,7,10,13,16,19)",0.6396,0.572118,0.004260999,0.124580599,Some,Some,0,0,4634.622824,0,0,27525.95445,34703.13782,70804.64366,48708.08751,0
N2934,4.048,931.5294,931.5342,5.152789882,C51H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:3_22:6,"PI 20:3(5,8,11)_22:6(4,7,10,13,16,19)",0.622857143,0.558725714,0.00304357,0.120593142,Some,Some,0,0,11665.37718,0,0,20308.03751,27596.69322,10397.67817,16045.95625,0
N2945,4.064,464.31437,464.31465,0.60303934,C23H48NO6P,CCCCCCCCC=CCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:1,LPE O-18:1(9),0.861,0.94127,0,0.180227,All,None,3541.296992,4318.848921,2954.184211,0,0,5266.381124,4113.768004,3883.517615,3636.461348,4315.715942
N2945,4.064,464.31437,464.31465,0.60303934,C23H48NO6P,CCCCCCCCCCCC=CCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:1,LPE O-18:1(6),0.65,0.163385,0.119922394,0.177276415,All,Some,3534.473684,5061.151079,2277.486842,0,0,7648.557259,6686.231996,4286.482385,3201.570773,3215.130636
N2945,4.064,464.31437,464.31465,0.60303934,C23H48NO6P,CCCCCCC=CCCCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-18:1,LPE O-18:1(11),0.733,0.94779,0,0.168079,All,None,184.2293233,0,298.3289474,0,0,185.0616171,0,0,331.9678786,609.1534211
N2985,4.095,478.29369,478.29391,0.459968223,C23H46NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(11),0.595,0.91019,0,0.150519,All,None,3479.322581,0,,4330.580826,3287.142857,0,0,0,0,0
N2985,4.095,478.29369,478.29391,0.459968223,C23H46NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(6),0.636,0.466915,0,0.1102915,All,None,3390.677419,0,,6469.419174,3792.857143,0,0,8630,0,0
N3004,4.113,905.5135,905.51855,5.576915017,C49H79O13P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:4_20:4,"PI 20:4(5,8,11,14)_20:4(5,8,11,14)",0.708,0.477241667,0,0.118524167,Some,None,0,0,0,0,0,0,0,0,7000,0
N3004,4.113,905.5135,905.51855,5.576915017,C49H79O13P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:4_20:4,"PI 20:4(5,8,11,14)_20:4(8,11,14,17)",0.740857143,0.434778571,0,0.117563571,Some,None,0,0,0,0,0,0,0,0,7000,0
N3062,4.187,463.2835,463.28301,1.057668832,C23H45O7P,CCCCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 20:1,LPA 20:1(11),0.108,0.904125,0.138758052,0.212218941,All,Some,0,0,10400,9870,0,14311.03975,11300,15773.40829,12222.28424,0
N3062,4.187,463.2835,463.28301,1.057668832,C23H45O7P,CCCCCCC=CCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 20:1,LPA 20:1(13),0.527,0.922955,0,0.1449955,All,None,0,0,0,0,0,88.96024572,0,126.5917127,377.7157608,0
N3215,4.292,478.29388,478.29391,0.06272294,C23H46NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(11),0.924,0.95295,0,0.187695,All,None,6077.419355,20287.04366,,4183.57236,3566.360561,6509.835733,0,0,4101.120897,2142.795493
N3215,4.292,478.29388,478.29391,0.06272294,C23H46NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(6),0.644,0.466915,0,0.1110915,All,None,5922.580645,1350.071582,,6249.804433,4115.031416,11073.23058,7624.442675,6150.301284,13998.8791,6577.799089
N3215,4.292,478.29388,478.29391,0.06272294,C23H46NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(9),0.643,0.4555,0,0.10985,All,None,0,5162.884753,,6366.623207,5218.608023,14516.93368,15675.55732,11949.69872,0,6479.405418
N3298,4.364,506.32482,506.32521,0.770255939,C25H50NO7P,CCCCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:1,LPE 20:1(11),0.856,0.99652,0,0.185252,All,None,,324000,,,,,,,,
