id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance
5079,16.983,16.699,17.319,764.58146,764.57916,764.58484,3.12E+05,1.25E+05,4.85E+04,3.12E+05,4,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.25E+05,16.983,764.57916,764.58484,4,0.428,16.699,17.319,DETECTED,764.58146,4.85E+04,3.12E+05,1.057,1.09,3.12E+05,-0.152
5080,16.984,16.968,17.033,744.55467,744.55176,744.55548,4.04E+04,1.84E+03,2.11E+04,4.04E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,1.84E+03,16.984,744.55176,744.55548,1,0.033,16.968,17.033,DETECTED,744.55467,2.11E+04,4.04E+04,3.02,2.01,4.04E+04,-0.166,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5081,16.984,16.968,17.064,853.64477,853.64331,853.64624,3.86E+04,2.81E+03,1.67E+04,3.86E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,2.81E+03,16.984,853.64331,853.64624,,0.107,16.968,17.064,DETECTED,853.64477,1.67E+04,3.86E+04,5.011,3.005,3.86E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5082,16.988,16.897,17.167,870.66737,870.66498,870.67053,1.94E+05,2.08E+04,1.37E+04,1.94E+05,4,1,4,0,0.93,0.18,0.00015,0.016,,,,,,,,,,2.02E+04,16.984,870.66522,870.6684,1,0.141,16.906,17.144,DETECTED,870.66713,1.46E+04,1.84E+05,1.9,1.521,1.84E+05,-0.038,2.00E+04,17.008,870.66498,870.67053,1,0.09,16.913,17.167,DETECTED,870.66738,1.37E+04,1.91E+05,1.136,1.209,1.91E+05,-0.038,2.08E+04,16.96,870.66681,870.67212,1,0.103,16.897,17.134,DETECTED,870.66766,2.17E+04,1.72E+05,2.321,1.861,1.72E+05,-0.021,1.97E+04,16.999,870.66583,870.66876,1,0.073,16.905,17.159,DETECTED,870.66729,1.63E+04,1.94E+05,1.58,1.311,1.94E+05,-0.039
5083,16.989,16.92,17.063,872.67839,872.67731,872.67859,4.19E+04,3.69E+03,1.15E+04,4.19E+04,0,0.75,3,0,0.86,0.72,0.00063,0.012,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.01E+03,17.008,872.67731,872.67859,,0.072,16.976,17.056,DETECTED,872.67788,1.25E+04,3.73E+04,1.504,1.252,3.73E+04,,2.73E+03,16.976,872.67548,872.68164,,0.064,16.928,17.023,DETECTED,872.67796,1.53E+04,4.19E+04,0.978,0.989,4.19E+04,,3.69E+03,16.983,872.67731,872.68365,,0.102,16.92,17.063,DETECTED,872.67934,1.15E+04,3.68E+04,1.266,1.133,3.68E+04,
5084,16.991,16.96,17.039,814.63878,814.63696,814.64124,3.23E+04,1.85E+03,1.50E+04,3.23E+04,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.85E+03,16.991,814.63696,814.64124,,0.278,16.96,17.039,DETECTED,814.63878,1.50E+04,3.23E+04,1.552,1.276,3.23E+04,,,,,,,,,,UNKNOWN,,,,,,,
5085,16.992,16.898,17.008,766.58637,766.58563,766.58826,4.60E+04,3.03E+03,1.59E+04,4.60E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.03E+03,16.992,766.58563,766.58826,,0.095,16.898,17.008,DETECTED,766.58637,1.59E+04,4.60E+04,0.169,0.585,4.60E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5086,16.992,16.912,17.103,1154.57308,1154.57129,1154.5741,4.06E+04,2.41E+03,1.49E+04,4.06E+04,0,0.5,2,1,0.8,0.54,0.00062,0.048,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.05E+03,17.04,1154.57129,1154.5741,,0.032,17.023,17.103,DETECTED,1154.57246,1.49E+04,4.06E+04,3.936,2.468,4.06E+04,,2.41E+03,16.944,1154.57056,1154.57971,,0.17,16.912,16.991,DETECTED,1154.5737,1.86E+04,3.87E+04,1.456,1.228,3.87E+04,,,,,,,,,,UNKNOWN,,,,,,,
5087,16.992,16.842,17.143,926.56835,926.56641,926.57166,9.69E+04,6.50E+03,2.76E+04,9.69E+04,0,0.75,3,0,0.7,1.07,0.00099,0.058,,,,,,,,,,2.97E+03,16.906,926.56494,926.57031,,0.041,16.842,16.922,DETECTED,926.56687,2.76E+04,6.56E+04,0.248,0.624,6.56E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.50E+03,16.991,926.56641,926.57166,,0.092,16.912,17.023,DETECTED,926.56896,3.65E+04,9.69E+04,0.403,0.701,9.69E+04,,4.01E+03,17.079,926.56433,926.57117,,0.06,17.063,17.143,DETECTED,926.56922,3.62E+04,7.25E+04,4.057,2.528,7.25E+04,
5088,16.992,16.693,17.183,859.58343,859.57825,859.58734,9.59E+04,2.15E+04,1.56E+04,9.59E+04,0,1,4,0,0.86,0.32,0.00028,0.035,,,,,,,,,,1.83E+04,16.954,859.57977,859.58844,,0.049,16.733,17.08,DETECTED,859.58319,1.56E+04,9.59E+04,0.613,0.786,9.59E+04,,2.03E+04,17.04,859.57825,859.58734,,0.19,16.803,17.183,DETECTED,859.58312,1.77E+04,8.38E+04,0.606,0.803,8.38E+04,,2.11E+04,16.96,859.57928,859.58777,,0.349,16.693,17.103,DETECTED,859.5836,2.22E+04,7.43E+04,0.534,0.767,7.43E+04,,2.15E+04,17.015,859.57922,859.58771,,0.268,16.794,17.159,DETECTED,859.58382,1.92E+04,8.06E+04,0.65,0.825,8.06E+04,
5089,16.996,16.897,17.103,871.66918,871.66376,871.66968,1.22E+05,1.03E+04,1.23E+04,1.22E+05,4,1,4,0,0.87,0.58,0.0005,0.016,,,,,,,,,,1.03E+04,17,871.6626,871.67169,1,0.111,16.906,17.08,DETECTED,871.66966,1.23E+04,1.04E+05,0.976,0.923,1.04E+05,-0.019,8.40E+03,17.023,871.66376,871.66968,1,0.182,16.945,17.103,DETECTED,871.66817,2.12E+04,1.01E+05,1.023,1.011,1.01E+05,-0.017,8.75E+03,16.976,871.66589,871.67175,1,0.068,16.897,17.039,DETECTED,871.66923,1.51E+04,1.22E+05,0.794,0.897,1.22E+05,-0.003,9.01E+03,16.983,871.66339,871.67322,1,0.08,16.935,17.095,DETECTED,871.66965,1.85E+04,9.51E+04,2.3,1.667,9.51E+04,0.013
5090,16.996,16.922,17.056,832.56792,832.56677,832.56958,7.28E+04,6.09E+03,2.50E+04,7.28E+04,1,0.5,2,0,0.94,0.31,0.00026,0.004,PC 18:0_18:1 (0.317),PC 18:0_18:1,[M+HCOO]-,C44H86NO8P,CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,832.60731,0.32,2,296.68,3.61E+03,17,832.5672,832.56989,,0.086,16.922,17.016,DETECTED,832.56818,2.50E+04,5.32E+04,0.202,0.601,5.32E+04,,6.09E+03,16.992,832.56677,832.56958,1,0.078,16.929,17.056,DETECTED,832.56767,3.42E+04,7.28E+04,1.024,1.012,7.28E+04,0.031,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5091,16.999,16.905,17.047,599.52777,599.52692,599.52924,3.88E+04,4.06E+03,1.99E+04,3.88E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.06E+03,16.999,599.52692,599.52924,,0.115,16.905,17.047,DETECTED,599.52777,1.99E+04,3.88E+04,0.509,0.755,3.88E+04,
5092,17,16.818,17.04,1002.60241,1002.60022,1002.60321,3.85E+04,5.02E+03,1.30E+04,3.85E+04,0,0.5,2,4,0.88,0.42,0.00042,0.024,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.91E+03,17.023,1002.60022,1002.60321,,0.158,16.866,17.04,DETECTED,1002.60199,1.48E+04,3.85E+04,0.102,0.551,3.85E+04,,5.02E+03,16.976,1002.59863,1002.60675,,0.1,16.818,17.023,DETECTED,1002.60283,1.30E+04,3.46E+04,0.297,0.649,3.46E+04,,,,,,,,,,UNKNOWN,,,,,,,
5093,17.005,16.922,17.103,938.65486,938.65186,938.65613,7.14E+04,5.43E+03,1.25E+04,7.14E+04,0,0.75,3,0,0.92,0.41,0.00038,0.009,,,,,,,,,,5.04E+03,17.016,938.65326,938.65906,,0.094,16.922,17.08,DETECTED,938.65517,1.25E+04,5.09E+04,0.677,0.839,5.09E+04,,5.43E+03,17.008,938.65186,938.65613,,0.052,16.945,17.103,DETECTED,938.65429,1.45E+04,7.14E+04,1.542,1.271,7.14E+04,,3.48E+03,16.991,938.65265,938.65753,,0.064,16.928,17.039,DETECTED,938.65513,1.44E+04,5.27E+04,0.762,0.881,5.27E+04,,,,,,,,,,UNKNOWN,,,,,,,
5094,17.007,16.991,17.023,781.57282,781.57147,781.57391,3.11E+04,7.38E+02,1.46E+04,3.11E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.38E+02,17.007,781.57147,781.57391,,0.032,16.991,17.023,DETECTED,781.57282,1.46E+04,3.11E+04,1.003,1.001,3.11E+04,,,,,,,,,,UNKNOWN,,,,,,,
5095,17.007,16.944,17.023,793.60168,793.6004,793.60541,5.63E+04,2.55E+03,1.09E+04,5.63E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.55E+03,17.007,793.6004,793.60541,,0.062,16.944,17.023,DETECTED,793.60168,1.09E+04,5.63E+04,0.254,0.627,5.63E+04,,,,,,,,,,UNKNOWN,,,,,,,
5096,17.007,16.96,17.023,820.62096,820.61951,820.62323,3.98E+04,1.75E+03,1.67E+04,3.98E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.75E+03,17.007,820.61951,820.62323,,0.047,16.96,17.023,DETECTED,820.62096,1.67E+04,3.98E+04,0.34,0.67,3.98E+04,,,,,,,,,,UNKNOWN,,,,,,,
5097,17.008,16.992,17.071,683.52933,683.52747,683.53009,3.45E+04,1.82E+03,1.34E+04,3.45E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.82E+03,17.008,683.52747,683.53009,,0.033,16.992,17.071,DETECTED,683.52933,1.34E+04,3.45E+04,4.011,2.506,3.45E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5098,17.015,16.582,17.414,791.59987,791.59595,791.60059,2.90E+05,1.30E+05,3.12E+04,2.90E+05,0,0.75,3,1,0.89,0.11,0.00008,0.037,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.27E+05,17.071,791.59595,791.60059,,0.492,16.693,17.374,DETECTED,791.59975,4.68E+04,2.79E+05,0.498,0.9,2.79E+05,,1.30E+05,16.991,791.59576,791.60089,,0.68,16.582,17.341,DETECTED,791.6,3.12E+04,2.90E+05,0.884,0.927,2.90E+05,,1.28E+05,16.983,791.59827,791.60077,,0.567,16.699,17.414,DETECTED,791.59987,7.12E+04,2.57E+05,1.517,1.258,2.57E+05,
5099,17.016,16.865,17.111,910.60507,910.60187,910.60773,5.55E+04,5.91E+03,1.21E+04,5.55E+04,0,0.75,3,2,0.84,0.34,0.00031,0.042,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.25E+03,16.992,910.60187,910.60773,,0.036,16.961,17.056,DETECTED,910.6046,1.55E+04,3.42E+04,2.058,1.529,3.42E+04,,4.15E+03,16.976,910.60065,910.60815,,0.173,16.865,17.007,DETECTED,910.60525,1.21E+04,4.40E+04,0.279,0.639,4.40E+04,,5.91E+03,17.079,910.60022,910.61023,,0.122,16.935,17.111,DETECTED,910.60536,1.81E+04,5.55E+04,0.224,0.612,5.55E+04,
5100,17.016,16.984,17.064,819.59277,819.59082,819.59467,3.63E+04,1.87E+03,1.49E+04,3.63E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.87E+03,17.016,819.59082,819.59467,,0.066,16.984,17.064,DETECTED,819.59277,1.49E+04,3.63E+04,1.508,1.254,3.63E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5101,17.016,16.984,17.08,1045.57893,1045.57544,1045.58044,4.13E+04,2.70E+03,1.14E+04,4.13E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.70E+03,17.016,1045.57544,1045.58044,,0.12,16.984,17.08,DETECTED,1045.57893,1.14E+04,4.13E+04,2.007,1.503,4.13E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5102,17.018,16.812,17.207,792.6041,792.6026,792.60486,8.70E+04,2.09E+04,2.18E+04,8.70E+04,2,0.75,3,1,0.94,0.09,0.00007,0.019,,,,,,,,,,1.70E+04,17,792.60309,792.60657,,0.236,16.812,17.113,DETECTED,792.6042,2.18E+04,8.21E+04,0.595,0.798,8.21E+04,,,,,,,,,,UNKNOWN,,,,,,,,4.82E+03,17.007,792.6026,792.60486,1,1.16,16.976,17.055,DETECTED,792.604,3.10E+04,7.64E+04,1.552,1.276,7.64E+04,-0.116,2.09E+04,17.047,792.60107,792.60626,1,0.172,16.873,17.207,DETECTED,792.6041,2.64E+04,8.70E+04,0.918,0.959,8.70E+04,0.013
5103,17.02,16.724,17.144,1044.57439,1044.56995,1044.57727,7.97E+04,1.06E+04,1.17E+04,7.97E+04,0,0.5,2,3,0.86,0.46,0.00048,0.029,,,,,,,,,,9.29E+03,17.048,1044.57263,1044.57629,,0.124,16.984,17.144,DETECTED,1044.57486,3.00E+04,7.97E+04,1.498,1.249,7.97E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.06E+04,16.991,1044.56995,1044.57727,,0.205,16.724,17.039,DETECTED,1044.57391,1.17E+04,6.90E+04,0.21,0.59,6.90E+04,,,,,,,,,,UNKNOWN,,,,,,,
5104,17.023,17.007,17.071,1017.72904,1017.72803,1017.72992,5.80E+04,2.54E+03,1.96E+04,5.80E+04,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.54E+03,17.023,1017.72803,1017.72992,,0.036,17.007,17.071,DETECTED,1017.72904,1.96E+04,5.80E+04,3.016,2.008,5.80E+04,,,,,,,,,,UNKNOWN,,,,,,,
5105,17.023,16.945,17.04,1007.59214,1007.59021,1007.59528,3.16E+04,1.97E+03,1.40E+04,3.16E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.97E+03,17.023,1007.59021,1007.59528,1,0.063,16.945,17.04,DETECTED,1007.59214,1.40E+04,3.16E+04,0.207,0.604,3.16E+04,0.139,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5106,17.023,16.913,17.04,1020.60347,1020.60028,1020.60565,3.74E+04,3.28E+03,1.25E+04,3.74E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.28E+03,17.023,1020.60028,1020.60565,,0.111,16.913,17.04,DETECTED,1020.60347,1.25E+04,3.74E+04,0.147,0.573,3.74E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5107,17.026,16.62,17.406,790.5963,790.59039,790.5968,5.92E+05,2.75E+05,5.27E+04,5.92E+05,10,0.75,3,1,0.9,0.19,0.00015,0.03,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.75E+05,17.071,790.59039,790.5968,4,0.559,16.693,17.406,DETECTED,790.59617,1.07E+05,5.92E+05,1.017,0.942,5.92E+05,-0.183,2.34E+05,16.991,790.59015,790.59711,3,0.445,16.629,17.214,DETECTED,790.59653,9.79E+04,5.75E+05,0.614,0.807,5.75E+05,-0.184,2.53E+05,17.015,790.58978,790.59692,3,0.448,16.62,17.303,DETECTED,790.59621,5.27E+04,5.72E+05,0.762,0.869,5.72E+05,-0.137
5108,17.029,16.724,17.303,765.58523,765.58368,765.58801,1.63E+05,5.48E+04,1.50E+04,1.63E+05,0,0.75,3,1,0.9,0.13,0.0001,0.031,,,,,,,,,,3.78E+04,17.033,765.58435,765.58948,,0.298,16.733,17.096,DETECTED,765.58538,1.85E+04,1.53E+05,0.212,0.606,1.53E+05,,3.95E+04,17.071,765.58368,765.58801,,0.223,16.724,17.151,DETECTED,765.58511,1.87E+04,1.63E+05,0.249,0.615,1.63E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.48E+04,16.983,765.58337,765.58923,,0.385,16.731,17.303,DETECTED,765.58521,1.50E+04,1.49E+05,1.266,1.133,1.49E+05,
5109,17.031,16.968,17.079,753.56374,753.56256,753.56506,3.67E+04,2.87E+03,1.27E+04,3.67E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.87E+03,17.031,753.56256,753.56506,,0.039,16.968,17.079,DETECTED,753.56374,1.27E+04,3.67E+04,0.747,0.874,3.67E+04,
5110,17.031,16.652,17.047,845.60929,845.60706,845.61121,8.07E+04,2.03E+04,1.75E+04,8.07E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.03E+04,17.031,845.60706,845.61121,,0.308,16.652,17.047,DETECTED,845.60929,1.75E+04,8.07E+04,0.042,0.521,8.07E+04,
5111,17.031,16.983,17.063,956.53629,956.5343,956.53888,4.48E+04,2.52E+03,1.91E+04,4.48E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.52E+03,17.031,956.5343,956.53888,,0.256,16.983,17.063,DETECTED,956.53629,1.91E+04,4.48E+04,0.664,0.832,4.48E+04,
5112,17.031,16.968,17.127,1129.559,1129.55652,1129.56189,5.59E+04,5.44E+03,1.55E+04,5.59E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.44E+03,17.031,1129.55652,1129.56189,,0.077,16.968,17.127,DETECTED,1129.559,1.55E+04,5.59E+04,1.501,1.251,5.59E+04,
5113,17.033,16.968,17.048,888.54939,888.54773,888.552,7.18E+04,4.75E+03,3.35E+04,7.18E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,4.75E+03,17.033,888.54773,888.552,,0.288,16.968,17.048,DETECTED,888.54939,3.35E+04,7.18E+04,0.246,0.623,7.18E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5114,17.033,17.016,17.08,983.55437,983.55334,983.55579,4.35E+04,2.23E+03,1.98E+04,4.35E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.23E+03,17.033,983.55334,983.55579,,1.194,17.016,17.08,DETECTED,983.55437,1.98E+04,4.35E+04,2.921,1.96,4.35E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5115,17.033,17.016,17.208,1086.58574,1086.58301,1086.58948,4.47E+04,5.39E+03,1.61E+04,4.47E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,5.39E+03,17.033,1086.58301,1086.58948,,0.066,17.016,17.208,DETECTED,1086.58574,1.61E+04,4.47E+04,10.744,5.872,4.47E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5116,17.039,16.456,17.341,867.63097,867.62903,867.63251,1.16E+05,7.17E+04,4.09E+04,1.16E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.17E+04,17.039,867.62903,867.63251,,0.709,16.456,17.341,DETECTED,867.63097,4.09E+04,1.16E+05,0.517,0.758,1.16E+05,,,,,,,,,,UNKNOWN,,,,,,,
5117,17.039,17.023,17.15,1060.56881,1060.56799,1060.57019,1.04E+05,8.12E+03,3.92E+04,1.04E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.12E+03,17.039,1060.56799,1060.57019,,0.093,17.023,17.15,DETECTED,1060.56881,3.92E+04,1.04E+05,6.794,3.897,1.04E+05,,,,,,,,,,UNKNOWN,,,,,,,
5118,17.04,16.929,17.056,1092.51103,1092.50696,1092.5127,3.92E+04,3.51E+03,1.43E+04,3.92E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.51E+03,17.04,1092.50696,1092.5127,,0.111,16.929,17.056,DETECTED,1092.51103,1.43E+04,3.92E+04,0.144,0.572,3.92E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5119,17.04,16.89,17.143,1087.58755,1087.58228,1087.58813,4.19E+04,5.90E+03,1.70E+04,4.19E+04,0,0.75,3,1,0.81,0.82,0.00089,0.026,,,,,,,,,,5.90E+03,17,1087.58667,1087.59375,,0.066,16.89,17.08,DETECTED,1087.58889,1.86E+04,4.19E+04,0.725,0.863,4.19E+04,,2.59E+03,17.071,1087.58228,1087.58813,,0.032,16.992,17.087,DETECTED,1087.5863,1.85E+04,3.70E+04,0.199,0.6,3.70E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.52E+03,17.047,1087.5835,1087.59021,,0.059,17.031,17.143,DETECTED,1087.58745,1.70E+04,3.69E+04,6.005,3.503,3.69E+04,
5120,17.044,16.352,17.39,866.62776,866.62494,866.62921,2.49E+05,1.48E+05,6.26E+04,2.49E+05,8,0.5,2,0,0.88,0.09,0.00007,0.043,,,,,,,,,,1.46E+05,17,866.62573,866.62939,4,0.615,16.352,17.367,DETECTED,866.62783,6.74E+04,2.30E+05,0.566,0.783,2.30E+05,-0.145,1.48E+05,17.087,866.62494,866.62921,4,0.684,16.406,17.39,DETECTED,866.62769,6.26E+04,2.49E+05,0.445,0.722,2.49E+05,-0.153,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5121,17.047,17.015,17.079,626.54788,626.54736,626.54834,5.47E+04,2.66E+03,3.01E+04,5.47E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.66E+03,17.047,626.54736,626.54834,,0.062,17.015,17.079,DETECTED,626.54788,3.01E+04,5.47E+04,0.988,0.994,5.47E+04,
