id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance
1,0.083,0.007,0.303,214.83294,214.83246,214.83379,6.47E+04,7.68E+03,5.15E+03,6.47E+04,1,0.5,2,0,0.96,0.16,0.00003,0.006,,,,,,,,,,4.14E+03,0.077,214.83266,214.83325,,0.113,0.025,0.244,DETECTED,214.83298,5.15E+03,3.59E+04,3.153,2.077,3.59E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.68E+03,0.09,214.83246,214.83379,1,0.114,0.007,0.303,DETECTED,214.83291,5.76E+03,6.47E+04,2.376,1.684,6.47E+04,0.007
2,0.084,0.025,0.173,376.88586,376.88528,376.88635,3.63E+04,3.49E+03,1.05E+04,3.63E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.49E+03,0.084,376.88528,376.88635,,0.12,0.025,0.173,DETECTED,376.88586,1.05E+04,3.63E+04,1.512,1.256,3.63E+04,,,,,,,,,,UNKNOWN,,,,,,,
3,0.086,0.04,0.258,205.91898,205.91888,205.91916,3.75E+04,4.03E+03,5.48E+03,3.75E+04,0,0.75,3,0,0.96,0.15,0.00003,0.009,,,,,,,,,,3.42E+03,0.087,205.91867,205.91937,,0.129,0.04,0.258,DETECTED,205.919,5.58E+03,3.75E+04,3.366,2.308,3.75E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.99E+03,0.072,205.91888,205.91916,,0.041,0.041,0.144,DETECTED,205.919,5.48E+03,3.58E+04,2.288,1.644,3.58E+04,,4.03E+03,0.097,205.91873,205.9191,,0.113,0.041,0.245,DETECTED,205.91893,6.43E+03,3.59E+04,2.608,1.804,3.59E+04,
4,0.086,0.025,0.309,223.7985,223.79808,223.79878,2.39E+05,2.21E+04,5.54E+03,2.39E+05,5,0.75,3,0,0.96,0.15,0.00003,0.007,,,,,,,,,,1.54E+04,0.077,223.79817,223.79878,2,0.064,0.04,0.269,DETECTED,223.79855,8.72E+03,1.76E+05,5.147,2.737,1.76E+05,-0.007,,,,,,,,,UNKNOWN,,,,,,,,1.18E+04,0.084,223.79808,223.79878,1,0.088,0.041,0.273,DETECTED,223.7985,5.54E+03,1.28E+05,3.345,2.59,1.28E+05,-0.013,2.21E+04,0.097,223.79814,223.79878,2,0.069,0.025,0.309,DETECTED,223.79845,6.21E+03,2.39E+05,2.738,1.806,2.39E+05,-0.033
5,0.086,0.04,0.288,225.79615,225.79604,225.79634,1.21E+05,1.17E+04,5.06E+03,1.21E+05,3,0.75,3,0,0.95,0.23,0.00005,0.007,,,,,,,,,,8.30E+03,0.077,225.79585,225.79648,1,0.235,0.04,0.258,DETECTED,225.79618,8.35E+03,1.05E+05,4.51,2.878,1.05E+05,0.007,,,,,,,,,UNKNOWN,,,,,,,,6.01E+03,0.084,225.79604,225.79634,1,0.064,0.041,0.229,DETECTED,225.79621,8.44E+03,6.70E+04,2.932,2.176,6.70E+04,0.007,1.17E+04,0.097,225.79567,225.79639,1,0.08,0.041,0.288,DETECTED,225.79608,5.06E+03,1.21E+05,3.132,2.002,1.21E+05,-0.019
6,0.087,0.007,0.282,212.83498,212.83463,212.83572,4.96E+04,6.86E+03,5.05E+03,4.96E+04,0,0.5,2,0,0.97,0.04,0.00001,0.01,,,,,,,,,,2.46E+03,0.077,212.83487,212.83511,,0.043,0.025,0.141,DETECTED,212.83499,7.43E+03,3.67E+04,1.2,1.1,3.67E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.86E+03,0.097,212.83463,212.83572,,0.158,0.007,0.282,DETECTED,212.83497,5.05E+03,4.96E+04,1.677,1.525,4.96E+04,
7,0.088,0.025,0.274,221.80072,221.80054,221.8008,1.74E+05,1.54E+04,5.28E+03,1.74E+05,3,0.75,3,0,0.97,0.09,0.00002,0.007,,,,,,,,,,1.18E+04,0.077,221.80048,221.80095,1,0.057,0.025,0.269,DETECTED,221.80074,5.61E+03,1.41E+05,4.132,2.159,1.41E+05,-0.003,,,,,,,,,UNKNOWN,,,,,,,,8.61E+03,0.096,221.80054,221.8008,1,0.075,0.025,0.248,DETECTED,221.80071,5.28E+03,9.59E+04,2.49,1.62,9.59E+04,-0.017,1.54E+04,0.09,221.80049,221.80081,1,0.078,0.041,0.274,DETECTED,221.80069,1.10E+04,1.74E+05,2.936,2.21,1.74E+05,-0.013
8,0.09,0.056,0.219,244.80691,244.80663,244.80721,3.22E+04,2.61E+03,5.60E+03,3.22E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.61E+03,0.09,244.80663,244.80721,,0.079,0.056,0.219,DETECTED,244.80691,5.60E+03,3.22E+04,3.882,2.441,3.22E+04,
9,0.091,0.025,0.147,203.92994,203.92979,203.93011,3.71E+04,2.69E+03,6.81E+03,3.71E+04,0,0.5,2,0,0.96,0.02,0,0.014,,,,,,,,,,1.53E+03,0.077,203.92987,203.93005,,0.061,0.04,0.106,DETECTED,203.92994,9.00E+03,3.71E+04,0.776,0.888,3.71E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.69E+03,0.105,203.92979,203.93011,,0.084,0.025,0.147,DETECTED,203.92995,6.81E+03,3.49E+04,0.522,0.761,3.49E+04,
10,0.095,0.007,0.4,258.91602,258.91577,258.91708,1.18E+05,2.11E+04,2.25E+04,1.18E+05,6,0.75,3,0,0.97,0.08,0.00002,0.009,,,,,,,,,,2.11E+04,0.106,258.91583,258.91626,2,0.182,0.007,0.354,DETECTED,258.91605,2.64E+04,1.18E+05,2.486,1.743,1.18E+05,-0.056,,,,,,,,,UNKNOWN,,,,,,,,2.11E+04,0.096,258.91577,258.91708,2,0.183,0.008,0.4,DETECTED,258.916,2.25E+04,1.09E+05,3.449,2.224,1.09E+05,-0.045,1.71E+04,0.082,258.9158,258.91678,2,0.158,0.007,0.288,DETECTED,258.916,2.67E+04,1.01E+05,2.77,1.885,1.01E+05,-0.015
11,0.097,0.007,0.344,326.90365,326.90332,326.90393,1.06E+05,2.17E+04,3.54E+04,1.06E+05,6,0.75,3,0,0.96,0.1,0.00003,0.008,,,,,,,,,,2.17E+04,0.101,326.90344,326.90402,2,0.195,0.007,0.344,DETECTED,326.90369,3.54E+04,1.06E+05,2.584,1.792,1.06E+05,-0.029,,,,,,,,,UNKNOWN,,,,,,,,1.79E+04,0.084,326.90332,326.90393,2,0.228,0.025,0.281,DETECTED,326.90363,3.85E+04,1.03E+05,3.352,2.176,1.03E+05,-0.025,1.73E+04,0.105,326.90338,326.90482,2,0.171,0.007,0.266,DETECTED,326.90361,3.89E+04,9.95E+04,1.645,1.323,9.95E+04,-0.036
12,0.097,0.056,0.219,227.79372,227.79318,227.79414,3.38E+04,2.71E+03,5.44E+03,3.38E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.71E+03,0.097,227.79318,227.79414,,0.067,0.056,0.219,DETECTED,227.79372,5.44E+03,3.38E+04,3.051,1.976,3.38E+04,
13,0.097,0.056,0.245,246.80488,246.80449,246.8051,3.88E+04,3.43E+03,5.40E+03,3.88E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.43E+03,0.097,246.80449,246.8051,,0.066,0.056,0.245,DETECTED,246.80488,5.40E+03,3.88E+04,2.991,2.299,3.88E+04,
14,0.098,0.007,0.349,394.89102,394.89069,394.89261,1.47E+05,3.26E+04,5.35E+04,1.47E+05,9,0.75,3,0,0.94,0.13,0.00005,0.018,,,,,,,,,,2.97E+04,0.087,394.89087,394.89136,3,0.293,0.007,0.32,DETECTED,394.89107,5.83E+04,1.31E+05,2.889,1.945,1.31E+05,-0.039,,,,,,,,,UNKNOWN,,,,,,,,3.26E+04,0.125,394.89069,394.89261,3,0.292,0.008,0.349,DETECTED,394.89104,5.35E+04,1.47E+05,1.916,1.458,1.47E+05,-0.075,2.54E+04,0.082,394.8905,394.89227,3,0.209,0.007,0.257,DETECTED,394.89094,6.09E+04,1.46E+05,2.353,1.676,1.46E+05,-0.033
15,0.103,0.007,0.269,240.91115,240.91098,240.912,6.11E+04,9.16E+03,1.14E+04,6.11E+04,0,0.75,3,1,0.97,0.03,0.00001,0.009,,,,,,,,,,9.16E+03,0.095,240.91101,240.91151,,0.138,0.007,0.269,DETECTED,240.91116,1.31E+04,6.11E+04,1.975,1.487,6.11E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.22E+03,0.117,240.91098,240.912,,0.19,0.008,0.173,DETECTED,240.91114,1.14E+04,5.55E+04,0.509,0.754,5.55E+04,,7.61E+03,0.097,240.9109,240.91179,,0.174,0.007,0.219,DETECTED,240.91114,1.24E+04,5.54E+04,1.346,1.173,5.54E+04,
16,0.114,0.007,0.267,410.86505,410.86432,410.86588,4.32E+04,6.95E+03,1.35E+04,4.32E+04,0,0.75,3,0,0.88,0.12,0.00005,0.041,,,,,,,,,,5.96E+03,0.176,410.8642,410.86575,,0.138,0.007,0.227,DETECTED,410.86504,1.51E+04,3.77E+04,0.304,0.652,3.77E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.95E+03,0.084,410.86432,410.86588,,11.317,0.008,0.267,DETECTED,410.86513,1.35E+04,4.32E+04,2.391,1.695,4.32E+04,,5.65E+03,0.082,410.86432,410.86566,,0.171,0.007,0.205,DETECTED,410.86499,1.48E+04,4.07E+04,1.659,1.329,4.07E+04,
17,0.117,0.041,0.343,462.87893,462.87833,462.87961,7.90E+04,1.58E+04,3.74E+04,7.90E+04,2,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.58E+04,0.117,462.87833,462.87961,2,0.272,0.041,0.343,DETECTED,462.87893,3.74E+04,7.90E+04,2.967,1.983,7.90E+04,-0.034,,,,,,,,,UNKNOWN,,,,,,,
18,0.181,0.173,0.395,240.91105,240.91089,240.91125,4.06E+04,4.66E+03,1.02E+04,4.06E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.66E+03,0.181,240.91089,240.91125,,0.147,0.173,0.395,DETECTED,240.91105,1.02E+04,4.06E+04,27.337,14.169,4.06E+04,,,,,,,,,,UNKNOWN,,,,,,,
19,0.253,0.043,0.545,409.86857,409.86789,409.86963,4.61E+04,1.66E+04,2.20E+04,4.61E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.66E+04,0.253,409.86789,409.86963,,0.435,0.043,0.545,DETECTED,409.86857,2.20E+04,4.61E+04,1.384,1.192,4.61E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
20,0.422,0.163,0.453,471.83754,471.83649,471.83939,3.26E+04,6.08E+03,1.13E+04,3.26E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.08E+03,0.422,471.83649,471.83939,,0.26,0.163,0.453,DETECTED,471.83754,1.13E+04,3.26E+04,0.119,0.559,3.26E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21,0.428,0.215,0.453,221.80085,221.80066,221.80113,3.31E+04,4.95E+03,1.35E+04,3.31E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.95E+03,0.428,221.80066,221.80113,,0.219,0.215,0.453,DETECTED,221.80085,1.35E+04,3.31E+04,0.119,0.559,3.31E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
22,0.468,0.236,0.509,223.79863,223.79831,223.79898,4.38E+04,8.41E+03,1.74E+04,4.38E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.41E+03,0.468,223.79831,223.79898,,0.264,0.236,0.509,DETECTED,223.79863,1.74E+04,4.38E+04,0.173,0.587,4.38E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
23,0.519,0.43,0.531,201.90624,201.90611,201.90634,3.61E+04,2.56E+03,1.42E+04,3.61E+04,0,0.5,2,1,0.96,0.19,0.00004,0.007,,,,,,,,,,2.56E+03,0.526,201.90617,201.90636,,0.073,0.43,0.531,DETECTED,201.90628,1.42E+04,3.37E+04,0.06,0.53,3.37E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.44E+03,0.512,201.90611,201.90634,,0.064,0.435,0.528,DETECTED,201.9062,1.59E+04,3.61E+04,0.199,0.599,3.61E+04,,,,,,,,,,UNKNOWN,,,,,,,
24,0.52,0.459,0.56,340.94026,340.93973,340.94083,3.51E+04,2.29E+03,1.19E+04,3.51E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.29E+03,0.52,340.93973,340.94083,,0.07,0.459,0.56,DETECTED,340.94026,1.19E+04,3.51E+04,0.662,0.831,3.51E+04,,,,,,,,,,UNKNOWN,,,,,,,
25,0.539,0.528,0.899,201.9062,201.90598,201.9064,4.76E+04,1.34E+04,2.06E+04,4.76E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.34E+04,0.539,201.90598,201.9064,,0.085,0.528,0.899,DETECTED,201.9062,2.06E+04,4.76E+04,31.631,16.316,4.76E+04,,,,,,,,,,UNKNOWN,,,,,,,
26,0.589,0.52,0.621,303.89851,303.89835,303.89874,3.21E+04,2.17E+03,1.46E+04,3.21E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,2.17E+03,0.589,303.89835,303.89874,,0.069,0.52,0.621,DETECTED,303.89851,1.46E+04,3.21E+04,0.449,0.724,3.21E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
27,0.625,0.56,0.682,256.84639,256.84595,256.84671,3.08E+04,2.44E+03,1.16E+04,3.08E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.44E+03,0.625,256.84595,256.84671,,0.079,0.56,0.682,DETECTED,256.84639,1.16E+04,3.08E+04,0.885,0.942,3.08E+04,,,,,,,,,,UNKNOWN,,,,,,,
28,0.627,0.451,0.682,356.9137,356.91284,356.91461,3.84E+04,4.22E+03,6.80E+03,3.84E+04,0,0.75,3,0,0.95,0.31,0.00011,0.002,,,,,,,,,,4.22E+03,0.626,356.91302,356.91467,,0.163,0.451,0.653,DETECTED,356.91377,1.09E+04,3.84E+04,0.153,0.576,3.84E+04,,,,,,,,,,UNKNOWN,,,,,,,,4.20E+03,0.625,356.91284,356.91461,,0.147,0.501,0.682,DETECTED,356.91353,1.09E+04,3.42E+04,0.463,0.732,3.42E+04,,3.69E+03,0.63,356.91302,356.91483,,0.079,0.46,0.666,DETECTED,356.91379,6.80E+03,3.40E+04,0.21,0.605,3.40E+04,
29,0.698,0.4,0.813,216.85379,216.85364,216.85419,5.98E+04,1.62E+04,1.35E+04,5.98E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.62E+04,0.698,216.85364,216.85419,1,0.297,0.4,0.813,DETECTED,216.85379,1.35E+04,5.98E+04,0.389,0.695,5.98E+04,-0.053,,,,,,,,,UNKNOWN,,,,,,,
30,0.703,0.59,0.767,238.91288,238.9126,238.91328,3.26E+04,3.71E+03,1.50E+04,3.26E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.71E+03,0.703,238.9126,238.91328,,0.081,0.59,0.767,DETECTED,238.91288,1.50E+04,3.26E+04,0.572,0.786,3.26E+04,
31,0.71,0.548,0.767,303.89859,303.89828,303.89896,4.58E+04,6.08E+03,1.46E+04,4.58E+04,1,0.5,2,0,0.88,0.09,0.00003,0.041,,,,,,,,,,3.13E+03,0.668,303.89822,303.89908,,0.058,0.621,0.756,DETECTED,303.89862,1.46E+04,3.02E+04,1.842,1.421,3.02E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.08E+03,0.751,303.89828,303.89896,1,0.162,0.548,0.767,DETECTED,303.89856,2.03E+04,4.58E+04,0.078,0.539,4.58E+04,0.171
32,0.718,0.467,0.908,320.89103,320.89044,320.89163,3.42E+04,1.07E+04,1.38E+04,3.42E+04,0,0.5,2,0,0.93,0.16,0.00005,0.02,,,,,,,,,,6.96E+03,0.737,320.89053,320.89166,,0.276,0.495,0.787,DETECTED,320.89108,1.68E+04,3.42E+04,0.206,0.603,3.42E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.07E+04,0.698,320.89044,320.89163,,0.382,0.467,0.908,DETECTED,320.89098,1.38E+04,3.24E+04,0.911,0.955,3.24E+04,,,,,,,,,,UNKNOWN,,,,,,,
33,0.72,0.497,0.751,201.9062,201.90598,201.90639,4.71E+04,7.18E+03,1.57E+04,4.71E+04,1,0.5,2,1,0.92,0.22,0.00005,0.017,,,,,,,,,,7.18E+03,0.737,201.90605,201.90642,1,0.192,0.531,0.751,DETECTED,201.90625,1.92E+04,4.71E+04,0.066,0.533,4.71E+04,0.181,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.11E+03,0.703,201.90598,201.90639,,0.208,0.497,0.718,DETECTED,201.90616,1.57E+04,3.93E+04,0.073,0.537,3.93E+04,
34,0.722,0.465,0.848,256.84644,256.84619,256.84659,3.23E+04,7.46E+03,7.23E+03,3.23E+04,0,0.5,2,2,0.95,0.1,0.00003,0.015,,,,,,,,,,7.46E+03,0.737,256.84619,256.84674,,0.11,0.465,0.848,DETECTED,256.84647,7.23E+03,3.14E+04,0.406,0.703,3.14E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.06E+03,0.707,256.84619,256.84659,,0.043,0.682,0.768,DETECTED,256.84642,1.61E+04,3.23E+04,2.425,1.713,3.23E+04,,,,,,,,,,UNKNOWN,,,,,,,
35,0.743,0.507,0.768,200.85897,200.85884,200.85912,6.53E+04,1.24E+04,3.15E+04,6.53E+04,3,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.24E+04,0.743,200.85884,200.85912,3,0.263,0.507,0.768,DETECTED,200.85897,3.15E+04,6.53E+04,0.105,0.553,6.53E+04,-0.037,,,,,,,,,UNKNOWN,,,,,,,
36,0.743,0.474,0.869,258.90071,258.90054,258.90088,1.03E+05,2.68E+04,4.64E+04,1.03E+05,4,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.68E+04,0.743,258.90054,258.90088,4,0.406,0.474,0.869,DETECTED,258.90071,4.64E+04,1.03E+05,0.467,0.734,1.03E+05,-0.148,,,,,,,,,UNKNOWN,,,,,,,
37,0.781,0.459,0.918,298.89352,298.8931,298.89386,4.58E+04,1.34E+04,1.20E+04,4.58E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.34E+04,0.781,298.8931,298.89386,,0.337,0.459,0.918,DETECTED,298.89352,1.20E+04,4.58E+04,0.424,0.712,4.58E+04,,,,,,,,,,UNKNOWN,,,,,,,
38,0.805,0.653,0.823,356.9136,356.91312,356.91437,4.38E+04,5.45E+03,1.86E+04,4.38E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,5.45E+03,0.805,356.91312,356.91437,,0.162,0.653,0.823,DETECTED,356.9136,1.86E+04,4.38E+04,0.124,0.562,4.38E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
39,0.824,0.718,0.883,201.90621,201.90608,201.90633,4.94E+04,4.91E+03,1.91E+04,4.94E+04,2,0.5,2,2,0.95,0.09,0.00002,0.013,,,,,,,,,,4.91E+03,0.837,201.90608,201.90634,1,0.079,0.751,0.883,DETECTED,201.90623,2.69E+04,4.71E+04,0.539,0.769,4.71E+04,0.081,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.50E+03,0.81,201.90608,201.90633,1,0.074,0.718,0.822,DETECTED,201.90619,1.91E+04,4.94E+04,0.125,0.562,4.94E+04,0.145
40,0.835,0.751,0.91,256.8464,256.84619,256.84665,3.10E+04,3.24E+03,9.57E+03,3.10E+04,0,0.5,2,1,0.9,0.14,0.00004,0.033,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.75E+03,0.802,256.84619,256.84665,,0.07,0.768,0.84,DETECTED,256.84644,1.67E+04,3.10E+04,1.121,1.061,3.10E+04,,3.24E+03,0.868,256.84598,256.84662,,0.095,0.751,0.91,DETECTED,256.84637,9.57E+03,3.06E+04,0.353,0.676,3.06E+04,
41,0.861,0.666,0.926,356.91362,356.9129,356.91446,5.16E+04,8.68E+03,8.09E+03,5.16E+04,0,0.75,3,1,0.95,0.28,0.0001,0.005,,,,,,,,,,2.99E+03,0.862,356.91293,356.91428,,0.066,0.823,0.919,DETECTED,356.91377,9.47E+03,4.46E+04,1.502,1.251,4.46E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.24E+03,0.853,356.9129,356.91446,,0.12,0.682,0.908,DETECTED,356.91347,1.60E+04,4.40E+04,0.321,0.66,4.40E+04,,8.68E+03,0.868,356.91309,356.91434,,0.182,0.666,0.926,DETECTED,356.91362,8.09E+03,5.16E+04,0.283,0.641,5.16E+04,
42,0.866,0.444,0.926,340.94017,340.93985,340.94052,7.53E+04,1.94E+04,1.19E+04,7.53E+04,2,0.75,3,0,0.9,0.12,0.00004,0.032,,,,,,,,,,1.94E+04,0.904,340.93961,340.94086,,0.358,0.444,0.919,DETECTED,340.94023,1.19E+04,6.31E+04,0.037,0.517,6.31E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.41E+04,0.819,340.93985,340.94052,,0.287,0.56,0.918,DETECTED,340.94014,1.38E+04,5.68E+04,0.382,0.691,5.68E+04,,1.79E+04,0.876,340.93951,340.94067,2,0.26,0.512,0.926,DETECTED,340.94013,1.68E+04,7.53E+04,0.137,0.568,7.53E+04,-0.057
43,0.868,0.822,0.876,201.90618,201.90605,201.90637,5.02E+04,1.95E+03,1.91E+04,5.02E+04,1,0.25,1,5,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.95E+03,0.868,201.90605,201.90637,1,0.039,0.822,0.876,DETECTED,201.90618,1.91E+04,5.02E+04,0.163,0.581,5.02E+04,0.087
44,0.883,0.548,0.937,298.89351,298.89304,298.89395,5.20E+04,1.32E+04,1.31E+04,5.20E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.32E+04,0.883,298.89304,298.89395,,0.29,0.548,0.937,DETECTED,298.89351,1.31E+04,5.20E+04,0.162,0.581,5.20E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
