id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance
26462,22.9,22.841,22.992,765.65871,765.6535,765.65973,2.96E+06,1.66E+05,3.04E+05,2.96E+06,0,1,4,0,0.89,0.47,0.00036,0.016,,,,,,,,,,1.29E+05,22.89,765.6579,765.6604,,0.083,22.852,22.954,DETECTED,765.65896,8.37E+05,1.80E+06,1.667,1.333,1.80E+06,,1.40E+05,22.879,765.6535,765.65973,,0.06,22.853,22.982,DETECTED,765.65845,4.30E+05,2.33E+06,6.647,2.502,2.33E+06,,1.66E+05,22.916,765.65729,765.66064,,0.035,22.852,22.992,DETECTED,765.65917,3.87E+05,2.59E+06,1.112,1.088,2.59E+06,,1.61E+05,22.916,765.65363,765.66034,,0.025,22.841,22.978,DETECTED,765.65825,3.04E+05,2.96E+06,0.828,0.914,2.96E+06,
26463,22.9,22.804,23.162,816.69216,816.69159,816.69971,4.96E+07,5.10E+06,1.01E+06,4.96E+07,9,1,4,0,0.97,0.05,0.00004,0.009,,,,,,,,,,5.10E+06,22.89,816.69159,816.69562,2,0.106,22.817,23.162,DETECTED,816.6921,1.01E+06,4.45E+07,2.182,1.771,4.45E+07,-0.054,4.57E+06,22.892,816.69159,816.69971,3,0.081,22.804,23.151,DETECTED,816.69215,1.05E+06,4.80E+07,1.859,1.711,4.80E+07,-0.056,4.66E+06,22.916,816.69104,816.69867,2,0.092,22.816,23.161,DETECTED,816.69224,1.38E+06,4.70E+07,1.407,1.41,4.70E+07,-0.077,5.03E+06,22.903,816.69177,816.6969,2,0.09,22.817,23.134,DETECTED,816.69213,1.23E+06,4.96E+07,2.321,1.552,4.96E+07,-0.066
26464,22.9,22.72,23.347,855.7413,855.7392,855.74658,1.48E+07,2.05E+06,7.10E+04,1.48E+07,8,1,4,0,0.97,0.05,0.00004,0.011,,,,,,,,,,1.85E+06,22.903,855.74066,855.7467,2,0.118,22.736,23.33,DETECTED,855.74123,7.10E+04,1.35E+07,2.193,1.634,1.35E+07,-0.042,1.83E+06,22.879,855.74042,855.74384,2,0.151,22.792,23.319,DETECTED,855.74137,7.96E+04,1.29E+07,2.885,2.338,1.29E+07,-0.027,2.05E+06,22.904,855.74011,855.74701,2,0.134,22.732,23.329,DETECTED,855.74129,8.73E+04,1.35E+07,2.571,1.752,1.35E+07,-0.044,1.93E+06,22.916,855.7392,855.74658,2,0.137,22.72,23.347,DETECTED,855.74131,7.57E+04,1.48E+07,1.768,1.59,1.48E+07,-0.065
26465,22.903,22.866,22.941,831.63267,831.63208,831.6355,2.00E+06,1.12E+05,5.79E+05,2.00E+06,0,0.5,2,7,0.85,0.76,0.00064,0.013,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.24E+04,22.89,831.63208,831.6355,,0.026,22.877,22.928,DETECTED,831.6333,5.79E+05,1.44E+06,2.95,1.975,1.44E+06,,1.12E+05,22.916,831.62823,831.63324,,0.063,22.866,22.941,DETECTED,831.63203,7.18E+05,2.00E+06,0.5,0.75,2.00E+06,
26466,22.903,22.853,22.916,642.49386,642.49353,642.49506,2.87E+06,9.47E+04,7.94E+05,2.87E+06,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.47E+04,22.903,642.49353,642.49506,,0.056,22.853,22.916,DETECTED,642.49386,7.94E+05,2.87E+06,0.253,0.626,2.87E+06,
26467,22.903,22.877,22.928,773.58709,773.58575,773.58795,4.48E+06,1.31E+05,1.20E+06,4.48E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.31E+05,22.903,773.58575,773.58795,,0.026,22.877,22.928,DETECTED,773.58709,1.20E+06,4.48E+06,0.957,0.978,4.48E+06,
26468,22.903,22.89,22.928,812.6604,812.65936,812.66089,1.56E+06,4.32E+04,6.54E+05,1.56E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.32E+04,22.903,812.65936,812.66089,,0.041,22.89,22.928,DETECTED,812.6604,6.54E+05,1.56E+06,1.908,1.454,1.56E+06,
26469,22.903,22.866,23.004,818.69659,818.69446,818.69879,8.10E+06,7.32E+05,2.63E+06,8.10E+06,2,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.32E+05,22.903,818.69446,818.69879,2,0.098,22.866,23.004,DETECTED,818.69659,2.63E+06,8.10E+06,2.693,1.846,8.10E+06,-0.12
26470,22.903,22.779,22.953,892.82776,892.82562,892.83203,4.06E+06,3.52E+05,4.71E+05,4.06E+06,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.52E+05,22.903,892.82562,892.83203,,0.087,22.779,22.953,DETECTED,892.82776,4.71E+05,4.06E+06,0.562,0.7,4.06E+06,
26471,22.903,22.89,22.916,893.83277,893.83105,893.83618,1.55E+06,2.97E+04,6.78E+05,1.55E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.97E+04,22.903,893.83105,893.83618,,0.026,22.89,22.916,DETECTED,893.83277,6.78E+05,1.55E+06,0.987,0.994,1.55E+06,
26472,22.903,22.877,23.004,900.77544,900.77081,900.77844,2.93E+06,1.81E+05,4.38E+05,2.93E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.81E+05,22.903,900.77081,900.77844,,0.027,22.877,23.004,DETECTED,900.77544,4.38E+05,2.93E+06,3.466,2.473,2.93E+06,
26473,22.903,22.877,22.941,1690.49868,1690.49561,1690.5022,1.64E+06,6.15E+04,6.43E+05,1.64E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.15E+04,22.903,1690.49561,1690.5022,,0.027,22.877,22.941,DETECTED,1690.49868,6.43E+05,1.64E+06,1.475,1.238,1.64E+06,
26474,22.903,22.805,23.043,743.64972,743.64825,743.65106,4.72E+06,4.20E+05,2.28E+05,4.72E+06,0,1,4,0,0.95,0.12,0.00009,0.012,,,,,,,,,,3.41E+05,22.915,743.64856,743.65173,,0.428,22.805,22.966,DETECTED,743.64954,2.28E+05,3.93E+06,0.511,0.73,3.93E+06,,3.42E+05,22.892,743.64832,743.65179,,0.06,22.829,23.006,DETECTED,743.64988,5.06E+05,4.38E+06,2.063,1.412,4.38E+06,,4.20E+05,22.916,743.64862,743.65063,,0.073,22.828,23.042,DETECTED,743.64973,4.44E+05,4.72E+06,1.151,1.211,4.72E+06,,3.79E+05,22.89,743.64825,743.65106,,0.086,22.829,23.043,DETECTED,743.64974,3.16E+05,3.53E+06,2.206,1.821,3.53E+06,
26475,22.903,22.841,23.03,212.6943,212.69408,212.69467,1.56E+06,1.38E+05,2.43E+05,1.56E+06,0,1,4,0,0.98,0.04,0.00001,0.007,,,,,,,,,,1.00E+05,22.89,212.69398,212.6945,,0.082,22.865,22.966,DETECTED,212.6943,3.58E+05,1.56E+06,2.987,1.994,1.56E+06,,1.31E+05,22.904,212.69408,212.69467,,0.12,22.841,23.02,DETECTED,212.69429,2.43E+05,1.18E+06,1.838,1.419,1.18E+06,,1.38E+05,22.904,212.69395,212.69472,,0.083,22.852,23.03,DETECTED,212.69429,2.48E+05,1.56E+06,2.433,1.717,1.56E+06,,1.35E+05,22.916,212.69405,212.6946,,0.329,22.853,23.016,DETECTED,212.69431,3.66E+05,1.41E+06,1.595,1.297,1.41E+06,
26476,22.904,22.829,23.054,856.74633,856.74274,856.7489,1.01E+07,7.43E+05,4.84E+05,1.01E+07,3,1,4,0,0.89,0.62,0.00053,0.006,,,,,,,,,,7.36E+05,22.903,856.74286,856.74872,,0.084,22.829,23.054,DETECTED,856.74608,4.84E+05,7.62E+06,1.955,1.439,7.62E+06,,4.87E+05,22.892,856.74292,856.74988,1,0.093,22.853,22.942,DETECTED,856.7474,1.77E+06,6.79E+06,1.314,1.157,6.79E+06,-0.029,7.43E+05,22.904,856.74304,856.75043,1,0.083,22.852,23.054,DETECTED,856.74595,9.90E+05,8.19E+06,2.59,1.951,8.19E+06,0.085,6.41E+05,22.916,856.74274,856.7489,1,0.045,22.841,22.99,DETECTED,856.74588,8.35E+05,1.01E+07,0.989,0.995,1.01E+07,-0.041
26477,22.904,22.892,22.942,865.80387,865.80359,865.80414,6.93E+06,2.46E+05,2.97E+06,6.93E+06,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.46E+05,22.904,865.80359,865.80414,,0.113,22.892,22.942,DETECTED,865.80387,2.97E+06,6.93E+06,3.153,2.077,6.93E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26478,22.904,22.841,22.93,935.88212,935.88031,935.88391,2.19E+06,1.08E+05,6.03E+05,2.19E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.08E+05,22.904,935.88031,935.88391,,0.037,22.841,22.93,DETECTED,935.88212,6.03E+05,2.19E+06,0.416,0.708,2.19E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26479,22.904,22.877,22.982,724.48359,724.48126,724.48419,2.37E+06,1.21E+05,4.73E+05,2.37E+06,1,0.5,2,4,0.95,0.15,0.00011,0.012,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.21E+05,22.892,724.48218,724.48657,1,0.038,22.879,22.982,DETECTED,724.48348,4.73E+05,2.37E+06,7.047,4.023,2.37E+06,-0.057,1.01E+05,22.916,724.48126,724.48419,,0.037,22.877,22.954,DETECTED,724.4837,5.98E+05,2.07E+06,0.97,0.985,2.07E+06,,,,,,,,,,UNKNOWN,,,,,,,
26480,22.906,22.804,23.282,817.69567,817.6936,817.70056,2.63E+07,2.85E+06,2.04E+05,2.63E+07,0,1,4,0,0.97,0.05,0.00004,0.009,,,,,,,,,,2.72E+06,22.915,817.69202,817.70184,,0.107,22.817,23.282,DETECTED,817.69573,2.37E+05,2.47E+07,1.133,1.379,2.47E+07,,2.44E+06,22.892,817.69464,817.69855,,0.06,22.804,23.082,DETECTED,817.69561,7.08E+05,2.63E+07,2.162,1.603,2.63E+07,,2.59E+06,22.916,817.69318,817.70001,,0.081,22.804,23.281,DETECTED,817.69565,2.49E+05,2.47E+07,1.646,1.301,2.47E+07,,2.85E+06,22.903,817.6936,817.70056,,0.098,22.817,23.193,DETECTED,817.69568,2.04E+05,2.54E+07,1.699,1.479,2.54E+07,
26481,22.906,22.84,23.029,821.6467,821.64563,821.6485,4.10E+06,3.01E+05,5.58E+05,4.10E+06,2,1,4,0,0.94,0.26,0.00022,0.009,,,,,,,,,,2.82E+05,22.915,821.64502,821.64777,,0.061,22.852,23.029,DETECTED,821.64629,5.58E+05,3.41E+06,1.706,1.41,3.41E+06,,2.92E+05,22.892,821.64563,821.64825,1,0.059,22.841,22.955,DETECTED,821.64703,8.83E+05,4.01E+06,1.24,1.12,4.01E+06,-0.004,3.01E+05,22.916,821.64532,821.64966,,0.074,22.84,22.992,DETECTED,821.6468,6.54E+05,4.10E+06,0.995,0.997,4.10E+06,,2.72E+05,22.903,821.64563,821.6485,1,0.093,22.853,22.978,DETECTED,821.64668,6.89E+05,3.34E+06,1.487,1.244,3.34E+06,0.009
26482,22.909,22.766,23.093,940.71841,940.71588,940.72198,4.07E+06,4.32E+05,1.30E+05,4.07E+06,0,1,4,0,0.95,0.18,0.00017,0.009,,,,,,,,,,3.93E+05,22.927,940.71619,940.72144,,0.158,22.829,23.079,DETECTED,940.7185,3.64E+05,3.19E+06,1.666,1.276,3.19E+06,,3.59E+05,22.904,940.71484,940.72656,,0.169,22.766,23.033,DETECTED,940.71855,1.30E+05,2.97E+06,1.176,1.013,2.97E+06,,3.48E+05,22.904,940.71564,940.72101,,0.076,22.863,23.005,DETECTED,940.71808,8.20E+05,4.07E+06,2.544,1.772,4.07E+06,,4.32E+05,22.903,940.71588,940.72198,,0.332,22.829,23.093,DETECTED,940.71852,3.57E+05,3.36E+06,2.423,1.786,3.36E+06,
26483,22.909,22.879,22.994,604.45704,604.45569,604.4574,1.57E+06,8.91E+04,4.32E+05,1.57E+06,0,0.5,2,0,0.98,0.03,0.00002,0.006,,,,,,,,,,6.73E+04,22.915,604.45569,604.4574,,0.021,22.89,22.978,DETECTED,604.45705,5.10E+05,1.34E+06,2.576,1.788,1.34E+06,,8.91E+04,22.904,604.45599,604.45789,,0.039,22.879,22.994,DETECTED,604.45702,4.32E+05,1.57E+06,3.61,2.305,1.57E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26484,22.91,22.852,22.965,866.77818,866.77295,866.78033,2.28E+06,1.39E+05,7.00E+05,2.28E+06,0,0.5,2,1,0.95,0.19,0.00017,0.007,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.17E+05,22.916,866.77295,866.78033,,0.047,22.852,22.928,DETECTED,866.77801,7.00E+05,2.28E+06,0.183,0.592,2.28E+06,,1.39E+05,22.903,866.776,866.7804,,0.105,22.866,22.965,DETECTED,866.77835,7.73E+05,2.01E+06,1.656,1.328,2.01E+06,
26485,22.91,22.863,23.016,673.55839,673.55792,673.5589,3.67E+06,2.65E+05,4.94E+05,3.67E+06,0,1,4,0,0.95,0.16,0.00011,0.009,,,,,,,,,,1.24E+05,22.915,673.5578,673.55981,,0.086,22.865,22.941,DETECTED,673.55857,4.94E+05,2.81E+06,0.52,0.76,2.81E+06,,1.61E+05,22.892,673.55731,673.55963,,0.087,22.865,22.967,DETECTED,673.55819,5.94E+05,1.93E+06,2.85,1.925,1.93E+06,,1.01E+05,22.916,673.55536,673.55933,,0.027,22.863,22.928,DETECTED,673.55836,7.42E+05,2.78E+06,0.225,0.612,2.78E+06,,2.65E+05,22.916,673.55792,673.5589,,0.103,22.877,23.016,DETECTED,673.55843,8.42E+05,3.67E+06,2.616,1.808,3.67E+06,
26486,22.91,22.804,22.953,864.80121,864.80017,864.80322,1.51E+07,9.54E+05,1.22E+06,1.51E+07,5,0.5,2,0,0.98,0.01,0.00001,0.006,TG O-18:0_16:0_18:1 (0.814),TG O-18:0_16:0_18:1,[M+NH4]+,C55H106O5,CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,864.83785,0.81,3,316.45,,,,,,,,,UNKNOWN,,,,,,,,7.70E+05,22.904,864.80017,864.80322,2,0.03,22.804,22.942,DETECTED,864.80122,1.22E+06,1.15E+07,0.427,0.692,1.15E+07,-0.006,,,,,,,,,UNKNOWN,,,,,,,,9.54E+05,22.916,864.80078,864.80243,3,0.06,22.817,22.953,DETECTED,864.8012,1.23E+06,1.51E+07,0.444,0.744,1.51E+07,-0.056
26487,22.91,22.877,22.994,676.46271,676.46222,676.46326,2.37E+06,1.21E+05,3.50E+05,2.37E+06,0,0.5,2,3,0.97,0.08,0.00006,0.006,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.21E+05,22.904,676.46185,676.46429,,0.035,22.879,22.994,DETECTED,676.46266,3.50E+05,2.37E+06,3.61,2.305,2.37E+06,,1.11E+05,22.916,676.46222,676.46326,,0.092,22.877,22.992,DETECTED,676.46277,5.69E+05,1.57E+06,1.939,1.47,1.57E+06,,,,,,,,,,UNKNOWN,,,,,,,
26488,22.912,22.865,23.005,854.70734,854.70306,854.70923,1.92E+06,1.31E+05,7.22E+05,1.92E+06,3,0.75,3,3,0.95,0.11,0.0001,0.013,,,,,,,,,,1.21E+05,22.915,854.70306,854.70923,1,0.089,22.865,22.966,DETECTED,854.70731,8.02E+05,1.59E+06,1.015,1.008,1.59E+06,-0.099,1.29E+05,22.892,854.70636,854.70795,1,0.088,22.879,22.982,DETECTED,854.70723,7.22E+05,1.84E+06,7.047,4.023,1.84E+06,-0.179,1.31E+05,22.928,854.70471,854.70947,1,0.132,22.904,23.005,DETECTED,854.70749,8.77E+05,1.92E+06,3.155,2.077,1.92E+06,-0.141,,,,,,,,,UNKNOWN,,,,,,,
26489,22.912,22.853,23.095,592.49344,592.4928,592.49396,2.74E+06,3.12E+05,3.43E+05,2.74E+06,0,0.75,3,2,0.96,0.15,0.00009,0.006,,,,,,,,,,1.79E+05,22.903,592.4928,592.49396,,0.056,22.878,22.966,DETECTED,592.4933,1.02E+06,2.74E+06,2.433,1.717,2.74E+06,,3.12E+05,22.917,592.49231,592.4942,,0.18,22.853,23.095,DETECTED,592.49354,3.65E+05,2.63E+06,2.783,1.891,2.63E+06,,2.61E+05,22.916,592.4917,592.49463,,0.35,22.89,23.079,DETECTED,592.49346,3.43E+05,2.51E+06,5.489,3.592,2.51E+06,,,,,,,,,,UNKNOWN,,,,,,,
26490,22.912,22.865,23.017,624.48307,624.48163,624.48419,3.72E+06,2.28E+05,4.01E+05,3.72E+06,0,1,4,1,0.95,0.18,0.00011,0.009,,,,,,,,,,1.26E+05,22.927,624.48236,624.48401,,0.055,22.878,22.941,DETECTED,624.48288,1.24E+06,2.67E+06,0.287,0.644,2.67E+06,,2.17E+05,22.904,624.48199,624.4848,,0.058,22.865,23.006,DETECTED,624.48316,6.04E+05,3.28E+06,3.802,1.827,3.28E+06,,1.92E+05,22.916,624.48242,624.48566,,0.067,22.89,23.017,DETECTED,624.48319,4.01E+05,3.41E+06,3.162,2.428,3.41E+06,,2.28E+05,22.903,624.48163,624.48419,,0.056,22.866,23.004,DETECTED,624.48303,5.51E+05,3.72E+06,2.632,1.846,3.72E+06,
26491,22.913,22.828,23.017,1683.53748,1683.53442,1683.54236,1.06E+07,7.95E+05,4.46E+05,1.06E+07,0,1,4,0,0.94,0.22,0.00036,0.01,,,,,,,,,,7.41E+05,22.915,1683.52942,1683.53979,,0.074,22.84,23.003,DETECTED,1683.53716,8.05E+05,9.31E+06,1.273,1.091,9.31E+06,,7.25E+05,22.892,1683.53235,1683.53955,,0.075,22.829,22.994,DETECTED,1683.53779,6.09E+05,8.88E+06,1.395,1.263,8.88E+06,,7.95E+05,22.916,1683.53064,1683.54163,,0.065,22.828,23.017,DETECTED,1683.53707,6.43E+05,1.06E+07,1.611,1.112,1.06E+07,,5.99E+05,22.928,1683.53442,1683.54236,,0.084,22.829,23.004,DETECTED,1683.5379,4.46E+05,6.57E+06,0.877,0.889,6.57E+06,
26492,22.915,22.89,22.927,792.58216,792.58093,792.58295,1.18E+06,3.36E+04,6.72E+05,1.18E+06,0,0.25,1,2,1,0,0,0,,,,,,,,,,3.36E+04,22.915,792.58093,792.58295,,0.038,22.89,22.927,DETECTED,792.58216,6.72E+05,1.18E+06,0.478,0.739,1.18E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26493,22.915,22.865,22.954,813.56955,813.56763,813.57068,1.44E+06,8.56E+04,5.60E+05,1.44E+06,0,0.25,1,3,1,0,0,0,,,,,,,,,,8.56E+04,22.915,813.56763,813.57068,,0.038,22.865,22.954,DETECTED,813.56955,5.60E+05,1.44E+06,0.779,0.889,1.44E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26494,22.915,22.878,23.054,862.74767,862.74536,862.75146,1.45E+06,1.57E+05,4.55E+05,1.45E+06,0,0.5,2,0,0.93,0.25,0.00021,0.011,,,,,,,,,,1.57E+05,22.927,862.74536,862.75146,,0.111,22.878,23.054,DETECTED,862.74788,4.55E+05,1.45E+06,2.586,1.793,1.45E+06,,1.18E+05,22.904,862.74646,862.74884,,0.076,22.892,23.033,DETECTED,862.74745,4.58E+05,1.28E+06,10.65,5.825,1.28E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26495,22.915,22.84,23.042,934.87836,934.87677,934.87982,2.98E+06,2.74E+05,3.91E+05,2.98E+06,1,0.75,3,0,0.96,0.17,0.00015,0.008,,,,,,,,,,2.74E+05,22.915,934.87677,934.87982,,0.125,22.84,23.042,DETECTED,934.87815,3.91E+05,2.90E+06,1.703,1.352,2.90E+06,,2.32E+05,22.904,934.87634,934.87964,1,0.111,22.865,23.006,DETECTED,934.87833,6.17E+05,2.98E+06,2.654,1.827,2.98E+06,0.01,,,,,,,,,UNKNOWN,,,,,,,,1.30E+05,22.928,934.87726,934.87964,,0.024,22.866,22.965,DETECTED,934.87859,9.25E+05,2.08E+06,0.607,0.803,2.08E+06,
26496,22.916,22.878,23.016,710.55583,710.5545,710.55707,4.64E+06,3.40E+05,1.14E+06,4.64E+06,0,0.5,2,4,0.99,0.05,0.00004,0.001,,,,,,,,,,3.40E+05,22.915,710.5545,710.55707,,0.287,22.878,23.016,DETECTED,710.55586,1.14E+06,4.64E+06,2.692,1.846,4.64E+06,,,,,,,,,,UNKNOWN,,,,,,,,1.90E+05,22.916,710.55396,710.55756,,0.059,22.904,22.979,DETECTED,710.55579,1.45E+06,3.65E+06,4.931,2.966,3.65E+06,,,,,,,,,,UNKNOWN,,,,,,,
26497,22.916,22.852,22.954,780.60457,780.60266,780.60626,3.10E+06,1.35E+05,6.86E+05,3.10E+06,0,0.75,3,0,0.87,0.88,0.00069,0,,,,,,,,,,1.33E+05,22.915,780.60266,780.60626,,0.06,22.852,22.941,DETECTED,780.60386,9.16E+05,2.19E+06,0.413,0.707,2.19E+06,,,,,,,,,,UNKNOWN,,,,,,,,1.20E+05,22.916,780.60278,780.60553,,0.039,22.863,22.954,DETECTED,780.60424,8.02E+05,1.95E+06,0.721,0.861,1.95E+06,,1.35E+05,22.916,780.60284,780.60846,,0.089,22.866,22.953,DETECTED,780.6056,6.86E+05,3.10E+06,0.738,0.869,3.10E+06,
26498,22.916,22.865,22.994,1657.52068,1657.51611,1657.52393,3.13E+06,1.89E+05,3.15E+05,3.13E+06,0,0.75,3,0,0.91,0.45,0.00074,0.008,,,,,,,,,,1.88E+05,22.915,1657.51611,1657.52393,,0.058,22.865,22.978,DETECTED,1657.52097,3.16E+05,3.13E+06,1.867,1.137,3.13E+06,,1.62E+05,22.904,1657.51318,1657.52551,,0.063,22.865,22.994,DETECTED,1657.51957,3.15E+05,2.36E+06,1.74,1.662,2.36E+06,,1.89E+05,22.928,1657.51819,1657.52661,,0.077,22.877,22.979,DETECTED,1657.52151,4.12E+05,3.06E+06,0.992,0.996,3.06E+06,,,,,,,,,,UNKNOWN,,,,,,,
26499,22.916,22.877,22.953,824.69897,824.69153,824.70422,1.60E+06,7.44E+04,4.66E+05,1.60E+06,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.44E+04,22.916,824.69153,824.70422,,0.026,22.877,22.953,DETECTED,824.69897,4.66E+05,1.60E+06,0.968,0.984,1.60E+06,
