id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance
1,0.02,0.002,0.048,277.08829,277.08798,277.0885,4.62E+04,1.59E+03,2.63E+04,4.62E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.59E+03,0.02,277.08798,277.0885,,0.038,0.002,0.048,DETECTED,277.08829,2.63E+04,4.62E+04,1.629,1.315,4.62E+04,
2,0.204,0.173,0.25,228.08267,228.08221,228.08308,3.62E+04,1.95E+03,1.92E+04,3.62E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.95E+03,0.204,228.08221,228.08308,,0.075,0.173,0.25,DETECTED,228.08267,1.92E+04,3.62E+04,1.459,1.23,3.62E+04,,,,,,,,,,UNKNOWN,,,,,,,
3,0.209,0.096,0.294,227.06241,227.06219,227.06268,4.98E+04,6.08E+03,1.98E+04,4.98E+04,0,0.5,2,0,0.92,0.39,0.00009,0.01,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.08E+03,0.219,227.06219,227.06268,,0.157,0.096,0.294,DETECTED,227.0625,1.98E+04,4.98E+04,0.62,0.81,4.98E+04,,1.74E+03,0.199,227.062,227.06259,,0.035,0.184,0.245,DETECTED,227.06232,2.01E+04,3.97E+04,2.843,1.921,3.97E+04,
4,0.326,0.311,0.358,261.05123,261.05099,261.05148,3.57E+04,1.03E+03,1.35E+04,3.57E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.03E+03,0.326,261.05099,261.05148,,0.03,0.311,0.358,DETECTED,261.05123,1.35E+04,3.57E+04,2.004,1.502,3.57E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
5,0.401,0.341,0.463,226.03306,226.03271,226.03336,3.47E+04,2.66E+03,1.75E+04,3.47E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.66E+03,0.401,226.03271,226.03336,,0.1,0.341,0.463,DETECTED,226.03306,1.75E+04,3.47E+04,1.04,1.02,3.47E+04,,,,,,,,,,UNKNOWN,,,,,,,
6,0.443,0.325,0.56,209.05202,209.05202,209.05228,6.15E+04,6.57E+03,2.14E+04,6.15E+04,0,0.5,2,0,0.93,0.41,0.00008,0.003,,,,,,,,,,6.57E+03,0.447,209.05202,209.05228,,0.153,0.325,0.523,DETECTED,209.05211,2.59E+04,5.18E+04,0.623,0.811,5.18E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.96E+03,0.44,209.0518,209.05208,,0.03,0.424,0.56,DETECTED,209.05194,2.14E+04,6.15E+04,7.735,4.367,6.15E+04,
7,0.56,0.529,0.633,227.06241,227.06207,227.06268,3.92E+04,2.88E+03,1.87E+04,3.92E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.88E+03,0.56,227.06207,227.06268,,0.236,0.529,0.633,DETECTED,227.06241,1.87E+04,3.92E+04,2.388,1.694,3.92E+04,
8,0.591,0.575,0.605,205.06124,205.06108,205.06148,3.91E+04,8.55E+02,1.78E+04,3.91E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.55E+02,0.591,205.06108,205.06148,,0.03,0.575,0.605,DETECTED,205.06124,1.78E+04,3.91E+04,0.935,0.968,3.91E+04,
9,0.605,0.56,0.648,209.052,209.05188,209.05208,4.01E+04,2.58E+03,1.81E+04,4.01E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.58E+03,0.605,209.05188,209.05208,,0.144,0.56,0.648,DETECTED,209.052,1.81E+04,4.01E+04,0.954,0.977,4.01E+04,
10,0.637,0.589,0.652,408.34737,408.34647,408.3476,7.04E+04,2.20E+03,1.49E+04,7.04E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.20E+03,0.637,408.34647,408.3476,,0.186,0.589,0.652,DETECTED,408.34737,1.49E+04,7.04E+04,0.333,0.667,7.04E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
11,0.637,0.605,0.652,596.4874,596.48651,596.48889,5.64E+04,1.44E+03,1.31E+04,5.64E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.44E+03,0.637,596.48651,596.48889,,0.028,0.605,0.652,DETECTED,596.4874,1.31E+04,5.64E+04,0.502,0.751,5.64E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
12,0.652,0.605,0.666,295.04496,295.04459,295.04559,3.28E+04,1.48E+03,1.48E+04,3.28E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.48E+03,0.652,295.04459,295.04559,,0.055,0.605,0.666,DETECTED,295.04496,1.48E+04,3.28E+04,0.299,0.65,3.28E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
13,0.83,0.815,0.844,273.15238,273.15173,273.15268,4.10E+04,8.81E+02,1.75E+04,4.10E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.81E+02,0.83,273.15173,273.15268,,0.03,0.815,0.844,DETECTED,273.15238,1.75E+04,4.10E+04,0.936,0.968,4.10E+04,
14,0.919,0.904,0.95,216.98141,216.9812,216.98155,3.14E+04,1.09E+03,1.21E+04,3.14E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.09E+03,0.919,216.9812,216.98155,,0.046,0.904,0.95,DETECTED,216.98141,1.21E+04,3.14E+04,2.005,1.502,3.14E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
15,0.927,0.898,0.981,295.28757,295.28748,295.28763,8.68E+05,4.55E+04,2.31E+05,8.68E+05,3,0.75,3,0,0.98,0.07,0.00002,0.005,,,,,,,,,,3.21E+04,0.919,295.28748,295.28763,1,0.063,0.904,0.981,DETECTED,295.28755,2.48E+05,5.68E+05,3.959,2.48,5.68E+05,0.012,2.93E+04,0.927,295.28745,295.2876,1,0.05,0.898,0.973,DETECTED,295.28756,2.31E+05,6.08E+05,1.564,1.282,6.08E+05,0.011,4.55E+04,0.934,295.28754,295.28769,1,0.087,0.903,0.98,DETECTED,295.2876,4.31E+05,8.68E+05,1.477,1.238,8.68E+05,0.022,,,,,,,,,UNKNOWN,,,,,,,
16,0.927,0.882,1.009,296.29087,296.29071,296.29111,1.51E+05,1.02E+04,2.80E+04,1.51E+05,0,0.75,3,0,0.97,0.09,0.00003,0.005,,,,,,,,,,5.83E+03,0.919,296.29071,296.29111,,0.073,0.904,0.995,DETECTED,296.29087,4.07E+04,9.27E+04,4.855,2.927,9.27E+04,,5.91E+03,0.927,296.29065,296.29108,,0.081,0.882,0.989,DETECTED,296.29083,2.80E+04,1.02E+05,1.37,1.185,1.02E+05,,1.02E+04,0.934,296.29059,296.29123,,0.077,0.888,1.009,DETECTED,296.29091,6.07E+04,1.51E+05,1.61,1.305,1.51E+05,,,,,,,,,,UNKNOWN,,,,,,,
17,0.931,0.882,1.009,297.28481,297.28473,297.28503,2.99E+05,1.84E+04,5.26E+04,2.99E+05,0,0.5,2,0,0.97,0.14,0.00004,0.004,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.77E+03,0.927,297.28464,297.28485,,0.039,0.882,0.973,DETECTED,297.28477,5.26E+04,2.08E+05,1.025,1.013,2.08E+05,,1.84E+04,0.934,297.28473,297.28503,,0.05,0.903,1.009,DETECTED,297.28485,1.20E+05,2.99E+05,2.415,1.707,2.99E+05,,,,,,,,,,UNKNOWN,,,,,,,
18,0.939,0.919,1.01,358.20734,358.207,358.20782,1.02E+05,5.65E+03,3.48E+04,1.02E+05,0,0.5,2,0,0.97,0.12,0.00004,0.004,,,,,,,,,,5.65E+03,0.935,358.207,358.20782,,0.075,0.919,1.01,DETECTED,358.20739,3.83E+04,8.49E+04,4.843,2.921,8.49E+04,,4.61E+03,0.943,358.20694,358.20761,,0.063,0.927,0.989,DETECTED,358.2073,3.48E+04,1.02E+05,2.895,1.947,1.02E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
19,0.946,0.919,1.009,402.23359,402.23331,402.23434,9.38E+04,5.29E+03,2.11E+04,9.38E+04,0,0.5,2,0,0.97,0.16,0.00006,0.003,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.68E+03,0.943,402.23337,402.23401,,0.141,0.927,0.989,DETECTED,402.23352,2.11E+04,5.62E+04,2.895,1.947,5.62E+04,,5.29E+03,0.95,402.23331,402.23434,,0.049,0.919,1.009,DETECTED,402.23365,2.60E+04,9.38E+04,1.916,1.458,9.38E+04,,,,,,,,,,UNKNOWN,,,,,,,
20,0.95,0.934,1.025,253.12838,253.12817,253.12868,9.63E+04,5.10E+03,3.22E+04,9.63E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.10E+03,0.95,253.12817,253.12868,,0.05,0.934,1.025,DETECTED,253.12838,3.22E+04,9.63E+04,4.854,2.927,9.63E+04,,,,,,,,,,UNKNOWN,,,,,,,
21,0.95,0.919,0.98,270.15485,270.15475,270.15494,2.14E+05,9.59E+03,1.12E+05,2.14E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.59E+03,0.95,270.15475,270.15494,,0.052,0.919,0.98,DETECTED,270.15485,1.12E+05,2.14E+05,0.977,0.989,2.14E+05,,,,,,,,,,UNKNOWN,,,,,,,
22,0.95,0.935,0.98,314.18113,314.18094,314.18121,1.53E+05,5.00E+03,6.73E+04,1.53E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.00E+03,0.95,314.18094,314.18121,,0.039,0.935,0.98,DETECTED,314.18113,6.73E+04,1.53E+05,1.929,1.464,1.53E+05,
23,0.965,0.95,0.98,664.61975,664.61816,664.62042,4.70E+04,9.66E+02,1.74E+04,4.70E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.66E+02,0.965,664.61816,664.62042,,0.03,0.95,0.98,DETECTED,664.61975,1.74E+04,4.70E+04,0.997,0.999,4.70E+04,
24,0.973,0.943,1.004,673.62514,673.62469,673.62555,4.25E+04,1.71E+03,1.27E+04,4.25E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.71E+03,0.973,673.62469,673.62555,,0.048,0.943,1.004,DETECTED,673.62514,1.27E+04,4.25E+04,1.024,1.012,4.25E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
25,0.981,0.965,0.995,629.39919,629.39673,629.3999,7.47E+04,1.32E+03,1.41E+04,7.47E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.32E+03,0.981,629.39673,629.3999,,0.029,0.965,0.995,DETECTED,629.39919,1.41E+04,7.47E+04,0.895,0.947,7.47E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
26,0.981,0.935,1.042,647.00936,647.00751,647.01337,5.01E+04,2.88E+03,1.37E+04,5.01E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.88E+03,0.981,647.00751,647.01337,,0.053,0.935,1.042,DETECTED,647.00936,1.37E+04,5.01E+04,1.328,1.164,5.01E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
27,1.02,0.989,1.11,582.03753,582.03595,582.03979,4.33E+04,3.24E+03,1.26E+04,4.33E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.24E+03,1.02,582.03595,582.03979,,0.08,0.989,1.11,DETECTED,582.03753,1.26E+04,4.33E+04,2.857,1.928,4.33E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
28,1.02,0.989,1.095,864.03778,864.03485,864.03955,4.11E+04,3.17E+03,1.88E+04,4.11E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.17E+03,1.02,864.03485,864.03955,,0.074,0.989,1.095,DETECTED,864.03778,1.88E+04,4.11E+04,2.374,1.687,4.11E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
29,1.025,0.995,1.087,841.52375,841.5224,841.52466,6.38E+04,2.98E+03,2.21E+04,6.38E+04,0,0.5,2,0,0.98,0.12,0.0001,0,,,,,,,,,,2.98E+03,1.026,841.5224,841.52466,,0.103,1.01,1.087,DETECTED,841.52366,2.21E+04,5.02E+04,3.87,2.435,5.02E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.06E+03,1.025,841.52234,841.52515,,0.034,0.995,1.04,DETECTED,841.52385,3.03E+04,6.38E+04,0.513,0.757,6.38E+04,,,,,,,,,,UNKNOWN,,,,,,,
30,1.03,1.004,1.095,672.40808,672.40723,672.40906,1.56E+05,6.60E+03,2.68E+04,1.56E+05,2,0.5,2,0,0.93,0.36,0.00024,0.006,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.64E+03,1.036,672.40723,672.40906,1,0.272,1.004,1.095,DETECTED,672.40833,2.68E+04,7.82E+04,1.869,1.435,7.82E+04,0.006,,,,,,,,,UNKNOWN,,,,,,,,6.60E+03,1.025,672.40735,672.40894,1,0.048,1.009,1.072,DETECTED,672.40784,6.66E+04,1.56E+05,2.968,1.984,1.56E+05,0.012
31,1.03,1.004,1.11,731.96087,731.95795,731.96204,1.37E+05,5.78E+03,2.49E+04,1.37E+05,0,0.5,2,1,0.95,0.18,0.00013,0.01,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.69E+03,1.02,731.95795,731.96204,,0.071,1.004,1.11,DETECTED,731.96074,2.64E+04,7.07E+04,5.646,3.323,7.07E+04,,,,,,,,,,UNKNOWN,,,,,,,,5.78E+03,1.04,731.95959,731.96222,,0.082,1.009,1.072,DETECTED,731.961,2.49E+04,1.37E+05,0.994,0.997,1.37E+05,
32,1.03,1.004,1.086,650.39479,650.39465,650.396,1.18E+05,6.38E+03,3.47E+04,1.18E+05,2,0.5,2,0,0.91,0.48,0.00031,0.005,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.38E+03,1.036,650.39392,650.39539,1,0.045,1.004,1.079,DETECTED,650.39448,5.34E+04,1.15E+05,1.38,1.19,1.15E+05,-0.023,6.03E+03,1.025,650.39465,650.396,1,0.065,1.009,1.086,DETECTED,650.39511,3.47E+04,1.18E+05,3.833,2.417,1.18E+05,-0.005,,,,,,,,,UNKNOWN,,,,,,,
33,1.038,1.004,1.101,694.42152,694.42053,694.42511,1.15E+05,6.41E+03,2.09E+04,1.15E+05,0,0.5,2,0,0.87,0.59,0.00041,0.018,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.60E+03,1.02,694.42053,694.42511,,0.058,1.004,1.095,DETECTED,694.42193,2.09E+04,9.56E+04,4.691,2.846,9.56E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.41E+03,1.056,694.41852,694.42212,,0.034,1.009,1.101,DETECTED,694.42111,2.73E+04,1.15E+05,0.947,0.974,1.15E+05,
34,1.039,1.004,1.11,753.97344,753.97217,753.97375,7.44E+04,4.67E+03,2.25E+04,7.44E+04,0,0.5,2,0,0.95,0.3,0.00023,0.003,,,,,,,,,,4.67E+03,1.042,753.97217,753.97375,,0.326,1.01,1.087,DETECTED,753.97322,3.74E+04,7.44E+04,1.455,1.228,7.44E+04,,4.31E+03,1.036,753.97266,753.97455,,0.055,1.004,1.11,DETECTED,753.97367,2.25E+04,7.12E+04,2.351,1.675,7.12E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
35,1.039,1.004,1.095,819.51062,819.50958,819.51062,7.38E+04,4.13E+03,1.70E+04,7.38E+04,0,0.5,2,1,0.88,0.52,0.00043,0.018,,,,,,,,,,2.81E+03,1.057,819.50958,819.51062,,0.088,1.01,1.073,DETECTED,819.51019,1.70E+04,5.55E+04,0.331,0.666,5.55E+04,,4.13E+03,1.02,819.50928,819.51215,,0.055,1.004,1.095,DETECTED,819.51105,2.33E+04,7.38E+04,4.691,2.846,7.38E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
36,1.04,1.009,1.056,732.46152,732.46021,732.46295,6.76E+04,1.98E+03,2.04E+04,6.76E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.98E+03,1.04,732.46021,732.46295,1,0.027,1.009,1.056,DETECTED,732.46152,2.04E+04,6.76E+04,0.498,0.749,6.76E+04,0.011
37,1.041,1.009,1.13,555.33545,555.33496,555.33582,1.92E+05,1.15E+04,2.47E+04,1.92E+05,0,0.5,2,0,0.97,0.16,0.00009,0.001,,,,,,,,,,1.15E+04,1.042,555.33496,555.33582,,0.286,1.01,1.117,DETECTED,555.33536,2.47E+04,1.89E+05,2.011,1.694,1.89E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.12E+04,1.04,555.33478,555.33594,,0.054,1.009,1.13,DETECTED,555.33554,2.74E+04,1.92E+05,2.832,1.916,1.92E+05,,,,,,,,,,UNKNOWN,,,,,,,
38,1.042,1.01,1.057,567.02803,567.02783,567.02814,7.62E+04,2.38E+03,2.20E+04,7.62E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.38E+03,1.042,567.02783,567.02814,,0.035,1.01,1.057,DETECTED,567.02803,2.20E+04,7.62E+04,0.496,0.748,7.62E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
39,1.042,1.01,1.132,643.90996,643.90753,643.91254,8.04E+04,6.89E+03,3.33E+04,8.04E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,6.89E+03,1.042,643.90753,643.91254,,0.09,1.01,1.132,DETECTED,643.90996,3.33E+04,8.04E+04,2.881,1.94,8.04E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
40,1.043,1.004,1.125,511.30968,511.3093,511.30997,2.61E+05,1.45E+04,1.64E+04,2.61E+05,0,1,4,0,0.96,0.22,0.00011,0.004,,,,,,,,,,1.08E+04,1.042,511.30927,511.31042,,0.053,1.01,1.103,DETECTED,511.30961,2.36E+04,2.14E+05,1.659,1.475,2.14E+05,,1.12E+04,1.05,511.3085,511.31082,,0.113,1.004,1.125,DETECTED,511.30963,1.64E+04,1.69E+05,1.042,1.322,1.69E+05,,9.84E+03,1.04,511.30966,511.311,,0.048,1.009,1.115,DETECTED,511.3099,2.18E+04,1.82E+05,2.364,1.682,1.82E+05,,1.45E+04,1.04,511.3093,511.30997,,0.054,1.009,1.115,DETECTED,511.30957,3.48E+04,2.61E+05,2.103,1.689,2.61E+05,
41,1.044,1.004,1.157,562.34249,562.34015,562.34357,1.51E+05,1.00E+04,2.63E+04,1.51E+05,0,0.75,3,0,0.95,0.21,0.00012,0.008,,,,,,,,,,1.00E+04,1.042,562.34015,562.34357,,0.073,1.01,1.132,DETECTED,562.34232,4.16E+04,1.35E+05,2.881,1.94,1.35E+05,,9.55E+03,1.036,562.34125,562.34338,,0.102,1.004,1.157,DETECTED,562.34263,2.63E+04,1.18E+05,3.832,2.416,1.18E+05,,,,,,,,,,UNKNOWN,,,,,,,,9.82E+03,1.056,562.34174,562.34351,,0.053,1.009,1.128,DETECTED,562.34252,3.70E+04,1.51E+05,1.534,1.267,1.51E+05,
42,1.045,0.995,1.11,540.33071,540.32947,540.33289,1.16E+05,5.73E+03,1.73E+04,1.16E+05,0,0.5,2,0,0.98,0.03,0.00001,0.005,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.58E+03,1.05,540.32947,540.33142,,0.112,1.02,1.11,DETECTED,540.33069,3.82E+04,1.16E+05,1.998,1.499,1.16E+05,,5.73E+03,1.04,540.32947,540.33289,,0.034,0.995,1.101,DETECTED,540.33072,1.73E+04,1.03E+05,1.318,1.159,1.03E+05,,,,,,,,,,UNKNOWN,,,,,,,
43,1.046,1.009,1.132,687.93512,687.93353,687.93616,1.14E+05,8.60E+03,2.50E+04,1.14E+05,0,0.75,3,0,0.94,0.28,0.00019,0.007,,,,,,,,,,7.15E+03,1.042,687.93353,687.93616,,0.07,1.01,1.132,DETECTED,687.93483,2.56E+04,9.54E+04,2.881,1.94,9.54E+04,,,,,,,,,,UNKNOWN,,,,,,,,5.31E+03,1.056,687.93359,687.93787,,0.037,1.025,1.13,DETECTED,687.93538,2.50E+04,8.69E+04,2.353,1.677,8.69E+04,,8.60E+03,1.04,687.93317,687.93665,,0.069,1.009,1.128,DETECTED,687.93516,2.62E+04,1.14E+05,2.796,1.898,1.14E+05,
44,1.047,1.004,1.132,567.3633,567.36169,567.36591,8.68E+04,4.66E+03,1.55E+04,8.68E+04,0,0.5,2,0,0.96,0.1,0.00005,0.011,,,,,,,,,,3.94E+03,1.057,567.36169,567.36591,,0.028,1.026,1.132,DETECTED,567.36324,1.88E+04,7.64E+04,2.403,1.701,7.64E+04,,4.66E+03,1.036,567.36121,567.36603,,0.231,1.004,1.125,DETECTED,567.36335,1.55E+04,8.68E+04,2.843,1.921,8.68E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
45,1.047,0.989,1.117,621.37148,621.37085,621.37384,1.18E+05,7.06E+03,1.22E+04,1.18E+05,0,0.5,2,0,0.84,0.87,0.00054,0.011,,,,,,,,,,6.68E+03,1.057,621.37085,621.37384,,0.045,1.01,1.117,DETECTED,621.37202,2.01E+04,1.07E+05,1.264,1.132,1.07E+05,,7.06E+03,1.036,621.3678,621.37329,,0.043,0.989,1.11,DETECTED,621.37095,1.22E+04,1.18E+05,1.575,1.288,1.18E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
