id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance
51,0.579,0.533,0.626,235.81987,235.81979,235.81996,9.05E+04,5.23E+03,2.79E+04,9.05E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,5.23E+03,0.579,235.81979,235.81996,,0.038,0.533,0.626,DETECTED,235.81987,2.79E+04,9.05E+04,1.006,1.003,9.05E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
52,0.581,0.566,0.627,223.94006,223.93993,223.94038,4.61E+04,2.19E+03,2.46E+04,4.61E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.19E+03,0.581,223.93993,223.94038,,0.034,0.566,0.627,DETECTED,223.94006,2.46E+04,4.61E+04,2.945,1.972,4.61E+04,
53,0.588,0.38,0.642,208.92955,208.92915,208.92976,2.75E+05,4.23E+04,6.67E+04,2.75E+05,13,0.5,2,0,0.91,0.17,0.00003,0.024,,,,,,,,,,4.23E+04,0.564,208.92915,208.92976,7,0.165,0.38,0.642,DETECTED,208.92952,6.67E+04,2.75E+05,0.423,0.711,2.75E+05,-0.176,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.51E+04,0.612,208.92918,208.92982,6,0.195,0.551,0.627,DETECTED,208.92959,1.27E+05,2.36E+05,0.246,0.623,2.36E+05,-0.174
54,0.595,0.441,0.642,220.82224,220.82202,220.82278,1.49E+05,1.57E+04,2.93E+04,1.49E+05,1,0.25,1,2,1,0,0,0,,,,,,,,,,1.57E+04,0.595,220.82202,220.82278,1,0.339,0.441,0.642,DETECTED,220.82224,2.93E+04,1.49E+05,0.305,0.653,1.49E+05,0.088,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
55,0.596,0.488,0.657,215.84575,215.84552,215.84583,7.57E+04,7.97E+03,2.44E+04,7.57E+04,0,0.5,2,0,0.95,0.31,0.00007,0.001,,,,,,,,,,7.97E+03,0.595,215.84552,215.84583,,0.084,0.488,0.657,DETECTED,215.84568,2.44E+04,7.50E+04,0.584,0.792,7.50E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.96E+03,0.597,215.8457,215.84593,,0.077,0.49,0.627,DETECTED,215.84582,3.14E+04,7.57E+04,0.283,0.641,7.57E+04,
56,0.596,0.505,0.642,250.81491,250.81432,250.81534,9.83E+04,5.34E+03,2.85E+04,9.83E+04,0,0.5,2,2,0.94,0.18,0.00004,0.015,,,,,,,,,,5.34E+03,0.611,250.81432,250.81534,,0.032,0.548,0.642,DETECTED,250.81487,3.13E+04,9.83E+04,0.495,0.748,9.83E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.95E+03,0.581,250.8145,250.81555,,0.031,0.505,0.597,DETECTED,250.81496,2.85E+04,8.16E+04,0.204,0.602,8.16E+04,
57,0.597,0.566,0.688,236.92468,236.92384,236.92482,7.76E+04,6.05E+03,2.74E+04,7.76E+04,0,0.5,2,0,0.87,0.62,0.00015,0.015,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.87E+03,0.582,236.92384,236.92482,,0.032,0.567,0.627,DETECTED,236.92453,3.16E+04,6.99E+04,2.902,1.951,6.99E+04,,6.05E+03,0.612,236.92441,236.92529,,0.046,0.566,0.688,DETECTED,236.92483,2.74E+04,7.76E+04,1.629,1.314,7.76E+04,
58,0.598,0.551,0.642,456.83865,456.83832,456.83911,8.27E+04,5.23E+03,3.28E+04,8.27E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.23E+03,0.598,456.83832,456.83911,,0.108,0.551,0.642,DETECTED,456.83865,3.28E+04,8.27E+04,0.954,0.977,8.27E+04,,,,,,,,,,UNKNOWN,,,,,,,
59,0.6,0.585,0.641,257.89373,257.89365,257.89386,2.65E+05,1.16E+04,8.99E+04,2.65E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.16E+04,0.6,257.89365,257.89386,,0.082,0.585,0.641,DETECTED,257.89373,8.99E+04,2.65E+05,2.698,1.849,2.65E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
60,0.602,0.548,0.719,228.91911,228.91881,228.91989,1.19E+05,1.46E+04,2.12E+04,1.19E+05,1,0.75,3,1,0.97,0.08,0.00002,0.007,,,,,,,,,,1.46E+04,0.595,228.91882,228.91933,,0.172,0.548,0.719,DETECTED,228.91912,3.32E+04,1.19E+05,2.662,1.831,1.19E+05,,,,,,,,,,UNKNOWN,,,,,,,,2.63E+03,0.598,228.91881,228.91989,1,0.038,0.567,0.613,DETECTED,228.91912,3.61E+04,7.80E+04,0.498,0.749,7.80E+04,0.105,6.14E+03,0.612,228.91873,228.91931,,0.102,0.551,0.627,DETECTED,228.91908,2.12E+04,1.07E+05,0.246,0.623,1.07E+05,
61,0.604,0.535,0.703,200.92436,200.92424,200.92441,9.53E+04,7.34E+03,2.29E+04,9.53E+04,0,0.5,2,0,0.96,0.13,0.00003,0.009,,,,,,,,,,5.39E+03,0.595,200.92424,200.92441,,0.054,0.564,0.657,DETECTED,200.92433,3.57E+04,9.53E+04,2.011,1.505,9.53E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.34E+03,0.612,200.92413,200.92473,,0.156,0.535,0.703,DETECTED,200.92438,2.29E+04,6.93E+04,1.188,1.094,6.93E+04,
62,0.612,0.336,0.642,274.8955,274.8952,274.89572,2.76E+05,3.71E+04,5.32E+04,2.76E+05,6,0.5,2,0,0.98,0.1,0.00003,0.001,,,,,,,,,,3.62E+04,0.611,274.8952,274.89572,3,0.149,0.395,0.642,DETECTED,274.89547,5.83E+04,2.76E+05,0.144,0.572,2.76E+05,-0.094,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.71E+04,0.612,274.89529,274.89572,3,0.169,0.336,0.627,DETECTED,274.89552,5.32E+04,2.38E+05,0.055,0.527,2.38E+05,-0.124
63,0.612,0.566,0.688,238.94075,238.9404,238.94093,6.03E+04,4.96E+03,3.08E+04,6.03E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.96E+03,0.612,238.9404,238.94093,,0.093,0.566,0.688,DETECTED,238.94075,3.08E+04,6.03E+04,1.629,1.314,6.03E+04,
64,0.612,0.581,0.658,253.88828,253.88803,253.88855,2.16E+05,1.11E+04,1.10E+05,2.16E+05,3,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.11E+04,0.612,253.88803,253.88855,3,0.061,0.581,0.658,DETECTED,253.88828,1.10E+05,2.16E+05,1.471,1.235,2.16E+05,-0.17
65,0.612,0.382,0.901,258.90055,258.90048,258.90067,1.14E+06,4.05E+05,5.74E+05,1.14E+06,3,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.05E+05,0.612,258.90048,258.90067,3,0.49,0.382,0.901,DETECTED,258.90055,5.74E+05,1.14E+06,1.258,1.129,1.14E+06,-0.085
66,0.612,0.52,0.627,270.92969,270.92938,270.93015,1.64E+05,6.98E+03,3.34E+04,1.64E+05,1,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.98E+03,0.612,270.92938,270.93015,1,0.052,0.52,0.627,DETECTED,270.92969,3.34E+04,1.64E+05,0.164,0.582,1.64E+05,0.01
67,0.619,0.472,0.673,222.94503,222.94476,222.94519,1.16E+05,1.41E+04,4.32E+04,1.16E+05,0,0.5,2,0,0.94,0,0,0.024,,,,,,,,,,1.41E+04,0.595,222.94476,222.94519,,0.118,0.472,0.657,DETECTED,222.94503,4.35E+04,1.16E+05,0.51,0.755,1.16E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.28E+03,0.643,222.94475,222.94519,,0.067,0.535,0.673,DETECTED,222.94503,4.32E+04,1.15E+05,0.282,0.641,1.15E+05,
68,0.626,0.57,0.657,303.88676,303.88644,303.88693,6.36E+05,2.76E+04,1.76E+05,6.36E+05,3,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.76E+04,0.626,303.88644,303.88693,3,0.037,0.57,0.657,DETECTED,303.88676,1.76E+05,6.36E+05,0.561,0.78,6.36E+05,-0.18,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
69,0.626,0.352,0.764,234.81996,234.81982,234.82019,2.78E+05,6.64E+04,4.83E+04,2.78E+05,7,0.5,2,0,0.9,0.13,0.00003,0.031,,,,,,,,,,3.68E+04,0.595,234.81982,234.82019,3,0.208,0.426,0.626,DETECTED,234.81993,6.83E+04,2.78E+05,0.186,0.593,2.78E+05,-0.108,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.64E+04,0.658,234.81985,234.82021,4,0.294,0.352,0.764,DETECTED,234.81999,4.83E+04,2.68E+05,0.349,0.675,2.68E+05,-0.173
70,0.626,0.579,0.672,220.92914,220.92897,220.92926,6.20E+04,4.41E+03,2.86E+04,6.20E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,4.41E+03,0.626,220.92897,220.92926,,0.105,0.579,0.672,DETECTED,220.92914,2.86E+04,6.20E+04,0.974,0.987,6.20E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
71,0.627,0.472,0.735,236.81699,236.81625,236.81802,9.15E+04,1.07E+04,2.41E+04,9.15E+04,0,0.75,3,0,0.85,0.47,0.00011,0.031,,,,,,,,,,1.07E+04,0.595,236.81625,236.81802,,0.157,0.472,0.657,DETECTED,236.81711,2.41E+04,8.85E+04,0.51,0.755,8.85E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.04E+04,0.673,236.81635,236.81786,,0.127,0.567,0.735,DETECTED,236.81682,3.04E+04,9.15E+04,0.588,0.794,9.15E+04,,4.59E+03,0.612,236.81659,236.81778,,0.035,0.551,0.627,DETECTED,236.81704,3.11E+04,8.60E+04,0.246,0.623,8.60E+04,
72,0.627,0.413,0.855,242.90604,242.90581,242.9062,3.50E+05,1.22E+05,1.53E+05,3.50E+05,4,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.22E+05,0.627,242.90581,242.9062,4,0.331,0.413,0.855,DETECTED,242.90604,1.53E+05,3.50E+05,1.063,1.032,3.50E+05,-0.191
73,0.642,0.536,0.779,201.90596,201.90575,201.90628,1.62E+05,1.77E+04,5.18E+04,1.62E+05,3,0.75,3,2,0.93,0.14,0.00003,0.02,,,,,,,,,,1.77E+04,0.672,201.90561,201.90614,1,0.134,0.579,0.749,DETECTED,201.90592,6.63E+04,1.62E+05,0.832,0.916,1.62E+05,0.008,,,,,,,,,UNKNOWN,,,,,,,,7.89E+03,0.627,201.90575,201.90628,1,0.083,0.536,0.642,DETECTED,201.906,5.53E+04,1.06E+05,0.162,0.581,1.06E+05,0.12,1.50E+04,0.627,201.90575,201.9061,1,0.076,0.597,0.779,DETECTED,201.90596,5.18E+04,1.05E+05,5.007,3.003,1.05E+05,-0.063
74,0.643,0.627,0.749,223.94008,223.93991,223.94038,6.46E+04,4.88E+03,2.49E+04,6.46E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.88E+03,0.643,223.93991,223.94038,,0.03,0.627,0.749,DETECTED,223.94008,2.49E+04,6.46E+04,6.821,3.911,6.46E+04,
75,0.658,0.597,0.688,250.81508,250.81471,250.81575,7.56E+04,4.29E+03,2.85E+04,7.56E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.29E+03,0.658,250.81471,250.81575,,0.059,0.597,0.688,DETECTED,250.81508,2.85E+04,7.56E+04,0.499,0.75,7.56E+04,
76,0.666,0.627,0.766,270.92984,270.92923,270.93011,1.46E+05,8.23E+03,3.87E+04,1.46E+05,1,0.5,2,1,0.87,0.47,0.00013,0.023,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.23E+03,0.688,270.92923,270.93011,,0.07,0.673,0.766,DETECTED,270.92996,4.85E+04,1.46E+05,4.994,2.997,1.46E+05,,5.85E+03,0.643,270.92947,270.92987,1,0.037,0.627,0.703,DETECTED,270.92971,3.87E+04,1.02E+05,3.899,2.45,1.02E+05,-0.021
77,0.672,0.657,0.719,200.85124,200.8511,200.85149,8.14E+04,3.78E+03,4.46E+04,8.14E+04,3,0.25,1,1,1,0,0,0,,,,,,,,,,3.78E+03,0.672,200.8511,200.85149,3,0.039,0.657,0.719,DETECTED,200.85124,4.46E+04,8.14E+04,3.191,2.095,8.14E+04,-0.148,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
78,0.678,0.46,0.795,220.82233,220.82216,220.82236,1.56E+05,2.09E+04,3.48E+04,1.56E+05,2,0.75,3,1,0.89,0.25,0.00005,0.028,,,,,,,,,,1.74E+04,0.672,220.82216,220.82236,1,0.114,0.642,0.795,DETECTED,220.82224,4.86E+04,1.56E+05,4.039,2.519,1.56E+05,0.01,,,,,,,,,UNKNOWN,,,,,,,,2.09E+04,0.719,220.82188,220.82278,1,0.247,0.46,0.751,DETECTED,220.82234,3.48E+04,1.30E+05,0.12,0.56,1.30E+05,0.09,1.07E+04,0.643,220.82214,220.82274,,0.062,0.551,0.688,DETECTED,220.82239,4.49E+04,1.08E+05,0.491,0.745,1.08E+05,
79,0.688,0.426,0.917,201.85899,201.85889,201.85915,2.99E+05,1.13E+05,1.58E+05,2.99E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.13E+05,0.688,201.85889,201.85915,,0.421,0.426,0.917,DETECTED,201.85899,1.58E+05,2.99E+05,0.877,0.938,2.99E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
80,0.688,0.672,0.81,212.91073,212.91058,212.91095,9.87E+04,9.93E+03,4.20E+04,9.87E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,9.93E+03,0.688,212.91058,212.91095,,0.077,0.672,0.81,DETECTED,212.91073,4.20E+04,9.87E+04,7.873,4.436,9.87E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
81,0.688,0.598,0.735,219.82474,219.8243,219.82506,1.16E+05,9.86E+03,4.12E+04,1.16E+05,0,0.5,2,2,0.98,0.14,0.00003,0,,,,,,,,,,5.90E+03,0.688,219.8243,219.82506,,0.041,0.642,0.734,DETECTED,219.8247,4.12E+04,1.03E+05,1.015,1.007,1.03E+05,,,,,,,,,,UNKNOWN,,,,,,,,9.86E+03,0.688,219.82428,219.82498,,0.086,0.598,0.735,DETECTED,219.82477,4.14E+04,1.16E+05,0.517,0.758,1.16E+05,,,,,,,,,,UNKNOWN,,,,,,,
82,0.703,0.321,0.764,218.8249,218.82469,218.82529,4.03E+05,8.02E+04,3.34E+04,4.03E+05,1,0.5,2,2,0.88,0.04,0.00001,0.046,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.29E+04,0.657,218.82469,218.82529,,0.167,0.475,0.673,DETECTED,218.82491,1.10E+05,4.03E+05,0.086,0.543,4.03E+05,,8.02E+04,0.749,218.82457,218.82513,1,0.388,0.321,0.764,DETECTED,218.82489,3.34E+04,2.98E+05,0.039,0.518,2.98E+05,0.188
83,0.704,0.551,0.764,261.83835,261.83801,261.83844,1.05E+05,9.63E+03,3.11E+04,1.05E+05,0,0.5,2,1,0.88,0.28,0.00007,0.031,,,,,,,,,,4.05E+03,0.734,261.83801,261.83844,,0.036,0.704,0.764,DETECTED,261.83828,4.45E+04,1.05E+05,0.983,0.991,1.05E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.63E+03,0.673,261.83792,261.83865,,0.126,0.551,0.703,DETECTED,261.83842,3.11E+04,1.05E+05,0.248,0.624,1.05E+05,
84,0.719,0.688,0.749,238.94068,238.94046,238.94093,6.30E+04,2.85E+03,3.08E+04,6.30E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.85E+03,0.719,238.94046,238.94093,,0.073,0.688,0.749,DETECTED,238.94068,3.08E+04,6.30E+04,0.959,0.98,6.30E+04,
85,0.719,0.643,0.841,456.83871,456.83826,456.83939,8.67E+04,7.83E+03,2.97E+04,8.67E+04,0,0.75,3,0,0.93,0.13,0.00006,0.021,,,,,,,,,,7.83E+03,0.719,456.83826,456.83939,,0.075,0.704,0.841,DETECTED,456.83876,3.65E+04,8.26E+04,7.871,4.435,8.26E+04,,,,,,,,,,UNKNOWN,,,,,,,,3.99E+03,0.751,456.83795,456.83939,,0.101,0.719,0.779,DETECTED,456.83863,3.34E+04,8.67E+04,0.927,0.963,8.67E+04,,3.48E+03,0.688,456.8382,456.83917,,0.052,0.643,0.719,DETECTED,456.83876,2.97E+04,6.30E+04,0.691,0.846,6.30E+04,
86,0.724,0.444,0.933,208.92951,208.92911,208.9297,3.44E+05,5.88E+04,4.94E+04,3.44E+05,18,0.75,3,1,0.91,0.16,0.00003,0.027,,,,,,,,,,5.88E+04,0.764,208.92911,208.9297,6,0.103,0.642,0.933,DETECTED,208.92953,4.94E+04,3.44E+05,1.283,1.189,3.44E+05,-0.159,,,,,,,,,UNKNOWN,,,,,,,,3.32E+04,0.688,208.92915,208.93057,5,0.127,0.444,0.735,DETECTED,208.92946,5.85E+04,2.37E+05,0.191,0.596,2.37E+05,-0.159,4.94E+04,0.719,208.92918,208.92982,7,0.217,0.627,0.901,DETECTED,208.92954,7.62E+04,2.51E+05,1.99,1.495,2.51E+05,-0.19
87,0.734,0.657,0.917,222.945,222.94466,222.94531,8.97E+04,1.73E+04,4.25E+04,8.97E+04,0,0.5,2,1,0.96,0.03,0.00001,0.015,,,,,,,,,,1.73E+04,0.749,222.94466,222.94531,,0.17,0.657,0.917,DETECTED,222.94499,4.25E+04,8.97E+04,1.828,1.414,8.97E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.07E+03,0.719,222.94475,222.9451,,0.146,0.673,0.764,DETECTED,222.94501,4.52E+04,8.69E+04,0.99,0.995,8.69E+04,
88,0.734,0.642,0.933,274.89544,274.89526,274.89572,2.58E+05,5.08E+04,5.16E+04,2.58E+05,2,0.25,1,0,1,0,0,0,,,,,,,,,,5.08E+04,0.734,274.89526,274.89572,2,0.241,0.642,0.933,DETECTED,274.89544,5.16E+04,2.58E+05,2.15,1.575,2.58E+05,-0.056,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
89,0.749,0.627,0.78,215.84572,215.84555,215.84593,8.05E+04,6.14E+03,2.84E+04,8.05E+04,0,0.5,2,2,0.96,0.01,0,0.016,,,,,,,,,,3.46E+03,0.764,215.84555,215.84593,,0.071,0.719,0.78,DETECTED,215.84572,3.13E+04,8.05E+04,0.345,0.672,8.05E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.14E+03,0.733,215.84557,215.84604,,0.064,0.627,0.749,DETECTED,215.84573,2.84E+04,7.17E+04,0.147,0.574,7.17E+04,
90,0.749,0.672,0.78,250.8148,250.81451,250.81517,1.14E+05,7.70E+03,2.64E+04,1.14E+05,1,0.5,2,2,0.94,0.16,0.00004,0.016,,,,,,,,,,7.70E+03,0.764,250.81451,250.81517,1,0.03,0.672,0.78,DETECTED,250.81476,3.00E+04,1.14E+05,0.169,0.584,1.14E+05,0.152,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.66E+03,0.733,250.81425,250.81541,,0.065,0.688,0.749,DETECTED,250.81484,2.64E+04,5.38E+04,0.344,0.672,5.38E+04,
91,0.749,0.719,0.795,200.85136,200.8511,200.85161,1.11E+05,4.80E+03,4.46E+04,1.11E+05,3,0.25,1,1,1,0,0,0,,,,,,,,,,4.80E+03,0.749,200.8511,200.85161,3,0.029,0.719,0.795,DETECTED,200.85136,4.46E+04,1.11E+05,1.501,1.25,1.11E+05,-0.116,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
92,0.75,0.627,0.826,236.81711,236.81667,236.81808,1.05E+05,1.25E+04,3.48E+04,1.05E+05,0,0.75,3,2,0.96,0.11,0.00003,0.011,,,,,,,,,,1.25E+04,0.734,236.8167,236.81778,,0.108,0.657,0.826,DETECTED,236.81715,3.56E+04,9.70E+04,1.191,1.096,9.70E+04,,,,,,,,,,UNKNOWN,,,,,,,,4.86E+03,0.766,236.81667,236.81808,,0.544,0.735,0.795,DETECTED,236.8171,4.31E+04,1.05E+05,0.93,0.965,1.05E+05,,6.74E+03,0.749,236.81645,236.81775,,0.094,0.627,0.764,DETECTED,236.81709,3.48E+04,6.44E+04,0.128,0.564,6.44E+04,
93,0.766,0.735,0.795,219.82478,219.82428,219.82498,1.03E+05,4.50E+03,4.36E+04,1.03E+05,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.50E+03,0.766,219.82428,219.82498,,0.099,0.735,0.795,DETECTED,219.82478,4.36E+04,1.03E+05,0.93,0.965,1.03E+05,,,,,,,,,,UNKNOWN,,,,,,,
94,0.773,0.642,0.901,201.90592,201.90572,201.90613,1.35E+05,1.79E+04,4.31E+04,1.35E+05,1,0.5,2,0,0.9,0.01,0,0.038,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.79E+04,0.735,201.90572,201.90613,1,0.128,0.642,0.826,DETECTED,201.90592,5.53E+04,1.35E+05,0.98,0.99,1.35E+05,0.012,1.04E+04,0.81,201.90567,201.90614,,0.105,0.779,0.901,DETECTED,201.90593,4.31E+04,1.23E+05,2.931,1.965,1.23E+05,
95,0.779,0.735,0.826,208.9295,208.92938,208.9296,2.48E+05,1.64E+04,6.92E+04,2.48E+05,6,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.64E+04,0.779,208.92938,208.9296,6,0.078,0.735,0.826,DETECTED,208.9295,6.92E+04,2.48E+05,1.041,1.02,2.48E+05,-0.131,,,,,,,,,UNKNOWN,,,,,,,
