id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance
2744,6.88,6.767,7.065,458.37171,458.37128,458.37204,1.12E+05,1.20E+04,8.57E+03,1.12E+05,0,1,4,0,0.93,0.07,0.00003,0.026,,,,,,,,,,1.10E+04,6.845,458.37128,458.37204,,0.098,6.767,6.954,DETECTED,458.37175,9.17E+03,1.08E+05,1.648,1.199,1.08E+05,,1.20E+04,6.864,458.37094,458.37262,,0.095,6.786,7.065,DETECTED,458.37169,8.57E+03,1.12E+05,2.093,1.992,1.12E+05,,1.13E+04,6.896,458.37115,458.37234,,0.1,6.82,7.035,DETECTED,458.37168,8.77E+03,1.04E+05,1.761,1.415,1.04E+05,,1.09E+04,6.915,458.3714,458.37201,,0.097,6.839,7.055,DETECTED,458.37174,1.10E+04,1.06E+05,1.642,1.408,1.06E+05,
2745,6.881,6.835,6.958,682.32819,682.32776,682.32892,5.62E+04,5.32E+03,2.50E+04,5.62E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.32E+03,6.881,682.32776,682.32892,,1.305,6.835,6.958,DETECTED,682.32819,2.50E+04,5.62E+04,1.668,1.334,5.62E+04,,,,,,,,,,UNKNOWN,,,,,,,
2746,6.895,6.864,7.05,767.52688,767.52502,767.52863,3.42E+04,3.42E+03,1.18E+04,3.42E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.42E+03,6.895,767.52502,767.52863,,0.109,6.864,7.05,DETECTED,767.52688,1.18E+04,3.42E+04,4.968,2.984,3.42E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
2747,6.896,6.804,6.958,428.3734,428.37274,428.37387,3.41E+04,3.77E+03,1.69E+04,3.41E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.77E+03,6.896,428.37274,428.37387,,0.079,6.804,6.958,DETECTED,428.3734,1.69E+04,3.41E+04,0.678,0.839,3.41E+04,,,,,,,,,,UNKNOWN,,,,,,,
2748,6.896,6.835,7.035,604.31262,604.31165,604.31488,3.45E+04,4.01E+03,1.02E+04,3.45E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.01E+03,6.896,604.31165,604.31488,,0.175,6.835,7.035,DETECTED,604.31262,1.02E+04,3.45E+04,2.288,1.644,3.45E+04,,,,,,,,,,UNKNOWN,,,,,,,
2749,6.9,6.801,6.988,704.61861,704.61707,704.61993,4.59E+04,4.20E+03,8.26E+03,4.59E+04,0,0.75,3,0,0.89,0.27,0.00019,0.027,,,,,,,,,,4.16E+03,6.86,704.61707,704.61993,,0.102,6.814,6.969,DETECTED,704.6185,8.58E+03,4.57E+04,2.974,1.663,4.57E+04,,4.20E+03,6.91,704.61713,704.61884,,0.08,6.801,6.988,DETECTED,704.61843,8.26E+03,4.59E+04,0.718,0.859,4.59E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.27E+03,6.931,704.61786,704.61963,,0.063,6.87,6.978,DETECTED,704.6189,1.06E+04,3.43E+04,0.77,0.885,3.43E+04,
2750,6.912,6.835,7.097,438.31942,438.31909,438.31989,9.08E+04,1.18E+04,1.90E+04,9.08E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.18E+04,6.912,438.31909,438.31989,,0.115,6.835,7.097,DETECTED,438.31942,1.90E+04,9.08E+04,2.426,1.713,9.08E+04,,,,,,,,,,UNKNOWN,,,,,,,
2751,6.914,6.804,7.024,268.30004,268.29993,268.30026,7.78E+04,8.21E+03,2.18E+04,7.78E+04,0,0.5,2,0,0.9,0.1,0.00003,0.033,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.75E+03,6.881,268.29993,268.30026,,0.103,6.804,6.958,DETECTED,268.30007,3.09E+04,7.78E+04,1,1,7.78E+04,,8.21E+03,6.947,268.29977,268.30023,,0.12,6.854,7.024,DETECTED,268.30002,2.18E+04,6.78E+04,0.829,0.915,6.78E+04,
2752,6.914,6.726,7.117,353.35271,353.35217,353.35318,6.20E+04,1.00E+04,1.52E+04,6.20E+04,0,0.5,2,1,0.87,0.04,0.00001,0.049,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.83E+03,6.865,353.35217,353.35318,,0.146,6.726,6.958,DETECTED,353.3527,1.52E+04,5.52E+04,0.663,0.831,5.52E+04,,1.00E+04,6.963,353.35236,353.353,,0.152,6.823,7.117,DETECTED,353.35273,1.60E+04,6.20E+04,1.108,1.054,6.20E+04,
2753,6.915,6.839,6.978,274.25306,274.25284,274.25333,4.90E+04,3.61E+03,8.92E+03,4.90E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.61E+03,6.915,274.25284,274.25333,,0.047,6.839,6.978,DETECTED,274.25306,8.92E+03,4.90E+04,0.816,0.908,4.90E+04,
2754,6.921,6.9,7.035,615.34396,615.34259,615.34491,3.07E+04,2.29E+03,1.02E+04,3.07E+04,0,0.5,2,0,0.99,0,0,0.006,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.29E+03,6.927,615.34259,615.34491,,0.061,6.912,7.035,DETECTED,615.34396,1.02E+04,3.07E+04,6.938,3.969,3.07E+04,,1.37E+03,6.915,615.34222,615.34552,,0.037,6.9,6.963,DETECTED,615.34396,1.08E+04,3.05E+04,3.079,2.039,3.05E+04,
2755,6.923,6.814,7.175,413.26635,413.26614,413.26663,4.55E+06,5.80E+05,5.10E+05,4.55E+06,15,1,4,0,0.94,0.05,0.00002,0.022,,,,,,,,,,4.68E+05,6.907,413.26614,413.26663,4,0.093,6.814,7.094,DETECTED,413.2663,5.10E+05,3.93E+06,20.415,1.498,3.93E+06,-0.178,4.81E+05,6.895,413.2663,413.26651,4,0.101,6.832,7.112,DETECTED,413.26636,5.96E+05,3.91E+06,4.788,2.237,3.91E+06,-0.144,5.80E+05,6.942,413.2663,413.26648,3,0.103,6.835,7.175,DETECTED,413.26637,5.24E+05,4.55E+06,4.955,1.58,4.55E+06,-0.132,4.91E+05,6.947,413.26624,413.26648,4,0.098,6.87,7.133,DETECTED,413.26636,6.01E+05,4.02E+06,2.676,1.703,4.02E+06,-0.175
2756,6.923,6.814,7.159,414.26973,414.2695,414.27017,1.21E+06,1.48E+05,1.43E+05,1.21E+06,0,1,4,0,0.94,0.06,0.00002,0.022,,,,,,,,,,1.25E+05,6.907,414.2695,414.27017,,0.096,6.814,7.094,DETECTED,414.26968,1.43E+05,1.05E+06,2.224,1.498,1.05E+06,,1.27E+05,6.895,414.26965,414.27002,,0.105,6.832,7.112,DETECTED,414.26976,1.46E+05,1.03E+06,3.627,2.237,1.03E+06,,1.48E+05,6.942,414.26956,414.26993,,0.11,6.85,7.159,DETECTED,414.26975,1.56E+05,1.21E+06,2.708,1.671,1.21E+06,,1.32E+05,6.947,414.26965,414.26987,,0.098,6.87,7.133,DETECTED,414.26973,1.56E+05,1.12E+06,5.09,1.703,1.12E+06,
2757,6.923,6.752,7.283,429.24034,429.24011,429.24069,2.12E+06,2.89E+05,1.66E+05,2.12E+06,14,1,4,0,0.94,0.02,0.00001,0.022,,,,,,,,,,2.76E+05,6.907,429.24011,429.24069,4,0.098,6.752,7.218,DETECTED,429.24032,1.66E+05,1.88E+06,2.225,1.571,1.88E+06,-0.145,2.85E+05,6.895,429.24011,429.24054,3,0.108,6.77,7.283,DETECTED,429.24036,1.71E+05,1.89E+06,3.588,2.06,1.89E+06,-0.097,2.89E+05,6.942,429.24014,429.24048,3,0.105,6.788,7.19,DETECTED,429.24034,2.09E+05,2.12E+06,1.955,1.08,2.12E+06,-0.099,2.81E+05,6.947,429.24023,429.24048,4,0.098,6.792,7.225,DETECTED,429.24034,1.84E+05,1.99E+06,2.18,0.977,1.99E+06,-0.186
2758,6.923,6.726,7.256,328.35743,328.35693,328.35764,1.17E+05,3.24E+04,2.94E+04,1.17E+05,0,0.75,3,0,0.93,0.03,0.00001,0.028,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.49E+04,6.941,328.35699,328.3577,,0.297,6.801,7.159,DETECTED,328.35744,3.32E+04,1.01E+05,1.547,1.274,1.01E+05,,2.26E+04,6.881,328.35693,328.35764,,0.241,6.726,7.02,DETECTED,328.35743,3.78E+04,1.17E+05,0.892,0.946,1.17E+05,,3.24E+04,6.947,328.35699,328.35773,,0.567,6.762,7.256,DETECTED,328.35741,2.94E+04,1.04E+05,1.669,1.334,1.04E+05,
2759,6.926,6.86,7.009,819.51691,819.51447,819.51721,1.30E+05,8.67E+03,2.00E+04,1.30E+05,0,0.75,3,0,0.92,0.27,0.00022,0.014,,,,,,,,,,8.67E+03,6.922,819.51447,819.51721,,0.083,6.86,6.985,DETECTED,819.51657,2.00E+04,1.09E+05,0.891,1,1.09E+05,,8.56E+03,6.91,819.51538,819.51782,,0.076,6.864,6.973,DETECTED,819.51694,3.09E+04,1.20E+05,1.353,1.177,1.20E+05,,,,,,,,,,UNKNOWN,,,,,,,,8.35E+03,6.947,819.51581,819.5177,,0.069,6.9,7.009,DETECTED,819.51721,2.67E+04,1.30E+05,1.318,1.159,1.30E+05,
2760,6.927,6.829,7.129,415.27241,415.27191,415.27325,1.71E+05,2.11E+04,2.13E+04,1.71E+05,0,1,4,0,0.96,0.1,0.00004,0.01,,,,,,,,,,1.76E+04,6.907,415.27191,415.27325,,0.09,6.829,7.063,DETECTED,415.27234,2.13E+04,1.53E+05,1.983,1.499,1.53E+05,,1.77E+04,6.926,415.27188,415.27286,,0.098,6.832,7.081,DETECTED,415.2724,2.50E+04,1.52E+05,1.955,1.332,1.52E+05,,2.11E+04,6.927,415.27167,415.27328,,0.101,6.85,7.129,DETECTED,415.27247,2.31E+04,1.71E+05,2.713,1.805,1.71E+05,,1.68E+04,6.947,415.27176,415.27289,,0.102,6.87,7.07,DETECTED,415.27244,2.24E+04,1.69E+05,1.599,1.3,1.69E+05,
2761,6.927,6.829,7.117,455.29626,455.29584,455.29672,1.63E+05,1.69E+04,1.72E+04,1.63E+05,0,1,4,0,0.93,0.16,0.00007,0.018,,,,,,,,,,1.53E+04,6.892,455.29584,455.29672,,0.084,6.829,7.078,DETECTED,455.29616,1.72E+04,1.39E+05,2.856,1.999,1.39E+05,,1.48E+04,6.926,455.29568,455.297,,0.087,6.832,7.05,DETECTED,455.29621,2.30E+04,1.49E+05,1.398,1.166,1.49E+05,,1.69E+04,6.927,455.29611,455.29691,,0.094,6.865,7.051,DETECTED,455.2964,2.62E+04,1.63E+05,2.003,1.502,1.63E+05,,1.68E+04,6.963,455.29559,455.29666,,0.088,6.87,7.117,DETECTED,455.29627,2.43E+04,1.51E+05,1.931,1.333,1.51E+05,
2762,6.927,6.896,7.02,436.3422,436.34198,436.34265,4.12E+04,3.57E+03,1.62E+04,4.12E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.57E+03,6.927,436.34198,436.34265,,0.223,6.896,7.02,DETECTED,436.3422,1.62E+04,4.12E+04,2.966,1.983,4.12E+04,,,,,,,,,,UNKNOWN,,,,,,,
2763,6.931,6.814,7.094,431.23754,431.2359,431.23859,1.32E+05,1.41E+04,1.05E+04,1.32E+05,0,1,4,0,0.84,0.73,0.00031,0.022,,,,,,,,,,1.41E+04,6.907,431.2359,431.23859,,0.083,6.814,7.094,DETECTED,431.23691,1.05E+04,1.32E+05,2.179,1.609,1.32E+05,,1.18E+04,6.91,431.23611,431.23904,,0.129,6.832,7.034,DETECTED,431.23761,1.37E+04,1.05E+05,1.602,1.301,1.05E+05,,1.20E+04,6.942,431.23602,431.23911,,0.114,6.85,7.051,DETECTED,431.23787,1.50E+04,1.10E+05,1.169,1.084,1.10E+05,,1.23E+04,6.963,431.23618,431.23889,,0.119,6.87,7.086,DETECTED,431.23776,1.55E+04,1.05E+05,1.33,1.165,1.05E+05,
2764,6.931,6.752,7.194,430.24375,430.24326,430.24448,5.64E+05,7.44E+04,4.89E+04,5.64E+05,0,1,4,0,0.96,0.03,0.00001,0.014,,,,,,,,,,7.23E+04,6.907,430.24326,430.24448,,0.103,6.752,7.171,DETECTED,430.24374,4.89E+04,5.06E+05,1.956,1.463,5.06E+05,,7.16E+04,6.926,430.24359,430.2442,,0.13,6.786,7.19,DETECTED,430.24377,5.31E+04,4.95E+05,2.085,1.444,4.95E+05,,7.44E+04,6.942,430.24319,430.24417,,0.112,6.804,7.175,DETECTED,430.24374,6.01E+04,4.98E+05,2.037,1.339,4.98E+05,,6.99E+04,6.947,430.24329,430.24396,,0.096,6.839,7.194,DETECTED,430.24374,5.72E+04,5.64E+05,2.864,1.64,5.64E+05,
2765,6.931,6.814,7.175,454.29271,454.29199,454.29303,5.56E+05,6.95E+04,5.64E+04,5.56E+05,12,1,4,0,0.96,0.06,0.00003,0.014,,,,,,,,,,5.35E+04,6.907,454.29199,454.29303,2,0.092,6.814,7.078,DETECTED,454.29266,5.78E+04,4.84E+05,4.788,1.416,4.84E+05,-0.069,5.59E+04,6.926,454.29205,454.29297,3,0.091,6.832,7.096,DETECTED,454.29275,6.22E+04,5.02E+05,2.333,1.416,5.02E+05,-0.085,6.95E+04,6.942,454.2919,454.29297,4,0.098,6.865,7.175,DETECTED,454.29272,7.40E+04,5.56E+05,5.503,2.01,5.56E+05,-0.175,6.14E+04,6.947,454.29193,454.29297,3,0.09,6.854,7.133,DETECTED,454.29272,5.64E+04,5.54E+05,2.105,1.501,5.54E+05,-0.082
2766,6.931,6.845,7.113,803.54341,803.54303,803.54431,5.54E+05,5.01E+04,2.76E+04,5.54E+05,0,1,4,0,0.95,0.09,0.00007,0.014,,,,,,,,,,3.88E+04,6.907,803.54303,803.54431,,0.076,6.845,7,DETECTED,803.54326,4.25E+04,4.63E+05,1.49,1.247,4.63E+05,,4.28E+04,6.926,803.54266,803.54407,,0.091,6.848,7.05,DETECTED,803.54349,3.13E+04,4.63E+05,1.216,1.248,4.63E+05,,5.01E+04,6.942,803.54285,803.54425,,0.076,6.865,7.113,DETECTED,803.54345,2.98E+04,5.54E+05,1.775,1.529,5.54E+05,,4.23E+04,6.947,803.54297,803.54443,,0.074,6.885,7.086,DETECTED,803.54342,2.76E+04,5.24E+05,1.7,8.312,5.24E+05,
2767,6.937,6.85,7.086,527.38021,527.37903,527.38159,5.71E+04,5.70E+03,1.64E+04,5.71E+04,0,0.5,2,0,0.9,0.24,0.00013,0.026,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.70E+03,6.912,527.37903,527.38159,,0.131,6.85,6.989,DETECTED,527.38033,2.66E+04,5.71E+04,1.251,1.125,5.71E+04,,3.94E+03,6.963,527.37927,527.38062,,0.164,6.931,7.086,DETECTED,527.38008,1.64E+04,3.69E+04,3.914,2.457,3.69E+04,
2768,6.938,6.817,7.086,450.33282,450.33182,450.33411,6.47E+04,6.96E+03,7.50E+03,6.47E+04,0,1,4,0,0.95,0.18,0.00008,0.008,,,,,,,,,,5.80E+03,6.922,450.33182,450.33411,,0.147,6.829,7.078,DETECTED,450.33284,7.50E+03,5.53E+04,1.286,1.336,5.53E+04,,6.21E+03,6.941,450.33185,450.33353,,0.071,6.817,7.05,DETECTED,450.33269,7.65E+03,6.47E+04,0.654,0.935,6.47E+04,,6.96E+03,6.942,450.33179,450.33377,,0.137,6.85,7.051,DETECTED,450.33278,1.06E+04,5.92E+04,1.308,1.084,5.92E+04,,5.16E+03,6.947,450.33228,450.33377,,0.082,6.885,7.086,DETECTED,450.33295,7.98E+03,4.56E+04,1.846,1.628,4.56E+04,
2769,6.942,6.832,7.063,504.37937,504.37866,504.3804,6.18E+04,6.39E+03,8.41E+03,6.18E+04,0,1,4,1,0.94,0.34,0.00017,0.002,,,,,,,,,,3.58E+03,6.938,504.37866,504.3804,,0.063,6.907,7.063,DETECTED,504.37958,8.85E+03,4.42E+04,4.041,2.521,4.42E+04,,6.39E+03,6.941,504.37878,504.38052,,0.094,6.832,7.034,DETECTED,504.37951,1.34E+04,5.72E+04,0.851,0.925,5.72E+04,,5.48E+03,6.942,504.37781,504.38022,,0.13,6.865,7.004,DETECTED,504.37934,1.50E+04,6.18E+04,0.803,0.902,6.18E+04,,4.30E+03,6.947,504.37766,504.38065,,0.078,6.87,6.994,DETECTED,504.37907,8.41E+03,5.26E+04,0.606,0.803,5.26E+04,
2770,6.942,6.865,7.02,397.2927,397.29221,397.29306,3.93E+04,3.93E+03,7.94E+03,3.93E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.93E+03,6.942,397.29221,397.29306,,0.113,6.865,7.02,DETECTED,397.2927,7.94E+03,3.93E+04,1.005,1.003,3.93E+04,,,,,,,,,,UNKNOWN,,,,,,,
2771,6.942,6.896,7.051,439.32244,439.3212,439.32285,3.66E+04,2.80E+03,8.09E+03,3.66E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.80E+03,6.942,439.3212,439.32285,,0.069,6.896,7.051,DETECTED,439.32244,8.09E+03,3.66E+04,2.324,1.662,3.66E+04,,,,,,,,,,UNKNOWN,,,,,,,
2772,6.942,6.85,7.066,449.33778,449.33731,449.33856,4.99E+04,5.28E+03,9.83E+03,4.99E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.28E+03,6.942,449.33731,449.33856,,0.157,6.85,7.066,DETECTED,449.33778,9.83E+03,4.99E+04,1.337,1.168,4.99E+04,,,,,,,,,,UNKNOWN,,,,,,,
2773,6.947,6.915,6.994,631.33124,631.33051,631.33197,4.34E+04,1.89E+03,1.25E+04,4.34E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.89E+03,6.947,631.33051,631.33197,,0.036,6.915,6.994,DETECTED,631.33124,1.25E+04,4.34E+04,1.485,1.243,4.34E+04,
2774,6.954,6.736,7.187,266.28439,266.28406,266.28461,5.44E+04,1.52E+04,8.86E+03,5.44E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.52E+04,6.954,266.28406,266.28461,,0.295,6.736,7.187,DETECTED,266.28439,8.86E+03,5.44E+04,1.109,1.037,5.44E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
2775,6.958,6.696,7.02,372.38369,372.38297,372.38422,4.16E+04,8.79E+03,1.28E+04,4.16E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.79E+03,6.958,372.38297,372.38422,,0.254,6.696,7.02,DETECTED,372.38369,1.28E+04,4.16E+04,0.235,0.617,4.16E+04,,,,,,,,,,UNKNOWN,,,,,,,
2776,6.958,6.85,7.051,422.32615,422.3252,422.32672,3.56E+04,4.30E+03,1.02E+04,3.56E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.30E+03,6.958,422.3252,422.32672,,0.886,6.85,7.051,DETECTED,422.32615,1.02E+04,3.56E+04,0.854,0.927,3.56E+04,,,,,,,,,,UNKNOWN,,,,,,,
2777,7,6.938,7.047,810.55027,810.54913,810.55078,4.48E+04,3.98E+03,2.61E+04,4.48E+04,2,0.25,1,0,1,0,0,0,,,,,,,,,,3.98E+03,7,810.54913,810.55078,2,0.15,6.938,7.047,DETECTED,810.55027,2.61E+04,4.48E+04,0.755,0.878,4.48E+04,-0.086,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
2778,7.004,6.892,7.133,358.3318,358.33118,358.33234,5.82E+04,5.33E+03,1.13E+04,5.82E+04,0,0.75,3,0,0.93,0.07,0.00003,0.024,,,,,,,,,,4.49E+03,6.969,358.33118,358.33234,,0.115,6.892,7.078,DETECTED,358.33176,1.13E+04,4.46E+04,1.41,1.205,4.46E+04,,,,,,,,,,UNKNOWN,,,,,,,,4.83E+03,7.035,358.33154,358.33215,,0.084,6.942,7.097,DETECTED,358.33183,1.45E+04,5.82E+04,0.666,0.833,5.82E+04,,5.33E+03,7.009,358.33145,358.33215,,0.101,6.947,7.133,DETECTED,358.33181,1.26E+04,4.98E+04,2.011,1.506,4.98E+04,
2779,7.024,6.978,7.086,562.32689,562.32605,562.32837,3.26E+04,2.46E+03,1.68E+04,3.26E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.46E+03,7.024,562.32605,562.32837,,0.065,6.978,7.086,DETECTED,562.32689,1.68E+04,3.26E+04,1.36,1.18,3.26E+04,
2780,7.041,6.879,7.28,353.35268,353.3519,353.35297,5.36E+04,9.93E+03,7.24E+03,5.36E+04,0,0.5,2,1,0.9,0.02,0.00001,0.037,,,,,,,,,,9.93E+03,7.078,353.3519,353.35297,,0.153,6.922,7.28,DETECTED,353.35269,7.24E+03,5.20E+04,1.578,1.148,5.20E+04,,8.37E+03,7.004,353.35202,353.35312,,0.139,6.879,7.112,DETECTED,353.35268,1.15E+04,5.36E+04,0.874,0.937,5.36E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
2781,7.042,6.973,7.144,467.45754,467.45712,467.45816,3.45E+04,2.51E+03,9.10E+03,3.45E+04,0,0.5,2,0,0.92,0.12,0.00006,0.024,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.23E+03,7.019,467.45703,467.45789,,0.065,6.973,7.096,DETECTED,467.45748,9.10E+03,3.35E+04,1.677,1.339,3.35E+04,,2.51E+03,7.066,467.45712,467.45816,,0.545,7.035,7.144,DETECTED,467.45759,1.14E+04,3.45E+04,2.543,1.771,3.45E+04,,,,,,,,,,UNKNOWN,,,,,,,
2782,7.05,7.004,7.081,833.06493,833.06427,833.06561,4.03E+04,2.37E+03,2.17E+04,4.03E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.37E+03,7.05,833.06427,833.06561,,0.052,7.004,7.081,DETECTED,833.06493,2.17E+04,4.03E+04,0.672,0.836,4.03E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
2783,7.051,7.02,7.097,372.38379,372.38336,372.38412,3.76E+04,2.41E+03,2.09E+04,3.76E+04,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.41E+03,7.051,372.38336,372.38412,,0.079,7.02,7.097,DETECTED,372.38379,2.09E+04,3.76E+04,1.517,1.258,3.76E+04,,,,,,,,,,UNKNOWN,,,,,,,
2784,7.066,7.051,7.113,527.37983,527.37946,527.38043,3.07E+04,1.42E+03,1.52E+04,3.07E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.42E+03,7.066,527.37946,527.38043,,0.041,7.051,7.113,DETECTED,527.37983,1.52E+04,3.07E+04,3.032,2.016,3.07E+04,,,,,,,,,,UNKNOWN,,,,,,,
