id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance
7133,15.695,15.587,15.755,805.61943,805.61841,805.62109,4.91E+05,5.10E+04,7.90E+04,4.91E+05,0,0.5,2,0,0.87,0.59,0.00048,0.017,,,,,,,,,,5.10E+04,15.713,805.61841,805.62109,,0.096,15.587,15.755,DETECTED,805.61991,1.40E+05,4.91E+05,0.336,0.668,4.91E+05,,3.77E+04,15.678,805.61664,805.62073,,0.062,15.593,15.746,DETECTED,805.61895,7.90E+04,4.54E+05,1.09,0.902,4.54E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7134,15.695,15.504,15.828,1545.16046,1545.15662,1545.16687,8.54E+05,1.59E+05,7.47E+04,8.54E+05,0,0.5,2,0,0.9,0.37,0.00057,0.017,,,,,,,,,,1.59E+05,15.713,1545.15662,1545.16687,,0.204,15.504,15.824,DETECTED,1545.16103,7.47E+04,8.54E+05,0.316,0.767,8.54E+05,,1.45E+05,15.678,1545.15466,1545.16443,,0.151,15.538,15.828,DETECTED,1545.15989,1.29E+05,8.27E+05,0.806,1.033,8.27E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7135,15.698,15.504,16.119,783.0681,783.06775,783.06879,5.14E+06,1.15E+06,5.35E+05,5.14E+06,0,0.5,2,2,0.88,0.16,0.00012,0.04,,,,,,,,,,1.13E+06,15.657,783.06775,783.06879,,0.221,15.504,15.88,DETECTED,783.06822,5.59E+05,5.14E+06,1.542,1.225,5.14E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.15E+06,15.738,783.0675,783.06897,,0.262,15.609,16.119,DETECTED,783.06797,5.35E+05,4.21E+06,2.918,1.98,4.21E+06,
7136,15.698,15.561,15.837,1596.18825,1596.18127,1596.19763,8.72E+05,1.27E+05,9.18E+04,8.72E+05,0,0.5,2,0,0.72,1.16,0.00186,0.043,,,,,,,,,,1.27E+05,15.74,1596.18127,1596.19763,,0.11,15.561,15.837,DETECTED,1596.19011,1.07E+05,8.72E+05,0.516,0.769,8.72E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.89E+03,15.655,1596.18018,1596.1936,,0.16,15.624,15.682,DETECTED,1596.18639,9.18E+04,1.92E+05,0.877,0.938,1.92E+05,
7137,15.698,15.657,15.713,841.52863,841.52747,841.52979,4.12E+05,1.72E+04,1.69E+05,4.12E+05,0,0.25,1,3,1,0,0,0,,,,,,,,,,1.72E+04,15.698,841.52747,841.52979,,0.061,15.657,15.713,DETECTED,841.52863,1.69E+05,4.12E+05,0.347,0.674,4.12E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7138,15.698,15.685,15.713,892.53729,892.53546,892.53876,3.83E+05,7.89E+03,1.91E+05,3.83E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,7.89E+03,15.698,892.53546,892.53876,,0.027,15.685,15.713,DETECTED,892.53729,1.91E+05,3.83E+05,1.083,1.041,3.83E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7139,15.698,15.547,15.713,1164.36735,1164.36169,1164.37048,5.01E+05,5.41E+04,9.92E+04,5.01E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,5.41E+04,15.698,1164.36169,1164.37048,,0.057,15.547,15.713,DETECTED,1164.36735,9.92E+04,5.01E+05,0.095,0.547,5.01E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7140,15.701,15.547,15.81,1494.1456,1494.13708,1494.14832,5.34E+05,7.71E+04,7.47E+04,5.34E+05,0,0.75,3,1,0.81,0.67,0.00101,0.034,,,,,,,,,,7.71E+04,15.685,1494.13708,1494.14832,,0.196,15.547,15.781,DETECTED,1494.14464,8.43E+04,5.34E+05,0.758,0.849,5.34E+05,,2.30E+04,15.665,1494.14392,1494.15088,,0.054,15.581,15.678,DETECTED,1494.14711,1.21E+05,4.49E+05,0.153,0.576,4.49E+05,,,,,,,,,,UNKNOWN,,,,,,,,4.56E+04,15.752,1494.13916,1494.14807,,0.136,15.624,15.81,DETECTED,1494.14504,7.47E+04,3.79E+05,0.461,0.731,3.79E+05,
7141,15.701,15.477,15.781,768.07695,768.07605,768.07849,1.00E+06,1.14E+05,4.95E+04,1.00E+06,0,0.75,3,1,0.9,0.25,0.00019,0.024,,,,,,,,,,3.70E+04,15.726,768.07605,768.07849,,0.087,15.685,15.781,DETECTED,768.07724,2.21E+05,5.27E+05,1.325,1.163,5.27E+05,,1.14E+05,15.665,768.07507,768.07794,,0.121,15.477,15.717,DETECTED,768.07694,4.95E+04,1.00E+06,0.283,0.637,1.00E+06,,,,,,,,,,UNKNOWN,,,,,,,,7.49E+04,15.711,768.07562,768.07751,,0.158,15.522,15.738,DETECTED,768.07668,7.58E+04,6.33E+05,0.151,0.571,6.33E+05,
7142,15.701,15.687,15.773,828.64277,828.64124,828.64398,3.26E+05,1.81E+04,1.20E+05,3.26E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.81E+04,15.701,828.64124,828.64398,,1.462,15.687,15.773,DETECTED,828.64277,1.20E+05,3.26E+05,5.073,3.037,3.26E+05,,,,,,,,,,UNKNOWN,,,,,,,
7143,15.701,15.556,15.787,842.60152,842.59985,842.60333,4.55E+05,5.61E+04,1.11E+05,4.55E+05,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.61E+04,15.701,842.59985,842.60333,,0.117,15.556,15.787,DETECTED,842.60152,1.11E+05,4.55E+05,0.594,0.797,4.55E+05,,,,,,,,,,UNKNOWN,,,,,,,
7144,15.701,15.498,15.802,858.59228,858.58972,858.59564,1.03E+06,2.37E+05,5.07E+05,1.03E+06,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.37E+05,15.701,858.58972,858.59564,,0.239,15.498,15.802,DETECTED,858.59228,5.07E+05,1.03E+06,0.493,0.747,1.03E+06,,,,,,,,,,UNKNOWN,,,,,,,
7145,15.701,15.657,15.76,1425.08571,1425.08337,1425.08789,2.48E+05,1.79E+04,1.08E+05,2.48E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.79E+04,15.701,1425.08337,1425.08789,,0.062,15.657,15.76,DETECTED,1425.08571,1.08E+05,2.48E+05,1.321,1.161,2.48E+05,,,,,,,,,,UNKNOWN,,,,,,,
7146,15.702,15.636,15.755,810.09197,810.08972,810.09277,5.01E+05,3.98E+04,1.69E+05,5.01E+05,0,0.5,2,1,0.95,0.14,0.00011,0.011,,,,,,,,,,3.98E+04,15.713,810.08972,810.09277,,0.085,15.643,15.755,DETECTED,810.09186,1.69E+05,5.01E+05,0.603,0.801,5.01E+05,,2.58E+04,15.691,810.08887,810.09631,,0.065,15.636,15.717,DETECTED,810.09208,2.34E+05,4.77E+05,0.49,0.745,4.77E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7147,15.702,15.629,15.76,757.58942,757.58905,757.59161,5.38E+05,4.11E+04,1.03E+05,5.38E+05,0,0.5,2,5,0.81,0.49,0.00037,0.044,,,,,,,,,,4.11E+04,15.657,757.58905,757.59161,,0.171,15.629,15.755,DETECTED,757.5898,1.32E+05,5.38E+05,3.458,2.229,5.38E+05,,,,,,,,,,UNKNOWN,,,,,,,,2.18E+04,15.746,757.58844,757.58966,,0.106,15.657,15.76,DETECTED,757.58905,1.03E+05,2.97E+05,0.153,0.576,2.97E+05,,,,,,,,,,UNKNOWN,,,,,,,
7148,15.702,15.552,15.828,1227.11567,1227.11218,1227.11914,6.67E+05,8.53E+04,8.22E+04,6.67E+05,0,0.5,2,0,0.91,0.19,0.00023,0.023,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.53E+04,15.678,1227.11072,1227.11902,,0.655,15.552,15.828,DETECTED,1227.1159,8.22E+04,6.67E+05,1.311,1.095,6.67E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.22E+04,15.725,1227.11218,1227.11914,,0.307,15.594,15.81,DETECTED,1227.11544,1.16E+05,3.90E+05,0.656,0.828,3.90E+05,
7149,15.702,15.4,16.829,760.58455,760.58337,760.58533,3.26E+08,1.31E+08,5.58E+06,3.26E+08,8,0.5,2,0,0.86,0.16,0.00012,0.045,PC 20:0_14:1 (0.218),PC 20:0_14:1,[M+H]+,C42H82NO8P,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCC,760.58508,0.22,2,287.54,1.31E+08,15.657,760.58337,760.58533,4,0.334,15.4,16.827,DETECTED,760.58468,5.58E+06,3.26E+08,3.399,2.454,3.26E+08,-0.149,1.31E+08,15.746,760.58289,760.5849,4,0.327,15.435,16.829,DETECTED,760.58443,6.53E+06,3.24E+08,2.485,2.016,3.24E+08,-0.19,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7150,15.702,15.4,16.827,762.59089,762.5907,762.5921,4.18E+07,1.62E+07,6.52E+05,4.18E+07,0,0.5,2,1,0.86,0.17,0.00013,0.045,,,,,,,,,,1.62E+07,15.657,762.5907,762.5921,,0.318,15.4,16.827,DETECTED,762.59102,6.52E+05,4.01E+07,3.765,2.46,4.01E+07,,1.57E+07,15.746,762.59039,762.59174,,0.745,15.435,16.581,DETECTED,762.59076,8.59E+05,4.18E+07,2.511,2.117,4.18E+07,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7151,15.704,15.678,15.731,660.55637,660.55542,660.55804,2.57E+05,9.43E+03,1.18E+05,2.57E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.43E+03,15.704,660.55542,660.55804,,0.036,15.678,15.731,DETECTED,660.55637,1.18E+05,2.57E+05,1.091,1.045,2.57E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7152,15.704,15.504,15.885,784.07314,784.07141,784.0755,1.40E+06,2.77E+05,2.03E+05,1.40E+06,0,0.75,3,1,0.88,0.13,0.0001,0.041,,,,,,,,,,1.39E+05,15.643,784.07141,784.0755,,0.236,15.504,15.671,DETECTED,784.07329,2.03E+05,1.40E+06,0.212,0.601,1.40E+06,,2.77E+05,15.731,784.07104,784.07648,,0.249,15.506,15.885,DETECTED,784.07302,2.04E+05,1.24E+06,0.599,0.843,1.24E+06,,,,,,,,,,UNKNOWN,,,,,,,,1.29E+05,15.738,784.07129,784.07654,,0.115,15.594,15.781,DETECTED,784.07311,2.59E+05,1.26E+06,0.298,0.649,1.26E+06,
7153,15.704,15.516,15.789,1163.35924,1163.35645,1163.36206,1.23E+06,1.54E+05,1.27E+05,1.23E+06,0,0.75,3,0,0.91,0.07,0.00009,0.032,,,,,,,,,,1.54E+05,15.657,1163.35645,1163.36206,,0.128,15.516,15.74,DETECTED,1163.35911,1.34E+05,1.23E+06,0.421,0.796,1.23E+06,,1.42E+05,15.731,1163.35681,1163.36243,,0.091,15.566,15.789,DETECTED,1163.35925,1.27E+05,1.18E+06,0.357,0.674,1.18E+06,,,,,,,,,,UNKNOWN,,,,,,,,6.36E+04,15.725,1163.35583,1163.3623,,0.029,15.669,15.767,DETECTED,1163.35937,2.59E+05,1.23E+06,0.741,0.871,1.23E+06,
7154,15.706,15.552,15.865,1226.11087,1226.10828,1226.11536,7.84E+05,1.18E+05,5.98E+04,7.84E+05,0,0.75,3,0,0.9,0.4,0.00049,0.017,,,,,,,,,,1.18E+05,15.685,1226.10828,1226.11536,,0.193,15.561,15.865,DETECTED,1226.11133,1.05E+05,7.84E+05,1.568,1.229,7.84E+05,,1.02E+05,15.731,1226.10803,1226.11487,,0.154,15.552,15.789,DETECTED,1226.11115,9.24E+04,6.83E+05,0.333,0.661,6.83E+05,,2.17E+04,15.701,1226.10706,1226.11377,,0.089,15.6,15.76,DETECTED,1226.11014,5.98E+04,2.16E+05,0.577,0.789,2.16E+05,,,,,,,,,,UNKNOWN,,,,,,,
7155,15.708,15.574,15.746,1547.17819,1547.17126,1547.19019,8.60E+05,6.54E+04,1.57E+05,8.60E+05,0,0.5,2,3,0.94,0.02,0.00003,0.023,,,,,,,,,,5.51E+04,15.685,1547.17126,1547.19019,,0.041,15.574,15.698,DETECTED,1547.17816,1.57E+05,8.60E+05,0.119,0.559,8.60E+05,,6.54E+04,15.731,1547.17151,1547.1853,,0.096,15.593,15.746,DETECTED,1547.17821,1.85E+05,6.83E+05,0.111,0.555,6.83E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7156,15.709,15.489,16.112,760.51249,760.51221,760.51343,2.34E+06,7.50E+05,2.64E+05,2.34E+06,0,0.5,2,0,0.88,0.14,0.00011,0.038,,,,,,,,,,7.50E+05,15.671,760.51221,760.51343,,0.272,15.489,16.112,DETECTED,760.5126,2.64E+05,2.26E+06,2.447,1.711,2.26E+06,,6.62E+05,15.746,760.51178,760.51306,,0.303,15.552,16.015,DETECTED,760.51238,5.49E+05,2.34E+06,1.384,1.192,2.34E+06,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7157,15.709,15.566,15.789,1175.36075,1175.35913,1175.3656,7.23E+05,6.51E+04,6.99E+04,7.23E+05,0,0.5,2,1,0.82,0.6,0.0007,0.038,,,,,,,,,,5.94E+04,15.671,1175.35913,1175.3656,,0.063,15.587,15.726,DETECTED,1175.36146,1.26E+05,7.23E+05,0.668,0.834,7.23E+05,,6.51E+04,15.746,1175.35291,1175.37329,,0.027,15.566,15.789,DETECTED,1175.36005,6.99E+04,6.30E+05,0.251,0.617,6.30E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7158,15.709,15.602,15.769,1548.17993,1548.17444,1548.18848,4.11E+05,4.57E+04,1.27E+05,4.11E+05,0,0.5,2,0,0.86,0.39,0.0006,0.031,,,,,,,,,,4.57E+04,15.74,1548.17444,1548.18848,,0.28,15.602,15.769,DETECTED,1548.18053,1.47E+05,4.11E+05,0.207,0.604,4.11E+05,,1.52E+04,15.678,1548.17432,1548.19092,,0.087,15.636,15.704,DETECTED,1548.17933,1.27E+05,3.74E+05,0.604,0.802,3.74E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7159,15.712,15.504,15.752,1200.36625,1200.35791,1200.37561,3.89E+05,4.59E+04,7.28E+04,3.89E+05,0,0.5,2,6,0.78,1.03,0.00124,0.026,,,,,,,,,,4.59E+04,15.685,1200.35791,1200.37561,,0.131,15.504,15.698,DETECTED,1200.36749,7.28E+04,3.89E+05,0.073,0.536,3.89E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.83E+04,15.738,1200.36292,1200.36755,,0.079,15.682,15.752,DETECTED,1200.36501,1.56E+05,3.40E+05,0.24,0.62,3.40E+05,
7160,15.713,15.629,15.769,1555.17159,1555.1615,1555.17737,3.92E+05,3.83E+04,1.91E+05,3.92E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,3.83E+04,15.713,1555.1615,1555.17737,,0.068,15.629,15.769,DETECTED,1555.17159,1.91E+05,3.92E+05,0.679,0.839,3.92E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7161,15.713,15.617,15.85,1569.16162,1569.15747,1569.16785,9.65E+05,1.42E+05,3.43E+05,9.65E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.42E+05,15.713,1569.15747,1569.16785,,0.135,15.617,15.85,DETECTED,1569.16162,3.43E+05,9.65E+05,1.436,1.218,9.65E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7162,15.714,15.532,16.077,783.56994,783.56976,783.57056,3.01E+07,9.02E+06,1.15E+07,3.01E+07,0,0.75,3,0,0.89,0.14,0.00011,0.038,,,,,,,,,,9.01E+06,15.657,783.56976,783.57056,,0.333,15.532,15.938,DETECTED,783.5701,1.26E+07,3.01E+07,2.235,1.617,3.01E+07,,8.21E+06,15.746,783.56958,783.57037,,0.352,15.566,15.928,DETECTED,783.56986,1.15E+07,2.97E+07,1.005,1.002,2.97E+07,,,,,,,,,,UNKNOWN,,,,,,,,9.02E+06,15.738,783.56958,783.57019,,0.376,15.639,16.077,DETECTED,783.56986,1.17E+07,2.70E+07,3.415,2.208,2.70E+07,
7163,15.714,15.416,15.92,798.54056,798.53754,798.54242,6.24E+06,1.47E+06,1.46E+05,6.24E+06,10,0.75,3,0,0.88,0.14,0.00011,0.038,PC 36:7 (0.196),PC 36:7,[M+Na]+,C44H74NO8P,CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,798.50443,0.2,3,284.55,1.20E+06,15.657,798.53754,798.54242,4,0.169,15.416,15.755,DETECTED,798.54073,1.58E+05,6.24E+06,0.5,0.713,6.24E+06,-0.186,1.47E+06,15.746,798.53931,798.54205,3,0.382,15.465,15.858,DETECTED,798.54048,2.55E+05,6.17E+06,0.458,0.706,6.17E+06,-0.12,,,,,,,,,UNKNOWN,,,,,,,,1.40E+06,15.738,798.53778,798.54114,3,0.3,15.477,15.92,DETECTED,798.54046,1.46E+05,5.68E+06,1,0.94,5.68E+06,-0.095
7164,15.714,15.492,15.789,987.53169,987.52771,987.53497,3.56E+05,6.49E+04,4.67E+04,3.56E+05,0,0.5,2,1,0.96,0.23,0.00023,0.003,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.49E+04,15.717,987.52942,987.53534,,0.125,15.492,15.789,DETECTED,987.53192,4.67E+04,3.56E+05,0.333,0.659,3.56E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.85E+04,15.711,987.52771,987.53497,,0.109,15.594,15.781,DETECTED,987.53146,5.47E+04,3.53E+05,0.765,0.798,3.53E+05,
7165,15.715,15.651,15.843,885.04873,885.04785,885.0495,4.21E+05,4.68E+04,9.43E+04,4.21E+05,0,0.5,2,2,0.92,0.24,0.00021,0.016,,,,,,,,,,1.75E+04,15.698,885.04785,885.0495,,0.077,15.671,15.74,DETECTED,885.04894,1.49E+05,3.91E+05,1.535,1.267,3.91E+05,,4.68E+04,15.731,885.04639,885.05054,,0.123,15.651,15.843,DETECTED,885.04852,9.43E+04,4.21E+05,1.402,1.201,4.21E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7166,15.715,15.516,16.09,1522.16841,1522.16162,1522.17529,2.06E+06,4.06E+05,6.46E+04,2.06E+06,0,0.75,3,0,0.85,0.25,0.00038,0.044,,,,,,,,,,3.75E+05,15.685,1522.16162,1522.17529,,3.228,15.516,15.88,DETECTED,1522.16897,7.25E+04,1.97E+06,1.389,1.077,1.97E+06,,4.06E+05,15.678,1522.16187,1522.17236,,0.236,15.538,16.087,DETECTED,1522.16808,8.11E+04,1.72E+06,3.893,2.078,1.72E+06,,,,,,,,,,UNKNOWN,,,,,,,,3.92E+05,15.781,1522.15808,1522.17346,,0.144,15.594,16.09,DETECTED,1522.16816,6.46E+04,2.06E+06,1.984,1.363,2.06E+06,
7167,15.716,15.547,15.828,1163.86135,1163.85779,1163.8656,8.70E+05,1.15E+05,1.30E+05,8.70E+05,0,0.5,2,2,0.88,0.06,0.00007,0.045,,,,,,,,,,1.15E+05,15.671,1163.85779,1163.8656,,0.403,15.547,15.781,DETECTED,1163.86142,1.30E+05,8.70E+05,0.896,0.948,8.70E+05,,1.02E+05,15.761,1163.85754,1163.86499,,0.163,15.607,15.828,DETECTED,1163.86127,1.72E+05,7.17E+05,0.436,0.718,7.17E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7168,15.717,15.657,15.732,964.53032,964.52509,964.53192,2.12E+05,9.28E+03,5.97E+04,2.12E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.28E+03,15.717,964.52509,964.53192,,0.054,15.657,15.732,DETECTED,964.53032,5.97E+04,2.12E+05,0.249,0.624,2.12E+05,,,,,,,,,,UNKNOWN,,,,,,,
7169,15.718,15.561,15.813,1175.86388,1175.85938,1175.86975,7.33E+05,8.62E+04,8.51E+04,7.33E+05,0,0.75,3,1,0.84,0.98,0.00115,0.004,,,,,,,,,,8.62E+04,15.713,1175.85938,1175.86975,,0.088,15.561,15.769,DETECTED,1175.86485,1.37E+05,7.33E+05,0.392,0.688,7.33E+05,,6.91E+04,15.717,1175.85742,1175.86951,,0.306,15.651,15.813,DETECTED,1175.86463,2.32E+05,5.90E+05,1.463,1.231,5.90E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.88E+04,15.725,1175.85681,1175.86609,,0.118,15.639,15.738,DETECTED,1175.86215,8.51E+04,3.87E+05,0.153,0.576,3.87E+05,
7170,15.718,15.594,15.755,866.5281,866.52838,866.53131,6.90E+05,5.16E+04,1.65E+05,6.90E+05,0,0.75,3,2,0.81,1.11,0.00096,0.009,,,,,,,,,,4.36E+04,15.713,866.52838,866.53131,,0.128,15.657,15.755,DETECTED,866.52954,2.04E+05,5.48E+05,0.76,0.88,5.48E+05,,5.04E+04,15.731,866.5257,866.52936,,0.073,15.651,15.746,DETECTED,866.52762,1.82E+05,6.90E+05,0.191,0.595,6.90E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.16E+04,15.711,866.52423,866.52985,,0.126,15.594,15.752,DETECTED,866.52714,1.65E+05,4.98E+05,0.346,0.673,4.98E+05,
7171,15.719,15.445,15.892,918.54058,918.53931,918.5426,1.74E+06,3.92E+05,1.53E+05,1.74E+06,0,0.75,3,1,0.91,0.29,0.00026,0.019,,,,,,,,,,3.25E+05,15.698,918.53931,918.5426,,0.18,15.445,15.755,DETECTED,918.54097,1.59E+05,1.74E+06,0.231,0.611,1.74E+06,,3.92E+05,15.746,918.53894,918.54315,,0.286,15.492,15.872,DETECTED,918.54039,2.43E+05,1.59E+06,0.494,0.747,1.59E+06,,,,,,,,,,UNKNOWN,,,,,,,,3.22E+05,15.711,918.53845,918.54541,,0.267,15.522,15.892,DETECTED,918.54036,1.53E+05,1.49E+06,1.036,0.979,1.49E+06,
7172,15.719,15.624,15.827,771.06859,771.06799,771.06934,5.66E+05,5.49E+04,9.35E+04,5.66E+05,0,1,4,0,0.88,0.16,0.00013,0.037,,,,,,,,,,2.93E+04,15.698,771.06799,771.06934,,0.04,15.629,15.713,DETECTED,771.06875,2.32E+05,5.66E+05,0.206,0.603,5.66E+05,,4.32E+04,15.665,771.0661,771.06995,,0.136,15.651,15.801,DETECTED,771.06851,1.19E+05,3.73E+05,9.607,5.303,3.73E+05,,5.49E+04,15.773,771.06769,771.07043,,0.086,15.629,15.827,DETECTED,771.06868,9.35E+04,5.22E+05,0.369,0.689,5.22E+05,,5.05E+04,15.738,771.06622,771.06964,,0.113,15.624,15.781,DETECTED,771.06841,1.39E+05,4.49E+05,0.374,0.687,4.49E+05,
