work_dir,rt_weight,precursor_mz_weight,spec_weight,spec_sim_type,feature_id,top1_score,top2_avg_score,top3_avg_score,top1_gap,top1_margin,top2_margin,top3_margin,H_norm
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10193,0.02012927226756522,,,,,,,
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10231,1.4754991168833688e-06,9.483217792477332e-07,,1.0543546752712712e-06,,,,0.7638880990960892
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10325,0.0011958429123181957,0.0011211027302983085,0.001057905604939228,0.00014948036403977447,0.00031125995363491066,0.00025216257012761754,0.00022025104179372503,0.9944034046041147
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10448,0.011088954664633312,0.011088651612550415,0.01059059538589642,6.061041657925287e-07,0.001494471732044882,,0.00022025104179372503,0.9979529745571968
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10713,0.0005052300617276166,0.0004420763040116645,0.01059059538589642,0.00012630751543190412,,,0.00022025104179372503,0.9852281360342515
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10743,0.0033431394170026544,0.001904776021170981,0.001421849844563571,0.002876726791663347,0.0028871419256539035,,0.00022025104179372503,0.6116743068423127
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10813,0.0003783524588021916,0.00037270090649388344,0.0003448379918192806,1.1303104616616365e-05,8.924029633211659e-05,,0.00022025104179372503,0.9938007368728042
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10937,0.0011300598769022104,0.0010594311345958223,0.0009992659096681583,0.00014125748461277622,0.0004396615079645752,0.00043187846261658546,0.0003941258331167513,0.9823649753673307
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10951,0.013530847854482555,0.013529212710563197,0.012906686184848255,3.270287838714331e-06,0.0018692147210641816,,0.0003941258331167513,0.9978457690787383
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N10978,0.0014051549443019136,0.013529212710563197,0.012906686184848255,3.270287838714331e-06,0.0018692147210641816,,0.0003941258331167513,0.9978457690787383
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N11103,0.0020146158630791936,0.0017641703875276708,0.012906686184848255,0.0005008909511030454,,,0.0003941258331167513,0.9854132676831808
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N11463,0.0017131048128400297,0.0011521336376880934,0.012906686184848255,0.0011219423503038726,,,0.0003941258331167513,0.8214973153897058
example/hyperparams_opt/Hela/spec_similarity_type_NIST-GC,0.0,0.0,1.0,NIST-GC,N11510,0.0015184819709870517,0.0015184819709870517,0.012906686184848255,0.0,,,0.0003941258331167513,1.0
