feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,fragment_mz_delta,fragment_fatty_acid_pos,fragment_types,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_3.mzML:area
9678,14.25,740.52429,740.52358,0.9587810828558961,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.7495000000000003,0.8333024999999736,0.03847743407490083,0.18906219725991807,Some,Some,0.0,0,substrate,25184.981832862337,0.0,22357.56380400171,26314.9529788104
9678,14.25,740.52429,740.52358,0.9587810828558961,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9473333333333341,0.8704583333333176,0.0,0.1817791666666652,All,None,0.0,0,substrate,2132.4182478805005,0.0,1866.3086355211256,0.0
9678,14.25,740.52429,740.52358,0.9587810828558961,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(6,9)",0.9780000000000015,0.833569999999952,0.0,0.18115699999999535,Some,None,0.0,0,substrate,0.0,0.0,2553.6729876590152,1146.0470933448782
9827,14.336,590.35286,590.2149800000001,233.6097941802186,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.8279999999999994,0.8628300000000309,0.0,0.16908300000000304,All,None,-150.30859999999996,7,aldehyde,0.0,0.0,0.0,5.989208633093525
9684,14.256,606.37785,606.2143800000001,269.657080717629,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9879999999999995,0.8372400000000653,0.0,0.1825240000000065,All,None,-134.30919999999995,7,criegee,0.0,0.0,0.0,9.784172661870503
9663,14.242,630.48588,630.27998,326.6802159889779,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9840000000000018,0.794809999999984,0.0,0.1778809999999986,All,None,-110.24359999999999,9,aldehyde,34.172661870503596,2460000000.0,34.205607476635514,0.0
9700,14.264,646.40776,646.2793800000001,198.6447409168351,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9720000000000013,0.8723299999999199,0.0,0.18443299999999213,All,None,-94.24419999999999,9,criegee,0.0,0.0,6.953271028037383,0.0
9650,14.236,658.40976,658.33398,115.10874769066126,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9720000000000013,0.9249299999999039,0.0,0.1896929999999905,All,None,-82.1896,12,aldehyde,0.0,0.0,14.80373831775701,5.251798561151079
9747,14.28,674.40348,674.33338,103.95451579144908,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(6,9)",0.9400000000000013,0.9306100000000015,0.0,0.1870610000000003,All,None,-66.1902,12,criegee,0.0,1400000000.0,0.0,0.0
9650,14.236,658.40976,658.33398,115.10874769066126,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.9720000000000013,0.9249299999999039,0.0,0.1896929999999905,All,Some,-82.1896,6,aldehyde,0.0,0.0,14.80373831775701,5.251798561151079
9576,14.202,672.35926,672.36098,2.558149641716573,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.9039999999999999,0.9975699999999961,0.0,0.1901569999999996,All,Some,-68.1626,6,criegee,0.0,567000000.0,0.0,0.0
9858,14.351,632.36132,632.2959800000001,103.33768055883934,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.7979999999999983,0.9353699999999208,0.0,0.17333699999999191,All,Some,-108.2276,7,aldehyde,0.0,0.0,0.0,3.237410071942446
9526,14.185,648.38781,648.29538,142.57389895316248,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.870000000000001,0.9082799999999907,0.0,0.17782799999999918,All,Some,-92.2282,7,criegee,0.0,0.0,34.39252336448598,0.0
9747,14.28,674.40348,674.33338,103.95451579144908,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.9400000000000013,0.9306100000000015,0.0,0.1870610000000003,All,Some,-66.1902,9,aldehyde,0.0,1400000000.0,0.0,0.0
8308,13.776,687.54465,688.3603800000001,1185.0333396585527,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.0519999999999996,0.1835600000000568,0.43549392501589157,0.3719511400127189,All,Some,-52.163199999999996,9,criegee,0.0,0.0,14.97196261682243,15.4136690647482
10986,14.723,604.37026,604.19838,284.4761020378561,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.053999999999998494,0.8288299999999253,0.15390973629960333,0.21141078903967508,Some,Some,-136.32519999999997,9,aldehyde,384.8920863309353,23300000000.0,428.03738317757006,323.7410071942446
9684,14.256,606.37785,606.2143800000001,269.657080717629,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.9879999999999995,0.8372400000000653,0.0,0.1825240000000065,Some,Some,-134.30919999999995,9,criegee,0.0,0.0,0.0,9.784172661870503
9663,14.242,630.48588,630.27998,326.6802159889779,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.9840000000000018,0.794809999999984,0.0,0.1778809999999986,Some,Some,-110.24359999999999,12,aldehyde,34.172661870503596,2460000000.0,34.205607476635514,0.0
9700,14.264,646.40776,646.2793800000001,198.6447409168351,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.9720000000000013,0.8723299999999199,0.0,0.18443299999999213,Some,Some,-94.24419999999999,12,criegee,0.0,0.0,6.953271028037383,0.0
9858,14.351,632.36132,632.2959800000001,103.33768055883934,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.7979999999999983,0.9353699999999208,0.0,0.17333699999999191,All,Some,-108.2276,6,aldehyde,0.0,0.0,0.0,3.237410071942446
9526,14.185,648.38781,648.29538,142.57389895316248,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.870000000000001,0.9082799999999907,0.0,0.17782799999999918,All,Some,-92.2282,6,criegee,0.0,0.0,34.39252336448598,0.0
9576,14.202,672.35926,672.36098,2.558149641716573,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.9039999999999999,0.9975699999999961,0.0,0.1901569999999996,All,Some,-68.1626,9,aldehyde,0.0,567000000.0,0.0,0.0
8308,13.776,687.54465,688.3603800000001,1185.0333396585527,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.0519999999999996,0.1835600000000568,0.43549392501589157,0.3719511400127189,All,Some,-52.163199999999996,9,criegee,0.0,0.0,14.97196261682243,15.4136690647482
9888,14.366,588.33894,588.1989800000001,237.94668940068536,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.7680000000000007,0.8607499999999391,0.0,0.162874999999994,All,Some,-152.32459999999998,12,aldehyde,18.705035971223023,0.0,15.663551401869158,11.528776978417266
10986,14.723,604.37026,604.19838,284.4761020378561,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.053999999999998494,0.8288299999999253,0.15390973629960333,0.21141078903967508,All,Some,-136.32519999999997,12,criegee,384.8920863309353,23300000000.0,428.03738317757006,323.7410071942446
9663,14.242,630.48588,630.27998,326.6802159889779,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(6,9)",0.9840000000000018,0.794809999999984,0.0,0.1778809999999986,Some,None,-110.24359999999999,9,aldehyde,34.172661870503596,2460000000.0,34.205607476635514,0.0
9700,14.264,646.40776,646.2793800000001,198.6447409168351,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(6,9)",0.9720000000000013,0.8723299999999199,0.0,0.18443299999999213,Some,None,-94.24419999999999,9,criegee,0.0,0.0,6.953271028037383,0.0
9700,14.264,646.40776,646.2793800000001,198.6447409168351,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.9720000000000013,0.8723299999999199,0.0,0.18443299999999213,Some,Some,-94.24419999999999,6,aldehyde,0.0,0.0,6.953271028037383,0.0
9526,14.185,648.38781,648.29538,142.57389895316248,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.870000000000001,0.9082799999999907,0.0,0.17782799999999918,Some,Some,-92.2282,6,criegee,0.0,0.0,34.39252336448598,0.0
9576,14.202,672.35926,672.36098,2.558149641716573,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.9039999999999999,0.9975699999999961,0.0,0.1901569999999996,Some,Some,-68.1626,9,aldehyde,0.0,567000000.0,0.0,0.0
8308,13.776,687.54465,688.3603800000001,1185.0333396585527,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.0519999999999996,0.1835600000000568,0.43549392501589157,0.3719511400127189,Some,Some,-52.163199999999996,9,criegee,0.0,0.0,14.97196261682243,15.4136690647482
10195,14.465,828.57779,828.57601,2.1482639837151516,C44H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_20:3,"PC 16:0_20:3(11,14,17)",0.617,0.4506450000000939,0.12728388377845282,0.20859160702277166,All,Some,0.0,0,substrate,116411.7267064894,0.0,0.0,134232.62417544014
10195,14.465,828.57779,828.57601,2.1482639837151516,C44H82NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_20:3,"PC 16:0_20:3(8,11,14)",0.8833333333333329,0.9449733333333749,0.0,0.1828306666666708,All,None,0.0,0,substrate,40850.872086068164,0.0,0.0,59971.6045607444
10195,14.465,828.57779,828.57601,2.1482639837151516,C44H82NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_20:3,"PC 16:0_20:3(5,8,11)",0.7909999999999998,0.7502683333333758,0.0,0.15412683333333757,All,None,0.0,0,substrate,17737.401207442443,0.0,0.0,19795.771263815474
9952,14.392,722.51334,722.36441,206.1701793973353,C44H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_20:3,"PC 16:0_20:3(11,14,17)",0.8539999999999992,0.8528500000001031,0.10544573890919043,0.2550415911273626,All,Some,-106.21159999999999,3,aldehyde,47.48571428571429,8360000000.0,8380000000.0,24.485981308411215
10341,14.5,738.43975,738.3638100000001,102.84902777120934,C44H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_20:3,"PC 16:0_20:3(11,14,17)",0.9299999999999997,0.9258400000001075,0.0,0.18558400000001074,All,Some,-90.2122,3,criegee,366.2857142857143,84900000000.0,46600000000.0,189.7196261682243
