feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_0.mzML:area
23383,21.856,898.78475,898.78582,1.1904949723320146,C57H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:2_18:2,"TG 18:1(6)_18:2(9,12)_18:2(9,12)",0.8573333333333354,0.33827166666666625,0.31914997619006197,0.3748804809520497,All,Some,3333575.6685164063,1714991.171612462,1304415.6979734595,2013309.1836050178
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(9)_18:2(6,9)_18:2(6,9)",0.9890000000000043,0.8485450000001151,0.24109063840676684,0.3766270107254254,Some,Some,101121.99798035974,182364.52181121128,105924.98072679907,112708.3157797392
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(6)_18:2(6,9)_18:2(6,9)",0.9580000000000037,0.8408450000000869,0.12054531920338342,0.2763207553627158,Some,Some,114706.27405640359,214062.7914205782,120777.09546215805,128238.26306758048
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(11)_18:2(6,9)_18:2(6,9)",0.9192000000000007,0.8416400000000521,0.09643625536270674,0.2532330042901707,All,Some,20602.818715333167,39589.67982592477,14852.114735359013,17573.55555327216
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(6)_18:2(6,9)_18:2(9,12)",0.968333333333336,0.8818000000000552,0.08036354613558895,0.24930417024181029,Some,Some,49886.63671354769,109617.65620142991,65420.92670866896,56291.44788894482
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(9)_18:2(6,9)_18:2(9,12)",0.9603333333333369,0.8887050000000537,0.08036354613558895,0.24919467024181022,Some,Some,116223.18488489513,220760.54294891722,123924.68830581917,126194.65480214957
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(11)_18:2(6,9)_18:2(9,12)",0.958000000000002,0.8800266666667085,0.08036354613558895,0.24809350357514223,Some,Some,31046.53953665354,77587.81473422443,36546.003136879604,24604.453304014547
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(9)_18:2(9,12)_18:2(9,12)",0.9746666666666689,0.9229966666666769,0.0,0.1897663333333346,Some,None,39442.91589222732,71619.52129313025,43727.03830714836,47216.94187277155
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(6)_18:2(9,12)_18:2(9,12)",0.9360000000000028,0.886046000000033,0.0,0.1822046000000036,All,None,114706.27405640359,221954.20163713602,120777.09546215805,126194.65480214957
23405,21.859,903.74081,903.74121,0.44260458147446724,C57H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+Na]+,TG 18:1_18:2_18:2,"TG 18:1(11)_18:2(9,12)_18:2(9,12)",0.918000000000001,0.8945050000000094,0.0,0.18125050000000106,All,Some,75263.35816417626,142443.27012744793,77050.05715500971,78977.71292937803
23419,21.862,680.50928,680.44971,87.54504429138179,C34H63O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M+NH4]+,PG 10:0_18:2,"PG 10:0_18:2(9,12)",0.7705000000000037,0.8722600000000398,0.18970607185787497,0.31604085748630434,All,Some,32474.581830108225,17756.478523251688,19452.953840609265,28487.641390867197
23419,21.862,680.50928,680.44971,87.54504429138179,C34H63O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M+NH4]+,PG 10:0_18:2,"PG 10:0_18:2(6,9)",0.8933333333333332,0.6291399999999688,0.0,0.1522473333333302,All,None,1347525.4181698917,1202243.5214767484,840547.0461593907,821512.3586091327
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(9)_18:2(9,12)",0.7590000000000021,0.8786325000000375,0.4976009092327174,0.5618439773861779,Some,Some,1717439.1961443874,1977966.926677067,1402618.82858019,1287520.5805232027
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(11)_18:2(9,12)",0.7653333333333331,0.8994150000000332,0.47374284654523385,0.5454691105695239,All,Some,911977.0782277619,1912863.6505460218,1148585.8514377375,1315543.6307091897
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(6)_18:2(9,12)",0.831666666666667,0.8923966666667033,0.2799288961624931,0.39634945026333157,All,Some,1631504.0851749282,1492388.1435257408,1097999.1979807988,885959.5097262028
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(11)_18:2(6,9)",0.8189999999999978,0.8938350000000431,0.24561899370872586,0.3677786949669848,All,Some,891768.7063110246,1487266.1466458659,862416.908451867,913982.5599121897
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(9)_18:2(6,9)",0.8329999999999984,0.9122849999999971,0.15541512997795534,0.2988606039823638,Some,Some,21768.57710148548,37336.66146645866,32502.535796004056,0.0
23421,21.862,790.65502,790.69192,46.667986691891294,C49H88O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_18:1_18:2,"TG 10:0_18:1(6)_18:2(6,9)",0.8699999999999992,0.8743100000000368,0.07770756498897767,0.23659705199118575,Some,Some,575542.3570404125,1192178.4711388457,635876.6777534026,646993.7191292151
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(9)_18:2(6,9)",0.8350000000000009,0.6082133333333294,0.48301328025869544,0.5307319575402895,All,Some,167730.34149717644,119978.1293299136,0.0,159020.69773496484
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(7)_18:2(6,9)",0.8800000000000026,0.8562649999999508,0.41170727087674364,0.5029923167013902,Some,Some,65559.49852924985,29729.776539606733,0.0,53586.43582400417
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(9)_18:2(9,12)",0.808799999999998,0.4447239999999965,0.42753444380512107,0.46737995504409635,All,Some,121132.71357337234,111419.91686565844,0.0,126266.53215308514
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(6)_18:2(6,9)",0.769666666666667,0.846843333333292,0.3488622473169633,0.4407407978535665,All,Some,123199.36136410112,112268.32198343208,0.0,126266.53215308514
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(7)_18:2(9,12)",0.887333333333333,0.884153333333264,0.2744715139178291,0.396725877800923,Some,Some,291774.46400201344,260926.104035848,0.0,297147.0320229107
23450,21.865,846.68864,846.75452,77.80295049383714,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(6)_18:2(9,12)",0.7303999999999974,0.7310799999999518,0.26655320427504253,0.3593905634200289,All,Some,189603.62103408683,170677.75124554112,0.0,191712.77011195003
23507,21.874,764.63926,764.67627,48.399566525072515,C47H86O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:0_18:2,"TG 10:0_16:0_18:2(9,12)",0.8915000000000006,0.9122750000000224,0.1567706579024188,0.30579402632193736,All,Some,4318834.658009627,4362026.501658898,5358514.177094884,6482684.289644609
23507,21.874,764.63926,764.67627,48.399566525072515,C47H86O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:0_18:2,"TG 10:0_16:0_18:2(6,9)",0.8600000000000012,0.8625850000000526,0.0,0.1722585000000054,All,None,15981165.341990372,14737973.498341102,14741485.822905116,13517315.710355392
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(9)_18:1(11)_18:1(11),0.9580000000000055,0.07210000000009131,0.8984613555285202,0.821779084422826,All,All,1582220.1603817348,1535172.3306405772,0.0,1607962.017924696
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(9)_18:1(11)_18:1(6),0.9580000000000055,0.07210000000009131,0.8984613555285202,0.821779084422826,Some,Some,1610003.3136722115,1668331.1228620147,0.0,1837337.192474674
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(6)_18:1(11)_18:1(11),0.9086666666666687,0.6305499999999711,0.7613726485469833,0.7630197855042508,All,All,2125715.4218304725,2073643.1438069483,0.0,2454921.674664229
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(6)_18:1(11)_18:1(9),0.8432000000000002,0.42288599999997134,0.7139502178419266,0.6977687742735383,All,All,880543.4422426934,813674.4923092824,0.0,1006728.10825907
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(9)_18:1(11)_18:1(9),0.8260000000000005,0.09905000000003383,0.7496212083358109,0.6922019666686523,Some,Some,1788667.2410365166,1798439.464664037,0.0,2295153.223144692
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCC=CCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(7)_18:1(11)_18:1(11),0.8160000000000002,0.09829333333334489,0.7280314996990676,0.6738545330925887,All,All,1788667.2410365166,1798439.464664037,0.0,2295153.223144692
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCC=CCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(7)_18:1(11)_18:1(9),0.8160000000000002,0.09829333333334489,0.7280314996990676,0.6738545330925887,All,All,1245171.9795877791,1259968.651497666,0.0,1448193.566405159
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(9)_18:1(9)_18:1(9),0.8160000000000002,0.09829333333334489,0.7280314996990676,0.6738545330925887,All,All,1245171.9795877791,1259968.651497666,0.0,1448193.566405159
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(6)_18:1(9)_18:1(9),0.8144999999999989,0.5105824999999413,0.667822433420278,0.6667661967362165,All,All,1245171.9795877791,1393923.2133937338,0.0,1711204.2044329345
23549,21.877,874.77603,874.78582,11.191310805601159,C55H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_18:1_18:1,TG 16:1(6)_18:1(11)_18:1(6),0.7572000000000003,0.7360159999999951,0.5931323818461597,0.6238275054769273,All,Some,1788667.2410365166,1798439.464664037,0.0,2295153.2231446924
23572,21.88,872.76943,872.77017,0.8478749909047292,C55H98O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(6,9)_18:2(9,12)",0.6364999999999981,0.2961874999999736,0.6542437167882384,0.616663723430588,Some,Some,18892777.439642932,19765886.51830053,13511194.029850747,14534759.807006504
23572,21.88,872.76943,872.77017,0.8478749909047292,C55H98O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(9,12)_18:2(9,12)",0.8879999999999981,0.07793333333328671,0.6299327165212832,0.600539506550355,All,All,35671130.046662614,39918613.20581203,42441044.77611941,29408852.527795263
23572,21.88,872.76943,872.77017,0.8478749909047292,C55H98O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(6,9)_18:2(6,9)",0.5986666666666641,0.6414766666667143,0.46364861899684584,0.4949332285308145,All,Some,41936092.51369446,29815500.275887437,43447761.19402985,23456387.665198237
23621,21.889,877.72526,877.72556,0.34179248457193595,C55H98O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(9,12)_18:2(9,12)",0.9209999999999994,0.8936425000000554,0.2641280918698876,0.39276672349591557,All,Some,201162.72714851756,316352.7159537623,294689.1403242739,150001.121642084
23621,21.889,877.72526,877.72556,0.34179248457193595,C55H98O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(6,9)_18:2(9,12)",0.9353333333333337,0.872943333333391,0.1760853945799251,0.32169598233061253,Some,Some,1821724.2792731249,1767430.621520116,1856803.336055057,1985322.1916886324
23621,21.889,877.72526,877.72556,0.34179248457193595,C55H98O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:2_18:2,"TG 16:0_18:2(6,9)_18:2(6,9)",0.8889999999999993,0.8586600000000999,0.0,0.17476600000000994,All,None,1667112.9935783579,1506216.6625261218,1588507.5236206695,1874676.6866692835
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(9)_18:2(6,9)",0.8515999999999991,0.7142260000000078,0.3932354545107465,0.47117096360859795,All,Some,404510.4611677073,193063.92404082962,367136.64793808974,277717.7055007173
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(7)_18:2(6,9)",0.9639999999999986,0.86883499999999,0.34710625341469264,0.46096850273175294,Some,Some,379622.3025523058,218398.10411858553,357710.1664369766,306560.60638502875
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(6)_18:2(6,9)",0.7486666666666663,0.8595583333333252,0.3343545885716625,0.4283061708573291,All,Some,183459.30550991348,173648.33258468736,138420.43888476625,139867.88857246857
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(9)_18:2(9,12)",0.7991999999999961,0.5802999999999884,0.3238366900424119,0.39701935203392796,All,Some,270377.47836564796,253560.19888167785,205067.31686632038,230060.16744106374
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(6)_18:2(9,12)",0.7049999999999971,0.7479533333333089,0.2765222848480503,0.36651316121177085,All,Some,183459.30550991348,272997.6301482319,250545.95568748013,233475.36560820506
23819,21.964,846.71727,846.75452,43.99149826796532,C53H96O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:2,"TG 16:0_16:1(7)_18:2(9,12)",0.8159999999999972,0.8782924999999864,0.24305365137755966,0.36387217110204606,Some,Some,158571.146894512,298331.8102259878,241119.474186367,262318.26649251656
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(9)_18:2(9,12)",0.8323999999999984,0.8796099999999797,0.17850731164833933,0.3140068493186693,All,Some,794323.9031407337,765245.0558899398,708571.8220630767,800711.1193202808
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(7)_18:2(9,12)",0.8624999999999989,0.868717499999974,0.10917847889102077,0.2604645331128139,Some,Some,590415.9673939104,436457.43766122096,446508.7453518799,428751.3852973772
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(6)_18:2(9,12)",0.933666666666665,0.8817016666666481,0.07278565259401384,0.23976535540854238,All,Some,0.0,23886.500429922613,257890.09778267454,110001.84706316957
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(9)_18:2(6,9)",0.7268000000000014,0.8740459999999984,0.09116452853552272,0.2330162228284182,All,Some,274035.0035962599,73774.72055030093,350947.52788872056,201073.14370151458
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(6)_18:2(6,9)",0.8456666666666676,0.877064999999997,0.0,0.17227316666666648,All,None,772566.5308079597,684711.9518486673,764072.4418124225,800711.1193202808
23835,21.97,762.62379,762.66062,48.29146678637874,C47H84O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_16:1_18:2,"TG 10:0_16:1(7)_18:2(6,9)",0.8270000000000017,0.8874500000000012,0.0,0.1714450000000003,Some,None,568658.5950611365,355924.3336199484,502009.36510122573,428751.3852973772
23879,21.987,680.50942,680.44971,87.75079057641966,C34H63O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M+NH4]+,PG 10:0_18:2,"PG 10:0_18:2(9,12)",0.8120000000000012,0.7150724999999909,0.19206076667619235,0.3063558633409531,All,Some,0.0,29965.34901746227,0.0,65468.74999999999
23879,21.987,680.50942,680.44971,87.75079057641966,C34H63O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M+NH4]+,PG 10:0_18:2,"PG 10:0_18:2(6,9)",0.8749999999999982,0.6888799999999833,0.0,0.15638799999999817,All,None,0.0,199034.6509825377,0.0,309531.25
23883,21.988,922.78724,922.78582,1.5388186177945642,C59H100O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_22:6,"TG 16:0_18:1(9)_22:6(4,7,10,13,16,19)",0.7334545454545452,0.7589509090909236,0.48318768193932016,0.5357906910060031,Some,Some,1580734.9360465468,1626538.6251349673,1723912.1756487028,1750489.3365288351
23883,21.988,922.78724,922.78582,1.5388186177945642,C59H100O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_22:6,"TG 16:0_18:1(6)_22:6(4,7,10,13,16,19)",0.7992727272727261,0.7545172727272881,0.45893647881383953,0.5225281830510731,Some,Some,796587.0546368519,758046.6577233911,763805.721889554,823091.951582077
23883,21.988,922.78724,922.78582,1.5388186177945642,C59H100O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_22:6,"TG 16:0_18:1(11)_22:6(4,7,10,13,16,19)",0.7473846153846144,0.7724600000000237,0.4362337406342006,0.5009714540458243,All,Some,932678.0093166012,905414.7171416418,872282.1024617432,956418.7118890879
23946,22.003,808.73829,808.77525,45.698727798633634,C51H98O5,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COCCCCCCCCC=CCCCCCCCC,[M+NH4]+,TG O-18:1_14:0_16:0,TG O-18:1(9)_14:0_16:0,0.9179999999999993,0.9448800000000119,0.5987739344319775,0.6653071475455832,All,All,993257.5426322693,921000.0,192898.63663307647,355329.47976878606
23946,22.003,808.73829,808.77525,45.698727798633634,C51H98O5,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COCCCCCCCCCCC=CCCCCCC,[M+NH4]+,TG O-18:1_14:0_16:0,TG O-18:1(11)_14:0_16:0,0.6880000000000024,0.9150249999999573,0.20997626681886597,0.32828351345508877,All,Some,66742.45736773063,0.0,867101.3633669236,685838.1502890172
23946,22.003,808.73829,808.77525,45.698727798633634,C51H98O5,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COCCCCCC=CCCCCCCCCCCC,[M+NH4]+,TG O-18:1_14:0_16:0,TG O-18:1(6)_14:0_16:0,0.9549999999999983,0.9065000000000509,0.0,0.18615000000000492,All,None,0.0,0.0,0.0,88832.36994219651
