work_dir,rt_weight,precursor_mz_weight,spec_weight,spec_sim_type,feature_id,top1_score,top2_avg_score,top3_avg_score,top1_gap,top1_margin,top2_margin,top3_margin,H_norm
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10193,0.098193690426235,,,,,,,
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10231,0.004969601471604249,0.0031990145804086613,,0.003541173782391176,,,,0.7660766893195892
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10325,0.028937518178142947,0.027128923292009013,0.02588736871808206,0.0036171897722678675,0.006927796833233222,0.00558404802220543,0.005272185598490763,0.995324307722254
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10448,0.07226451195957236,0.07183294114017137,0.06996915416302396,0.0008631416388019675,0.00602293175084323,,0.005272185598490763,0.9993369314456745
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10713,0.021856402707048524,0.01912435236866746,0.06996915416302396,0.005464100676762132,,,0.005272185598490763,0.9852281360342515
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10743,0.024428957892720538,0.020076097998499434,0.016639448891431863,0.008705719788442208,0.014662807215423812,,0.005272185598490763,0.9400793151490069
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10813,0.01513657702230041,0.014558105654862898,0.013280149651213921,0.0011569427348750248,0.00441233937838444,,0.005272185598490763,0.9907318248479406
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10937,0.032812103268726446,0.030761346814431042,0.029014406131142367,0.004101512908590808,0.010744246736811205,0.009844379693399057,0.008844473550147239,0.989692597529445
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10951,0.07237234698469391,0.07193447614419066,0.06917420297098298,0.0008757416810065144,0.008718690360126305,,0.008844473550147239,0.9985184849441372
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N10978,0.026892340504224177,0.07193447614419066,0.06917420297098298,0.0008757416810065144,0.008718690360126305,,0.008844473550147239,0.9985184849441372
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11103,0.1136560774904025,0.10258336091410573,0.06917420297098298,0.02214543315259354,,,0.008844473550147239,0.9915793521959841
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11463,0.05549354482064147,0.03488057507602024,0.06917420297098298,0.041225939489242455,,,0.008844473550147239,0.7308780423477501
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11510,0.02736517861443441,0.02736517861443441,0.06917420297098298,0.0,,,0.008844473550147239,1.0
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11520,0.1697465965301123,0.1641954615798047,0.15438068754189935,0.01110226990061522,0.11212320958623759,0.132281325476668,0.13871916527824768,0.8435300785179743
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11573,0.04004980515590567,0.03744866893726161,0.15438068754189935,0.005202272437288116,,0.132281325476668,0.13871916527824768,0.9965170462399637
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11618,0.042181703457605454,0.029800780338672707,0.020205612976190147,0.024761846237865492,0.041166425206380426,,0.13871916527824768,0.6181944380600263
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11812,0.0808929687945909,0.06832588128154238,0.06413685211052621,0.025134175026097036,0.04732315502857186,0.042152394183014946,0.04463827814781848,0.9250759910426789
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N11845,0.0349715951405303,0.031094459086195986,0.06413685211052621,0.007754272108668626,,0.042152394183014946,0.04463827814781848,0.988755722612634
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N12489,0.03193957019220392,0.02423019115108447,0.06413685211052621,0.015418758082238901,,0.042152394183014946,0.04463827814781848,0.9256904466429786
example/hyperparams_opt/Hela/spec_similarity_type_NIST-LC,0.0,0.0,1.0,NIST-LC,N12501,0.02710652287349804,0.023447532708465568,0.06413685211052621,0.007317980330064942,,0.042152394183014946,0.04463827814781848,0.9823620090305386
