id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:POS_liver1_0.mzML:feature_state,datafile:POS_liver1_0.mzML:mz,datafile:POS_liver1_0.mzML:mz_range:min,datafile:POS_liver1_0.mzML:mz_range:max,datafile:POS_liver1_0.mzML:rt,datafile:POS_liver1_0.mzML:rt_range:min,datafile:POS_liver1_0.mzML:rt_range:max,datafile:POS_liver1_0.mzML:height,datafile:POS_liver1_0.mzML:area,datafile:POS_liver1_0.mzML:intensity_range:min,datafile:POS_liver1_0.mzML:intensity_range:max,datafile:POS_liver1_0.mzML:fwhm,datafile:POS_liver1_0.mzML:tailing_factor,datafile:POS_liver1_0.mzML:asymmetry_factor,datafile:POS_liver1_0.mzML:fragment_scans,datafile:POS_liver1_0.mzML:rt_ms2_apex_distance,datafile:POS_liver1_1.mzML:feature_state,datafile:POS_liver1_1.mzML:mz,datafile:POS_liver1_1.mzML:mz_range:min,datafile:POS_liver1_1.mzML:mz_range:max,datafile:POS_liver1_1.mzML:rt,datafile:POS_liver1_1.mzML:rt_range:min,datafile:POS_liver1_1.mzML:rt_range:max,datafile:POS_liver1_1.mzML:height,datafile:POS_liver1_1.mzML:area,datafile:POS_liver1_1.mzML:intensity_range:min,datafile:POS_liver1_1.mzML:intensity_range:max,datafile:POS_liver1_1.mzML:fwhm,datafile:POS_liver1_1.mzML:tailing_factor,datafile:POS_liver1_1.mzML:asymmetry_factor,datafile:POS_liver1_1.mzML:fragment_scans,datafile:POS_liver1_1.mzML:rt_ms2_apex_distance,datafile:POS_liver1_2.mzML:feature_state,datafile:POS_liver1_2.mzML:mz,datafile:POS_liver1_2.mzML:mz_range:min,datafile:POS_liver1_2.mzML:mz_range:max,datafile:POS_liver1_2.mzML:rt,datafile:POS_liver1_2.mzML:rt_range:min,datafile:POS_liver1_2.mzML:rt_range:max,datafile:POS_liver1_2.mzML:height,datafile:POS_liver1_2.mzML:area,datafile:POS_liver1_2.mzML:intensity_range:min,datafile:POS_liver1_2.mzML:intensity_range:max,datafile:POS_liver1_2.mzML:fwhm,datafile:POS_liver1_2.mzML:tailing_factor,datafile:POS_liver1_2.mzML:asymmetry_factor,datafile:POS_liver1_2.mzML:fragment_scans,datafile:POS_liver1_2.mzML:rt_ms2_apex_distance,datafile:POS_liver1_3.mzML:feature_state,datafile:POS_liver1_3.mzML:mz,datafile:POS_liver1_3.mzML:mz_range:min,datafile:POS_liver1_3.mzML:mz_range:max,datafile:POS_liver1_3.mzML:rt,datafile:POS_liver1_3.mzML:rt_range:min,datafile:POS_liver1_3.mzML:rt_range:max,datafile:POS_liver1_3.mzML:height,datafile:POS_liver1_3.mzML:area,datafile:POS_liver1_3.mzML:intensity_range:min,datafile:POS_liver1_3.mzML:intensity_range:max,datafile:POS_liver1_3.mzML:fwhm,datafile:POS_liver1_3.mzML:tailing_factor,datafile:POS_liver1_3.mzML:asymmetry_factor,datafile:POS_liver1_3.mzML:fragment_scans,datafile:POS_liver1_3.mzML:rt_ms2_apex_distance
7765,5.9416,5.9102,6.0334,377.24216,377.24188,377.24304,1.325E5,9.517E3,2.748E4,1.325E5,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,377.24216,377.24188,377.24304,5.9416,5.9102,6.0334,1.325E5,9.517E3,2.748E4,1.325E5,0.0631,1.963,2.9259,,,UNKNOWN,,,,,,,,,,,,,,,
7766,5.9416,5.7556,6.0334,378.24688,378.24591,378.24835,4.098E4,5.834E3,1.373E4,4.098E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,378.24688,378.24591,378.24835,5.9416,5.7556,6.0334,4.098E4,5.834E3,1.373E4,4.098E4,0.0557,0.7469,0.4938,,,UNKNOWN,,,,,,,,,,,,,,,
7767,5.9416,5.8794,6.0641,378.27824,378.27783,378.27863,6.531E4,5.845E3,1.525E4,6.531E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,378.27824,378.27783,378.27863,5.9416,5.8794,6.0641,6.531E4,5.845E3,1.525E4,6.531E4,0.1332,1.4855,1.971,,,UNKNOWN,,,,,,,,,,,,,,,
7768,5.9416,5.8946,6.1257,427.15674,427.15628,427.15707,7.189E4,8.428E3,1.238E4,7.189E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,427.15674,427.15628,427.15707,5.9416,5.8946,6.1257,7.189E4,8.428E3,1.238E4,7.189E4,0.0967,2.4609,4.1404,,,UNKNOWN,,,,,,,,,,,,,,,
7769,5.9416,5.8794,6.172,505.1728,505.17142,505.17322,3.172E5,4.678E4,2.307E4,3.172E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,505.1728,505.17142,505.17322,5.9416,5.8794,6.172,3.172E5,4.678E4,2.307E4,3.172E5,0.2347,2.3539,3.0164,,,UNKNOWN,,,,,,,,,,,,,,,
7770,5.9416,5.4611,6.3267,524.32932,524.32904,524.32971,2.966E5,1.347E5,3.452E4,2.966E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,524.32932,524.32904,524.32971,5.9416,5.4611,6.3267,2.966E5,1.347E5,3.452E4,2.966E5,0.4795,0.9009,0.6579,,,UNKNOWN,,,,,,,,,,,,,,,
7771,5.9416,5.3994,6.5595,526.37654,526.37616,526.37738,2.497E6,1.178E6,8.414E4,2.497E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,526.37654,526.37616,526.37738,5.9416,5.3994,6.5595,2.497E6,1.178E6,8.414E4,2.497E6,0.4056,1.0868,1.2374,,,UNKNOWN,,,,,,,,,,,,,,,
7772,5.9416,5.7704,6.0797,527.3355,527.33417,527.336,1.829E5,2.709E4,2.62E4,1.829E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,527.3355,527.33417,527.336,5.9416,5.7704,6.0797,1.829E5,2.709E4,2.62E4,1.829E5,0.1153,0.9035,0.9388,,,UNKNOWN,,,,,,,,,,,,,,,
7773,5.9416,5.8794,6.0641,528.3398,528.33887,528.34125,6.737E4,6.178E3,1.224E4,6.737E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,528.3398,528.33887,528.34125,5.9416,5.8794,6.0641,6.737E4,6.178E3,1.224E4,6.737E4,0.1144,1.4855,1.971,,,UNKNOWN,,,,,,,,,,,,,,,
7774,5.9416,5.8946,6.0484,583.41784,583.41614,583.41919,6.736E4,5.719E3,1.571E4,6.736E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,583.41784,583.41614,583.41919,5.9416,5.8946,6.0484,6.736E4,5.719E3,1.571E4,6.736E4,0.132,1.6377,2.2753,,,UNKNOWN,,,,,,,,,,,,,,,
7775,5.9416,5.8946,6.1877,609.39521,609.39471,609.39606,2.222E5,4.127E4,7.492E4,2.222E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,609.39521,609.39471,609.39606,5.9416,5.8946,6.1877,2.222E5,4.127E4,7.492E4,2.222E5,0.1655,3.1204,5.2407,,,UNKNOWN,,,,,,,,,,,,,,,
7776,5.9416,5.6003,6.4973,622.40702,622.40656,622.4079,9.489E5,3.34E5,9.515E4,9.489E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,622.40702,622.40656,622.4079,5.9416,5.6003,6.4973,9.489E5,3.34E5,9.515E4,9.489E5,0.2759,1.3143,1.7474,,,UNKNOWN,,,,,,,,,,,,,,,
7777,5.9416,5.8329,5.9875,672.29895,672.29834,672.30011,4.053E4,4.344E3,2.057E4,4.053E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,672.29895,672.29834,672.30011,5.9416,5.8329,5.9875,4.053E4,4.344E3,2.057E4,4.053E4,0.1149,0.7114,0.4228,,,UNKNOWN,,,,,,,,,,,,,,,
7778,5.9416,5.8485,6.0797,676.4532,676.4519,676.4541,7.17E4,8.762E3,1.838E4,7.17E4,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,676.4532,676.4519,676.4541,5.9416,5.8485,6.0797,7.17E4,8.762E3,1.838E4,7.17E4,0.1224,1.2417,1.4835,,,UNKNOWN,,,,,,,,,,,,,,,
7779,5.9416,5.8329,6.0334,698.43734,698.43616,698.43823,1.404E5,1.661E4,4.005E4,1.404E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,698.43734,698.43616,698.43823,5.9416,5.8329,6.0334,1.404E5,1.661E4,4.005E4,1.404E5,0.1347,0.9227,0.8454,,,UNKNOWN,,,,,,,,,,,,,,,
7780,5.9416,5.8485,6.0946,699.44104,699.44012,699.44269,6.25E4,9.126E3,1.425E4,6.25E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,699.44104,699.44012,699.44269,5.9416,5.8485,6.0946,6.25E4,9.126E3,1.425E4,6.25E4,0.1463,1.3221,1.6442,,,UNKNOWN,,,,,,,,,,,,,,,
7781,5.9416,5.8946,6.0334,732.39793,732.39691,732.40057,4.263E4,3.494E3,1.64E4,4.263E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,732.39793,732.39691,732.40057,5.9416,5.8946,6.0334,4.263E4,3.494E3,1.64E4,4.263E4,0.0898,1.4777,1.9553,,,UNKNOWN,,,,,,,,,,,,,,,
7782,5.9416,5.3696,6.1102,847.55086,847.54865,847.55237,1.691E5,6.473E4,2.409E4,1.691E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,847.55086,847.54865,847.55237,5.9416,5.3696,6.1102,1.691E5,6.473E4,2.409E4,1.691E5,0.4376,0.6475,0.2949,,,UNKNOWN,,,,,,,,,,,,,,,
7783,5.9416,5.8946,5.9724,863.54494,863.54327,863.54624,5.46E4,2.156E3,2.116E4,5.46E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,863.54494,863.54327,863.54624,5.9416,5.8946,5.9724,5.46E4,2.156E3,2.116E4,5.46E4,0.04,0.8286,0.6573,,,UNKNOWN,,,,,,,,,,,,,,,
7784,5.9416,5.8794,6.1102,871.55147,871.55042,871.55267,1.731E5,2.695E4,7.361E4,1.731E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,871.55147,871.55042,871.55267,5.9416,5.8794,6.1102,1.731E5,2.695E4,7.361E4,1.731E5,0.1358,1.857,2.714,,,UNKNOWN,,,,,,,,,,,,,,,
7785,5.9483,5.8244,6.2562,367.28135,367.28088,367.28227,7.026E5,7.652E4,1.381E4,7.026E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,367.28135,367.28088,367.28227,5.9483,5.8244,6.2562,7.026E5,7.652E4,1.381E4,7.026E5,0.0875,1.7387,2.1425,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7786,5.9483,5.9186,6.195,726.12508,726.12299,726.12689,4.704E4,8.678E3,1.324E4,4.704E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,726.12508,726.12299,726.12689,5.9483,5.9186,6.195,4.704E4,8.678E3,1.324E4,4.704E4,0.1807,4.6434,8.2867,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7787,5.949,5.8463,6.1409,368.28493,368.28439,368.28568,1.526E5,1.494E4,1.419E4,1.526E5,3,0.75,3,0,0.954,0.17,0.00006,0.0363,0,,,,,,,,,,,,,DETECTED,368.28494,368.28439,368.28555,5.9346,5.8578,6.0431,1.526E5,1.485E4,2.007E4,1.526E5,0.0984,1.2056,1.4659,1,0.0105,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,368.28496,368.28448,368.28558,5.9416,5.8641,6.1102,1.39E5,1.488E4,1.469E4,1.39E5,0.0961,1.5888,2.6345,1,-0.0325,DETECTED,368.28489,368.28448,368.28568,5.9709,5.8463,6.1409,1.301E5,1.494E4,1.419E4,1.301E5,0.1021,1.1819,1.2344,1,-0.0527
7788,5.9502,5.8891,6.0587,236.16176,236.16161,236.16251,8.114E4,7.325E3,1.906E4,8.114E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,236.16176,236.16161,236.16251,5.9502,5.8891,6.0587,8.114E4,7.325E3,1.906E4,8.114E4,0.1383,1.3882,1.7764,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7789,5.9502,5.8891,5.9652,270.27871,270.27859,270.27899,1.778E5,8.415E3,4.863E4,1.778E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,270.27871,270.27859,270.27899,5.9502,5.8891,5.9652,1.778E5,8.415E3,4.863E4,1.778E5,0.0456,0.6227,0.2454,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7790,5.9502,5.8891,5.9652,716.44822,716.44757,716.44965,8.468E4,4.299E3,2.687E4,8.468E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,716.44822,716.44757,716.44965,5.9502,5.8891,5.9652,8.468E4,4.299E3,2.687E4,8.468E4,0.0683,0.6227,0.2454,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7791,5.9502,5.8262,5.9652,746.45802,746.45691,746.4588,4.792E4,3.908E3,1.733E4,4.792E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,746.45802,746.45691,746.4588,5.9502,5.8262,5.9652,4.792E4,3.908E3,1.733E4,4.792E4,0.1198,0.5605,0.1209,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7792,5.9502,5.9041,6.0431,799.58726,799.58612,799.58953,9.239E4,7.075E3,2.551E4,9.239E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,799.58726,799.58612,799.58953,5.9502,5.9041,6.0431,9.239E4,7.075E3,2.551E4,9.239E4,0.1773,1.5089,2.0178,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
7793,5.9528,5.4994,6.0261,440.37256,440.37186,440.37338,9.09E4,2.657E4,2.587E4,9.09E4,4,0.5,2,0,0.958,0.19,0.00008,0.0224,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,440.37261,440.37198,440.37338,5.964,5.4994,6.0261,9.09E4,2.657E4,2.587E4,9.09E4,0.203,0.5669,0.1338,2,-0.1111,DETECTED,440.37252,440.37186,440.37308,5.9416,5.5536,6.0178,8.721E4,2.647E4,3.376E4,8.721E4,0.3263,0.5982,0.1964,2,-0.222,UNKNOWN,,,,,,,,,,,,,,,
7794,5.9552,5.8921,6.0629,226.17975,226.17966,226.17992,5.177E5,5.753E4,1.041E5,5.177E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,226.17975,226.17966,226.17992,5.9552,5.8921,6.0629,5.177E5,5.753E4,1.041E5,5.177E5,0.116,1.3535,1.707,,
7795,5.9552,5.8921,6.0629,270.27872,270.27863,270.27884,2.42E5,2.02E4,4.104E4,2.42E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,270.27872,270.27863,270.27884,5.9552,5.8921,6.0629,2.42E5,2.02E4,4.104E4,2.42E5,0.0579,1.3535,1.707,,
7796,5.9552,5.8921,6.0786,294.16719,294.16687,294.16844,8.684E4,6.502E3,1.399E4,8.684E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,294.16719,294.16687,294.16844,5.9552,5.8921,6.0786,8.684E4,6.502E3,1.399E4,8.684E4,0.0299,1.4779,5.9339,,
7797,5.9552,5.862,6.1716,301.21085,301.21057,301.21152,5.461E5,4.286E4,1.087E4,5.461E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,301.21085,301.21057,301.21152,5.9552,5.862,6.1716,5.461E5,4.286E4,1.087E4,5.461E5,0.0744,1.2088,1.0789,,
7798,5.9552,5.8773,6.0317,302.21419,302.21381,302.21454,9.577E4,6.277E3,1.571E4,9.577E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,302.21419,302.21381,302.21454,5.9552,5.8773,6.0317,9.577E4,6.277E3,1.571E4,9.577E4,0.0562,0.9906,0.6913,,
7799,5.9552,5.8773,6.0629,335.3128,335.31223,335.31329,3.811E4,3.792E3,1.165E4,3.811E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,335.3128,335.31223,335.31329,5.9552,5.8773,6.0629,3.811E4,3.792E3,1.165E4,3.811E4,0.102,1.1914,1.3828,,
7800,5.9552,5.9077,6.0473,343.33926,343.3389,343.33966,6.022E4,5.854E3,2.263E4,6.022E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,343.33926,343.3389,343.33966,5.9552,5.9077,6.0473,6.022E4,5.854E3,2.263E4,6.022E4,0.1248,1.47,1.9399,,
7801,5.9552,5.8773,6.0629,345.29944,345.29907,345.29996,9.023E4,7.294E3,1.456E4,9.023E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,345.29944,345.29907,345.29996,5.9552,5.8773,6.0629,9.023E4,7.294E3,1.456E4,9.023E4,0.0681,1.1914,1.0571,,
7802,5.9552,5.8151,6.2644,367.28129,367.2811,367.2821,5.447E5,7.213E4,1.029E4,5.447E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,367.28129,367.2811,367.2821,5.9552,5.8151,6.2644,5.447E5,7.213E4,1.029E4,5.447E5,0.1158,1.6059,1.5665,,
7803,5.9552,5.8921,6.0473,368.31521,368.31473,368.31561,4.066E4,4.295E3,1.172E4,4.066E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,368.31521,368.31473,368.31561,5.9552,5.8921,6.0473,4.066E4,4.295E3,1.172E4,4.066E4,0.0952,1.2295,1.459,,
7804,5.9552,5.862,6.0942,369.19819,369.19806,369.19861,7.599E5,6.607E4,2.794E4,7.599E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,369.19819,369.19806,369.19861,5.9552,5.862,6.0942,7.599E5,6.607E4,2.794E4,7.599E5,0.0738,1.1119,1.4642,,
7805,5.9552,5.8773,6.0786,370.2016,370.20139,370.20228,1.545E5,1.199E4,1.54E4,1.545E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,370.2016,370.20139,370.20228,5.9552,5.8773,6.0786,1.545E5,1.199E4,1.54E4,1.545E5,0.0476,1.0147,0.9809,,
7806,5.9552,5.8921,6.0317,378.27796,378.27753,378.2785,5.916E4,5.075E3,2.182E4,5.916E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,378.27796,378.27753,378.2785,5.9552,5.8921,6.0317,5.916E4,5.075E3,2.182E4,5.916E4,0.0676,1.1056,1.2112,,
7807,5.9552,5.8773,6.0166,396.21793,396.21756,396.21821,5.741E4,4.479E3,1.858E4,5.741E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,396.21793,396.21756,396.21821,5.9552,5.8773,6.0166,5.741E4,4.479E3,1.858E4,5.741E4,0.0774,0.8939,0.7879,,
7808,5.9552,5.8773,6.1259,427.15664,427.15598,427.15707,9.878E4,9.713E3,1.191E4,9.878E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,427.15664,427.15598,427.15707,5.9552,5.8773,6.1259,9.878E4,9.713E3,1.191E4,9.878E4,0.1079,1.5954,2.461,,
7809,5.9552,5.8921,6.0786,431.38289,431.38177,431.3837,1.681E5,1.809E4,3.198E4,1.681E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,431.38289,431.38177,431.3837,5.9552,5.8921,6.0786,1.681E5,1.809E4,3.198E4,1.681E5,0.1491,1.4779,1.9557,,
7810,5.9552,5.8773,6.0786,437.18457,437.18301,437.18631,4.299E5,3.972E4,5.631E4,4.299E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,437.18457,437.18301,437.18631,5.9552,5.8773,6.0786,4.299E5,3.972E4,5.631E4,4.299E5,0.1038,1.2922,1.5024,,
7811,5.9552,5.8773,6.0317,438.1888,438.1875,438.1897,1.055E5,7.331E3,2.081E4,1.055E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,438.1888,438.1875,438.1897,5.9552,5.8773,6.0317,1.055E5,7.331E3,2.081E4,1.055E5,0.0435,0.9906,1.0779,,
7812,5.9552,5.8463,6.1409,454.17556,454.1745,454.1759,1.798E5,2.235E4,1.376E4,1.798E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,454.17556,454.1745,454.1759,5.9552,5.8463,6.1409,1.798E5,2.235E4,1.376E4,1.798E5,0.1178,1.4512,24.9456,,
7813,5.9552,5.8773,6.1409,495.1449,495.14392,495.147,9.075E4,1.089E4,9.332E3,9.075E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,495.1449,495.14392,495.147,5.9552,5.8773,6.1409,9.075E4,1.089E4,9.332E3,9.075E4,0.111,1.6915,1.9965,,
7814,5.9552,5.862,6.0786,506.17577,506.17529,506.1763,7.097E4,8.464E3,1.727E4,7.097E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,506.17577,506.17529,506.1763,5.9552,5.862,6.0786,7.097E4,8.464E3,1.727E4,7.097E4,0.1121,1.1619,1.3238,,
