id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:POS_liver1_0.mzML:feature_state,datafile:POS_liver1_0.mzML:mz,datafile:POS_liver1_0.mzML:mz_range:min,datafile:POS_liver1_0.mzML:mz_range:max,datafile:POS_liver1_0.mzML:rt,datafile:POS_liver1_0.mzML:rt_range:min,datafile:POS_liver1_0.mzML:rt_range:max,datafile:POS_liver1_0.mzML:height,datafile:POS_liver1_0.mzML:area,datafile:POS_liver1_0.mzML:intensity_range:min,datafile:POS_liver1_0.mzML:intensity_range:max,datafile:POS_liver1_0.mzML:fwhm,datafile:POS_liver1_0.mzML:tailing_factor,datafile:POS_liver1_0.mzML:asymmetry_factor,datafile:POS_liver1_0.mzML:fragment_scans,datafile:POS_liver1_0.mzML:rt_ms2_apex_distance,datafile:POS_liver1_1.mzML:feature_state,datafile:POS_liver1_1.mzML:mz,datafile:POS_liver1_1.mzML:mz_range:min,datafile:POS_liver1_1.mzML:mz_range:max,datafile:POS_liver1_1.mzML:rt,datafile:POS_liver1_1.mzML:rt_range:min,datafile:POS_liver1_1.mzML:rt_range:max,datafile:POS_liver1_1.mzML:height,datafile:POS_liver1_1.mzML:area,datafile:POS_liver1_1.mzML:intensity_range:min,datafile:POS_liver1_1.mzML:intensity_range:max,datafile:POS_liver1_1.mzML:fwhm,datafile:POS_liver1_1.mzML:tailing_factor,datafile:POS_liver1_1.mzML:asymmetry_factor,datafile:POS_liver1_1.mzML:fragment_scans,datafile:POS_liver1_1.mzML:rt_ms2_apex_distance,datafile:POS_liver1_2.mzML:feature_state,datafile:POS_liver1_2.mzML:mz,datafile:POS_liver1_2.mzML:mz_range:min,datafile:POS_liver1_2.mzML:mz_range:max,datafile:POS_liver1_2.mzML:rt,datafile:POS_liver1_2.mzML:rt_range:min,datafile:POS_liver1_2.mzML:rt_range:max,datafile:POS_liver1_2.mzML:height,datafile:POS_liver1_2.mzML:area,datafile:POS_liver1_2.mzML:intensity_range:min,datafile:POS_liver1_2.mzML:intensity_range:max,datafile:POS_liver1_2.mzML:fwhm,datafile:POS_liver1_2.mzML:tailing_factor,datafile:POS_liver1_2.mzML:asymmetry_factor,datafile:POS_liver1_2.mzML:fragment_scans,datafile:POS_liver1_2.mzML:rt_ms2_apex_distance,datafile:POS_liver1_3.mzML:feature_state,datafile:POS_liver1_3.mzML:mz,datafile:POS_liver1_3.mzML:mz_range:min,datafile:POS_liver1_3.mzML:mz_range:max,datafile:POS_liver1_3.mzML:rt,datafile:POS_liver1_3.mzML:rt_range:min,datafile:POS_liver1_3.mzML:rt_range:max,datafile:POS_liver1_3.mzML:height,datafile:POS_liver1_3.mzML:area,datafile:POS_liver1_3.mzML:intensity_range:min,datafile:POS_liver1_3.mzML:intensity_range:max,datafile:POS_liver1_3.mzML:fwhm,datafile:POS_liver1_3.mzML:tailing_factor,datafile:POS_liver1_3.mzML:asymmetry_factor,datafile:POS_liver1_3.mzML:fragment_scans,datafile:POS_liver1_3.mzML:rt_ms2_apex_distance
40770,20.6874,20.4453,20.7681,963.78099,963.77856,963.78302,1.736E6,3.363E5,5.591E5,1.736E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,963.78099,963.77856,963.78302,20.6874,20.4453,20.7681,1.736E6,3.363E5,5.591E5,1.736E6,0.2085,0.6664,0.3329,,,UNKNOWN,,,,,,,,,,,,,,,
40771,20.6874,20.6171,20.7681,991.69614,991.69434,991.69763,1.531E6,1.269E5,4.753E5,1.531E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,991.69614,991.69434,991.69763,20.6874,20.6171,20.7681,1.531E6,1.269E5,4.753E5,1.531E6,0.1122,1.0728,1.1457,,,UNKNOWN,,,,,,,,,,,,,,,
40772,20.6874,20.5663,20.7272,1646.34281,1646.33899,1646.34729,2.699E6,2.568E5,3.647E5,2.699E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1646.34281,1646.33899,1646.34729,20.6874,20.5663,20.7272,2.699E6,2.568E5,3.647E5,2.699E6,0.1176,0.6639,0.3278,,,UNKNOWN,,,,,,,,,,,,,,,
40773,20.6874,20.5128,20.7404,1722.37493,1722.36853,1722.38049,1.964E6,3.116E5,3.835E5,1.964E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1722.37493,1722.36853,1722.38049,20.6874,20.5128,20.7404,1.964E6,3.116E5,3.835E5,1.964E6,0.1613,0.6516,0.3032,,,UNKNOWN,,,,,,,,,,,,,,,
40774,20.6935,20.4289,20.8208,829.70929,829.70673,829.71136,2.088E6,4.614E5,3.767E5,2.088E6,2,0.5,2,3,0.9,0.21,0.00017,0.0674,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,829.70938,829.70782,829.71136,20.6598,20.4289,20.6724,1.885E6,3.13E5,6.846E5,1.885E6,0.1093,0.5274,0.0547,1,-0.0156,DETECTED,829.70921,829.70673,829.71124,20.7272,20.4709,20.8208,2.088E6,4.614E5,3.767E5,2.088E6,0.2885,0.6827,0.3653,1,-0.0991,UNKNOWN,,,,,,,,,,,,,,,
40775,20.6957,20.6546,20.7983,832.71615,832.71246,832.7193,2.057E6,1.783E5,7.392E5,2.057E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,832.71615,832.71246,832.7193,20.6957,20.6546,20.7983,2.057E6,1.783E5,7.392E5,2.057E6,0.0893,1.749,2.4979,,
40776,20.6957,20.6281,20.7331,888.65438,888.65041,888.65601,1.431E6,7.871E4,4.25E5,1.431E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,888.65438,888.65041,888.65601,20.6957,20.6281,20.7331,1.431E6,7.871E4,4.25E5,1.431E6,0.0257,0.777,0.554,,
40777,20.6957,20.6281,20.7862,957.7689,957.7644,957.77063,2.951E6,2.91E5,4.876E5,2.951E6,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,957.7689,957.7644,957.77063,20.6957,20.6281,20.7862,2.951E6,2.91E5,4.876E5,2.951E6,0.1375,1.1703,1.3406,,
40778,20.6957,20.6281,20.7862,972.7818,972.78009,972.78562,2.008E6,1.901E5,3.305E5,2.008E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,972.7818,972.78009,972.78562,20.6957,20.6281,20.7862,2.008E6,1.901E5,3.305E5,2.008E6,0.0955,1.1703,1.3406,,
40779,20.6957,20.6281,20.7589,990.69745,990.68872,990.70013,7.557E5,6.828E4,3.825E5,7.557E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,990.69745,990.68872,990.70013,20.6957,20.6281,20.7589,7.557E5,6.828E4,3.825E5,7.557E5,0.093,0.9681,0.9363,,
40780,20.6957,20.6281,20.7077,1616.38083,1616.37646,1616.38501,1.447E6,7.826E4,3.773E5,1.447E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1616.38083,1616.37646,1616.38501,20.6957,20.6281,20.7077,1.447E6,7.826E4,3.773E5,1.447E6,0.0249,0.5891,0.1781,,
40781,20.6957,20.5741,20.8505,1645.33719,1645.33167,1645.33948,5.485E6,6.243E5,2.998E5,5.485E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1645.33719,1645.33167,1645.33948,20.6957,20.5741,20.8505,5.485E6,6.243E5,2.998E5,5.485E6,0.0647,1.0882,1.1675,,
40782,20.6957,20.5318,20.8242,1695.35103,1695.34326,1695.35986,4.232E6,4.827E5,4.585E5,4.232E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1695.35103,1695.34326,1695.35986,20.6957,20.5318,20.8242,4.232E6,4.827E5,4.585E5,4.232E6,0.0747,0.8921,0.3619,,
40783,20.6957,20.3836,20.7458,1697.36636,1697.35522,1697.37292,2.646E6,4.47E5,3.814E5,2.646E6,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1697.36636,1697.35522,1697.37292,20.6957,20.3836,20.7458,2.646E6,4.47E5,3.814E5,2.646E6,0.1761,0.5804,0.19,,
40784,20.6957,20.6678,20.8242,1747.38404,1747.37708,1747.3866,2.59E6,2.707E5,7.588E5,2.59E6,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1747.38404,1747.37708,1747.3866,20.6957,20.6678,20.8242,2.59E6,2.707E5,7.588E5,2.59E6,0.0932,2.8099,4.6198,,
40785,20.6979,20.6453,20.7104,496.44331,496.44263,496.44403,6.025E5,2.29E4,1.588E5,6.025E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,496.44331,496.44263,496.44403,20.6979,20.6453,20.7104,6.025E5,2.29E4,1.588E5,6.025E5,0.0784,0.6186,0.2372,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40786,20.6979,20.4956,20.723,726.65947,726.65778,726.66199,1.15E6,1.104E5,2.677E5,1.15E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,726.65947,726.65778,726.66199,20.6979,20.4956,20.723,1.15E6,1.104E5,2.677E5,1.15E6,0.115,0.5619,0.1239,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40787,20.6979,20.6031,20.9125,792.69694,792.69659,792.69757,1.901E7,3.263E6,2.459E6,1.901E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,792.69694,792.69659,792.69757,20.6979,20.6031,20.9125,1.901E7,3.263E6,2.459E6,1.901E7,0.2398,1.6322,2.2306,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40788,20.6979,20.4289,20.8982,871.67667,871.67609,871.67773,2.235E7,5.816E6,4.12E6,2.235E7,3,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,871.67667,871.67609,871.67773,20.6979,20.4289,20.8982,2.235E7,5.816E6,4.12E6,2.235E7,0.1895,0.8722,0.7445,3,-0.206,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40789,20.6979,20.4289,20.8982,872.68016,872.67975,872.68121,1.384E7,3.499E6,2.505E6,1.384E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,872.68016,872.67975,872.68121,20.6979,20.4289,20.8982,1.384E7,3.499E6,2.505E6,1.384E7,0.1602,0.8722,0.7445,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40790,20.6979,20.4956,20.7923,919.75546,919.74994,919.75586,8.837E7,1.065E7,1.552E6,8.837E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,919.75546,919.74994,919.75586,20.6979,20.4956,20.7923,8.837E7,1.065E7,1.552E6,8.837E7,0.1247,0.8146,0.7789,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40791,20.6979,20.4692,20.7923,923.70678,923.70154,923.70819,1.585E7,2.279E6,2.439E5,1.585E7,1,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,923.70678,923.70154,923.70819,20.6979,20.4692,20.7923,1.585E7,2.279E6,2.439E5,1.585E7,0.1482,0.7455,0.5688,1,0.0746,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40792,20.6979,20.6598,20.8173,983.78309,983.77924,983.78558,9.369E5,1.004E5,3.486E5,9.369E5,0,0.25,1,6,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,983.78309,983.77924,983.78558,20.6979,20.6598,20.8173,9.369E5,1.004E5,3.486E5,9.369E5,0.11,2.0647,3.1294,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40793,20.6979,20.6031,20.8567,1645.33668,1645.33032,1645.34009,4.07E6,4.827E5,4.095E5,4.07E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1645.33668,1645.33032,1645.34009,20.6979,20.6031,20.8567,4.07E6,4.827E5,4.095E5,4.07E6,0.1019,1.3377,1.2581,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40794,20.6979,20.5887,20.7655,1773.39826,1773.3938,1773.40149,1.503E6,1.134E5,3.998E5,1.503E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1773.39826,1773.3938,1773.40149,20.6979,20.5887,20.7655,1.503E6,1.134E5,3.998E5,1.503E6,0.0342,0.8097,0.6193,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40795,20.7002,20.5509,20.8312,726.65986,726.65918,726.66125,1.293E6,1.823E5,2.636E5,1.293E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,DETECTED,726.65986,726.65918,726.66125,20.7002,20.5509,20.8312,1.293E6,1.823E5,2.636E5,1.293E6,0.1649,0.9385,0.8771,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40796,20.7002,20.6186,20.7121,849.68233,849.68079,849.68365,2.442E6,1.336E5,1.095E6,2.442E6,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,849.68233,849.68079,849.68365,20.7002,20.6186,20.7121,2.442E6,1.336E5,1.095E6,2.442E6,0.0816,0.5726,0.1452,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40797,20.7002,20.5243,20.8312,854.72135,854.72052,854.72229,9.374E6,1.478E6,1.16E6,9.374E6,2,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,854.72135,854.72052,854.72229,20.7002,20.5243,20.8312,9.374E6,1.478E6,1.16E6,9.374E6,0.1335,0.8721,0.7095,2,-0.1367,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40798,20.7002,20.483,20.7121,887.75019,887.74866,887.75104,2.506E6,3.714E5,2.675E5,2.506E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,887.75019,887.74866,887.75104,20.7002,20.483,20.7121,2.506E6,3.714E5,2.675E5,2.506E6,0.1192,0.5273,0.0545,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40799,20.7002,20.6186,20.7256,892.78427,892.78168,892.78473,6.433E5,4.359E4,2.114E5,6.433E5,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,892.78427,892.78168,892.78473,20.7002,20.6186,20.7256,6.433E5,4.359E4,2.114E5,6.433E5,0.0306,0.6556,0.3112,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40800,20.7002,20.6329,20.7121,909.74653,909.73846,909.74976,1.306E6,7.786E4,5E5,1.306E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,909.74653,909.73846,909.74976,20.7002,20.6329,20.7121,1.306E6,7.786E4,5E5,1.306E6,0.0656,0.5879,0.1759,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40801,20.7002,20.6467,20.7121,914.72185,914.72028,914.7229,8.34E5,3.904E4,2.371E5,8.34E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,914.72185,914.72028,914.7229,20.7002,20.6467,20.7121,8.34E5,3.904E4,2.371E5,8.34E5,0.0506,0.6107,0.2213,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40802,20.7002,20.6329,20.767,939.66981,939.66388,939.67474,1.481E6,1.491E5,4.992E5,1.481E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,939.66981,939.66388,939.67474,20.7002,20.6329,20.767,1.481E6,1.491E5,4.992E5,1.481E6,0.0815,0.9955,0.9909,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40803,20.7002,20.483,20.8441,957.76783,957.76257,957.77197,2.274E6,4.638E5,2.71E5,2.274E6,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,DETECTED,957.76783,957.76257,957.77197,20.7002,20.483,20.8441,2.274E6,4.638E5,2.71E5,2.274E6,0.1504,0.8312,0.6871,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40804,20.7002,20.3899,20.9957,974.72683,974.72308,974.72992,1.133E7,1.976E6,2.784E5,1.133E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,974.72683,974.72308,974.72992,20.7002,20.3899,20.9957,1.133E7,1.976E6,2.784E5,1.133E7,0.1262,1.0493,1.1766,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40805,20.7002,20.6329,20.7121,992.70084,992.69867,992.70496,6.659E5,3.675E4,3.406E5,6.659E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,992.70084,992.69867,992.70496,20.7002,20.6329,20.7121,6.659E5,3.675E4,3.406E5,6.659E5,0.0668,0.5879,0.1759,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40806,20.7002,20.5668,20.7121,1010.79234,1010.7887,1010.79791,2.855E6,1.548E5,2.076E5,2.855E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1010.79234,1010.7887,1010.79791,20.7002,20.5668,20.7121,2.855E6,1.548E5,2.076E5,2.855E6,0.0511,0.5609,0.0986,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40807,20.7002,20.5938,20.7121,1044.7983,1044.79565,1044.80008,2.061E6,1.032E5,3.487E5,2.061E6,0,0.25,1,6,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1044.7983,1044.79565,1044.80008,20.7002,20.5938,20.7121,2.061E6,1.032E5,3.487E5,2.061E6,0.0529,0.5557,0.0497,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40808,20.7002,20.6329,20.7121,1052.8633,1052.8606,1052.86719,1.512E6,6.864E4,4.448E5,1.512E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1052.8633,1052.8606,1052.86719,20.7002,20.6329,20.7121,1.512E6,6.864E4,4.448E5,1.512E6,0.0488,0.5879,0.1759,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40809,20.7002,20.5668,20.8312,1694.34612,1694.33533,1694.35315,2.487E6,3.175E5,4.024E5,2.487E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1694.34612,1694.33533,1694.35315,20.7002,20.5668,20.8312,2.487E6,3.175E5,4.024E5,2.487E6,0.1758,0.9906,1.0468,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40810,20.7002,20.4296,20.7121,1747.38311,1747.36743,1747.38916,2.094E6,2.87E5,2.44E5,2.094E6,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1747.38311,1747.36743,1747.38916,20.7002,20.4296,20.7121,2.094E6,2.87E5,2.44E5,2.094E6,0.053,0.5219,0.0489,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40811,20.7002,20.6467,20.7397,1749.39221,1749.38708,1749.39917,1.007E6,5.453E4,4.289E5,1.007E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1749.39221,1749.38708,1749.39917,20.7002,20.6467,20.7397,1.007E6,5.453E4,4.289E5,1.007E6,0.4084,0.8689,0.7378,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40812,20.7002,20.5668,20.7539,1772.39137,1772.38635,1772.39734,9.708E5,1.159E5,4.588E5,9.708E5,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1772.39137,1772.38635,1772.39734,20.7002,20.5668,20.7539,9.708E5,1.159E5,4.588E5,9.708E5,0.1156,0.7011,0.4022,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40813,20.7014,20.604,20.7681,216.67837,216.67799,216.6788,5.122E5,4.992E4,1.811E5,5.122E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,216.67837,216.67799,216.6788,20.7014,20.604,20.7681,5.122E5,4.992E4,1.811E5,5.122E5,0.1497,0.8427,0.6853,,,UNKNOWN,,,,,,,,,,,,,,,
40814,20.7014,20.631,20.8208,521.45574,521.45416,521.45654,1.333E6,1.163E5,2.159E5,1.333E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,521.45574,521.45416,521.45654,20.7014,20.631,20.8208,1.333E6,1.163E5,2.159E5,1.333E6,0.1181,1.3492,2.6492,,,UNKNOWN,,,,,,,,,,,,,,,
40815,20.7014,20.4709,20.7681,726.6595,726.65765,726.66083,1.693E6,1.976E5,2.215E5,1.693E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,726.6595,726.65765,726.66083,20.7014,20.4709,20.7681,1.693E6,1.976E5,2.215E5,1.693E6,0.1676,0.6447,0.3781,,,UNKNOWN,,,,,,,,,,,,,,,
40816,20.7014,20.5803,20.8751,855.72433,855.7218,855.72607,6.178E6,8.321E5,7.691E5,6.178E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,855.72433,855.7218,855.72607,20.7014,20.5803,20.8751,6.178E6,8.321E5,7.691E5,6.178E6,0.1416,1.2175,0.6781,,,UNKNOWN,,,,,,,,,,,,,,,
40817,20.7014,20.631,20.8078,856.72868,856.72485,856.73126,2.459E6,2.34E5,5.93E5,2.459E6,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,856.72868,856.72485,856.73126,20.7014,20.631,20.8078,2.459E6,2.34E5,5.93E5,2.459E6,0.1667,1.2568,1.5137,,,UNKNOWN,,,,,,,,,,,,,,,
40818,20.7014,20.5803,20.782,864.76341,864.7605,864.76544,1.618E6,1.811E5,4.486E5,1.618E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,864.76341,864.7605,864.76544,20.7014,20.5803,20.782,1.618E6,1.811E5,4.486E5,1.618E6,0.1214,0.8329,0.6657,,,UNKNOWN,,,,,,,,,,,,,,,
40819,20.7014,20.4047,20.7681,872.67992,872.6795,872.68066,1.496E7,3.102E6,3.127E6,1.496E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,872.67992,872.6795,872.68066,20.7014,20.4047,20.7681,1.496E7,3.102E6,3.127E6,1.496E7,0.1928,0.6124,0.2249,,,UNKNOWN,,,,,,,,,,,,,,,
