id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:NEG_liver1_0.mzML:feature_state,datafile:NEG_liver1_0.mzML:mz,datafile:NEG_liver1_0.mzML:mz_range:min,datafile:NEG_liver1_0.mzML:mz_range:max,datafile:NEG_liver1_0.mzML:rt,datafile:NEG_liver1_0.mzML:rt_range:min,datafile:NEG_liver1_0.mzML:rt_range:max,datafile:NEG_liver1_0.mzML:height,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_0.mzML:intensity_range:min,datafile:NEG_liver1_0.mzML:intensity_range:max,datafile:NEG_liver1_0.mzML:fwhm,datafile:NEG_liver1_0.mzML:tailing_factor,datafile:NEG_liver1_0.mzML:asymmetry_factor,datafile:NEG_liver1_0.mzML:fragment_scans,datafile:NEG_liver1_0.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_1.mzML:feature_state,datafile:NEG_liver1_1.mzML:mz,datafile:NEG_liver1_1.mzML:mz_range:min,datafile:NEG_liver1_1.mzML:mz_range:max,datafile:NEG_liver1_1.mzML:rt,datafile:NEG_liver1_1.mzML:rt_range:min,datafile:NEG_liver1_1.mzML:rt_range:max,datafile:NEG_liver1_1.mzML:height,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_1.mzML:intensity_range:min,datafile:NEG_liver1_1.mzML:intensity_range:max,datafile:NEG_liver1_1.mzML:fwhm,datafile:NEG_liver1_1.mzML:tailing_factor,datafile:NEG_liver1_1.mzML:asymmetry_factor,datafile:NEG_liver1_1.mzML:fragment_scans,datafile:NEG_liver1_1.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_2.mzML:feature_state,datafile:NEG_liver1_2.mzML:mz,datafile:NEG_liver1_2.mzML:mz_range:min,datafile:NEG_liver1_2.mzML:mz_range:max,datafile:NEG_liver1_2.mzML:rt,datafile:NEG_liver1_2.mzML:rt_range:min,datafile:NEG_liver1_2.mzML:rt_range:max,datafile:NEG_liver1_2.mzML:height,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_2.mzML:intensity_range:min,datafile:NEG_liver1_2.mzML:intensity_range:max,datafile:NEG_liver1_2.mzML:fwhm,datafile:NEG_liver1_2.mzML:tailing_factor,datafile:NEG_liver1_2.mzML:asymmetry_factor,datafile:NEG_liver1_2.mzML:fragment_scans,datafile:NEG_liver1_2.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_3.mzML:feature_state,datafile:NEG_liver1_3.mzML:mz,datafile:NEG_liver1_3.mzML:mz_range:min,datafile:NEG_liver1_3.mzML:mz_range:max,datafile:NEG_liver1_3.mzML:rt,datafile:NEG_liver1_3.mzML:rt_range:min,datafile:NEG_liver1_3.mzML:rt_range:max,datafile:NEG_liver1_3.mzML:height,datafile:NEG_liver1_3.mzML:area,datafile:NEG_liver1_3.mzML:intensity_range:min,datafile:NEG_liver1_3.mzML:intensity_range:max,datafile:NEG_liver1_3.mzML:fwhm,datafile:NEG_liver1_3.mzML:tailing_factor,datafile:NEG_liver1_3.mzML:asymmetry_factor,datafile:NEG_liver1_3.mzML:fragment_scans,datafile:NEG_liver1_3.mzML:rt_ms2_apex_distance
6504,8.2724,8.1774,8.4781,615.40422,615.40247,615.40515,1.06E5,1.407E4,1.282E4,1.06E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,615.40422,615.40247,615.40515,8.2724,8.1774,8.4781,1.06E5,1.407E4,1.282E4,1.06E5,0.1255,1.5821,2.4499,,
6505,8.2724,8.2094,8.4149,616.40725,616.40637,616.40894,4.735E4,4.781E3,1.115E4,4.735E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,616.40725,616.40637,616.40894,8.2724,8.2094,8.4149,4.735E4,4.781E3,1.115E4,4.735E4,0.1056,1.6312,2.2624,,
6506,8.2724,8.2252,8.3992,657.37636,657.37524,657.37775,6.658E4,5.002E3,1.304E4,6.658E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,657.37636,657.37524,657.37775,8.2724,8.2252,8.3992,6.658E4,5.002E3,1.304E4,6.658E4,0.2149,1.8415,2.1596,,
6507,8.2724,8.0983,8.3044,696.42384,696.42316,696.42535,6.529E4,6.643E3,1.229E4,6.529E4,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,696.42384,696.42316,696.42535,8.2724,8.0983,8.3044,6.529E4,6.643E3,1.229E4,6.529E4,0.0667,0.5918,0.1672,,
6508,8.2724,8.2252,8.4149,705.36881,705.36511,705.3725,5.139E4,4.483E3,1.147E4,5.139E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,705.36881,705.36511,705.3725,8.2724,8.2252,8.4149,5.139E4,4.483E3,1.147E4,5.139E4,0.1121,2.008,3.0159,,
6509,8.2724,8.1936,8.4308,729.3817,729.38055,729.38336,1.487E5,1.461E4,1.862E4,1.487E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,729.3817,729.38055,729.38336,8.2724,8.1936,8.4308,1.487E5,1.461E4,1.862E4,1.487E5,0.0847,1.5039,1.6499,,
6510,8.2724,8.1304,8.4465,760.17884,760.17621,760.18134,6.81E4,1.033E4,1.167E4,6.81E4,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,760.17884,760.17621,760.18134,8.2724,8.1304,8.4465,6.81E4,1.033E4,1.167E4,6.81E4,0.1287,1.1128,0.9526,,
6511,8.2724,7.7035,8.8887,818.50566,818.50409,818.51147,3.365E6,7.566E5,1.282E4,3.365E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,818.50566,818.50409,818.51147,8.2724,7.7035,8.8887,3.365E6,7.566E5,1.282E4,3.365E6,0.1405,0.8588,0.7556,,
6512,8.2724,7.8136,8.4308,819.5087,819.50751,819.50958,9.306E5,1.871E5,6.034E4,9.306E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,819.5087,819.50751,819.50958,8.2724,7.8136,8.4308,9.306E5,1.871E5,6.034E4,9.306E5,0.1418,0.6813,0.5596,,
6513,8.2724,7.7193,8.3516,835.55481,835.55212,835.55682,2.08E5,8.232E4,5.176E4,2.08E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,835.55481,835.55212,835.55682,8.2724,7.7193,8.3516,2.08E5,8.232E4,5.176E4,2.08E5,0.3429,0.5716,0.1432,,
6514,8.2724,8.1146,8.3359,883.55296,883.55188,883.5545,1.671E5,2.307E4,6.928E4,1.671E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,883.55296,883.55188,883.5545,8.2724,8.1146,8.3359,1.671E5,2.307E4,6.928E4,1.671E5,0.2081,0.7011,0.4023,,
6515,8.2724,8.0825,8.4938,902.47998,902.47534,902.48236,9.497E4,1.445E4,1.338E4,9.497E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,902.47998,902.47534,902.48236,8.2724,8.0825,8.4938,9.497E4,1.445E4,1.338E4,9.497E4,0.1201,1.0828,0.7592,,
6516,8.2724,8.2252,8.3677,903.48294,903.48035,903.4856,4.344E4,3.449E3,1.568E4,4.344E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,903.48294,903.48035,903.4856,8.2724,8.2252,8.3677,4.344E4,3.449E3,1.568E4,4.344E4,0.255,1.5083,2.0167,,
6517,8.2724,8.0509,8.3834,954.47978,954.47748,954.48346,1.645E5,2.262E4,1.627E4,1.645E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,954.47978,954.47748,954.48346,8.2724,8.0509,8.3834,1.645E5,2.262E4,1.627E4,1.645E5,0.1527,0.759,0.5405,,
6518,8.2724,8.146,8.3516,970.46641,970.4646,970.4693,6.866E4,8.184E3,1.378E4,6.866E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,970.46641,970.4646,970.4693,8.2724,8.146,8.3516,6.866E4,8.184E3,1.378E4,6.866E4,0.1122,0.8134,0.6268,,
6519,8.2724,8.0352,8.5256,1022.46816,1022.46631,1022.47028,8.948E4,1.839E4,1.357E4,8.948E4,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1022.46816,1022.46631,1022.47028,8.2724,8.0352,8.5256,8.948E4,1.839E4,1.357E4,8.948E4,0.1547,1.0336,1.1766,,
6520,8.2724,8.1304,8.4149,1038.45341,1038.45142,1038.45557,5.136E4,7.945E3,1.148E4,5.136E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1038.45341,1038.45142,1038.45557,8.2724,8.1304,8.4149,5.136E4,7.945E3,1.148E4,5.136E4,0.2048,1.0016,1.0032,,
6521,8.2724,8.1146,8.3677,1157.43859,1157.43542,1157.44153,7.098E4,1.036E4,1.865E4,7.098E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1157.43859,1157.43542,1157.44153,8.2724,8.1146,8.3677,7.098E4,1.036E4,1.865E4,7.098E4,0.1835,0.802,0.6039,,
6522,8.2748,8.196,8.4649,285.27057,285.2699,285.27112,7.897E4,1.076E4,8.702E3,7.897E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,285.27057,285.2699,285.27112,8.2748,8.196,8.4649,7.897E4,1.076E4,8.702E3,7.897E4,0.1657,1.706,2.531,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6523,8.2748,8.196,8.4013,369.24467,369.24432,369.24518,4.071E4,4.637E3,1.095E4,4.071E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,369.24467,369.24432,369.24518,8.2748,8.196,8.4013,4.071E4,4.637E3,1.095E4,4.071E4,0.1166,1.3022,1.6044,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6524,8.2748,8.1642,8.433,384.19701,384.19589,384.19846,2.061E5,2.383E4,8.493E3,2.061E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,384.19701,384.19589,384.19846,8.2748,8.1642,8.433,2.061E5,2.383E4,8.493E3,2.061E5,0.1227,1.287,1.8348,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6525,8.2748,8.1799,8.4649,412.19169,412.19138,412.19214,2.417E5,2.638E4,1.06E4,2.417E5,1,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,412.19169,412.19138,412.19214,8.2748,8.1799,8.4649,2.417E5,2.638E4,1.06E4,2.417E5,0.1822,1.6463,1.7595,1,0.0146,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6526,8.2748,8.1485,8.3221,428.18655,428.18634,428.18698,5.203E5,3.592E4,7.722E3,5.203E5,1,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,428.18655,428.18634,428.18698,8.2748,8.1485,8.3221,5.203E5,3.592E4,7.722E3,5.203E5,0.0416,0.7714,0.7721,1,-0.0011,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6527,8.2748,8.1799,8.4649,429.18912,429.18573,429.19034,1.363E5,1.604E4,6.807E3,1.363E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,429.18912,429.18573,429.19034,8.2748,8.1799,8.4649,1.363E5,1.604E4,6.807E3,1.363E5,0.0868,1.6001,2.315,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6528,8.2748,8.0378,8.4963,868.52128,868.52069,868.52197,9.382E5,1.788E5,9.009E4,9.382E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,868.52128,868.52069,868.52197,8.2748,8.0378,8.4963,9.382E5,1.788E5,9.009E4,9.382E5,0.1355,0.9674,0.9589,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6529,8.2748,8.1799,8.3854,869.52436,869.52284,869.52472,2.91E5,3.734E4,9.27E4,2.91E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,869.52436,869.52284,869.52472,8.2748,8.1799,8.3854,2.91E5,3.734E4,9.27E4,2.91E5,0.1479,1.0831,1.1661,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6530,8.2748,8.1326,8.3854,870.5262,870.52228,870.52826,7.095E4,9.248E3,1.494E4,7.095E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,870.5262,870.52228,870.52826,8.2748,8.1326,8.3854,7.095E4,9.248E3,1.494E4,7.095E4,0.1259,0.8891,0.7781,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6531,8.277,8.1304,8.514,351.25123,351.25082,351.25195,2.944E5,3.269E4,1.086E4,2.944E5,8,1,4,0,0.914,0.47,0.00016,0.0721,0,,,,,,,,,,,,,DETECTED,351.25132,351.25113,351.25195,8.3243,8.2138,8.514,2.692E5,3.204E4,1.201E4,2.692E5,0.1173,1.221,1.0967,2,-0.0705,DETECTED,351.25126,351.25089,351.25162,8.2748,8.1642,8.4491,2.15E5,2.862E4,1.564E4,2.15E5,0.1181,1.2882,1.7053,2,-0.0523,DETECTED,351.25118,351.25082,351.25183,8.2522,8.1416,8.5049,2.705E5,3.262E4,1.45E4,2.705E5,0.1046,2.0929,2.1795,2,-0.0387,DETECTED,351.25116,351.25092,351.25137,8.2567,8.1304,8.3516,2.944E5,3.269E4,1.086E4,2.944E5,0.1054,0.8757,0.8469,2,-0.0684
6532,8.2771,8.2138,8.4509,545.185,545.18414,545.18646,4.593E4,5.367E3,7.596E3,4.593E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,545.185,545.18414,545.18646,8.2771,8.2138,8.4509,4.593E4,5.367E3,7.596E3,4.593E4,0.1116,1.872,2.3889,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6533,8.2771,8.2295,8.419,613.17185,613.17096,613.17273,5.814E4,6.407E3,1.678E4,5.814E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,613.17185,613.17096,613.17273,8.2771,8.2295,8.419,5.814E4,6.407E3,1.678E4,5.814E4,0.1021,1.9876,2.9752,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6534,8.2771,7.7548,8.5296,835.5547,835.55243,835.55829,1.981E5,9.811E4,3.055E4,1.981E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,835.5547,835.55243,835.55829,8.2771,7.7548,8.5296,1.981E5,9.811E4,3.055E4,1.981E5,0.5406,0.7417,0.4833,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6535,8.2771,8.2453,8.4034,970.52421,970.5202,970.5296,3.736E4,3.567E3,1.552E4,3.736E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,970.52421,970.5202,970.5296,8.2771,8.2453,8.4034,3.736E4,3.567E3,1.552E4,3.736E4,0.0297,2.486,3.972,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6536,8.2771,8.1819,8.3243,1225.42766,1225.42554,1225.42932,4.004E4,3.249E3,1.625E4,4.004E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1225.42766,1225.42554,1225.42932,8.2771,8.1819,8.3243,4.004E4,3.249E3,1.625E4,4.004E4,0.1201,0.7478,0.4955,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
6537,8.281,8.1304,8.4666,385.31073,385.31018,385.3118,1.202E5,1.148E4,8.378E3,1.202E5,4,1,4,0,0.962,0.37,0.00014,0.0205,0,,,,,,,,,,,,,DETECTED,385.31081,385.31052,385.31137,8.2929,8.1981,8.4666,8.162E4,9.928E3,8.71E3,8.162E4,0.1376,1.4157,1.9894,1,0.0084,DETECTED,385.31076,385.31027,385.3118,8.2748,8.1642,8.3854,7.91E4,9.248E3,9.02E3,7.91E4,0.1685,1.0002,1.128,1,0.0085,DETECTED,385.3107,385.31018,385.31097,8.2837,8.1573,8.3467,1.202E5,1.036E4,1.288E4,1.202E5,0.097,0.749,0.5359,1,-0.0505,DETECTED,385.31067,385.31018,385.31097,8.2724,8.1304,8.3992,1.072E5,1.148E4,8.378E3,1.072E5,0.0923,0.9879,0.7891,1,-0.0545
6538,8.2822,7.81,8.6991,885.48979,885.48718,885.49243,4.906E5,1.116E5,9.071E3,4.906E5,10,0.75,3,1,0.956,0.02,0.00002,0.0495,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,885.48979,885.48846,885.49146,8.3062,7.8323,8.6231,4.428E5,1.055E5,1.28E4,4.428E5,0.1805,0.5978,0.6975,4,-0.165,DETECTED,885.48979,885.48822,885.49243,8.2837,7.81,8.5835,4.906E5,1.059E5,1.705E4,4.906E5,0.1229,0.8456,0.8757,2,-0.0545,DETECTED,885.48977,885.48718,885.49176,8.2567,7.8294,8.6991,4.693E5,1.116E5,9.071E3,4.693E5,0.1886,0.8626,0.8925,4,-0.1834
6539,8.283,8.1146,8.561,555.21338,555.21289,555.21478,3.404E5,4.574E4,1.043E4,3.404E5,3,0.75,3,1,0.938,0.31,0.00017,0.0519,0,,,,,,,,,,,,,DETECTED,555.21348,555.21289,555.21478,8.3086,8.1981,8.561,2.727E5,4.262E4,1.506E4,2.727E5,0.1441,1.5221,2.4143,1,-0.0189,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,555.21331,555.21289,555.21429,8.2837,8.1416,8.5363,3.179E5,4.574E4,1.043E4,3.179E5,0.1191,1.4272,1.3313,1,-0.0485,DETECTED,555.21335,555.21295,555.21436,8.2567,8.1146,8.5095,3.404E5,4.518E4,1.097E4,3.404E5,0.1134,1.9029,1.3194,1,0.0146
6540,8.2837,8.1416,8.5835,284.26732,284.26724,284.26761,9.198E5,1.285E5,3.79E4,9.198E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,284.26732,284.26724,284.26761,8.2837,8.1416,8.5835,9.198E5,1.285E5,3.79E4,9.198E5,0.1204,1.4182,3.5245,,,UNKNOWN,,,,,,,,,,,,,,,
6541,8.2837,8.1416,8.4575,285.27054,285.27011,285.2717,9.333E4,1.126E4,7.358E3,9.333E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,285.27054,285.27011,285.2717,8.2837,8.1416,8.4575,9.333E4,1.126E4,7.358E3,9.333E4,0.09,0.9999,1.3308,,,UNKNOWN,,,,,,,,,,,,,,,
6542,8.2837,8.1731,8.3785,352.25451,352.25409,352.25522,7.047E4,5.85E3,7.687E3,7.047E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,352.25451,352.25409,352.25522,8.2837,8.1731,8.3785,7.047E4,5.85E3,7.687E3,7.047E4,0.0661,0.9281,0.8811,,,UNKNOWN,,,,,,,,,,,,,,,
6543,8.2837,8.1259,8.5205,383.18904,383.18857,383.18967,2.445E5,3.853E4,9.949E3,2.445E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,383.18904,383.18857,383.18967,8.2837,8.1259,8.5205,2.445E5,3.853E4,9.949E3,2.445E5,0.1363,1.3921,1.5795,,,UNKNOWN,,,,,,,,,,,,,,,
6544,8.2837,8.1889,8.3628,420.24181,420.2413,420.24216,5.259E4,4.322E3,1.073E4,5.259E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,420.24181,420.2413,420.24216,8.2837,8.1889,8.3628,5.259E4,4.322E3,1.073E4,5.259E4,0.0362,0.9164,0.8329,,,UNKNOWN,,,,,,,,,,,,,,,
6545,8.2837,8.1259,8.4575,428.18653,428.18607,428.18719,1.65E5,2.447E4,1.104E4,1.65E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,428.18653,428.18607,428.18719,8.2837,8.1259,8.4575,1.65E5,2.447E4,1.104E4,1.65E5,0.3243,1.0948,1.3219,,,UNKNOWN,,,,,,,,,,,,,,,
6546,8.2837,8.1731,8.3309,488.2294,488.229,488.22998,8.481E4,6.117E3,1.989E4,8.481E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,488.2294,488.229,488.22998,8.2837,8.1731,8.3309,8.481E4,6.117E3,1.989E4,8.481E4,0.082,0.7133,0.4267,,,UNKNOWN,,,,,,,,,,,,,,,
6547,8.2837,8.1889,8.3467,567.16918,567.16803,567.17017,3.619E4,3.645E3,1.249E4,3.619E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,567.16918,567.16803,567.17017,8.2837,8.1889,8.3467,3.619E4,3.645E3,1.249E4,3.619E4,0.1033,0.8318,0.6635,,,UNKNOWN,,,,,,,,,,,,,,,
6548,8.2837,8.1573,8.4257,572.20394,572.203,572.20459,8.577E4,1.065E4,7.336E3,8.577E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,572.20394,572.203,572.20459,8.2837,8.1573,8.4257,8.577E4,1.065E4,7.336E3,8.577E4,0.1056,0.9574,0.9727,,,UNKNOWN,,,,,,,,,,,,,,,
6549,8.2837,8.2364,8.3785,580.36297,580.36181,580.36346,4.476E4,3.172E3,1.407E4,4.476E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,580.36297,580.36181,580.36346,8.2837,8.2364,8.3785,4.476E4,3.172E3,1.407E4,4.476E4,0.0697,1.5004,2.0009,,,UNKNOWN,,,,,,,,,,,,,,,
6550,8.2837,8.1731,8.3942,601.20607,601.2049,601.20721,4.204E4,4.07E3,7.85E3,4.204E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,601.20607,601.2049,601.20721,8.2837,8.1731,8.3942,4.204E4,4.07E3,7.85E3,4.204E4,0.1393,0.9992,0.7655,,,UNKNOWN,,,,,,,,,,,,,,,
6551,8.2837,8.2207,8.3942,633.39782,633.3963,633.39856,5.642E4,5.126E3,9.186E3,5.642E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,633.39782,633.3963,633.39856,8.2837,8.2207,8.3942,5.642E4,5.126E3,9.186E3,5.642E4,0.078,1.3769,1.5747,,,UNKNOWN,,,,,,,,,,,,,,,
