id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:NEG_liver1_0.mzML:feature_state,datafile:NEG_liver1_0.mzML:mz,datafile:NEG_liver1_0.mzML:mz_range:min,datafile:NEG_liver1_0.mzML:mz_range:max,datafile:NEG_liver1_0.mzML:rt,datafile:NEG_liver1_0.mzML:rt_range:min,datafile:NEG_liver1_0.mzML:rt_range:max,datafile:NEG_liver1_0.mzML:height,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_0.mzML:intensity_range:min,datafile:NEG_liver1_0.mzML:intensity_range:max,datafile:NEG_liver1_0.mzML:fwhm,datafile:NEG_liver1_0.mzML:tailing_factor,datafile:NEG_liver1_0.mzML:asymmetry_factor,datafile:NEG_liver1_0.mzML:fragment_scans,datafile:NEG_liver1_0.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_1.mzML:feature_state,datafile:NEG_liver1_1.mzML:mz,datafile:NEG_liver1_1.mzML:mz_range:min,datafile:NEG_liver1_1.mzML:mz_range:max,datafile:NEG_liver1_1.mzML:rt,datafile:NEG_liver1_1.mzML:rt_range:min,datafile:NEG_liver1_1.mzML:rt_range:max,datafile:NEG_liver1_1.mzML:height,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_1.mzML:intensity_range:min,datafile:NEG_liver1_1.mzML:intensity_range:max,datafile:NEG_liver1_1.mzML:fwhm,datafile:NEG_liver1_1.mzML:tailing_factor,datafile:NEG_liver1_1.mzML:asymmetry_factor,datafile:NEG_liver1_1.mzML:fragment_scans,datafile:NEG_liver1_1.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_2.mzML:feature_state,datafile:NEG_liver1_2.mzML:mz,datafile:NEG_liver1_2.mzML:mz_range:min,datafile:NEG_liver1_2.mzML:mz_range:max,datafile:NEG_liver1_2.mzML:rt,datafile:NEG_liver1_2.mzML:rt_range:min,datafile:NEG_liver1_2.mzML:rt_range:max,datafile:NEG_liver1_2.mzML:height,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_2.mzML:intensity_range:min,datafile:NEG_liver1_2.mzML:intensity_range:max,datafile:NEG_liver1_2.mzML:fwhm,datafile:NEG_liver1_2.mzML:tailing_factor,datafile:NEG_liver1_2.mzML:asymmetry_factor,datafile:NEG_liver1_2.mzML:fragment_scans,datafile:NEG_liver1_2.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_3.mzML:feature_state,datafile:NEG_liver1_3.mzML:mz,datafile:NEG_liver1_3.mzML:mz_range:min,datafile:NEG_liver1_3.mzML:mz_range:max,datafile:NEG_liver1_3.mzML:rt,datafile:NEG_liver1_3.mzML:rt_range:min,datafile:NEG_liver1_3.mzML:rt_range:max,datafile:NEG_liver1_3.mzML:height,datafile:NEG_liver1_3.mzML:area,datafile:NEG_liver1_3.mzML:intensity_range:min,datafile:NEG_liver1_3.mzML:intensity_range:max,datafile:NEG_liver1_3.mzML:fwhm,datafile:NEG_liver1_3.mzML:tailing_factor,datafile:NEG_liver1_3.mzML:asymmetry_factor,datafile:NEG_liver1_3.mzML:fragment_scans,datafile:NEG_liver1_3.mzML:rt_ms2_apex_distance
1,0.0728,0.0414,0.3139,258.91592,258.91553,258.91614,3.059E4,4.143E3,6.615E3,3.059E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,258.91592,258.91553,258.91614,0.0728,0.0414,0.3139,3.059E4,4.143E3,6.615E3,3.059E4,0.115,4.3519,7.7038,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
2,0.0728,0.0414,0.1745,411.88114,411.8804,411.88138,4.081E4,4.01E3,6.415E3,4.081E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,411.88114,411.8804,411.88138,0.0728,0.0414,0.1745,4.081E4,4.01E3,6.415E3,4.081E4,0.1009,2.1257,3.2514,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
3,0.0728,0.0414,0.2017,444.87379,444.87329,444.87537,3.446E4,4.144E3,5.612E3,3.446E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,444.87379,444.87329,444.87537,0.0728,0.0414,0.2017,3.446E4,4.144E3,5.612E3,3.446E4,0.1233,2.5593,4.1185,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
4,0.0736,0.0258,0.1284,223.79866,223.79836,223.79897,3.369E4,1.587E3,5.288E3,3.369E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,223.79866,223.79836,223.79897,0.0736,0.0258,0.1284,3.369E4,1.587E3,5.288E3,3.369E4,0.0574,1.0731,1.6373,,
5,0.0736,0.0258,0.3351,326.90369,326.90304,326.90408,5.274E4,8.978E3,1.211E4,5.274E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,326.90369,326.90304,326.90408,0.0736,0.0258,0.3351,5.274E4,8.978E3,1.211E4,5.274E4,0.1806,3.233,5.466,,
6,0.0736,0.0258,0.3836,444.87393,444.87329,444.87567,4.223E4,7.187E3,5.521E3,4.223E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,444.87393,444.87329,444.87567,0.0736,0.0258,0.3836,4.223E4,7.187E3,5.521E3,4.223E4,0.1541,3.7403,6.4806,,
7,0.0736,0.0258,0.3664,462.8787,462.87772,462.87936,6.053E4,1.096E4,6.164E3,6.053E4,1,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,462.8787,462.87772,462.87936,0.0736,0.0258,0.3664,6.053E4,1.096E4,6.164E3,6.053E4,0.1474,3.5601,6.1203,1,0.0105
8,0.0865,0.0414,0.149,221.80073,221.80058,221.80103,3.779E4,1.967E3,6.416E3,3.779E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,221.80073,221.80058,221.80103,0.0865,0.0414,0.149,3.779E4,1.967E3,6.416E3,3.779E4,0.1413,1.194,1.4441,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
9,0.0865,0.0414,0.2832,240.91112,240.91086,240.91135,4.343E4,6.054E3,1.148E4,4.343E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,240.91112,240.91086,240.91135,0.0865,0.0414,0.2832,4.343E4,6.054E3,1.148E4,4.343E4,0.1296,2.6834,4.3667,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
10,0.0877,0.0258,0.3664,534.84401,534.8421,534.84558,5.062E4,8.332E3,5.085E3,5.062E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,534.84401,534.8421,534.84558,0.0877,0.0258,0.3664,5.062E4,8.332E3,5.085E3,5.062E4,0.1768,2.7499,4.086,,
11,0.0911,0.0258,0.3671,394.89089,394.89044,394.89148,1.386E5,2.632E4,1.421E4,1.386E5,6,0.5,2,0,0.957,0.46,0.00018,0.0068,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,394.8908,394.89044,394.89102,0.0945,0.0414,0.3671,1.386E5,2.632E4,2.336E4,1.386E5,0.2165,3.0686,5.1372,3,-0.0173,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,394.89098,394.89044,394.89148,0.0877,0.0258,0.329,1.355E5,2.417E4,1.421E4,1.355E5,0.1718,2.4483,3.8966,3,-0.0197
12,0.0916,0.0257,0.4282,240.91113,240.9109,240.91136,4.084E4,8.088E3,7.229E3,4.084E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,240.91113,240.9109,240.91136,0.0916,0.0257,0.4282,4.084E4,8.088E3,7.229E3,4.084E4,0.1679,3.0559,4.9492,,,UNKNOWN,,,,,,,,,,,,,,,
13,0.0916,0.0416,0.1605,411.88119,411.8808,411.8815,4.146E4,3.473E3,7.576E3,4.146E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,411.88119,411.8808,411.8815,0.0916,0.0416,0.1605,4.146E4,3.473E3,7.576E3,4.146E4,0.0992,1.1888,1.3776,,,UNKNOWN,,,,,,,,,,,,,,,
14,0.0916,0.0257,0.1817,444.87375,444.87347,444.87458,3.621E4,3.994E3,9.628E3,3.621E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,444.87375,444.87347,444.87458,0.0916,0.0257,0.1817,3.621E4,3.994E3,9.628E3,3.621E4,0.0519,1.1845,1.3691,,,UNKNOWN,,,,,,,,,,,,,,,
15,0.0916,0.0257,0.3098,462.87851,462.87766,462.87912,5.785E4,1.002E4,5.061E3,5.785E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,462.87851,462.87766,462.87912,0.0916,0.0257,0.3098,5.785E4,1.002E4,5.061E3,5.785E4,0.2014,2.1573,3.3145,,,UNKNOWN,,,,,,,,,,,,,,,
16,0.0916,0.0257,0.3495,534.84384,534.84283,534.84607,4.305E4,7.903E3,8.433E3,4.305E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,534.84384,534.84283,534.84607,0.0916,0.0257,0.3495,4.305E4,7.903E3,8.433E3,4.305E4,0.283,2.4584,3.9167,,,UNKNOWN,,,,,,,,,,,,,,,
17,0.0916,0.0257,0.1014,602.83099,602.82982,602.83167,3.26E4,1.367E3,6.002E3,3.26E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,602.83099,602.82982,602.83167,0.0916,0.0257,0.1014,3.26E4,1.367E3,6.002E3,3.26E4,0.0554,0.5743,0.1854,,,UNKNOWN,,,,,,,,,,,,,,,
18,0.0922,0.0076,0.1664,465.87746,465.87668,465.87802,4.731E4,4.614E3,1.417E4,4.731E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,465.87746,465.87668,465.87802,0.0922,0.0076,0.1664,4.731E4,4.614E3,1.417E4,4.731E4,0.1133,0.9384,0.8767,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
19,0.0945,0.0414,0.2983,326.90356,326.90329,326.90378,5.166E4,8.361E3,8.715E3,5.166E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,326.90356,326.90329,326.90378,0.0945,0.0414,0.2983,5.166E4,8.361E3,8.715E3,5.166E4,0.2181,2.4209,3.8418,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
20,0.0945,0.0414,0.2017,462.87849,462.8779,462.87869,5.649E4,6.509E3,1.178E4,5.649E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,462.87849,462.8779,462.87869,0.0945,0.0414,0.2017,5.649E4,6.509E3,1.178E4,5.649E4,0.1286,1.5101,2.0201,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
21,0.1024,0.0258,0.2217,602.83121,602.82947,602.83209,3.048E4,4.084E3,7.33E3,3.048E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,602.83121,602.82947,602.83209,0.1024,0.0258,0.2217,3.048E4,4.084E3,7.33E3,3.048E4,0.1367,1.2793,1.5586,,
22,0.1062,0.0414,0.2366,530.86676,530.86597,530.86774,3.857E4,5.319E3,9.888E3,3.857E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,530.86676,530.86597,530.86774,0.1062,0.0414,0.2366,3.857E4,5.319E3,9.888E3,3.857E4,0.1451,1.507,2.014,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
23,0.1085,0.0076,0.1747,379.88493,379.88399,379.88538,3.221E4,3.308E3,1.085E4,3.221E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,379.88493,379.88399,379.88538,0.1085,0.0076,0.1747,3.221E4,3.308E3,1.085E4,3.221E4,0.1026,0.8278,0.6555,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
24,0.1085,0.0076,0.1664,397.88991,397.88937,397.89026,1.285E5,1.314E4,3.844E4,1.285E5,1,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,397.88991,397.88937,397.89026,0.1085,0.0076,0.1664,1.285E5,1.314E4,3.844E4,1.285E5,0.2481,0.7867,0.5733,1,-0.0183,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
25,0.1085,0.0262,0.1664,533.86546,533.86456,533.86597,3.261E4,2.911E3,1.215E4,3.261E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,533.86546,533.86456,533.86597,0.1085,0.0262,0.1664,3.261E4,2.911E3,1.215E4,3.261E4,0.2217,0.8513,0.7027,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
26,0.1101,0.0416,0.2627,598.85502,598.85406,598.85693,3.918E4,5.602E3,6.772E3,3.918E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,598.85502,598.85406,598.85693,0.1101,0.0416,0.2627,3.918E4,5.602E3,6.772E3,3.918E4,0.1928,1.6129,2.2259,,,UNKNOWN,,,,,,,,,,,,,,,
27,0.115,0.0414,0.192,376.88597,376.88547,376.88623,3.232E4,3.586E3,1.316E4,3.232E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,376.88597,376.88547,376.88623,0.115,0.0414,0.192,3.232E4,3.586E3,1.316E4,3.232E4,0.0949,1.0241,1.0482,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
28,0.115,0.0414,0.221,534.84381,534.8432,534.84497,4.265E4,5.366E3,6.929E3,4.265E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,534.84381,534.8432,534.84497,0.115,0.0414,0.221,4.265E4,5.366E3,6.929E3,4.265E4,0.1566,1.2214,1.4428,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
29,0.1365,0.0922,0.3343,411.8816,411.88107,411.88205,4.106E4,6.817E3,8.278E3,4.106E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,411.8816,411.88107,411.88205,0.1365,0.0922,0.3343,4.106E4,6.817E3,8.278E3,4.106E4,0.0511,2.735,4.4699,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
30,0.1514,0.0922,0.4297,444.87416,444.87366,444.87491,3.084E4,7.825E3,6.527E3,3.084E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,444.87416,444.87366,444.87491,0.1514,0.0922,0.4297,3.084E4,7.825E3,6.527E3,3.084E4,0.3036,2.8503,4.7006,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
31,0.1664,0.1085,0.3667,462.8791,462.87823,462.87973,5.143E4,1E4,2.357E4,5.143E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,462.8791,462.87823,462.87973,0.1664,0.1085,0.3667,5.143E4,1E4,2.357E4,5.143E4,0.2318,2.2315,3.4629,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
32,0.1957,0.0922,0.3667,394.89136,394.89087,394.89175,1.177E5,2.532E4,2.668E4,1.177E5,3,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,394.89136,394.89087,394.89175,0.1957,0.0922,0.3667,1.177E5,2.532E4,2.668E4,1.177E5,0.2508,1.326,1.6519,3,-0.0804,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
33,0.3989,0.2375,0.5427,478.84787,478.84723,478.84918,5.249E4,9.933E3,8.177E3,5.249E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,478.84787,478.84723,478.84918,0.3989,0.2375,0.5427,5.249E4,9.933E3,8.177E3,5.249E4,0.2274,0.9452,0.8905,,
34,0.4204,0.2646,0.5252,546.8354,546.83466,546.83661,3.543E4,6.227E3,6.936E3,3.543E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,546.8354,546.83466,546.83661,0.4204,0.2646,0.5252,3.543E4,6.227E3,6.936E3,3.543E4,0.2312,0.8364,0.6729,,
35,0.4223,0.2627,0.6246,216.8538,216.85361,216.85403,4.257E4,1.019E4,7.498E3,4.257E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,216.8538,216.85361,216.85403,0.4223,0.2627,0.6246,4.257E4,1.019E4,7.498E3,4.257E4,0.2561,1.1335,1.0861,,,UNKNOWN,,,,,,,,,,,,,,,
36,0.4263,0.2452,0.7197,274.88554,274.88516,274.88586,3.824E4,1.349E4,5.449E3,3.824E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,274.88554,274.88516,274.88586,0.4263,0.2452,0.7197,3.824E4,1.349E4,5.449E3,3.824E4,0.3941,1.3103,1.6205,,
37,0.4353,0.2452,0.8982,342.87273,342.87238,342.87311,6.992E4,3.149E4,1.489E4,6.992E4,6,0.5,2,0,0.993,0.05,0.00002,0.0022,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,342.87274,342.87238,342.87305,0.4341,0.2727,0.8982,6.92E4,3.149E4,1.607E4,6.92E4,0.5766,1.9371,2.8742,3,-0.0444,DETECTED,342.87272,342.87247,342.87311,0.4364,0.2452,0.8098,6.992E4,2.789E4,1.489E4,6.992E4,0.4725,1.4765,1.953,3,-0.029
38,0.4422,0.2295,0.5427,216.8538,216.85362,216.8541,4.204E4,8.239E3,5.248E3,4.204E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,216.8538,216.85362,216.8541,0.4422,0.2295,0.5427,4.204E4,8.239E3,5.248E3,4.204E4,0.2041,0.7363,0.3311,,
39,0.4597,0.2918,0.5606,340.94014,340.93991,340.9404,4.635E4,8.311E3,1.147E4,4.635E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,340.94014,340.93991,340.9404,0.4597,0.2918,0.5606,4.635E4,8.311E3,1.147E4,4.635E4,0.1349,0.8005,0.601,,
40,0.477,0.2452,0.8173,410.86029,410.85977,410.86087,6.692E4,2.492E4,1.511E4,6.692E4,4,0.5,2,0,0.939,0.29,0.00012,0.0308,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,410.86035,410.86005,410.86087,0.4616,0.2627,0.6246,6.692E4,1.681E4,1.527E4,6.692E4,0.2606,0.9098,0.8196,2,-0.0207,DETECTED,410.86023,410.85977,410.86081,0.4924,0.2452,0.8173,6.192E4,2.492E4,1.511E4,6.192E4,0.5058,1.157,1.314,2,-0.083
41,0.4924,0.2823,0.6504,298.89348,298.89313,298.89386,3.125E4,7.323E3,6.827E3,3.125E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,298.89348,298.89313,298.89386,0.4924,0.2823,0.6504,3.125E4,7.323E3,6.827E3,3.125E4,0.2349,0.8758,0.7516,,
42,0.515,0.2646,0.6911,200.85895,200.85881,200.85921,8.106E4,2.352E4,1.157E4,8.106E4,7,0.5,2,0,0.912,0.18,0.00004,0.0602,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,200.85896,200.85889,200.85921,0.5451,0.304,0.6438,8.006E4,1.917E4,1.836E4,8.006E4,0.2686,0.7048,0.4096,3,-0.1711,DETECTED,200.85893,200.85881,200.85907,0.4849,0.2646,0.6911,8.106E4,2.352E4,1.157E4,8.106E4,0.3771,0.9682,0.9645,4,-0.1274
43,0.5309,0.2646,0.6308,201.9062,201.90599,201.90642,5.423E4,1.295E4,9.576E3,5.423E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,201.9062,201.90599,201.90642,0.5309,0.2646,0.6308,5.423E4,1.295E4,9.576E3,5.423E4,0.2437,0.6876,0.3751,,
44,0.5309,0.5252,0.6209,546.83543,546.83484,546.83594,3.35E4,2.413E3,1.772E4,3.35E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,546.83543,546.83484,546.83594,0.5309,0.5252,0.6209,3.35E4,2.413E3,1.772E4,3.35E4,0.0141,8.3333,15.6666,,
45,0.5313,0.3591,0.9065,478.84763,478.84708,478.84811,5.276E4,2.061E4,1.553E4,5.276E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,478.84763,478.84708,478.84811,0.5313,0.3591,0.9065,5.276E4,2.061E4,1.553E4,5.276E4,0.4738,1.5894,2.1787,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
46,0.5314,0.3293,0.7836,340.94016,340.93988,340.94046,5.231E4,1.753E4,1.792E4,5.231E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,340.94016,340.93988,340.94046,0.5314,0.3293,0.7836,5.231E4,1.753E4,1.792E4,5.231E4,0.4074,1.1242,1.2484,,,UNKNOWN,,,,,,,,,,,,,,,
47,0.5391,0.3277,0.8248,216.85374,216.85361,216.85402,4.73E4,1.592E4,7.319E3,4.73E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,216.85374,216.85361,216.85402,0.5391,0.3277,0.8248,4.73E4,1.592E4,7.319E3,4.73E4,0.3031,1.1754,1.4233,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
48,0.5451,0.2727,0.5899,274.88558,274.88522,274.88602,3.802E4,8.636E3,5.439E3,3.802E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,274.88558,274.88522,274.88602,0.5451,0.2727,0.5899,3.802E4,8.636E3,5.439E3,3.802E4,0.237,0.5824,0.1648,,,UNKNOWN,,,,,,,,,,,,,,,
49,0.5725,0.2978,0.7757,427.85025,427.84961,427.85095,3.111E4,1.019E4,7.639E3,3.111E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,427.85025,427.84961,427.85095,0.5725,0.2978,0.7757,3.111E4,1.019E4,7.639E3,3.111E4,0.3804,0.87,0.7399,,,UNKNOWN,,,,,,,,,,,,,,,
50,0.5783,0.3495,0.7045,256.84638,256.84616,256.84659,3.138E4,8.161E3,1.088E4,3.138E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,256.84638,256.84616,256.84659,0.5783,0.3495,0.7045,3.138E4,8.161E3,1.088E4,3.138E4,0.309,0.7757,0.5513,,,UNKNOWN,,,,,,,,,,,,,,,
