row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_FRN5_O3.mzML Peak area,neg_FRN4_O3.mzML Peak area,neg_FRN3_O3.mzML Peak area,neg_FRN2_O3.mzML Peak area,neg_FRN1_O3.mzML Peak area,neg_HFO1_O3.mzML Peak area,neg_HFO3_O3.mzML Peak area,neg_HFO2_O3.mzML Peak area,neg_HFO5_O3.mzML Peak area,neg_HFO4_O3.mzML Peak area,
4102,572.3397369424207,4.998102,,,,,,,,,,,0,0,0,0,12224.249,21629.736,0,10925.236,11349.025,10658.617,
4103,815.4137122608803,4.9983554,,,,,,,,,,,0,0,0,0,0,6225.601,0,7527.5664,0,11125.934,
4104,919.4437221460634,4.998356,,,,,,,,,,,0,0,0,0,0,8639.674,0,11002.89,0,9269.446,
4105,889.5194153014162,4.9983892,,,,,,,,,,,19825.469,7931.456,10609.979,14296.941,8168.945,23210.168,22552.123,20604.193,19946.477,0,
4106,609.2926292910388,4.999226,,,,,,,,,,,0,0,0,2141.933,0,0,0,0,0,0,
4107,960.5172759851463,4.99963,,,,,,,,,,,0,0,0,0,0,0,5055.553,0,0,3707.1523,
4108,680.3294240882944,5.000253,,,,,,,,,,,0,0,0,26026.584,25341.91,28625.283,0,33849.816,0,0,
4109,855.4445407579547,5.000345,,,,,,,,,,,0,0,0,0,0,0,4488.2104,0,9575.228,0,
4110,681.3326613305466,5.0016866,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6125.9033,
4111,918.5465039240252,5.0016866,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15309.834,
4112,693.3049551178133,5.002129,,,,,,,,,,,0,0,0,0,0,0,0,7954.329,0,8332.388,
4113,514.2681716903518,5.002436,,,,,,,,,,,0,0,8668.461,0,0,0,0,7293.2188,13478.62,0,
4114,544.279363832553,5.0025716,,,,,,,,,,,0,0,0,0,0,0,0,3729.5674,0,0,
4115,869.5149263853332,5.0025716,,,,,,,,,,,0,0,0,0,0,0,0,1763.1309,0,0,
4116,952.4840062938509,5.00295,,,,,,,,,,,0,0,0,0,0,0,0,0,7294.0757,0,
4117,594.3213515835708,5.003096,,,,,,,,,,,0,6132.74,7668.879,7987.009,0,0,0,0,0,0,
4118,841.457647129866,5.0033207,,,,,,,,,,,0,0,0,0,0,8115.165,0,0,0,11673.445,
4119,878.5582135634166,5.0040617,,,,,,,,,,,19106.066,6892.876,25119.066,21045.611,29994.365,0,0,0,7427.9844,14155.567,
4120,804.3340859455363,5.0049543,,,,,,,,,,,0,0,0,0,0,8195.562,0,0,0,0,
4121,833.4930220546622,5.0175395,,,,,,,,,,,0,0,0,0,0,0,11658.941,10071.611,12075.749,0,
4122,1029.4396555852506,5.017624,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8057.6284,
4123,650.2339793972943,5.0177417,,,,,,,,,,,0,0,0,0,0,0,0,3934.0854,0,0,
4124,920.5692187572972,5.0195556,,,,,,,,,,,0,7186.1064,11907.252,0,0,0,0,0,0,15611.492,
4125,921.5796372338456,5.019563,,,,,,,,,,,14269.416,0,0,5950.153,8059.052,0,0,0,0,0,
4126,843.510583149108,5.0199046,,,,,,,,,,,12295.674,0,0,0,0,0,0,0,0,0,
4127,922.5828451631841,5.0199046,,,,,,,,,,,4192.976,0,0,0,0,0,0,0,0,0,
4128,653.310000089567,5.0208483,,,,,,,,,,,0,0,0,0,0,2214.1262,0,0,0,0,
4129,926.4792496375469,5.0226727,,,,,,,,,,,7988.489,7067.131,0,0,0,0,0,0,0,0,
4130,615.2936167775861,5.0240455,,,,,,,,,,,0,0,0,4370.256,2891.9517,4563.4062,0,0,0,5084.0464,
4131,836.5081648218259,5.0256085,,,,,,,,,,,0,2242.169,0,0,0,0,0,0,0,0,
4132,337.08873330169826,5.025703,,,,,,,,,,,5698.7803,7853.164,6239.3267,12235.884,0,8846.599,0,0,3700.9204,3452.1968,
4133,730.466182505937,5.02742,,,,,,,,,,,8557.72,0,0,0,0,0,0,0,4865.896,0,
4134,919.5667385583256,5.0286927,,,,,,,,,,,34985.777,26541.293,28547.568,31729.273,0,41779.88,65808.375,46501.562,46007.992,47912.504,
4135,841.5020622178165,5.0295725,,,,,,,,,,,0,0,0,0,56688.918,0,0,76453.78,0,0,
4136,844.5147163273163,5.032066,,,,,,,,,,,0,0,0,0,0,0,5634.283,9443.773,0,10736.926,
4137,746.4973841021487,5.033635,,,,,,,,,,,0,0,9479.492,0,0,0,0,0,17953.26,0,
4138,927.4830173345711,5.0338383,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6230.427,
4139,936.5622411230274,5.0338383,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2129.4392,
4140,917.5446406686006,5.0342546,,,,,,,,,,,68888.984,16443.371,0,0,10349.566,30711.746,0,27311.148,0,0,
4141,756.4802732581404,5.034323,,,,,,,,,,,6806.506,0,0,0,0,0,0,0,0,0,
4142,902.5492277191703,5.0358243,,,,,,,,,,,28264.465,25734.352,0,26538.834,36435.234,0,0,0,55826.26,38741.777,
4143,642.3796189888429,5.0375824,,,,,,,,,,,0,0,0,0,0,6179.388,7947.8604,8318.2,9687.713,0,
4144,901.5463558494588,5.039515,,,,,,,,,,,58831.777,52855.156,64071.965,55350.38,62677.168,97544.7,105207.945,103941.445,115098.12,72809.5,
4145,675.4994278437807,5.03963,,,,,,,,,,,0,0,0,0,3795.6514,0,0,0,0,0,
4146,674.4956923875804,5.0402665,,,,,,,,,,,9998.276,10698.55,0,0,10897.084,14766.589,0,0,0,8893.914,
4147,875.5403785742845,5.041335,,,,,,,,,,,0,66723.07,0,0,0,0,0,0,0,0,
4148,986.5231526073557,5.0417767,,,,,,,,,,,0,0,7977.6304,0,4628.1606,0,8002.5376,5165.0693,12014.163,6829.8687,
4149,903.552275927031,5.0438643,,,,,,,,,,,0,0,4792.3247,0,0,0,14032.607,5016.7456,0,7215.14,
4150,305.24855454495025,5.0450864,,,,,,,,,,,0,0,0,2127.7202,0,0,0,0,0,0,
4151,585.3518984454421,5.0450864,,,,,,,,,,,0,0,0,20833.344,0,0,0,0,0,0,
4152,767.4864520571014,5.0456557,,,,,,,,,,,12197.678,0,0,21487.432,18175.176,19882.002,17673.578,18336.824,17690.762,18543.64,
4153,925.5537652143453,5.048853,,,,,,,,,,,5320.286,0,0,0,0,0,6035.4385,0,6452.586,0,
4154,832.5299178030488,5.0502462,,,,,,,,,,,4967.667,0,0,0,0,0,0,0,0,0,
4155,696.4240506785399,5.0505667,,,,,,,,,,,7183.8228,0,0,0,0,0,0,0,7491.734,0,
4156,536.3624462493362,5.0508876,,,,,,,,,,,0,0,0,0,0,0,0,0,1793.3572,0,
4157,655.3246617691443,5.054968,,,,,,,,,,,0,0,0,0,4313.8086,5619.003,4128.329,0,4739.6187,0,
4158,915.5350654890678,5.056222,,,,,,,,,,,19811.203,11807.341,15864.322,0,0,35978.684,36625.76,29908.21,33050.79,37942.5,
4159,534.3561435472823,5.056862,,,,,,,,,,,0,0,0,10839.429,0,9891.098,0,0,0,0,
4160,552.2296432920126,5.058269,,,,,,,,,,,0,0,0,244098.02,0,249440.77,128448.9,0,230238.08,97042.875,
4161,768.4888806537496,5.0607553,,,,,,,,,,,0,0,0,5447.72,0,0,0,0,0,0,
4162,218.93980671169533,5.061242,,,,,,,,,,,0,0,0,0,0,0,4664.6094,0,0,0,
4163,528.438012993005,5.0616913,,,,,,,,,,,0,0,0,0,9445.317,0,4405.3193,8548.017,6108.0737,0,
4164,786.4931409842857,5.0624733,,,,,,,,,,,15114.171,0,0,0,9496.006,0,0,0,14097.82,0,
4165,916.5375881203296,5.063421,,,,,,,,,,,10227.476,0,5348.0347,0,4818.472,16219.058,0,18854.7,0,0,
4166,679.3186196845913,5.0636597,,,,,,,,,,,46387.88,0,0,0,0,0,26156.695,0,0,0,
4167,792.4895300848405,5.0644255,,,,,,,,,,,0,49288.027,0,0,0,41728.746,0,43008.04,49912.07,47278.62,
4168,469.282456291813,5.0654926,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13045.676,
4169,529.1386178642841,5.0654926,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6907.914,
4170,864.5146401161182,5.0654926,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1950.4325,
4171,431.1671295988468,5.066135,,,,,,,,,,,0,0,0,0,0,0,0,0,4986.026,3174.751,
4172,310.93266931815157,5.0667605,,,,,,,,,,,0,0,0,0,0,0,0,0,3981.667,0,
4173,513.2905352187108,5.0667605,,,,,,,,,,,0,0,0,0,0,0,0,0,3509.441,0,
4174,365.119819948624,5.0676155,,,,,,,,,,,28617.486,28223.652,29683.46,39654.598,20959.56,48533.29,37072.258,40291.227,37256.05,33647.734,
4175,285.05757088142605,5.0685563,,,,,,,,,,,6658.3936,0,6849.5537,9176.879,0,10844.629,8474.889,9335.031,7803.9707,6963.193,
4176,325.0886578955154,5.069553,,,,,,,,,,,0,13713.387,12425.027,18866.701,10286.454,26264.8,18191.053,20551.625,19160.246,17324.11,
4177,591.4495052960127,5.070413,,,,,,,,,,,0,0,0,0,4292.758,0,0,0,0,0,
4178,876.4647328487703,5.0720553,,,,,,,,,,,12369.918,10023.766,10296.713,15253.906,13187.522,0,0,0,9066.598,0,
4179,578.226493800836,5.07367,,,,,,,,,,,0,8479.649,3559.516,0,0,7691.199,9625.201,8957.466,10093.466,0,
4180,405.1512349247124,5.0739584,,,,,,,,,,,31944.371,32098.484,32524.967,43945.97,25290.53,58916.02,40851.043,46989.9,45889.3,42969.74,
4181,791.4867248060657,5.0755486,,,,,,,,,,,99506.07,92941.54,101176.52,156111.06,139887.27,90700.67,93540.46,87448.086,57542.47,96925.67,
4182,392.28362081572806,5.076668,,,,,,,,,,,0,0,0,19334.38,0,0,0,0,0,0,
4183,402.8489362889831,5.076668,,,,,,,,,,,0,0,0,6853.049,0,0,0,0,0,0,
4184,449.99551814085953,5.076668,,,,,,,,,,,0,0,0,6812.09,0,0,0,0,0,0,
4185,636.1966335563968,5.076668,,,,,,,,,,,0,0,0,5640.762,0,0,0,0,0,0,
4186,788.5395394695021,5.076668,,,,,,,,,,,0,0,0,4275.5166,0,0,0,0,0,0,
4187,820.2517589672822,5.076668,,,,,,,,,,,0,0,0,5067.6484,0,0,0,0,0,0,
4188,305.9072116280232,5.077138,,,,,,,,,,,0,0,0,0,0,0,2028.4232,0,0,0,
4189,558.3645002816519,5.077138,,,,,,,,,,,0,0,0,0,0,0,7712.7915,0,0,0,
4190,873.5233869931966,5.07793,,,,,,,,,,,0,0,0,8692.256,0,0,14582.16,0,0,7843.566,
4191,477.2511758230451,5.0779786,,,,,,,,,,,0,0,7236.1294,10406.3955,0,0,0,0,0,0,
4192,793.4931744389723,5.07927,,,,,,,,,,,0,0,8121.8823,0,0,0,7871.9775,0,0,7478.209,
4193,635.1992767675661,5.0793037,,,,,,,,,,,7421.6504,0,0,10297.709,0,0,0,0,0,0,
4194,676.3227464946082,5.0793195,,,,,,,,,,,4854.1196,0,0,2828.5286,0,0,0,0,0,0,
4195,235.96475772179693,5.080061,,,,,,,,,,,0,0,0,0,0,0,0,4148.8745,0,0,
4196,338.8706664638748,5.080061,,,,,,,,,,,0,0,0,0,0,0,0,9326.107,0,0,
4197,465.8454104268207,5.080061,,,,,,,,,,,0,0,0,0,0,0,0,5733.051,0,0,
4198,868.5174569715905,5.081971,,,,,,,,,,,4170.7905,0,0,0,0,0,0,0,0,0,
4199,849.5257870133823,5.0820355,,,,,,,,,,,0,0,0,0,26988.947,37058.32,43943.055,44119.043,46487.844,79855.29,
4200,632.2031967374618,5.084594,,,,,,,,,,,0,0,0,5501.187,0,0,7530.982,0,0,0,
4201,694.1656645213154,5.084594,,,,,,,,,,,0,0,0,8948.463,0,0,11022.158,0,0,0,
4202,816.5367376204794,5.0849767,,,,,,,,,,,25022.094,0,0,0,0,0,5816.37,7871.446,0,0,
4203,553.2310847257476,5.0859356,,,,,,,,,,,0,0,0,0,0,88512.14,120671.086,0,0,34389.05,
4204,842.5059786338636,5.0862494,,,,,,,,,,,0,0,16475.328,91331.58,84651.086,0,47119.613,144551.16,0,0,
4205,356.16048611067896,5.0863028,,,,,,,,,,,0,0,0,0,25390.924,0,0,0,0,0,
4206,385.004376380885,5.0867853,,,,,,,,,,,3421.4878,0,4133.4844,8093.796,0,5504.6797,0,6185.5137,0,0,
4207,495.2206986383035,5.087754,,,,,,,,,,,0,0,0,0,0,12226.733,0,13328.419,9601.909,0,
4208,296.9170561219844,5.0878916,,,,,,,,,,,35571.445,34080.61,0,48506.03,0,0,57770.34,0,0,0,
4209,550.3600436369413,5.088731,,,,,,,,,,,0,0,0,3677.7734,0,0,4480.8716,0,0,4654.2144,
4210,627.2657740548768,5.089157,,,,,,,,,,,9004.107,0,0,0,0,0,0,11004.254,0,0,
4211,264.90530236770354,5.089349,,,,,,,,,,,0,5177.197,0,9991.696,2600.0244,8609.819,0,7441.672,0,0,
4212,201.89280313478415,5.08962,,,,,,,,,,,0,0,5804.3135,0,0,13063.558,0,13743.455,8943.764,0,
4213,598.3961936037911,5.0903254,,,,,,,,,,,0,0,0,0,0,7277.7817,0,5750.222,0,0,
4214,465.28615345325534,5.090421,,,,,,,,,,,0,11218.827,0,0,6656.692,0,0,10426.989,0,0,
4215,263.90872584131534,5.091074,,,,,,,,,,,0,0,0,5871.659,0,7382.9756,0,6169.736,0,0,
4216,502.2840145956109,5.091176,,,,,,,,,,,0,2854.695,3089.7234,0,0,0,0,0,0,0,
4217,634.1982286299285,5.091616,,,,,,,,,,,24288.55,24305.23,23003.557,27361.098,0,28629.111,27403.904,25057.395,25129.678,19907.98,
4218,624.2693533040151,5.091675,,,,,,,,,,,0,0,0,8066.4023,0,0,6082.4395,0,0,0,
4219,697.328306359282,5.0922666,,,,,,,,,,,8819.713,0,0,0,0,0,0,8054.81,8020.1567,0,
4220,830.5180336049646,5.0925827,,,,,,,,,,,0,0,0,10979.751,0,0,0,0,0,0,
4221,553.1928101314771,5.0926156,,,,,,,,,,,21164.104,0,16777.734,28969.936,0,0,19459.69,21640.129,19916.59,0,
4222,302.96048709794206,5.093038,,,,,,,,,,,0,0,11825.52,21090.703,0,20920.486,0,18533.086,0,8271.295,
4223,551.196643930561,5.0936,,,,,,,,,,,14414.271,0,0,20672.914,0,18127.59,17527.887,22155.441,15110.717,0,
4224,617.1891933337955,5.093888,,,,,,,,,,,0,72705.125,0,0,0,98589.64,0,0,0,0,
4225,626.2647458296193,5.093941,,,,,,,,,,,21920.389,0,16537.723,27501.604,16479.69,0,25696.436,26015.742,21550.922,0,
4226,614.1919977809442,5.09403,,,,,,,,,,,32201.94,31970.12,27593.828,41667.918,23372.674,42602.305,41016.156,0,35586.984,21121.06,
4227,681.31511644329,5.094294,,,,,,,,,,,8502.575,7265.246,0,0,0,10634.372,9789.643,11498.236,0,0,
4228,850.5288110970457,5.0944567,,,,,,,,,,,53742.703,8721.669,12855.023,13364.928,23542.498,18254.6,23652.285,16963.64,18854.064,22245.102,
4229,468.280775366646,5.094749,,,,,,,,,,,0,121414.19,0,101038.97,0,95798.484,137462.42,129466.664,117822.09,121596.11,
4230,680.3139377350403,5.095026,,,,,,,,,,,0,0,22239.639,35309.71,0,0,27837.068,33434.258,22775.053,0,
4231,220.90065070932724,5.095085,,,,,,,,,,,0,0,0,0,0,0,6173.7305,0,5789.85,0,
4232,447.99984603910116,5.0951385,,,,,,,,,,,0,0,7936.8843,17851.77,4215.0713,14170.113,0,15497.886,9245.1,4429.3823,
4233,494.2270417127809,5.0951667,,,,,,,,,,,0,0,2597.3386,0,0,0,0,0,0,0,
4234,512.2897347113145,5.095293,,,,,,,,,,,8310.384,0,0,8074.813,0,0,0,10673.34,0,0,
4235,475.2546778246186,5.095297,,,,,,,,,,,0,0,91596.91,0,0,0,0,124907.164,0,0,
4236,696.3266428382902,5.095638,,,,,,,,,,,0,0,13939.386,0,0,0,20376.6,24942.268,19308.666,0,
4237,255.23281548311996,5.0958457,,,,,,,,,,,114660.445,98440.47,87420.81,143091.69,97779.92,137343.23,53392.07,135158.64,119284.2,31275.715,
4238,554.2258032353718,5.0959196,,,,,,,,,,,0,0,0,54787.87,44418.406,0,62587.453,57713.312,49521.934,0,
4239,433.11293144908814,5.0959635,,,,,,,,,,,0,0,0,0,0,0,0,2964.9688,0,0,
4240,433.29630478017054,5.0959635,,,,,,,,,,,0,0,0,0,0,0,0,5981.8613,0,0,
4241,427.2513501930302,5.096343,,,,,,,,,,,12841.984,14925.196,14408.17,21542.824,0,0,18843.29,18173.543,15618.295,11077.514,
4242,556.2210778956508,5.0965695,,,,,,,,,,,0,0,7629.4053,15677.467,6293.4316,10600.632,10903.032,13715.011,0,0,
4243,325.9047724887543,5.096784,,,,,,,,,,,0,0,0,10868.516,0,9451.287,0,9061.683,4616.0776,0,
4244,440.13559119835236,5.096814,,,,,,,,,,,6449.2466,8162.786,9985.686,9441.636,0,14497.95,9008.635,11898.399,9683.805,7678.4,
4245,300.96481953060754,5.097009,,,,,,,,,,,0,0,0,7297.6157,0,6194.0083,0,6229.574,5549.6553,0,
4246,476.24821020154184,5.097266,,,,,,,,,,,28865.89,31674.793,30413.627,45542.58,17438.863,43883.027,33170.45,42394.074,30336.846,19488.617,
4247,411.2565491753363,5.097484,,,,,,,,,,,30473.729,27075.887,29352.084,50541.062,22910.922,47817.203,41751.242,44644.71,38577.74,21917.938,
4248,385.8718188868961,5.0977087,,,,,,,,,,,0,0,0,17785.932,4856.127,18925.986,0,18993.223,0,0,
4249,200.89283032669726,5.0978746,,,,,,,,,,,0,0,0,70864.9,25990.705,84446.78,0,76623.65,50475.812,0,
4250,750.4052765821357,5.0978527,,,,,,,,,,,2073.211,0,0,0,0,0,0,0,0,0,
4251,241.90687571809485,5.097913,,,,,,,,,,,0,0,27029.777,35076.297,0,0,33715.38,33842.78,0,0,
4252,902.5515786393559,5.0978527,,,,,,,,,,,9190.209,0,0,0,0,0,0,0,0,0,
4253,511.181775037544,5.097899,,,,,,,,,,,5452.135,0,0,0,0,0,0,0,7602.596,3748.564,
4254,568.2406839725229,5.098169,,,,,,,,,,,17987.861,0,15752.434,21517.846,0,23186.781,18552.62,19604.422,17559.668,0,
4255,260.9134310122367,5.098516,,,,,,,,,,,0,0,0,67070.33,0,0,62312.81,65782.0,0,0,
4256,259.91710440093357,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,5837.881,0,
4257,297.9165405260124,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,7991.3774,0,
4258,328.92310061249856,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,4510.9307,0,
4259,484.27648474737424,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,59141.246,0,
4260,555.2277549065541,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,13360.789,0,
4261,879.4725511863345,5.09854,,,,,,,,,,,0,0,0,0,0,0,0,0,6206.9087,0,
4262,326.86846862776076,5.0987463,,,,,,,,,,,5665.383,0,0,0,2837.8943,0,0,7850.372,6121.4253,0,
4263,554.1935815592512,5.098784,,,,,,,,,,,6195.266,5996.73,5143.2705,0,3876.2646,0,0,7478.453,5716.0117,0,
4264,618.1844350743562,5.0988445,,,,,,,,,,,50653.082,47910.062,39279.758,76889.92,25122.594,0,57617.82,64791.832,56104.72,29369.64,
4265,371.1528694014842,5.098888,,,,,,,,,,,10191.475,10569.906,12192.777,20553.77,9996.634,32131.992,20176.055,23936.963,17792.521,13312.6875,
4266,325.8710693667146,5.0990415,,,,,,,,,,,12429.741,11431.645,8888.221,0,4201.4585,14579.338,0,11608.205,10399.316,0,
4267,678.3161826651553,5.099072,,,,,,,,,,,89516.22,88095.59,72733.055,123262.71,57489.766,128667.45,115102.625,122346.164,102539.96,0,
4268,282.9539361028907,5.099565,,,,,,,,,,,0,0,0,0,0,12625.129,0,0,9434.842,0,
4269,302.8697425170094,5.099565,,,,,,,,,,,0,0,0,0,0,13173.548,0,0,9809.288,0,
4270,262.9091785487219,5.0996356,,,,,,,,,,,0,0,0,48835.227,15966.854,48321.668,40625.906,43619.215,25026.566,0,
4271,324.8715737869135,5.0998173,,,,,,,,,,,0,56993.52,45303.52,0,25765.424,78054.28,0,0,51292.496,0,
4272,903.4824568123859,5.100045,,,,,,,,,,,8208.44,0,0,0,8952.527,0,0,0,0,0,
4273,787.5395174905132,5.1001825,,,,,,,,,,,0,12047.131,0,15736.614,9289.248,0,17890.104,19474.248,0,0,
4274,304.9023433793507,5.100456,,,,,,,,,,,0,0,0,0,12181.193,26701.191,0,0,18891.64,0,
4275,786.5371455727249,5.1004157,,,,,,,,,,,0,0,21086.443,30646.746,0,31448.672,35810.383,32434.266,25120.271,23106.94,
4276,355.15799835210817,5.10048,,,,,,,,,,,114725.02,124291.25,138024.28,177721.31,116406.71,273406.25,191210.98,209500.81,168351.16,141666.52,
4277,469.26213853383945,5.100483,,,,,,,,,,,133341.34,103355.85,91651.9,149832.73,94910.12,194973.81,147708.77,157000.16,126201.81,109893.555,
4278,474.25216545640416,5.100483,,,,,,,,,,,389137.53,397700.0,343706.9,547927.5,308849.0,498868.12,463171.3,476578.8,368584.7,303654.12,
4279,240.90729312415493,5.10059,,,,,,,,,,,0,0,0,0,0,199784.16,0,0,0,0,
4280,258.95598175182005,5.10059,,,,,,,,,,,0,0,0,0,0,2339.4575,0,0,0,0,
4281,284.91707482517245,5.10059,,,,,,,,,,,0,0,0,0,0,3148.3992,0,0,0,0,
4282,303.9603025194755,5.10059,,,,,,,,,,,0,0,0,0,0,2291.2917,0,0,0,0,
4283,366.0311682089973,5.10059,,,,,,,,,,,0,0,0,0,0,27248.81,0,0,0,0,
4284,383.00813880454626,5.10059,,,,,,,,,,,0,0,0,0,0,1476.5812,0,0,0,0,
4285,387.00056246339216,5.10059,,,,,,,,,,,0,0,0,0,0,3548.787,0,0,0,0,
4286,395.8926875414774,5.10059,,,,,,,,,,,0,0,0,0,0,3210.0242,0,0,0,0,
4287,402.8833947673041,5.10059,,,,,,,,,,,0,0,0,0,0,6690.679,0,0,0,0,
4288,449.0005262044014,5.10059,,,,,,,,,,,0,0,0,0,0,3543.52,0,0,0,0,
4289,367.03149197748604,5.101298,,,,,,,,,,,0,2366.5945,0,0,0,0,0,0,0,0,
4290,749.4029102809285,5.101298,,,,,,,,,,,0,5183.8623,0,0,0,0,0,0,0,0,
4291,764.550318298024,5.101298,,,,,,,,,,,0,38725.91,0,0,0,0,0,0,0,0,
4292,406.8404636735655,5.101753,,,,,,,,,,,0,0,0,0,0,0,2587.4216,3986.397,0,0,
4293,303.9029291947916,5.101813,,,,,,,,,,,0,0,0,0,0,172299.5,166802.88,0,0,75473.77,
4294,234.95456352475625,5.102238,,,,,,,,,,,0,0,0,0,9656.214,0,0,0,0,0,
4295,300.9093831834316,5.102238,,,,,,,,,,,0,0,0,0,14567.488,0,0,0,0,0,
4296,616.1875728679447,5.1022887,,,,,,,,,,,171240.86,0,147333.86,251664.28,108656.33,0,218113.4,246312.17,195085.61,125000.516,
4297,258.91769840596066,5.102725,,,,,,,,,,,0,0,0,54539.88,0,0,51038.832,54415.42,37787.562,0,
4298,340.8663423030614,5.1027346,,,,,,,,,,,0,8929.299,6651.315,0,3628.0955,0,0,10164.524,0,0,
4299,305.8992277121575,5.1040664,,,,,,,,,,,0,0,0,0,0,33651.594,26647.287,0,0,0,
4300,298.91273344240085,5.1054535,,,,,,,,,,,0,0,0,226088.05,99269.86,0,238860.47,252930.78,0,127615.32,
4301,609.2018723121245,5.1060534,,,,,,,,,,,13766.474,0,8749.655,14496.837,0,20650.047,17564.32,20254.395,0,0,
4302,536.2150077174272,5.106257,,,,,,,,,,,0,0,0,40213.42,0,0,36465.414,40332.875,0,19184.814,
4303,353.1637466636746,5.106413,,,,,,,,,,,0,0,0,0,0,12576.331,0,10201.301,0,0,
4304,485.2786137467687,5.1068335,,,,,,,,,,,0,0,0,0,0,6205.7783,4703.173,0,0,1927.6199,
4305,404.84473769998084,5.1069236,,,,,,,,,,,0,0,0,7182.1357,0,6010.873,0,5896.1934,0,0,
4306,928.4841011086158,5.1073027,,,,,,,,,,,0,0,0,0,6057.6616,0,0,0,0,15260.444,
4307,239.91129879563687,5.1075425,,,,,,,,,,,0,0,0,0,0,0,10755.955,0,0,0,
4308,471.2234856807014,5.1077437,,,,,,,,,,,0,0,0,4040.311,0,0,4125.9326,0,0,0,
4309,364.92293744214726,5.107945,,,,,,,,,,,0,0,0,1385.7488,0,0,0,0,0,0,
4310,464.8115882812344,5.107945,,,,,,,,,,,0,0,0,5206.935,0,0,0,0,0,0,
4311,510.12841334326464,5.107945,,,,,,,,,,,0,0,0,7017.8574,0,0,0,0,0,0,
4312,551.2313825721654,5.107945,,,,,,,,,,,0,0,0,8357.537,0,0,0,0,0,0,
4313,567.2437034076704,5.107945,,,,,,,,,,,0,0,0,3891.711,0,0,0,0,0,0,
4314,693.3386058663656,5.107945,,,,,,,,,,,0,0,0,9205.571,0,0,0,0,0,0,
4315,698.3250748604,5.107945,,,,,,,,,,,0,0,0,5661.352,0,0,0,0,0,0,
4316,226.96652048496512,5.109213,,,,,,,,,,,0,0,0,0,0,4742.008,0,2829.603,5151.0674,0,
4317,756.2936141573608,5.10928,,,,,,,,,,,8169.8516,0,0,7458.9873,0,9799.18,7752.5537,7669.089,8370.117,7833.4917,
4318,590.4458476257347,5.109399,,,,,,,,,,,0,0,0,12639.583,0,0,4554.516,0,0,12088.958,
4319,765.5538776520417,5.109427,,,,,,,,,,,23004.05,0,0,0,28354.293,0,0,24192.75,0,0,
4320,312.92849751800566,5.109889,,,,,,,,,,,0,0,0,0,0,0,19125.104,20066.865,0,0,
4321,534.2192459904876,5.109889,,,,,,,,,,,0,0,0,0,0,0,205262.8,223606.22,0,0,
4322,256.9024455623008,5.1102376,,,,,,,,,,,0,0,10182.564,17957.436,0,0,0,16925.285,0,0,
4323,618.3491415652968,5.110362,,,,,,,,,,,10956.619,0,0,14282.201,0,0,0,0,0,0,
4324,760.2852721411195,5.110533,,,,,,,,,,,0,0,11625.157,0,0,0,0,0,0,0,
4325,483.2779397277587,5.1108465,,,,,,,,,,,0,0,0,0,13316.478,25177.736,0,20733.031,0,16832.87,
4326,507.1669665391228,5.111275,,,,,,,,,,,0,0,0,0,0,6026.337,3291.586,0,0,3057.0732,
4327,711.3876403183448,5.112236,,,,,,,,,,,0,0,0,0,0,0,0,9637.281,0,0,
4328,853.5503088460408,5.112236,,,,,,,,,,,0,0,0,0,0,0,0,3458.2168,0,0,
4329,750.346300367625,5.1123676,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5734.56,
4330,766.555854000575,5.1123934,,,,,,,,,,,0,5574.763,0,0,0,0,9388.082,0,0,0,
4331,566.2445229010534,5.1155853,,,,,,,,,,,6634.921,0,7913.936,8945.398,0,9982.006,0,0,0,0,
4332,768.4884862895561,5.115615,,,,,,,,,,,0,0,5900.361,4911.932,9203.175,7163.2197,9051.0,17364.229,0,5150.707,
4333,857.4930321706719,5.116196,,,,,,,,,,,0,7173.649,0,0,9888.155,0,5966.9805,10867.253,19338.557,15993.924,
4334,361.8389599755537,5.1164465,,,,,,,,,,,0,0,0,0,0,2161.1433,0,0,0,0,
4335,687.4242090324128,5.116566,,,,,,,,,,,4818.7256,0,0,4294.2427,0,6605.654,0,0,0,0,
4336,902.479809862088,5.117244,,,,,,,,,,,0,14058.279,0,0,0,0,0,0,0,0,
4337,671.3561957672705,5.1174703,,,,,,,,,,,0,4463.45,0,0,6348.375,0,0,0,0,0,
4338,620.2780129620411,5.118192,,,,,,,,,,,0,0,0,0,2291.8718,0,0,0,0,0,
