row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_FRN5_O3.mzML Peak area,neg_FRN4_O3.mzML Peak area,neg_FRN3_O3.mzML Peak area,neg_FRN2_O3.mzML Peak area,neg_FRN1_O3.mzML Peak area,neg_HFO1_O3.mzML Peak area,neg_HFO3_O3.mzML Peak area,neg_HFO2_O3.mzML Peak area,neg_HFO5_O3.mzML Peak area,neg_HFO4_O3.mzML Peak area,
10976,683.4335187909447,9.148296,,,,,,,,,,,0,0,6867.888,0,0,0,0,6763.204,8596.689,0,
10977,646.328230833363,9.148364,,,,,,,,,,,0,0,0,0,0,0,5477.659,0,0,0,
10978,769.5126967981965,9.148364,,,,,,,,,,,0,0,0,0,0,0,7402.6797,0,0,0,
10979,607.3808085320895,9.148712,,,,,,,,,,,0,0,0,0,46445.35,52717.402,0,59674.6,57847.812,55962.73,
10980,802.5068825784839,9.148781,,,,,,,,,,,0,17709.482,0,13960.174,0,15207.2295,0,0,0,0,
10981,622.3722053153365,9.149171,,,,,,,,,,,42436.094,43361.406,37303.008,47869.434,46363.305,53214.38,57022.965,56403.816,51649.29,56889.348,
10982,817.4294461854603,9.149418,,,,,,,,,,,0,0,0,0,0,7564.052,0,0,0,0,
10983,813.4840661643807,9.149748,,,,,,,,,,,0,0,0,2883.8086,0,0,0,0,0,0,
10984,682.4309014824516,9.150019,,,,,,,,,,,19258.959,21878.945,0,30934.37,0,0,33393.113,0,0,0,
10985,607.3085641552044,9.150622,,,,,,,,,,,0,0,0,0,0,20181.611,19347.662,29897.31,19772.4,19136.092,
10986,646.408643822302,9.150732,,,,,,,,,,,179317.0,163979.94,156172.48,195321.52,185635.78,196976.62,219310.1,212782.36,211102.19,215350.44,
10987,717.5168133344526,9.150728,,,,,,,,,,,43821.723,38256.29,33665.14,42336.598,45441.312,50193.312,53486.77,54721.08,50321.12,53392.59,
10988,628.3978338581367,9.150747,,,,,,,,,,,15140.201,4477.6255,11204.61,12721.635,12330.586,12285.7295,15071.77,17032.783,13018.505,16275.54,
10989,668.3789801357481,9.151444,,,,,,,,,,,0,0,0,0,12471.144,16729.86,18762.611,20286.691,16686.62,21321.6,
10990,756.5179778183785,9.152166,,,,,,,,,,,126881.19,130869.67,111866.67,145912.3,143701.17,155976.52,171942.89,183266.75,169001.45,174572.83,
10991,815.4342339985092,9.1525545,,,,,,,,,,,7946.5864,0,4470.5474,6210.83,0,0,12252.198,12984.247,6381.01,0,
10992,730.5019705865723,9.152855,,,,,,,,,,,5768.3354,0,0,0,0,5648.99,0,0,0,0,
10993,777.5029624192147,9.153731,,,,,,,,,,,2970725.0,2685690.5,2574828.0,3087180.2,3152763.2,3415531.2,3724967.8,3935571.2,3352038.5,3432273.2,
10994,685.3683043759811,9.153822,,,,,,,,,,,60464.31,56637.125,49750.746,58122.06,61834.098,69890.086,76482.16,79349.734,70180.56,72975.15,
10995,716.5138049767357,9.153904,,,,,,,,,,,248050.28,225525.23,211486.08,255970.14,258287.84,279977.44,315147.25,323053.72,291998.47,293856.0,
10996,780.51250311829,9.1539545,,,,,,,,,,,0,0,0,0,61948.812,80908.1,81831.234,80301.27,68288.79,70494.93,
10997,663.4069807305424,9.154377,,,,,,,,,,,0,8951.418,0,0,0,0,13524.037,0,11697.628,13222.762,
10998,1430.0219341722975,9.154521,,,,,,,,,,,21726.908,21157.545,0,26129.04,24577.59,30979.746,40481.56,45419.527,32675.285,35696.29,
10999,745.4887687006049,9.155037,,,,,,,,,,,0,0,6251.247,0,0,0,0,8536.12,0,0,
11000,778.5061761033448,9.155322,,,,,,,,,,,1356449.5,1224307.4,1163869.9,1376976.5,1405631.9,1530797.5,1664264.1,1765331.0,1517505.1,1551073.0,
11001,714.5072612177925,9.15533,,,,,,,,,,,2413566.0,2261012.2,2109434.5,2502538.2,2445114.8,2704132.8,3051921.8,3120511.0,2807682.0,2849310.5,
11002,606.377333233849,9.155386,,,,,,,,,,,141108.77,138390.61,132363.67,163545.77,153648.22,161954.38,187502.7,182658.92,178351.7,180654.69,
11003,727.404666735922,9.15668,,,,,,,,,,,0,0,0,0,0,0,0,15368.7295,8515.653,9832.306,
11004,819.5137514145504,9.156737,,,,,,,,,,,29766.633,22915.283,17709.195,31152.123,31710.605,0,29621.986,36775.56,0,35017.324,
11005,647.3396324235935,9.156822,,,,,,,,,,,0,0,0,0,0,16985.719,13144.18,18249.988,13673.472,19409.154,
11006,645.3241292311618,9.156909,,,,,,,,,,,0,0,0,0,0,20358.951,16791.105,25946.04,18802.555,22171.291,
11007,725.3992081935743,9.156903,,,,,,,,,,,39356.06,41165.074,36814.25,42217.504,44116.086,51697.477,57126.6,56297.992,50295.89,48104.25,
11008,594.3862302268984,9.157156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23349.064,
11009,745.4254833793898,9.157156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15416.242,
11010,808.4854678372857,9.157156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2943.1414,
11011,681.4174704726274,9.157388,,,,,,,,,,,0,0,14585.94,18460.88,14609.821,18215.129,19653.33,21214.81,0,18792.967,
11012,642.3883011910597,9.157897,,,,,,,,,,,0,0,0,2727.821,14198.369,0,20014.059,17965.502,0,23313.77,
11013,647.4119892081642,9.160034,,,,,,,,,,,0,0,0,0,60570.246,69121.34,0,0,0,0,
11014,619.3081709631888,9.1600895,,,,,,,,,,,0,0,0,0,0,13502.358,10646.641,12926.231,11417.038,14828.573,
11015,669.3733954328302,9.160093,,,,,,,,,,,67124.41,73362.32,85794.19,96929.66,78941.66,107641.64,113465.82,115354.07,116580.07,134528.38,
11016,648.4148678465806,9.160269,,,,,,,,,,,0,0,11193.141,0,0,13530.716,17315.543,0,16905.963,16716.57,
11017,814.4348656599788,9.160393,,,,,,,,,,,16681.625,14938.265,0,0,23315.273,0,26827.113,24758.639,20507.16,23061.49,
11018,628.3968458786575,9.16158,,,,,,,,,,,0,6136.3574,0,0,0,0,0,0,0,0,
11019,687.3714097472063,9.162118,,,,,,,,,,,0,0,0,0,0,16401.938,14078.135,0,0,19225.576,
11020,579.2765570817086,9.162477,,,,,,,,,,,0,0,0,0,0,0,0,6262.735,0,0,
11021,648.3876295391809,9.162858,,,,,,,,,,,0,0,0,0,0,0,6788.314,0,5464.3955,12565.536,
11022,728.4866316182912,9.163898,,,,,,,,,,,0,0,8329.821,10920.699,0,0,0,10980.02,0,0,
11023,1493.0194472564137,9.163902,,,,,,,,,,,0,0,0,0,0,18390.35,0,25591.732,0,0,
11024,445.12261241117926,9.164251,,,,,,,,,,,0,0,0,0,0,0,6383.9365,0,0,0,
11025,635.3215990667998,9.164251,,,,,,,,,,,0,0,0,0,0,0,8584.065,0,0,0,
11026,870.5382876553758,9.164251,,,,,,,,,,,0,0,0,0,0,0,15345.028,0,0,0,
11027,1494.0220028702804,9.164251,,,,,,,,,,,0,0,0,0,0,0,22711.377,0,0,0,
11028,589.3710670215161,9.165328,,,,,,,,,,,0,0,0,0,0,5985.8257,0,0,0,0,
11029,641.385772626766,9.166376,,,,,,,,,,,0,0,0,54754.68,0,0,61779.785,64612.258,0,67241.93,
11030,835.5071043625964,9.167736,,,,,,,,,,,0,0,0,0,0,0,0,10294.651,0,7937.29,
11031,634.3186167520356,9.168671,,,,,,,,,,,39861.72,31003.812,35389.547,0,0,0,0,44552.426,0,0,
11032,800.4887000034141,9.170352,,,,,,,,,,,17538.13,0,0,15238.553,0,21303.166,23606.697,0,19432.03,20472.898,
11033,799.4854877893796,9.1712,,,,,,,,,,,44144.324,43276.395,40612.5,40725.168,46363.566,59403.113,55227.523,57451.11,50266.99,45985.48,
11034,634.3720491090165,9.172773,,,,,,,,,,,11467.505,0,0,11673.567,0,0,8684.78,0,0,12255.587,
11035,710.4077426148388,9.173348,,,,,,,,,,,0,11875.442,0,0,0,0,22033.438,23008.496,0,0,
11036,1186.7367527886352,9.175531,,,,,,,,,,,0,0,0,0,0,0,0,11762.105,0,6294.9146,
11037,703.3783808576866,9.177059,,,,,,,,,,,16974.893,15599.162,14974.307,23952.637,18522.395,28852.67,32068.346,32105.182,0,36985.703,
11038,633.3155391778499,9.17758,,,,,,,,,,,133072.2,122622.266,118170.21,145072.25,127388.66,164155.94,169815.05,148228.06,193202.08,158575.14,
11039,709.4043332914575,9.17915,,,,,,,,,,,39716.3,40713.203,0,45002.4,40206.355,60486.918,61123.156,63609.586,65672.37,66593.11,
11040,1573.076504720968,9.179235,,,,,,,,,,,0,0,0,0,0,0,8407.846,8211.89,0,0,
11041,789.3979180293893,9.180156,,,,,,,,,,,0,0,0,0,0,0,4676.8237,0,0,0,
11042,827.5553930835531,9.181202,,,,,,,,,,,0,0,0,0,0,33175.72,0,0,0,0,
11043,624.4840919120059,9.186113,,,,,,,,,,,0,0,10274.047,0,12335.452,13862.314,0,0,20021.234,0,
11044,667.3574083907512,9.186568,,,,,,,,,,,0,0,0,0,10550.6045,0,0,0,0,0,
11045,744.4112275976693,9.186568,,,,,,,,,,,0,0,0,0,4806.8384,0,0,0,0,0,
11046,888.5475995754542,9.18679,,,,,,,,,,,0,0,0,0,0,0,6781.5083,6238.7686,0,0,
11047,635.3747491069082,9.188585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2126.5012,
11048,737.389565991225,9.188585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7726.3633,
11049,743.4099655560362,9.189489,,,,,,,,,,,0,0,0,0,0,0,11210.945,0,18237.04,0,
11050,690.4730770193154,9.193395,,,,,,,,,,,335194.62,234784.8,230182.12,270836.4,164335.72,61458.105,40219.125,31145.615,66601.97,62905.094,
11051,704.38077597348,9.193716,,,,,,,,,,,0,15074.64,0,0,0,11709.081,19268.324,9275.152,0,17131.234,
11052,812.435439237234,9.194222,,,,,,,,,,,0,0,0,0,0,0,0,2197.8381,0,0,
11053,748.3637727938741,9.194958,,,,,,,,,,,10436.522,0,11326.468,15770.022,15948.89,22635.838,22574.959,23448.01,21521.121,23781.428,
11054,1588.095655745872,9.194976,,,,,,,,,,,5204.467,0,8671.053,0,7185.111,0,0,0,0,0,
11055,692.477473563783,9.195584,,,,,,,,,,,0,22222.15,0,23397.41,0,0,0,0,0,0,
11056,897.5905660814934,9.195831,,,,,,,,,,,20504.146,0,0,20599.445,15634.703,0,9265.344,15608.596,14474.801,0,
11057,601.3698079934054,9.196064,,,,,,,,,,,0,0,0,0,0,2884.997,0,0,0,0,
11058,482.17975226792805,9.196405,,,,,,,,,,,0,0,0,0,0,0,3856.333,0,0,0,
11059,614.3169857142509,9.196405,,,,,,,,,,,0,0,0,0,0,0,2025.0042,0,0,0,
11060,749.3659622749175,9.196405,,,,,,,,,,,0,0,0,0,0,0,6655.9316,0,0,0,
11061,829.4298793946539,9.196405,,,,,,,,,,,0,0,0,0,0,0,3204.4504,0,0,0,
11062,634.3715754386049,9.196777,,,,,,,,,,,0,0,6650.4565,0,8750.529,14311.016,5307.6206,11585.602,0,0,
11063,598.4880950681351,9.197513,,,,,,,,,,,0,0,0,194310.67,0,0,0,0,0,0,
11064,584.3209436080431,9.198957,,,,,,,,,,,0,0,0,0,0,0,0,2975.5105,0,6291.016,
11065,857.5658195157675,9.199633,,,,,,,,,,,376364.4,385011.8,383325.03,407216.5,365974.56,734037.06,725791.2,730063.8,784525.7,795056.6,
11066,624.3519220665878,9.20005,,,,,,,,,,,0,0,0,0,0,0,6445.125,0,0,6033.8857,
11067,868.4570968257877,9.200371,,,,,,,,,,,10668.966,8562.975,11357.29,13502.14,10355.341,0,0,10360.604,10877.711,12530.5205,
11068,820.5534661816655,9.200905,,,,,,,,,,,0,114579.42,117978.83,54050.055,113120.74,0,0,0,0,0,
11069,922.567737797623,9.200943,,,,,,,,,,,0,0,0,0,0,14115.578,12834.33,14031.791,0,0,
11070,420.2794052877951,9.201365,,,,,,,,,,,0,2087.357,0,0,0,3752.5884,0,0,4081.667,0,
11071,921.5648672342978,9.202294,,,,,,,,,,,31546.322,0,23071.775,0,0,0,0,47252.133,0,0,
11072,920.5621643303632,9.202808,,,,,,,,,,,67271.97,59806.54,55541.76,59108.414,63703.56,102374.15,111696.31,109205.68,105736.7,122235.375,
11073,693.4759395316196,9.203006,,,,,,,,,,,5859.78,0,0,0,0,0,0,0,0,0,
11074,760.4918209601825,9.203006,,,,,,,,,,,4475.2617,0,0,0,0,0,0,0,0,0,
11075,828.558461940978,9.203006,,,,,,,,,,,14370.868,0,0,0,0,0,0,0,0,0,
11076,783.4405796379541,9.203143,,,,,,,,,,,0,0,0,0,0,0,5631.348,7824.1763,0,7208.8086,
11077,896.5872461620685,9.203289,,,,,,,,,,,0,82164.62,83374.484,0,73015.28,0,0,42592.41,60331.004,69511.23,
11078,568.2679816442787,9.203422,,,,,,,,,,,0,0,0,5357.3047,0,0,0,5654.2656,0,0,
11079,788.3950531840487,9.203822,,,,,,,,,,,7091.87,0,0,0,0,17627.184,19048.254,19964.871,19292.418,22566.889,
11080,557.4167575242202,9.204295,,,,,,,,,,,18749.041,18580.787,19705.58,35049.2,19453.062,34823.21,26336.73,28553.436,31742.65,32435.715,
11081,749.4353128570268,9.20445,,,,,,,,,,,22332.006,22551.023,27752.262,25433.137,23028.598,33052.336,36027.26,32141.312,38746.312,38757.777,
11082,860.5755221773355,9.204621,,,,,,,,,,,0,0,6921.4604,0,8516.768,20788.367,0,18533.531,0,16995.504,
11083,859.5728225738577,9.205229,,,,,,,,,,,0,50743.203,49533.668,0,0,99399.29,94682.02,0,111223.516,108448.47,
11084,828.4273152621512,9.205332,,,,,,,,,,,6267.8916,0,0,0,0,12253.319,0,13299.4,16364.697,13937.984,
11085,606.3413304698242,9.205734,,,,,,,,,,,0,0,0,4438.8564,0,0,0,0,6890.916,0,
11086,789.4669358141757,9.205912,,,,,,,,,,,37096.664,39943.5,42811.547,47388.13,35575.258,42961.742,39647.406,40172.92,48765.953,46990.254,
11087,841.5270396072823,9.206128,,,,,,,,,,,0,0,0,7118.885,0,23405.613,0,22037.395,0,0,
11088,691.4761185108949,9.2068815,,,,,,,,,,,0,85414.97,93248.7,0,64763.145,0,15933.221,11449.106,25011.98,0,
11089,858.5691192299914,9.2071495,,,,,,,,,,,200290.67,192769.45,190917.2,206468.27,190358.47,0,0,0,0,404232.12,
11090,636.4076105014598,9.207413,,,,,,,,,,,16443.54,15999.148,15328.16,34422.125,16658.582,38646.473,23692.492,29009.014,32152.95,30613.586,
11091,895.5817275522892,9.207416,,,,,,,,,,,200026.11,203924.11,208394.31,214392.05,180987.14,147415.2,143565.8,160385.56,124438.24,174615.86,
11092,242.0434142081265,9.208246,,,,,,,,,,,0,0,0,0,0,4222.036,0,0,0,5287.588,
11093,502.1846906647633,9.208702,,,,,,,,,,,3937.4546,0,0,0,0,0,0,0,7102.007,0,
11094,750.438633296389,9.20942,,,,,,,,,,,0,0,0,0,0,0,0,12336.714,13386.06,12094.565,
11095,794.4980541904947,9.209448,,,,,,,,,,,0,13672.452,0,0,0,0,0,23311.873,0,0,
11096,840.5227850752865,9.209689,,,,,,,,,,,41628.54,0,0,0,0,0,88592.09,92013.76,79143.83,0,
11097,958.5770574882008,9.210369,,,,,,,,,,,24633.541,19231.22,0,17058.857,0,0,14758.234,0,8719.834,0,
11098,793.4612242989168,9.210432,,,,,,,,,,,0,0,2930.8154,0,0,0,0,0,0,0,
11099,590.3462357502461,9.2113285,,,,,,,,,,,0,9806.471,10709.694,12695.09,8472.842,17703.64,17808.836,18830.291,17324.61,18315.533,
11100,551.3184026318474,9.211958,,,,,,,,,,,0,0,0,0,0,4536.987,0,0,0,0,
11101,753.5386126974266,9.211958,,,,,,,,,,,0,0,0,0,0,5181.587,0,0,0,0,
11102,761.4947683434635,9.211958,,,,,,,,,,,0,0,0,0,0,4848.707,0,0,0,0,
11103,486.1896083752355,9.212112,,,,,,,,,,,25328.531,30129.564,27910.531,30195.316,29053.031,39232.117,35340.64,36855.48,40688.04,37229.266,
11104,790.4710332529669,9.212701,,,,,,,,,,,0,15963.049,15268.512,16333.568,0,0,15577.035,17462.7,3854.0193,17744.746,
11105,617.2733891230356,9.212886,,,,,,,,,,,10655.862,0,8514.933,0,8879.2,0,15627.382,0,11456.672,14632.754,
11106,527.2244700934086,9.212946,,,,,,,,,,,0,7280.28,5868.915,0,7981.4,10749.048,0,9889.965,0,14256.684,
11107,795.5010394570038,9.212988,,,,,,,,,,,0,0,0,5334.1025,0,0,0,0,0,0,
11108,942.542800974792,9.213047,,,,,,,,,,,0,6128.414,0,0,0,0,9607.932,7586.1626,10029.319,9548.634,
11109,521.3073765931895,9.213179,,,,,,,,,,,0,0,0,0,0,2288.8645,0,0,2294.2417,0,
11110,787.4505221808461,9.213523,,,,,,,,,,,0,5811.846,3793.2227,5789.9688,0,0,0,0,0,4609.1675,
11111,550.3147697055489,9.213597,,,,,,,,,,,8324.196,12802.592,10392.1455,13439.927,10404.963,22583.97,21572.012,23986.332,20306.594,21902.264,
11112,326.06436115210363,9.213722,,,,,,,,,,,26526.451,33810.86,33022.766,34684.41,44128.484,41758.676,45792.34,47124.875,47298.01,48521.7,
11113,366.09556606675267,9.21372,,,,,,,,,,,23494.016,24632.146,24619.115,34271.285,34043.324,38181.92,38182.777,40683.45,42701.117,45779.684,
11114,652.198213232992,9.213718,,,,,,,,,,,5456.2373,5231.2793,8741.78,0,7459.967,15932.31,13167.146,13486.514,0,10467.865,
11115,776.5230556952903,9.214241,,,,,,,,,,,89009.06,88368.695,0,0,92778.2,187239.12,175485.9,202649.56,173682.62,182245.52,
11116,605.2117184038709,9.214878,,,,,,,,,,,0,0,0,0,0,0,0,8881.192,0,6312.087,
11117,968.5464982265895,9.214878,,,,,,,,,,,0,0,0,0,0,0,0,8545.181,0,11199.314,
11118,599.4909812954074,9.214979,,,,,,,,,,,25411.129,0,24723.025,0,0,0,0,0,0,0,
11119,419.2760278560251,9.215199,,,,,,,,,,,14257.363,11987.122,13253.825,25421.908,13741.342,25913.506,20644.586,21573.855,24442.975,21278.893,
11120,597.4846225337926,9.215231,,,,,,,,,,,326572.94,300846.5,305623.94,508516.44,318227.6,635585.9,438787.25,483329.8,514667.8,476706.88,
11121,839.5193522597258,9.215296,,,,,,,,,,,86464.42,86442.67,84391.38,97598.88,95055.9,186272.52,187835.88,188794.84,172501.31,180326.3,
11122,558.4199525449652,9.21585,,,,,,,,,,,0,0,0,0,5433.5825,11587.873,0,0,0,8872.391,
11123,594.2838430757489,9.21679,,,,,,,,,,,10774.858,12742.826,11227.658,19291.154,13592.564,22067.572,22853.705,29615.592,25036.28,21573.201,
11124,857.4943490070531,9.217258,,,,,,,,,,,0,12655.124,10504.517,16793.008,13840.213,0,16227.293,21857.264,18300.469,18497.537,
11125,382.09058420696766,9.217325,,,,,,,,,,,8789.829,6044.8154,7551.4224,12728.887,0,14795.099,0,12940.148,15030.083,14052.032,
11126,663.2531857625565,9.217374,,,,,,,,,,,0,7122.712,0,6948.153,5360.1694,7752.729,8615.974,11032.077,8034.4497,10665.183,
11127,487.1932808596018,9.217395,,,,,,,,,,,0,0,0,6119.4385,0,6401.9736,0,7321.646,0,6606.1665,
11128,553.2762616083058,9.217449,,,,,,,,,,,134484.4,135820.97,0,0,0,0,198621.12,0,206372.92,0,
11129,613.3104723905943,9.217569,,,,,,,,,,,0,0,3656.721,0,7420.0557,10824.522,11631.678,11262.98,11733.973,0,
11130,560.2263683765575,9.217787,,,,,,,,,,,0,0,7329.59,6943.6484,0,9309.001,9937.81,10053.89,0,0,
11131,400.10125411733645,9.217817,,,,,,,,,,,0,0,3591.5464,0,0,0,0,7817.287,0,0,
11132,792.5419257468503,9.217864,,,,,,,,,,,0,0,0,0,16828.105,0,0,0,0,0,
11133,480.1638650410908,9.218201,,,,,,,,,,,0,10838.689,0,11669.978,9849.121,15507.891,0,12900.514,17344.86,14010.364,
11134,462.1534539124396,9.218268,,,,,,,,,,,5854.3467,0,4711.1377,9022.876,0,11085.929,9230.968,10690.272,0,10880.008,
11135,406.1269325053139,9.218346,,,,,,,,,,,28676.102,31374.9,29616.182,36384.246,24877.13,46882.32,36054.53,41119.684,42372.977,49258.777,
11136,552.2729263836077,9.218411,,,,,,,,,,,466389.72,435911.22,453681.1,548765.75,489683.6,697593.94,630854.56,738062.9,676018.1,689658.3,
11137,520.1947808813967,9.218435,,,,,,,,,,,0,0,9553.289,0,0,9171.107,10739.143,6989.6997,6335.899,13970.195,
11138,615.268567450656,9.218445,,,,,,,,,,,163083.61,154729.92,159566.45,169539.89,223850.28,241769.05,221406.25,309407.5,236188.53,236982.28,
11139,583.2997614092233,9.218501,,,,,,,,,,,0,3741.274,0,0,5089.785,7794.306,4910.156,6706.563,0,7770.863,
11140,747.5161427511647,9.2185135,,,,,,,,,,,49179.125,44098.23,47734.863,0,50433.207,0,71315.21,74894.34,0,79360.57,
11141,550.2786879941895,9.21871,,,,,,,,,,,1160.1304,0,0,0,0,0,0,0,0,0,
11142,342.0591926029016,9.219105,,,,,,,,,,,0,0,0,4254.5645,0,0,0,3227.5586,0,0,
11143,407.1303126226515,9.219349,,,,,,,,,,,4276.585,0,0,0,0,0,0,8841.336,8742.778,0,
11144,710.4398266353153,9.219609,,,,,,,,,,,0,0,3067.6226,0,0,6131.127,0,6112.6865,6605.873,6633.648,
11145,809.5088385351512,9.219884,,,,,,,,,,,117114.914,100111.984,92411.336,117270.74,114892.76,172713.11,161911.33,162126.69,151959.58,170677.98,
11146,446.1573384706464,9.219935,,,,,,,,,,,19023.184,22941.217,20902.148,25743.69,22759.953,34716.777,30223.934,30347.598,34394.812,38809.01,
11147,669.3383606700688,9.220884,,,,,,,,,,,0,0,0,0,0,0,4020.9104,0,3926.667,0,
11148,600.2578969370707,9.220989,,,,,,,,,,,9624.465,8478.642,0,13319.721,9467.758,18207.182,14739.095,15850.89,13563.572,17487.432,
11149,440.13258242277095,9.221213,,,,,,,,,,,3889.4539,6199.332,6482.114,0,0,8445.291,7097.7676,8213.8125,9828.82,7599.061,
11150,637.2504210114515,9.221419,,,,,,,,,,,6333.8574,6776.224,10661.162,6207.924,8801.23,14660.224,11182.82,13454.92,11423.338,11006.198,
11151,637.4110718841823,9.221498,,,,,,,,,,,0,0,0,9315.542,0,0,0,0,8064.128,0,
11152,616.2720272282453,9.221609,,,,,,,,,,,53846.49,0,48698.203,0,0,0,71136.08,0,80974.164,78700.27,
11153,858.4990016286973,9.222483,,,,,,,,,,,0,0,0,0,6741.075,8370.497,0,9838.719,0,8984.555,
11154,600.3664983982062,9.222617,,,,,,,,,,,0,0,0,0,3804.2065,0,6690.593,0,0,0,
11155,526.220887200893,9.223162,,,,,,,,,,,30066.752,33742.965,33998.69,36474.72,36506.086,45118.168,41416.785,40826.074,45665.84,48787.625,
11156,520.3041590223069,9.223182,,,,,,,,,,,7069.5127,5773.657,0,0,7091.228,11576.364,9875.708,10950.096,0,0,
11157,670.408484236805,9.223245,,,,,,,,,,,0,10803.001,0,0,11681.791,15402.425,0,13053.012,0,12049.364,
11158,746.5126855673358,9.223571,,,,,,,,,,,0,0,0,95112.33,0,155968.44,0,0,128097.67,0,
11159,819.550429368058,9.224418,,,,,,,,,,,0,238100.64,0,0,0,0,289147.3,0,0,339949.5,
11160,560.3352051533832,9.2244625,,,,,,,,,,,0,0,0,0,6481.6436,9874.788,8257.455,0,7880.8403,10174.006,
11161,692.41513852583,9.224679,,,,,,,,,,,0,5952.909,0,0,0,0,0,0,0,0,
11162,870.5719533917108,9.224679,,,,,,,,,,,0,8978.792,0,0,0,0,0,0,0,0,
11163,682.4077724588662,9.225182,,,,,,,,,,,0,0,0,5142.6025,3256.1243,0,0,0,5515.6123,0,
11164,367.0991229383197,9.225223,,,,,,,,,,,0,0,0,0,0,0,0,8732.101,0,0,
11165,591.3498470538907,9.225223,,,,,,,,,,,0,0,0,0,0,0,0,5800.566,0,0,
11166,657.3242553561805,9.225223,,,,,,,,,,,0,0,0,0,0,0,0,4870.6055,0,0,
11167,748.5190689370302,9.225264,,,,,,,,,,,10582.976,12198.742,0,0,12351.117,0,0,0,0,0,
11168,422.12195746601697,9.225755,,,,,,,,,,,0,7443.83,7411.038,0,0,10784.447,9598.221,0,11228.135,11238.562,
11169,542.2159713958065,9.226397,,,,,,,,,,,0,0,4541.137,0,0,5893.3374,0,0,0,0,
11170,818.5340201517716,9.226416,,,,,,,,,,,0,0,0,0,0,9463.333,0,0,0,0,
11171,674.4030385184082,9.226855,,,,,,,,,,,0,0,0,8840.778,0,4162.8057,0,7642.1133,0,0,
11172,577.2619843452285,9.226937,,,,,,,,,,,0,0,0,0,0,3990.3662,3755.6785,0,0,0,
11173,724.4234951974614,9.227504,,,,,,,,,,,30146.576,0,0,0,29285.26,0,11945.424,0,14615.567,0,
11174,982.5619026943656,9.228366,,,,,,,,,,,17449.887,0,18439.992,20877.984,19414.008,0,7682.075,0,0,7178.8354,
11175,837.4873840119535,9.228425,,,,,,,,,,,9971.886,11893.57,10754.775,0,0,0,0,0,0,0,
11176,687.3113820827793,9.228748,,,,,,,,,,,0,0,0,4504.0254,0,0,0,0,0,0,
11177,843.4447386806696,9.228974,,,,,,,,,,,10012.565,9538.702,0,8474.625,0,0,0,0,0,0,
11178,1185.7341287536847,9.229552,,,,,,,,,,,0,5879.058,10342.796,0,0,55605.008,20950.783,17962.95,10076.378,0,
11179,610.3361162327958,9.229848,,,,,,,,,,,0,0,6161.1274,0,5321.223,0,0,0,0,0,
11180,873.5878433679494,9.229886,,,,,,,,,,,186682.84,0,153346.31,164460.22,0,0,0,0,0,0,
11181,625.4864245546473,9.230007,,,,,,,,,,,0,0,0,0,0,0,0,0,3030.1648,0,
11182,725.6042787082165,9.230007,,,,,,,,,,,0,0,0,0,0,0,0,0,1508.8317,0,
11183,771.4406224746131,9.230007,,,,,,,,,,,0,0,0,0,0,0,0,0,13064.653,0,
11184,554.2786754001758,9.230088,,,,,,,,,,,8477.684,34849.324,0,30336.344,27401.465,39879.81,35733.836,0,0,40510.348,
11185,565.1799836833166,9.230678,,,,,,,,,,,0,0,0,0,0,6087.8423,0,0,6839.0156,6793.4,
11186,739.5112453697151,9.23158,,,,,,,,,,,7710.883,6920.403,10785.896,13058.87,0,5892.92,19044.395,0,0,12138.818,
11187,853.5356589709854,9.232298,,,,,,,,,,,71439.74,60741.64,46162.617,39081.234,0,91080.7,88820.75,54393.96,89254.32,66831.63,
11188,734.3482999175437,9.23255,,,,,,,,,,,0,0,0,0,2611.4722,0,0,0,0,0,
11189,761.4010870992596,9.23255,,,,,,,,,,,0,0,0,0,7313.8164,0,0,0,0,0,
11190,555.2809831601098,9.232809,,,,,,,,,,,0,0,0,0,0,0,0,0,4648.9097,5079.1177,
11191,723.4195881349395,9.233039,,,,,,,,,,,83312.55,89549.7,100225.445,114804.27,99032.85,35134.098,0,37405.785,57144.703,53722.715,
11192,525.1488442179634,9.233749,,,,,,,,,,,0,0,2933.678,0,0,5082.021,0,0,8022.8975,5121.7754,
11193,757.4264801467643,9.233963,,,,,,,,,,,40461.77,36916.47,39134.883,49924.54,38488.03,0,13069.095,0,22651.662,20537.934,
11194,871.5814208908381,9.233963,,,,,,,,,,,1468069.1,1470098.9,1478665.0,1797740.6,1548753.8,696429.56,765853.44,651711.4,871964.56,867221.94,
11195,762.439083944312,9.234798,,,,,,,,,,,20607.488,21177.135,23335.307,0,20567.244,0,0,8729.602,0,0,
11196,763.4511149497223,9.23555,,,,,,,,,,,69588.7,71307.266,77337.16,78105.08,62388.19,25913.863,33647.44,20928.086,51317.504,34139.207,
11197,764.4548307548625,9.235608,,,,,,,,,,,26742.01,24090.049,23962.695,30521.686,27371.623,0,0,0,0,0,
