feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:POS_liver1_0.mzML:area,datafile:POS_liver1_1.mzML:area,datafile:POS_liver1_2.mzML:area,datafile:POS_liver1_3.mzML:area
46495,16.9901,612.55568,612.55615,0.7672765997863745,C37H70O5,CCCCCCCCCCCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,DG 16:0_18:1,DG 16:0_18:1(6),0.6804999999999986,0.8571000000000879,0.02459857194799309,0.1734388575584031,All,Some,9418327.88202215,,4961853.681071773,0.0
46495,16.9901,612.55568,612.55615,0.7672765997863745,C37H70O5,CCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,DG 16:0_18:1,DG 16:0_18:1(11),0.9431000000000012,0.4958350000000564,0.0,0.14389350000000578,All,None,0.0,,3061146.3189282264,0.0
46532,17.0098,780.58906,780.59017,1.4220009969200658,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(9)_22:4(7,10,13,16)",0.7667499999999983,0.7249862500000432,0.36172114519315024,0.43855054115452435,Some,Some,0.0,171798.51143112214,173210.66481894493,145169.13376795963
46532,17.0098,780.58906,780.59017,1.4220009969200658,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(6)_22:4(7,10,13,16)",0.766449999999999,0.6723437500000102,0.311042878400074,0.3927136777200601,Some,Some,0.0,205457.32251678762,189316.6460963269,159132.98841148717
46532,17.0098,780.58906,780.59017,1.4220009969200658,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(11)_22:4(7,10,13,16)",0.7483199999999997,0.7509340000000293,0.2873386059606808,0.37979628476854754,All,Some,0.0,212844.16605209018,210672.68908472813,155997.8778205532
47214,17.1162,780.58908,780.59017,1.3963793573989007,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(9)_22:4(7,10,13,16)",0.8636571428571419,0.8089571428571551,0.3233949852393297,0.4259774167628935,Some,Some,97611.88123727721,0.0,0.0,0.0
47214,17.1162,780.58908,780.59017,1.3963793573989007,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(6)_22:4(7,10,13,16)",0.8067749999999982,0.7226825000000048,0.3045682263931008,0.39660033111448095,Some,Some,81935.80259172831,0.0,0.0,0.0
47214,17.1162,780.58908,780.59017,1.3963793573989007,C45H82NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:1_22:4,"PE O-18:1(11)_22:4(7,10,13,16)",0.7603799999999993,0.7569240000000036,0.2815116128936481,0.3769396903149188,All,Some,56852.31617099449,0.0,0.0,0.0
47289,17.1289,654.56627,654.56672,0.6874776646156523,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(5),0.8448999999999991,0.9312100000000783,0.16971451192243983,0.3133826095379596,All,Some,24724.014628199922,,0.0,
47289,17.1289,654.56627,654.56672,0.6874776646156523,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(9),1.0,0.9997999999999365,0.0,0.19997999999999366,All,None,127937.62698090207,,0.0,
47289,17.1289,654.56627,654.56672,0.6874776646156523,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(6),0.6191999999999993,0.9435849999999277,0.0,0.15627849999999271,All,None,21138.35839089801,,0.0,
47949,17.3095,638.57141,638.5718,0.610737899854842,C39H72O5,CCCCCCCCC=CCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:2,"DG 18:0_18:2(6,9)",0.7983999999999991,0.8845775000000486,0.0,0.16829775000000477,All,None,0.0,0.0,68521.60379787936,0.0
47949,17.3095,638.57141,638.5718,0.610737899854842,C39H72O5,CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:2,"DG 18:0_18:2(9,12)",0.8365999999999989,0.7075375000000008,0.0,0.15441375,All,None,0.0,0.0,2657478.3962021205,3008000.0
48099,17.3459,638.57129,638.5718,0.7986572536974164,C39H72O5,CCCCCCCCC=CCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:2,"DG 18:0_18:2(6,9)",0.7255999999999982,0.8844575000000106,0.0,0.1610057500000009,All,None,2242678.046843986,118029.02907344348,0.0,0.0
48099,17.3459,638.57129,638.5718,0.7986572536974164,C39H72O5,CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:2,"DG 18:0_18:2(9,12)",0.8693000000000008,0.7073524999999563,0.0,0.1576652499999957,All,None,906321.9531560142,3011970.9709265567,0.0,0.0
48245,17.3772,640.57778,640.58745,15.095518964706953,C39H74O5,CCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(11),0.982999999999997,0.9387799999999515,0.0,0.19217799999999485,All,None,0.0,0.0,,0.0
48245,17.3772,640.57778,640.58745,15.095518964706953,C39H74O5,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(9),0.814199999999996,0.8955799999999385,0.0,0.17097799999999347,All,None,212730.36919412465,0.0,,0.0
48245,17.3772,640.57778,640.58745,15.095518964706953,C39H74O5,CCCCCCCCCCCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(6),0.639400000000002,0.8294399999999769,0.0,0.1468839999999979,All,None,85969.63080587533,0.0,,0.0
48407,17.4185,680.58207,680.58237,0.44079895858115437,C41H74O6,CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_10:0_18:2,"TG 10:0_10:0_18:2(9,12)",0.948133333333331,0.8369600000000522,0.0071277323679110735,0.1842115192276672,All,Some,183254.83921917318,0.0,0.0,0.0
48407,17.4185,680.58207,680.58237,0.44079895858115437,C41H74O6,CCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_10:0_18:2,"TG 10:0_10:0_18:2(6,9)",0.8934999999999977,0.6721625000000131,0.0,0.1565662500000011,All,None,7745.160780826807,0.0,0.0,0.0
50855,18.1814,666.60284,666.6031,0.39003719008460075,C41H76O5,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(11)_20:1(13),0.9623999999999988,0.9263699999999631,0.0,0.1888769999999962,All,None,,0.0,115700.0,0.0
50855,18.1814,666.60284,666.6031,0.39003719008460075,C41H76O5,CCCCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(11)_20:1(11),0.964599999999999,0.9118224999999995,0.0,0.18764224999999987,All,None,,0.0,115700.0,0.0
50855,18.1814,666.60284,666.6031,0.39003719008460075,C41H76O5,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(9)_20:1(13),0.964599999999999,0.9118224999999995,0.0,0.18764224999999987,All,None,,0.0,115700.0,0.0
50977,18.204,666.60286,666.6031,0.36003432938757596,C41H76O5,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(11)_20:1(13),0.9832000000000001,0.9263899999999126,0.0,0.19095899999999127,All,None,168600.0,,0.0,163226.74358455345
50977,18.204,666.60286,666.6031,0.36003432938757596,C41H76O5,CCCCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(11)_20:1(11),0.9757999999999996,0.9118449999999427,0.0,0.18876449999999423,All,None,0.0,,0.0,12246.512830893102
50977,18.204,666.60286,666.6031,0.36003432938757596,C41H76O5,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,DG 18:1_20:1,DG 18:1(9)_20:1(13),0.9757999999999996,0.9118449999999427,0.0,0.18876449999999423,All,None,168600.0,,0.0,163226.74358455345
51317,18.2369,640.5873,640.58745,0.2341600666112752,C39H74O5,CCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(11),0.7999000000000009,0.9248949999999923,0.0,0.17247949999999934,All,None,0.0,0.0,0.0,0.0
51317,18.2369,640.5873,640.58745,0.2341600666112752,C39H74O5,CCCCCCCCCCCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(6),0.7026000000000039,0.7898200000000486,0.0,0.14924200000000526,All,None,0.0,0.0,0.0,990000.0
51317,18.2369,640.5873,640.58745,0.2341600666112752,C39H74O5,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(9),0.5016999999999996,0.9110699999999952,0.0,0.1412769999999995,All,None,0.0,0.0,867500.0,0.0
51318,18.2371,682.59757,682.59802,0.6592459790620658,C41H76O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_16:1,TG 10:0_12:0_16:1(9),0.9528000000000034,0.9248099999999795,0.0,0.1877609999999983,All,None,0.0,990725.9360574456,,0.0
51318,18.2371,682.59757,682.59802,0.6592459790620658,C41H76O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_16:1,TG 10:0_12:0_16:1(7),0.7679000000000009,0.9337450000000445,0.0,0.17016450000000455,All,None,0.0,406274.0639425543,,1444000.0
51318,18.2371,682.59757,682.59802,0.6592459790620658,C41H76O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_16:1,TG 10:0_12:0_16:1(6),0.7999000000000009,0.8541649999999663,0.0,0.16540649999999674,All,None,1350000.0,0.0,,0.0
51409,18.2671,640.58712,640.58745,0.5151521466157946,C39H74O5,CCCCCCC=CCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(11),0.8317000000000014,0.9248000000000047,0.0,0.17565000000000064,All,None,1123000.0,381391.9161263623,0.0,0.0
51409,18.2671,640.58712,640.58745,0.5151521466157946,C39H74O5,CCCCCCCCCCCC=CCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(6),0.6015000000000015,0.8368450000000394,0.0,0.14383450000000408,All,None,0.0,723608.0838736378,0.0,0.0
51409,18.2671,640.58712,640.58745,0.5151521466157946,C39H74O5,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,DG 18:0_18:1,DG 18:0_18:1(9),0.22759999999999536,0.9566499999999678,0.0,0.11842499999999631,All,None,0.0,0.0,0.0,0.0
51790,18.3999,708.67816,708.61367,91.00868742779355,C43H78O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:2,"TG 10:0_12:0_18:2(9,12)",0.8778000000000006,0.9456999999999312,0.0,0.18234999999999318,All,None,,377300.0,,210445.99943454904
51790,18.3999,708.67816,708.61367,91.00868742779355,C43H78O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:2,"TG 10:0_12:0_18:2(6,9)",0.9633500000000019,0.7365200000000129,0.0,0.1699870000000015,All,None,,0.0,,159554.00056545093
51930,18.4181,708.61305,708.61367,0.8749478399317069,C43H78O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:2,"TG 10:0_12:0_18:2(9,12)",0.914200000000001,0.975529999999992,0.0,0.1889729999999993,All,None,,2311000.0,,533732.9184142876
51930,18.4181,708.61305,708.61367,0.8749478399317069,C43H78O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:2,"TG 10:0_12:0_18:2(6,9)",0.9750000000000014,0.7164550000000247,0.0,0.1691455000000026,All,None,,0.0,,2524267.0815857123
56254,19.2769,715.58398,715.58471,1.0201447708069624,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCC,[M+Na]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(11),0.43900000000000006,0.48242500000003474,0.13088357641386136,0.19684936113109258,All,Some,0.0,0.0,444548.1761371894,0.0
56254,19.2769,715.58398,715.58471,1.0201447708069624,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+Na]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(9),0.8678999999999988,0.9466899999999896,0.0,0.18145899999999884,All,None,0.0,0.0,651451.8238628106,0.0
56254,19.2769,715.58398,715.58471,1.0201447708069624,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCC,[M+Na]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(6),0.9310000000000045,0.818429999999978,0.0,0.17494299999999824,All,None,0.0,0.0,0.0,1140000.0
56422,19.2943,710.62852,710.62932,1.1257627253918503,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(6),0.992600000000003,0.8203499999999622,0.41980593229833085,0.5171397458386613,All,Some,,8142111.237230419,813858.605025588,
56422,19.2943,710.62852,710.62932,1.1257627253918503,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(11),0.4115000000000002,0.9311699999999519,0.2701491567389776,0.3503863253911773,All,Some,,0.0,5143488.011040193,
56422,19.2943,710.62852,710.62932,1.1257627253918503,C43H80O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_18:1,TG 10:0_12:0_18:1(9),0.8938999999999986,0.9407449999999926,0.0,0.18346449999999914,All,None,,937888.7627695801,3207653.383934219,
57392,19.4282,736.64423,736.64497,1.0045544734401284,C45H82O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_12:0_18:2,"TG 12:0_12:0_18:2(9,12)",0.7670666666666696,0.93910999999999,0.14459965672974168,0.2862973920504593,All,Some,,4376322.164543023,34320000.0,0.0
57392,19.4282,736.64423,736.64497,1.0045544734401284,C45H82O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_12:0_18:2,"TG 12:0_12:0_18:2(6,9)",0.5161999999999978,0.6437500000000682,0.0,0.1159950000000066,All,None,,29263677.83545698,0.0,34250000.0
57765,19.5098,1014.75452,1014.75452,0.0,C67H96O6,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,[M+NH4]+,TG 20:5_22:6_22:6,"TG 20:5(5,8,11,14,17)_22:6(4,7,10,13,16,19)_22:6(4,7,10,13,16,19)",0.5565999999999978,0.715646250000006,0.30464950793780265,0.3709442313502425,Some,Some,0.0,169500.0,0.0,0.0
57776,19.51,1014.75504,1014.75452,0.5124392055443796,C67H96O6,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,[M+NH4]+,TG 20:5_22:6_22:6,"TG 20:5(5,8,11,14,17)_22:6(4,7,10,13,16,19)_22:6(4,7,10,13,16,19)",0.5692000000000028,0.6773170000000505,0.3078767403255348,0.37095309226043316,Some,Some,0.0,0.0,157500.0,147000.0
58188,19.5971,654.52989,654.56672,56.26622752835497,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(6),0.5474999999999959,0.8558450000000448,0.29122552020498627,0.3733149161639931,All,Some,32379.719996059543,0.0,,0.0
58188,19.5971,654.52989,654.56672,56.26622752835497,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(9),0.7680000000000007,0.9499700000000644,0.0,0.17179700000000653,All,None,546720.2800039405,0.0,,0.0
58188,19.5971,654.52989,654.56672,56.26622752835497,C39H72O6,CCCCCCCCCCCC(=O)OC(COC(=O)CCCC=CCCCCCCCC)COC(=O)CCCCCCCCC,[M+NH4]+,TG 10:0_12:0_14:1,TG 10:0_12:0_14:1(5),0.5539999999999949,0.8153700000000299,0.0,0.1369370000000025,All,None,0.0,0.0,,0.0
59406,19.8118,990.75458,990.75452,0.06055990547071967,C65H96O6,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,[M+NH4]+,TG 20:4_20:5_22:6,"TG 20:4(5,8,11,14)_20:5(5,8,11,14,17)_22:6(4,7,10,13,16,19)",0.6211714285714314,0.7194157142857713,0.5995040064072912,0.6136619194115533,Some,Some,0.0,729000.0,453261.3226165273,465461.38177532377
59406,19.8118,990.75458,990.75452,0.06055990547071967,C65H96O6,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC,[M+NH4]+,TG 20:4_20:5_22:6,"TG 20:4(8,11,14,17)_20:5(5,8,11,14,17)_22:6(4,7,10,13,16,19)",0.6807333333333349,0.7444483333333665,0.48978777052957895,0.5343483830903334,Some,Some,0.0,0.0,283638.6773834727,323538.61822467623
59769,19.906,814.68866,814.69192,4.001512620813452,C51H88O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(9,12)_18:3(9,12,15)",0.7055666666666672,0.792488333333362,0.6613416922648631,0.6788788538118934,Some,Some,0.0,0.0,0.0,11022603.513818968
59769,19.906,814.68866,814.69192,4.001512620813452,C51H88O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(6,9)_18:3(6,9,12)",0.78735,0.8944350000000156,0.5477133117231956,0.606349149378558,Some,Some,0.0,0.0,0.0,580899.0033905271
59769,19.906,814.68866,814.69192,4.001512620813452,C51H88O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(6,9)_18:3(9,12,15)",0.6103500000000013,0.8077612500000413,0.4962281633429744,0.5387936556743838,Some,Some,0.0,0.0,0.0,6876497.482790506
59783,19.9119,852.70724,852.74395,43.04926467093038,C55H94O5,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COCCCCCCC=CCC=CCC=CCC=CCC=CCC,[M+NH4]+,TG O-22:5_12:0_18:2,"TG O-22:5(7,10,13,16,19)_12:0_18:2(6,9)",0.72744,0.7980789999999842,0.5431075314256361,0.5870379251405072,Some,Some,0.0,138062.13126387508,155767.36753026952,128647.57173851154
59783,19.9119,852.70724,852.74395,43.04926467093038,C55H94O5,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COCCCC=CCC=CCC=CCC=CCC=CCCCCC,[M+NH4]+,TG O-22:5_12:0_18:2,"TG O-22:5(4,7,10,13,16)_12:0_18:2(6,9)",0.6638000000000004,0.606581111111129,0.557254818447625,0.572841965869213,Some,Some,0.0,222807.703153359,208917.5969925791,213729.19336294252
59783,19.9119,852.70724,852.74395,43.04926467093038,C55H94O5,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COCCCCCCC=CCC=CCC=CCC=CCC=CCC,[M+NH4]+,TG O-22:5_12:0_18:2,"TG O-22:5(7,10,13,16,19)_12:0_18:2(9,12)",0.7925600000000003,0.8132379999999785,0.3615760836891497,0.44984066695131764,Some,Some,0.0,226330.1655827659,191415.03547715142,192323.23489854595
59791,19.916,869.66214,869.66296,0.942894014913619,C55H90O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+Na]+,TG 12:0_18:2_22:6,"TG 12:0_18:2(6,9)_22:6(4,7,10,13,16,19)",0.8766545454545468,0.702511818181847,0.43293434941154346,0.5042641158928741,Some,Some,0.0,0.0,770886.6175695673,814425.455239013
59791,19.916,869.66214,869.66296,0.942894014913619,C55H90O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+Na]+,TG 12:0_18:2_22:6,"TG 12:0_18:2(9,12)_22:6(4,7,10,13,16,19)",0.8591818181818195,0.8351918181818561,0.3795873344733748,0.4731072312150674,Some,Some,0.0,0.0,692113.3824304326,725574.5447609869
59947,19.9273,814.6891,814.69192,3.46143116275017,C51H88O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(9,12)_18:3(9,12,15)",0.7309000000000007,0.7927983333333751,0.681844971852819,0.6978458108155928,Some,Some,6770104.543483977,0.0,11232697.773056906,0.0
59947,19.9273,814.6891,814.69192,3.46143116275017,C51H88O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(9,12)_18:3(6,9,12)",0.7336500000000008,0.9196300000000406,0.5459522646301561,0.602089811704129,Some,Some,6461153.176458883,0.0,10678636.763085263,0.0
59947,19.9273,814.6891,814.69192,3.46143116275017,C51H88O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(6,9)_18:3(6,9,12)",0.6823000000000002,0.8752083333333758,0.5311091572320542,0.580638159118981,Some,Some,5008742.280057139,0.0,408665.46385783027,0.0
60000,19.9408,814.6889,814.69192,3.7069227346605467,C51H88O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(9,12)_18:3(9,12,15)",0.6750333333333339,0.7926483333332991,0.680059295128337,0.6908156027693328,Some,Some,0.0,10145921.628083268,0.0,0.0
60000,19.9408,814.6889,814.69192,3.7069227346605467,C51H88O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(6,9)_18:3(6,9,12)",0.6732999999999999,0.8750083333332933,0.5104526669551959,0.563192966897486,Some,Some,0.0,9639899.702606566,0.0,0.0
60000,19.9408,814.6889,814.69192,3.7069227346605467,C51H88O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCC,[M+NH4]+,TG 12:0_18:2_18:3,"TG 12:0_18:2(9,12)_18:3(6,9,12)",0.7201500000000003,0.9194299999999487,0.49856668980399854,0.5628113518431938,Some,Some,0.0,1024178.6693101638,0.0,0.0
60447,20.0147,750.65971,750.697,49.673836447973684,C47H88O5,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COCCCCCCCCCCCC,[M+NH4]+,TG O-12:0_14:0_18:2,"TG O-12:0_14:0_18:2(9,12)",0.4700500000000023,0.7468199999999854,0.7110759540948154,0.6905477632758511,All,All,66814.49935843545,0.0,0.0,0.0
