feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_3.mzML:area
33111,15.271,673.48104,673.48138,0.5048394952469071,C37H71O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(11),0.8973999999999993,0.5048500000000331,0.10722179729743575,0.22600243783795188,All,Some,0.0,0.0,0.0,905900.0
33111,15.271,673.48104,673.48138,0.5048394952469071,C37H71O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(9),0.9525000000000006,0.8948049999999625,0.0,0.1847304999999963,All,None,0.0,0.0,0.0,0.0
33111,15.271,673.48104,673.48138,0.5048394952469071,C37H71O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(6),0.7698,0.9066250000000196,0.0,0.16764250000000197,All,None,1170000.0,0.0,0.0,0.0
33129,15.2776,705.46875,705.50759,55.052561518225716,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(9)_16:0,0.5390000000000015,0.500485000000026,0.17881597967103036,0.24700128373682703,All,Some,24760.829833750136,0.0,0.0,4683.364659925625
33129,15.2776,705.46875,705.50759,55.052561518225716,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(7)_16:0,0.7388999999999992,0.09519500000004655,0.16650755997293307,0.21661554797835103,All,Some,0.0,280765.4190668637,10449.82148871674,226721.52192064503
33129,15.2776,705.46875,705.50759,55.052561518225716,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(6)_16:0,0.9428999999999981,0.5084600000000137,0.0,0.14513600000000118,All,None,202439.17016624985,45534.58093313629,409950.1785112833,26495.11341942935
33257,15.3088,744.554,744.55488,1.1819142197442187,C41H80NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(9),0.9989999999999988,0.9381599999999253,0.0,0.1937159999999924,All,Some,,,207095.94341482647,0.0
33257,15.3088,744.554,744.55488,1.1819142197442187,C41H80NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(11),0.8636000000000017,0.9170099999998911,0.0,0.17806099999998928,All,None,,,61804.0565851735,641.5724425190685
33257,15.3088,744.554,744.55488,1.1819142197442187,C41H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(6),0.7332999999999998,0.8887899999999149,0.0,0.1622089999999915,All,None,,,0.0,157458.42755748093
33402,15.3153,673.481,673.48138,0.5642323770704499,C37H71O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(11),0.8973999999999993,0.5048500000000331,0.1033743867283663,0.22292450938269628,All,Some,0.0,1856950.6417160532,0.0,0.0
33402,15.3153,673.481,673.48138,0.5642323770704499,C37H71O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(9),0.9597000000000016,0.9129899999999793,0.0,0.1872689999999981,All,None,0.0,65049.358283946756,0.0,0.0
33402,15.3153,673.481,673.48138,0.5642323770704499,C37H71O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(6),0.7048000000000005,0.8883450000000721,0.0,0.15931450000000727,All,None,1114000.0,0.0,0.0,0.0
33635,15.3278,766.53899,766.53923,0.31309552149404335,C43H78NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(5,8,11,14)",0.9582250000000005,0.8912425000000468,0.1430051519730433,0.2993508715784394,All,Some,15852360.843682935,0.0,39372476.66152843,0.0
33635,15.3278,766.53899,766.53923,0.31309552149404335,C43H78NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(8,11,14,17)",0.8668333333333335,0.7743950000000458,0.05811370355098606,0.2106137961741268,All,Some,2187639.156317065,0.0,37523.338471573115,0.0
33638,15.3315,766.53888,766.53923,0.4565976356172008,C43H78NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(5,8,11,14)",0.9577000000000004,0.8911324999999692,0.1374724260605501,0.2948611908484371,All,Some,21941286.731782723,33680000.0,0.0,31967928.614292793
33638,15.3315,766.53888,766.53923,0.4565976356172008,C43H78NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(8,11,14,17)",0.8980000000000004,0.7360979999999927,0.06668150027149436,0.21675500021719482,All,Some,2018713.2682172784,0.0,0.0,1792071.3857072035
33916,15.3658,673.48117,673.48138,0.311812629362594,C37H71O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(11),0.8427999999999987,0.5047800000000393,0.10957394039241271,0.222417152313934,All,Some,,0.0,1468257.7768560764,84547.8952370304
33916,15.3658,673.48117,673.48138,0.311812629362594,C37H71O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(9),0.9605999999999995,0.9130950000000553,0.0,0.1873695000000055,All,None,,0.0,0.0,20314.91782200358
33916,15.3658,673.48117,673.48138,0.311812629362594,C37H71O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(6),0.8140000000000001,0.8706100000001129,0.0,0.1684610000000113,All,None,,0.0,928742.2231439237,1067137.186940966
34169,15.408,705.46845,705.50759,55.47778727665927,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(7)_16:0,0.4510000000000005,0.21643500000004678,0.5853720580280994,0.5350411464224842,All,All,0.0,0.0,0.0,0.0
34169,15.408,705.46845,705.50759,55.47778727665927,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(9)_16:0,0.5390000000000015,0.500485000000026,0.19512812050429396,0.26005099640343793,All,Some,0.0,0.0,0.0,0.0
34169,15.408,705.46845,705.50759,55.47778727665927,C38H75O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:1_16:0,PG O-16:1(6)_16:0,0.8882000000000012,0.5087899999999763,0.0,0.13969899999999774,All,None,0.0,0.0,0.0,99700.0
34192,15.4139,792.55487,792.55488,0.012617422751535422,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(4,7,10,13,16)",0.6637249999999999,0.6559012500000705,0.3563212620951835,0.4170196346761538,All,Some,268798.16921316547,365354.4762681177,395984.97884602105,292575.4852980796
34192,15.4139,792.55487,792.55488,0.012617422751535422,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(7,10,13,16,19)",0.7007555555555558,0.6918788888889493,0.26906005085265755,0.3545114851265766,All,Some,371601.8307868345,37145.52373188228,208215.021153979,191324.51470192036
34395,15.4661,723.49679,723.49703,0.3317221633411438,C41H73O8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:4,"PA 18:0_20:4(5,8,11,14)",0.7881428571428566,0.571558571428568,0.38488750405822175,0.4438801461037199,All,Some,0.0,0.0,246476.98426575266,291293.2757598283
34395,15.4661,723.49679,723.49703,0.3317221633411438,C41H73O8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:4,"PA 18:0_20:4(8,11,14,17)",0.8778857142857136,0.813905714285722,0.076881564304433,0.23068439430069,All,Some,0.0,0.0,958523.0157342473,31906.72424017172
34635,15.4959,792.55514,792.55488,0.32805299240058194,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(4,7,10,13,16)",0.5388666666666669,0.7223708333334002,0.6490918514996472,0.6453972311997246,All,Some,0.0,0.0,0.0,133412.5049711786
34635,15.4959,792.55514,792.55488,0.32805299240058194,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(7,10,13,16,19)",0.6960666666666676,0.7357077777777855,0.2740476152112208,0.36241553661342196,All,Some,0.0,0.0,0.0,39887.49502882141
34836,15.5099,673.48124,673.48138,0.20787508629799759,C37H71O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(11),0.6976999999999993,0.4863000000000284,0.10590370576614207,0.20312296461291646,All,Some,,0.0,0.0,315700.0
34836,15.5099,673.48124,673.48138,0.20787508629799759,C37H71O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(9),0.9994000000000014,0.9403899999999794,0.0,0.19397899999999807,All,None,,0.0,0.0,0.0
34836,15.5099,673.48124,673.48138,0.20787508629799759,C37H71O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(6),0.9994000000000014,0.8705599999999549,0.0,0.18699599999999564,All,None,,0.0,0.0,0.0
34865,15.5099,766.53916,766.53923,0.09131952703445306,C43H78NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(5,8,11,14)",0.8588000000000005,0.8944700000000694,0.10614904970828946,0.2602462397666386,All,Some,0.0,0.0,0.0,5004225.725614478
34865,15.5099,766.53916,766.53923,0.09131952703445306,C43H78NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(8,11,14,17)",0.7909666666666665,0.9276699999999968,0.07858684340621587,0.23473314139163903,All,Some,0.0,0.0,0.0,492774.27438552206
34918,15.5163,723.49671,723.49703,0.44229621784057016,C41H73O8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:4,"PA 18:0_20:4(5,8,11,14)",0.7644500000000001,0.6296137499999901,0.348314581003208,0.41805803980256545,All,Some,315199.1690807144,468779.9337585284,0.0,533151.0212403815
34918,15.5163,723.49671,723.49703,0.44229621784057016,C41H73O8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:4,"PA 18:0_20:4(8,11,14,17)",0.8894500000000005,0.8230274999999949,0.058357571829847736,0.21793380746387775,All,Some,847800.8309192857,691220.0662414717,0.0,40948.97875961845
34944,15.5222,750.54541,750.54431,1.4656030101024298,C43H78NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-16:1_22:4,"PE O-16:1(9)_22:4(7,10,13,16)",0.7151555555555562,0.9195644444444169,0.08243890281225613,0.22942312224980224,All,Some,75409.59544479984,59819.47541627782,137567.3581946061,113953.95873447874
34944,15.5222,750.54541,750.54431,1.4656030101024298,C43H78NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-16:1_22:4,"PE O-16:1(7)_22:4(7,10,13,16)",0.7866857142857151,0.8993185714285475,0.0,0.16860042857142626,Some,Some,75409.59544479984,17945.372235047562,16386.36340636543,114317.13268527345
34944,15.5222,750.54541,750.54431,1.4656030101024298,C43H78NO7P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-16:1_22:4,"PE O-16:1(6)_22:4(7,10,13,16)",0.6679333333333344,0.8160077777777764,0.0,0.1483941111111111,All,Some,162480.80911040035,209535.1523486746,112146.2783990285,117328.90858024785
35394,15.5655,773.5195,773.53381,18.499514584919226,C42H79O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:2,"PG 18:0_18:2(6,9)",0.6538499999999994,0.5429874999999811,0.22138497920788672,0.2967917333663075,All,Some,65790.7740422205,46288.4286867841,65670.64991392608,53360.80991369772
35394,15.5655,773.5195,773.53381,18.499514584919226,C42H79O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:2,"PG 18:0_18:2(9,12)",0.7774999999999999,0.7278550000000052,0.08119344497772221,0.2154902559821783,All,Some,45809.22595777952,52881.5713132159,51829.35008607391,47639.190086302275
35475,15.5693,742.53928,742.53923,0.0673365095975454,C41H78NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:2,"PE 18:0_18:2(9,12)",0.9768499999999998,0.9312599999999804,0.06947189686261712,0.24638851749009172,All,Some,470352.40697580966,0.0,1426000.0,711923.5756026298
35475,15.5693,742.53928,742.53923,0.0673365095975454,C41H78NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:2,"PE 18:0_18:2(6,9)",0.8011999999999997,0.866257499999989,0.0,0.1667457499999989,All,None,4394647.5930241905,4771000.0,3345999.9999999995,4324076.424397371
36502,15.8339,699.49687,699.49703,0.22873578183853932,C39H73O8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:2,"PA 18:0_18:2(6,9)",0.8452499999999992,0.8593124999999873,0.19105013211209762,0.32329635568967674,All,Some,483662.97281665704,0.0,0.0,761716.0813308688
36502,15.8339,699.49687,699.49703,0.22873578183853932,C39H73O8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:2,"PA 18:0_18:2(9,12)",0.9282500000000002,0.9305649999999446,0.0,0.18588149999999448,All,None,490537.0271833429,0.0,0.0,251283.91866913124
36783,15.8731,792.55483,792.55488,0.06308711390112061,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(4,7,10,13,16)",0.8208499999999995,0.7003166666667558,0.3293541452766042,0.415599982887959,All,Some,1123221.3619049063,1331552.7472161935,1283854.2948132863,384904.44348719314
36783,15.8731,792.55483,792.55488,0.06308711390112061,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(7,10,13,16,19)",0.8191777777777772,0.8129700000000386,0.14866572697077635,0.28214735935440266,All,Some,73778.63809509356,88447.25278380641,75145.70518671376,229895.55651280688
36894,15.895,699.4969,699.49703,0.18584782270318156,C39H73O8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:2,"PA 18:0_18:2(6,9)",0.9532499999999997,0.8593425000000252,0.19846157821630753,0.3400285125730485,All,Some,514844.1558441559,583007.3554081607,675923.2865100509,0.0
36894,15.895,699.4969,699.49703,0.18584782270318156,C39H73O8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:2,"PA 18:0_18:2(9,12)",0.9558,0.9198124999999493,0.0,0.18756124999999493,All,None,168655.84415584416,654992.6445918393,293976.7134899492,0.0
37407,15.946,768.55478,768.55488,0.13011432570032988,C43H80NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(11,14,17)",0.9736500000000001,0.9349925000000496,0.0,0.19086425000000498,All,None,0.0,18311.856285570084,1522098.8265890584,2213962.9189535826
37407,15.946,768.55478,768.55488,0.13011432570032988,C43H80NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(8,11,14)",0.98356,0.8975300000000516,0.0,0.18810900000000516,All,Some,0.0,182233.0828717586,75212.32855506362,206037.08104641733
37407,15.946,768.55478,768.55488,0.13011432570032988,C43H80NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(5,8,11)",0.7795600000000007,0.5674120000000358,0.0,0.13469720000000365,All,None,0.0,2321455.0608426714,909688.8448558779,0.0
37438,15.9499,768.55467,768.55488,0.273240084089031,C43H80NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(8,11,14)",0.9835999999999997,0.8916866666666768,0.05579820491190109,0.23216723059618852,All,Some,770378.4848340296,0.0,0.0,0.0
37438,15.9499,768.55467,768.55488,0.273240084089031,C43H80NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(11,14,17)",0.8570000000000011,0.933798333333319,0.0,0.17907983333333202,All,None,32294.399051402794,0.0,0.0,0.0
37438,15.9499,768.55467,768.55488,0.273240084089031,C43H80NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(5,8,11)",0.774880000000001,0.5673900000000003,0.0,0.13422700000000015,All,None,1636327.1161145675,0.0,0.0,0.0
38594,16.1503,731.48495,731.52324,52.34283465821381,C40H77O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-16:2_18:0,"PG O-16:2(6,9)_18:0",0.6688999999999972,0.6667400000000043,0.0,0.13356400000000015,All,None,,,0.0,0.0
38599,16.1503,792.55534,792.55488,0.5804014480050643,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(4,7,10,13,16)",0.6863285714285693,0.7412878571428873,0.43141286183066535,0.48789193232167793,All,Some,115177.69508951253,0.0,0.0,0.0
38599,16.1503,792.55534,792.55488,0.5804014480050643,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(7,10,13,16,19)",0.7480444444444454,0.8139255555555186,0.28228109857423034,0.3820218788593807,All,Some,11322.304910487463,0.0,0.0,0.0
38996,16.2899,794.57082,794.57053,0.36497703994084485,C45H82NO8P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:4,"PE 18:0_22:4(7,10,13,16)",0.8315999999999996,0.7532820000000129,0.2005946204934038,0.31896389639472433,All,Some,2114000.0,0.0,0.0,0.0
39180,16.3106,794.57089,794.57053,0.453074946034787,C45H82NO8P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:4,"PE 18:0_22:4(7,10,13,16)",0.8416400000000003,0.7533560000000079,0.20738759888331862,0.32540967910665575,All,Some,0.0,0.0,2055000.0,0.0
39203,16.3183,794.57076,794.57053,0.2894645488396606,C45H82NO8P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:4,"PE 18:0_22:4(7,10,13,16)",0.8615999999999998,0.7789233333333149,0.18262914293661034,0.3101556476826198,All,Some,0.0,2236000.0,0.0,2171000.0
39312,16.3416,725.51251,725.51268,0.23431706255711285,C41H75O8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(8,11,14)",0.8455666666666666,0.7848649999999869,0.10526499846573083,0.24725516543925,All,Some,0.0,0.0,0.0,0.0
39312,16.3416,725.51251,725.51268,0.23431706255711285,C41H75O8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(11,14,17)",0.4974333333333334,0.9008400000000165,0.0,0.139827333333335,All,None,0.0,0.0,0.0,50033.35344242516
39312,16.3416,725.51251,725.51268,0.23431706255711285,C41H75O8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(5,8,11)",0.7224000000000004,0.5826080000000047,0.0,0.13050080000000053,Some,None,0.0,0.0,0.0,333266.64655757486
39346,16.3521,752.5601,752.55996,0.18603168840871426,C43H80NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-18:0_20:4,"PE O-18:0_20:4(5,8,11,14)",0.40560000000000024,0.882488571428634,0.30168231965561104,0.3701547128673523,All,Some,226441.19721410985,234747.81357700698,293913.83253094915,184881.32116187108
39346,16.3521,752.5601,752.55996,0.18603168840871426,C43H80NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-18:0_20:4,"PE O-18:0_20:4(8,11,14,17)",0.665733333333335,0.8090066666666568,0.19099995380541582,0.3002739630443319,All,Some,121758.80278589019,80552.18642299302,66986.16746905091,172218.6788381289
39386,16.3597,768.55508,768.55488,0.26022865140065976,C43H80NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(8,11,14)",0.33013333333333367,0.8333166666666708,0.09177065184303951,0.18976152147443207,All,Some,120082.1966958233,496506.8873508418,,387079.99022237636
39386,16.3597,768.55508,768.55488,0.26022865140065976,C43H80NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(5,8,11)",0.5759599999999991,0.6815640000000712,0.07176300340524253,0.1831628027242011,All,Some,273073.8547097293,22000.476313021176,,3970.5149727938697
39386,16.3597,768.55508,768.55488,0.26022865140065976,C43H80NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:3,"PE 18:0_20:3(11,14,17)",0.9549333333333317,0.6444333333333058,0.0,0.15993666666666376,All,None,69343.94859444737,26992.63633613703,,39649.4948048298
39402,16.3715,725.51249,725.51268,0.2618837758820842,C41H75O8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(8,11,14)",0.7969599999999986,0.7655279999999948,0.12626676272926854,0.25726221018341416,All,Some,264850.0466123602,110235.0413206308,77747.78990343095,0.0
