feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_3.mzML:area
1014,1.3784,555.27256,555.27284,0.5042566100931373,C28H45O9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 22:6,"LPG 22:6(4,7,10,13,16,19)",0.8770888888888889,0.6116122222222392,0.0,0.1488701111111128,Some,Some,54120.0,0.0,0.0,0.0
1018,1.3815,555.27277,555.27284,0.12606415242091407,C28H45O9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 22:6,"LPG 22:6(4,7,10,13,16,19)",0.81965,0.48769875000002116,0.09299515042265016,0.20513099533812226,Some,Some,0.0,57460.0,52740.0,58800.0
1247,1.3992,509.28829,509.28849,0.39270473205989653,C24H47O9P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:1,LPG 18:1(9),0.9103000000000001,0.811080000000004,0.0,0.1721380000000004,All,Some,19300.0,0.0,17330.0,19270.0
1278,1.408,524.27827,524.27826,0.019073840625686875,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.8264333333333335,0.827025000000044,0.08825427337029457,0.2359492520295734,All,Some,149800.0,107400.0,130900.0,115900.0
1303,1.4108,524.29878,524.27826,39.1395210625737,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.8694999999999999,0.8456733333333327,0.03701464479085778,0.2011290491660195,All,Some,10270.0,9721.0,9069.0,0.0
1304,1.414,500.27824,500.27826,0.039977751594379246,C25H44NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(5,8,11,14)",0.9174666666666669,0.7467183333333196,0.017239430330189234,0.18021004426415002,Some,Some,59555.482220938866,21490.33990767939,0.0,21171.39338654504
1304,1.414,500.27824,500.27826,0.039977751594379246,C25H44NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(8,11,14,17)",0.8945142857142859,0.6415371428571542,0.023987036767927693,0.17279477227148618,Some,Some,51844.517779061134,64869.660092320606,0.0,43658.60661345496
1756,2.3992,524.2779,524.27826,0.6866582642594832,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.9862909090909094,0.8958563636364416,0.023965941738894325,0.20738748066385054,Some,Some,630700.0,724100.0,686400.0,754400.0
1844,2.436,481.23567,481.23606,0.810413084966415,C25H39O7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 22:6,"LPA 22:6(4,7,10,13,16,19)",0.7382000000000003,0.3311466666666926,0.0,0.10693466666666929,Some,None,,27190.0,,0.0
2020,2.5353,500.27808,500.27826,0.3597997642357896,C25H44NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(5,8,11,14)",0.9410571428571428,0.8703114285714507,0.009653992062711395,0.18886005079302848,Some,Some,664853.6376413894,687064.4670171234,741685.6231611398,751904.5573907283
2020,2.5353,500.27808,500.27826,0.3597997642357896,C25H44NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:4,"LPE 20:4(8,11,14,17)",0.8770666666666668,0.9575533333333416,0.0,0.18346200000000082,Some,None,34546.36235861054,51135.532982876684,8814.37683886007,40795.44260927186
2069,2.5587,481.23563,481.23606,0.8935323757624882,C25H39O7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 22:6,"LPA 22:6(4,7,10,13,16,19)",0.51275,0.45065250000004653,0.008464820186429942,0.10311210614914862,Some,Some,9884.0,0.0,0.0,43470.0
2105,2.5817,457.23577,457.23606,0.6342456892109183,C23H39O7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 20:4,"LPA 20:4(8,11,14,17)",0.8935999999999997,0.48856000000000677,0.0,0.13821600000000067,Some,None,46560.0,,,70010.0
2256,2.6738,433.23557,433.23606,1.131023119389979,C21H39O7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 18:2,"LPA 18:2(9,12)",0.7393000000000001,0.697969999999998,0.0,0.14372699999999983,All,None,,0.0,0.0,0.0
2256,2.6738,433.23557,433.23606,1.131023119389979,C21H39O7P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 18:2,"LPA 18:2(6,9)",0.7385999999999999,0.5153700000000185,0.0,0.12539700000000187,Some,None,,0.0,0.0,0.0
2261,2.6741,433.23565,433.23606,0.9463662835176532,C21H39O7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 18:2,"LPA 18:2(9,12)",0.7396000000000003,0.6980100000000107,0.0,0.1437610000000011,All,None,,0.0,0.0,89008.38632384113
2261,2.6741,433.23565,433.23606,0.9463662835176532,C21H39O7P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 18:2,"LPA 18:2(6,9)",0.7385999999999999,0.5153700000000185,0.0,0.12539700000000187,Some,None,,131800.0,63930.0,58491.61367615888
3218,3.6421,407.21985,407.22041,1.3751766518952755,C19H37O7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(7),0.9176000000000002,0.8312200000000303,0.0,0.17488200000000304,Some,None,0.0,0.0,6779.880986728216,16740.0
3218,3.6421,407.21985,407.22041,1.3751766518952755,C19H37O7P,CCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(6),0.9161000000000001,0.7448950000000139,0.0,0.1660995000000014,All,None,0.0,0.0,0.0,0.0
3218,3.6421,407.21985,407.22041,1.3751766518952755,C19H37O7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(9),0.7572000000000005,0.8711650000000191,0.0,0.162836500000002,All,None,0.0,12720.0,2337.119013271783,0.0
3422,3.6832,478.29358,478.29391,0.689952334878439,C23H46NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(9),0.9807999999999995,0.9025399999999877,0.0,0.18833399999999872,Some,None,469677.082136703,731600.0,0.0,0.0
3422,3.6832,478.29358,478.29391,0.689952334878439,C23H46NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(11),0.9519000000000002,0.9093250000000239,0.0,0.1861225000000024,All,None,228422.91786329699,0.0,709300.0,0.0
3422,3.6832,478.29358,478.29391,0.689952334878439,C23H46NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 18:1,LPE 18:1(6),0.7929999999999997,0.4824849999999685,0.0,0.12754849999999682,All,None,0.0,0.0,0.0,740500.0
3438,3.6905,407.21956,407.22041,2.0873217037770924,C19H37O7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(7),0.9855999999999998,0.8309300000000235,0.0,0.18165300000000234,Some,None,0.0,0.0,5421.971292556261,0.0
3438,3.6905,407.21956,407.22041,2.0873217037770924,C19H37O7P,CCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(6),0.9824999999999999,0.7446050000000071,0.0,0.1727105000000007,All,None,0.0,0.0,0.0,0.0
3438,3.6905,407.21956,407.22041,2.0873217037770924,C19H37O7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,[M-H]-,LPA 16:1,LPA 16:1(9),0.8058000000000001,0.8708750000000123,0.0,0.16766750000000125,All,None,0.0,0.0,1869.0287074437392,0.0
5265,5.6052,495.2729,495.30923,73.34811830585278,C24H49O8P,CCCCCCCCCCCC=CCCCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-18:1,LPG O-18:1(6),0.6926000000000005,0.7359400000000278,0.0,0.14285400000000284,Some,None,,,0.0,0.0
5265,5.6052,495.2729,495.30923,73.34811830585278,C24H49O8P,CCCCCCCCC=CCCCCCCCCOCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG O-18:1,LPG O-18:1(9),0.5909999999999993,0.7594400000000405,0.0,0.135044000000004,Some,None,,,0.0,0.0
7396,8.0006,841.50239,841.50251,0.14260207023992078,C48H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:6,"PG 20:4(8,11,14,17)_22:6(4,7,10,13,16,19)",0.7575714285714285,0.6756914285714564,0.07243747224793697,0.20127626351263808,Some,Some,348600.0,560179.1915401671,483748.2831943493,495508.35889570555
7396,8.0006,841.50239,841.50251,0.14260207023992078,C48H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:6,"PG 20:4(5,8,11,14)_22:6(4,7,10,13,16,19)",0.7512545454545451,0.8461227272727311,0.04609657324868716,0.19661498587167736,Some,Some,348600.0,233520.80845983286,328551.71680565056,302691.64110429445
7618,8.1643,867.51798,867.51816,0.20748845188473178,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(4,7,10,13,16)_22:6(4,7,10,13,16,19)",0.603293333333332,0.7039373333333288,0.10895575180706235,0.21788766811231597,Some,Some,268973.47679228534,264077.67222935386,262787.4048069133,310544.8399094817
7618,8.1643,867.51798,867.51816,0.20748845188473178,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(7,10,13,16,19)_22:6(4,7,10,13,16,19)",0.5541111111111101,0.5814488888888971,0.0,0.11355600000000073,Some,None,19426.523207714665,70022.32777064612,121412.59519308672,755.1600905182875
7810,8.2068,817.5026,817.50251,0.11009140510179657,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(6,9)_22:6(4,7,10,13,16,19)",0.8482285714285724,0.7949100000000888,0.10379838523853983,0.247352565333698,Some,Some,,672115.7128739556,745351.4605790948,729500.0
7810,8.2068,817.5026,817.50251,0.11009140510179657,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(9,12)_22:6(4,7,10,13,16,19)",0.7212571428571438,0.8043057142857931,0.10379838523853983,0.2355949939051256,Some,Some,,715884.2871260444,685648.5394209052,729500.0
8086,8.5454,793.50279,793.50251,0.3528659285213716,C44H75O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:4,"PG 18:2(9,12)_20:4(5,8,11,14)",0.7681000000000022,0.9192000000000178,0.0,0.16873000000000202,Some,None,215287.4978809968,93197.14285714286,0.0,
8086,8.5454,793.50279,793.50251,0.3528659285213716,C44H75O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:4,"PG 18:2(6,9)_20:4(8,11,14,17)",0.6739599999999996,0.9619940000000498,0.0,0.16359540000000494,Some,None,0.0,161602.54658385093,133208.58392564245,
8086,8.5454,793.50279,793.50251,0.3528659285213716,C44H75O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:4,"PG 18:2(9,12)_20:4(8,11,14,17)",0.6518,0.7664900000000217,0.0,0.14182900000000218,Some,None,140312.50211900324,193400.3105590062,395291.41607435764,
8270,8.7282,867.51822,867.51816,0.06916281738227617,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(4,7,10,13,16)_22:6(4,7,10,13,16,19)",0.7780615384615387,0.7034315384615866,0.017861418277190365,0.16243844231406482,Some,Some,291667.4170714321,297753.3489618219,416688.56713727844,474138.4656787112
8270,8.7282,867.51822,867.51816,0.06916281738227617,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(7,10,13,16,19)_22:6(4,7,10,13,16,19)",0.7274333333333338,0.6526133333333822,0.0,0.1380046666666716,Some,None,85632.58292856788,139146.65103817813,33511.432862721544,31961.534321288884
8604,9.058,843.51829,843.51816,0.15411642117206115,C48H77O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(5,8,11,14)_22:5(4,7,10,13,16)",0.44687999999999944,0.8572540000000572,0.0917719492348302,0.20383095938786983,Some,Some,39032.7338923951,0.0,57927.40845285971,0.0
8604,9.058,843.51829,843.51816,0.15411642117206115,C48H77O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.4681333333333324,0.609230000000025,0.0764766243623585,0.16891763282322256,Some,Some,17421.23720861749,0.0,41585.488492309785,0.0
8604,9.058,843.51829,843.51816,0.15411642117206115,C48H77O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(8,11,14,17)_22:5(4,7,10,13,16)",0.6060749999999988,0.5807275000000232,0.05735746827176887,0.1645662246174173,Some,Some,52546.028898987395,0.0,72887.1030548305,0.0
8605,9.0592,843.51825,843.51816,0.10669598387798257,C48H77O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(8,11,14,17)_22:5(4,7,10,13,16)",0.5123833333333341,0.6787583333333392,0.12171682731955698,0.21648762852231293,Some,Some,0.0,57479.99999999999,0.0,66462.1604548326
8605,9.0592,843.51825,843.51816,0.10669598387798257,C48H77O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.43265000000000065,0.6756124999999855,0.11668893894056737,0.20417740115245253,Some,Some,0.0,28739.999999999996,0.0,29061.086544535687
8605,9.0592,843.51825,843.51816,0.10669598387798257,C48H77O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:5,"PG 20:4(5,8,11,14)_22:5(4,7,10,13,16)",0.4483200000000004,0.8572140000000446,0.08128421904287882,0.19558077523430756,Some,Some,0.0,57479.99999999999,0.0,48976.75300063171
8697,9.2336,869.53375,869.53381,0.06900249222304697,C50H79O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:4_22:6,"PG 22:4(7,10,13,16)_22:6(4,7,10,13,16,19)",0.6764249999999996,0.7386200000000827,0.0,0.14150450000000825,Some,Some,170800.0,198000.0,199500.0,
8734,9.2455,795.5191,795.51816,1.1816197885591346,C44H77O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:3,"PG 18:2(9,12)_20:3(8,11,14)",0.7826499999999994,0.9536874999999725,0.05041858677652645,0.21396861942121836,Some,Some,125650.0,93400.0,139977.79393351913,84528.22621059173
8734,9.2455,795.5191,795.51816,1.1816197885591346,C44H77O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:3,"PG 18:2(6,9)_20:3(8,11,14)",0.5429333333333327,0.9368149999999863,0.03361239118435096,0.1748647462808127,Some,Some,125650.0,93400.0,139977.79393351913,84743.54757881653
8734,9.2455,795.5191,795.51816,1.1816197885591346,C44H77O10P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_20:3,"PG 18:2(9,12)_20:3(5,8,11)",0.5745428571428565,0.9305099999999941,0.02881062101515797,0.17355378252641146,Some,Some,0.0,93400.0,3144.4121329617515,84528.22621059173
9059,9.4855,819.51811,819.51816,0.06101146067031508,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(9)_22:6(4,7,10,13,16,19)",0.8808499999999992,0.8903675000000391,0.09873846972162559,0.2561125257773043,Some,Some,577333.3333333334,679226.8011534296,214650.3161730557,502685.8533599354
9059,9.4855,819.51811,819.51816,0.06101146067031508,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(6)_22:6(4,7,10,13,16,19)",0.8789249999999997,0.886653750000022,0.09873846972162559,0.25554865077730265,Some,Some,577333.3333333334,667886.5994232852,1484200.8740904815,507418.3318902941
9059,9.4855,819.51811,819.51816,0.06101146067031508,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(11)_22:6(4,7,10,13,16,19)",0.8790222222222219,0.8050188888889301,0.08776752864144496,0.2386181340242712,Some,Some,577333.3333333334,667886.5994232852,178148.80973646295,944895.8147497703
9224,9.5562,845.53383,845.53381,0.02365369629572217,C48H79O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:4,"PG 20:4(8,11,14,17)_22:4(7,10,13,16)",0.8501199999999998,0.7958320000000185,0.05585873784746331,0.2092821902779725,Some,Some,112900.0,110624.67956035353,108767.61830127299,144400.0
9224,9.5562,845.53383,845.53381,0.02365369629572217,C48H79O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:4_22:4,"PG 20:4(5,8,11,14)_22:4(7,10,13,16)",0.6898800000000016,0.6008820000000015,0.08467061271273964,0.196812690170192,Some,Some,0.0,21675.320439646457,26432.381698727,0.0
9527,9.7609,821.53342,821.53381,0.47472178903814827,C46H79O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:4,"PG 18:2(9,12)_22:4(7,10,13,16)",0.8106999999999998,0.7086974999999995,0.11466297657839089,0.24367013126271264,Some,Some,83140.38172339466,175000.0,0.0,0.0
9527,9.7609,821.53342,821.53381,0.47472178903814827,C46H79O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:4,"PG 18:2(6,9)_22:4(7,10,13,16)",0.7402249999999997,0.8187587500000291,0.057331488289195445,0.20176356563135925,Some,Some,80559.61827660535,0.0,0.0,0.0
9618,9.8085,795.51865,795.51816,0.6159507408522568,C44H77O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:4,"PG 18:1(6)_20:4(5,8,11,14)",0.7764285714285707,0.9400400000000023,0.04371505088567558,0.20661889785139778,Some,Some,14800.0,232256.9011428029,237233.3333333333,284730.6920323272
9618,9.8085,795.51865,795.51816,0.6159507408522568,C44H77O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:4,"PG 18:1(9)_20:4(5,8,11,14)",0.7974499999999995,0.9307175000000001,0.038250669524966134,0.20341728561997285,Some,Some,14800.0,231521.54942859855,237233.3333333333,240977.77690932868
9618,9.8085,795.51865,795.51816,0.6159507408522568,C44H77O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:4,"PG 18:1(11)_20:4(5,8,11,14)",0.7904999999999998,0.8292200000000207,0.030600535619972908,0.18645242849598037,All,Some,609800.0000000001,231521.54942859855,237233.3333333333,234591.53105834418
9737,9.86,607.42102,607.36166,97.73419020220943,C30H57O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 6:0_18:1,PG 6:0_18:1(9),0.9318000000000026,0.9981999999999971,0.0,0.19299999999999998,Some,None,0.0,14900.0,,15930.0
9737,9.86,607.42102,607.36166,97.73419020220943,C30H57O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 6:0_18:1,PG 6:0_18:1(11),0.9246000000000016,0.5513950000000136,0.0,0.14759950000000155,All,None,11820.0,0.0,,0.0
10010,10.0365,771.51828,771.51816,0.15553749251746665,C42H77O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:2,"PG 18:1(9)_18:2(9,12)",0.48910000000000053,0.9276650000000188,0.1113645999958371,0.23076817999667162,Some,Some,244386.02557239516,124459.6729404505,483450.0,924474.9361246189
10010,10.0365,771.51828,771.51816,0.15553749251746665,C42H77O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:2,"PG 18:1(6)_18:2(9,12)",0.7065666666666667,0.919620000000028,0.0742430666638914,0.2220131199977826,All,Some,282427.9488552097,281963.74575748225,483450.0,0.0
10010,10.0365,771.51828,771.51816,0.15553749251746665,C42H77O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:2,"PG 18:1(11)_18:2(9,12)",0.6340666666666669,0.9444800000000365,0.0742430666638914,0.21724911999778349,All,Some,244386.02557239516,329276.58130206726,0.0,43925.063875381195
10150,10.2148,847.55019,847.54946,0.861306666503691,C48H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:4,"PG 20:3(11,14,17)_22:4(7,10,13,16)",0.9211333333333336,0.8552455555555601,0.0,0.17763788888888937,Some,None,0.0,0.0,0.0,26315.422254440015
10150,10.2148,847.55019,847.54946,0.861306666503691,C48H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:4,"PG 20:3(8,11,14)_22:4(7,10,13,16)",0.7621666666666668,0.9551433333333156,0.0,0.17173099999999822,Some,None,0.0,0.0,0.0,0.0
10150,10.2148,847.55019,847.54946,0.861306666503691,C48H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:4,"PG 20:3(5,8,11)_22:4(7,10,13,16)",0.8019428571428564,0.8193757142857488,0.0,0.16213185714286052,Some,None,0.0,0.0,0.0,8674.577745559985
10338,10.3373,745.50255,745.50251,0.0536550842903219,C40H75O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:2,"PG 16:0_18:2(6,9)",0.36015000000000175,0.6943800000000806,0.18640779172726518,0.2545792333818204,All,Some,0.0,178100.0,0.0,145412.13816249475
10338,10.3373,745.50255,745.50251,0.0536550842903219,C40H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:2,"PG 16:0_18:2(9,12)",0.893933333333333,0.958753333333334,0.0,0.18526866666666672,All,Some,0.0,0.0,167300.0,7387.861837505245
