feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:pos_hela_LG5.mzML:area,datafile:pos_hela_LG2.mzML:area,datafile:pos_hela_LG3.mzML:area,datafile:pos_hela_LG1.mzML:area,datafile:pos_hela_LG6.mzML:area,datafile:pos_hela_S2.mzML:area,datafile:pos_hela_HG2.mzML:area,datafile:pos_hela_LG4.mzML:area,datafile:pos_hela_HG1.mzML:area,datafile:pos_hela_HG4.mzML:area,datafile:pos_hela_HG5.mzML:area,datafile:pos_hela_HG3.mzML:area,datafile:pos_hela_S1.mzML:area,datafile:pos_hela_S3.mzML:area,datafile:pos_hela_HG6.mzML:area,datafile:pos_hela_S4.mzML:area,datafile:pos_hela_S6.mzML:area,datafile:pos_hela_S5.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S6.mzML:area,datafile:neg_hela_S5.mzML:area
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(9),0.2450000000000001,0.8182349999999872,0.0031833842244629864,0.8182349999999872,All,All,0.0,0.0,0.0,0.0,0.0,649.4522928155926,0.0,0.0,2626.268656716418,3234.8367029549,2325.0,0.0,751.7622667588113,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCCCC=CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(7),0.8760000000000003,0.797740000000033,0.003446401964850908,0.797740000000033,All,Some,0.0,0.0,0.0,0.0,0.0,4623.404094583366,9179.743223965763,0.0,7325.074626865672,9017.10730948678,5733.333333333334,10857.016574585637,3774.153420870767,4865.454545454545,7391.083916083915,4127.759197324414,0.0,7710.889994472085,,,,,,,,,,,,,,,,,,
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCCCCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(6),0.30200000000000005,0.7920599999999638,0.00024399572943468688,0.7920599999999638,All,Some,0.0,0.0,0.0,0.0,0.0,9127.143612601043,19420.256776034235,0.0,16548.65671641791,13748.055987558322,6041.666666666667,15842.983425414364,6574.084312370422,7134.545454545454,12708.916083916085,9072.240802675586,0.0,10789.110005527917,,,,,,,,,,,,,,,,,,
P1852,2.775,448.34207,448.34214,0.15613076208673413,C27H46NO4,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(8,11,14,17)",0.6597142857142856,0.7416385714285606,0.0,0.7416385714285606,Some,Some,0.0,0.0,0.0,0.0,0.0,4565.379627889494,0.0,0.0,0.0,6582.5675020922345,0.0,3655.4810622551154,0.0,4068.2658218299766,0.0,3532.325285895807,0.0,10175.819325412882,,,,,,,,,,,,,,,,,,
P1852,2.775,448.34207,448.34214,0.15613076208673413,C27H46NO4,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(5,8,11,14)",0.40533333333333327,0.4621383333333616,0.00024727635465783695,0.4621383333333616,Some,Some,0.0,0.0,0.0,0.0,0.0,464.62037211050557,0.0,0.0,0.0,2227.432497907765,0.0,264.5189377448846,0.0,331.73417817002337,0.0,237.67471410419316,0.0,824.1806745871188,,,,,,,,,,,,,,,,,,
P2247,3.434,426.35727,426.35779,1.219632928471941,C25H48NO4,CCCCCCC=CCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(11),0.22200000000000042,0.862985000000009,0.0,0.862985000000009,All,None,3256.8692830269415,0.0,0.0,4400.624632856863,0.0,22389.87341772152,33251.72281286025,0.0,32276.23252391464,25487.591240875914,23674.193548387095,24692.455242966753,18765.957446808512,23246.930422919508,26090.21739130435,21912.551561579257,20880.059084194978,26261.319068659093,,,,,,,,,,,,,,,,,,
P2247,3.434,426.35727,426.35779,1.219632928471941,C25H48NO4,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(9),0.16999999999999993,0.7974800000000641,0.0,0.7974800000000641,All,None,4737.264411675552,0.0,0.0,5469.375367143137,0.0,31210.12658227848,37348.27718713975,0.0,32323.767476085355,37712.40875912408,30025.8064516129,36607.54475703325,25334.042553191488,33553.06957708049,30609.782608695656,26887.448438420743,23019.94091580502,34038.68093134091,,,,,,,,,,,,,,,,,,
P2247,3.434,426.35727,426.35779,1.219632928471941,C25H48NO4,CCCCCCCCCCCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(6),0.21099999999999985,0.7339350000000593,0.0,0.7339350000000593,All,None,105.86630529750546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
P3047,4.187,454.3887,454.38909,0.8582952553691952,C27H52NO4,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:1,CAR 20:1(13),0.41000000000000014,0.9062199999999621,0.0011559655692105315,0.9062199999999621,All,Some,0.0,0.0,0.0,0.0,0.0,3086.5116279069775,5783.687374749499,0.0,7053.2871972318335,0.0,0.0,0.0,0.0,4669.811320754717,11414.256198347108,2799.0291262135925,1949.7088791848616,4293.655913978495,,,,,,,,,,,,,,,,,,
P3047,4.187,454.3887,454.38909,0.8582952553691952,C27H52NO4,CCCCCCCCC=CCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:1,CAR 20:1(11),0.625999999999999,0.8404549999999631,0.0,0.8404549999999631,All,None,0.0,0.0,0.0,0.0,0.0,2443.4883720930234,3556.312625250501,0.0,4146.712802768166,0.0,0.0,0.0,0.0,1930.1886792452833,3085.7438016528927,1850.9708737864078,2500.291120815138,2276.344086021506,,,,,,,,,,,,,,,,,,
