feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,HG1,HG2,HG3,HG4,HG5,HG6,LG1,LG2,LG3,LG4,LG5,LG6,S1,S2,S3,S4,S5,S6
P18609,20.539,978.84715,978.84842,1.297442969,C63H108O6,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_20:5_22:1,"TG 18:1(9)_20:5(5,8,11,14,17)_22:1(13)",0.679142857,0.769711429,0.143187937,0.259435778,Some,Some,12968.2685,8833.72039,8555.776892,15826.51674,15874.02227,29394.0097,0,0,0,0,0,0,10487.84479,9183.223202,9997.465146,11504.93556,11508.89599,8877.532373
P18609,20.539,978.84715,978.84842,1.297442969,C63H108O6,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_20:5_22:1,"TG 18:1(11)_20:5(5,8,11,14,17)_22:1(13)",0.708222222,0.784315556,0.092080086,0.222917847,Some,Some,7682.990084,5420.692058,5335.325365,9302.360064,8890.33929,18102.08817,0,0,0,0,0,0,5744.410717,5135.558075,5584.790875,6532.355361,6679.104758,4815.697051
P18615,20.543,952.8317,952.83277,1.122967255,C61H106O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_24:6,"TG 16:0_18:0_24:6(4,7,10,13,16,19)",0.710444444,0.680287778,0.020697512,0.155631232,Some,Some,36300,26800,24000,38700,43400,60000,0,0,0,0,0,0,36400,32500,25600,27800,25800,18400
P18684,20.587,954.84732,954.84842,1.152015312,C61H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:4,"TG 16:0_18:1(11)_24:4(9,12,15,18)",0.5735,0.79054125,0.140678808,0.248947171,All,Some,272442.3428,0,0,221159.0038,280458.4137,467329.8842,0,0,0,0,0,75462.98529,243757.2747,221530.2157,214575.306,190734.697,0,180747.5511
P18684,20.587,954.84732,954.84842,1.152015312,C61H108O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:4,"TG 16:0_18:1(6)_24:4(9,12,15,18)",0.579428571,0.780462857,0.137650015,0.246109155,Some,Some,17479.9382,0,0,12420.57854,24094.55592,55340.23169,0,0,0,0,0,4074.029419,18683.34516,11944.17563,14133.24709,11753.1386,0,5415.99504
P18684,20.587,954.84732,954.84842,1.152015312,C61H108O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:4,"TG 16:0_18:1(9)_24:4(9,12,15,18)",0.519142857,0.777434286,0.136226926,0.238639255,Some,Some,266077.719,0,0,218420.4177,276447.0304,467329.8842,0,0,0,0,0,75462.98529,235559.3802,217525.6087,208291.4469,185512.1644,0,177836.4538
P18700,20.592,878.81537,878.81712,1.99131305,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(6),0.546,0.856065,0.036531009,0.169431308,All,Some,0,130038.373,85652.07732,114467.8674,59695.4023,79110.32028,,,,,,0,0,0,0,91604.90968,61448.30884,0
P18700,20.592,878.81537,878.81712,1.99131305,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(11),0.538,0.92539,0,0.146339,Some,None,0,35806.60015,28189.29127,40934.30209,14824.05583,24127.55198,,,,,,0,0,0,0,32202.40852,20806.26132,0
P18700,20.592,878.81537,878.81712,1.99131305,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(9),0.728,0.510405,0,0.1238405,All,None,0,26155.02686,8158.631415,25597.83054,13880.54187,13762.12774,,,,,,0,0,0,0,11192.6818,7845.429837,0
P18716,20.599,904.831,904.83277,1.956162574,C57H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(9)_18:1(9),0.948,0.89049,0,0.183849,All,None,0,102962.2691,32607.77958,40025.49575,0,69052.01417,,7195.086705,0,17400,0,0,0,29504.31034,0,40014.377,52150.88968,0
P18716,20.599,904.831,904.83277,1.956162574,C57H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(6)_18:1(9),0.8475,0.8712875,0.002827176,0.17414049,All,Some,0,150637.7309,89784.44084,118949.0085,0,108390.4382,,23909.82659,0,17400,0,0,0,45931.03448,0,104971.246,46366.54804,0
P18716,20.599,904.831,904.83277,1.956162574,C57H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(11)_18:1(9),0.8335,0.893735,0,0.1727235,All,None,0,63400,32607.77958,40025.49575,0,45557.54759,,7195.086705,0,17400,0,0,0,17064.65517,0,40014.377,30482.56228,0
P18732,20.619,930.84603,930.84842,2.56755015,C59H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_20:1,TG 18:1(11)_18:1(11)_20:1(11),0.957,0.90521,0,0.186221,Some,None,0,18245.61099,0,0,0,0,,,,,,,0,0,0,0,0,0
P18732,20.619,930.84603,930.84842,2.56755015,C59H108O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_20:1,TG 18:1(9)_18:1(9)_20:1(13),0.957,0.90521,0,0.186221,Some,None,0,70508.77803,0,0,0,0,,,,,,,0,0,0,0,0,0
P18732,20.619,930.84603,930.84842,2.56755015,C59H108O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_20:1,TG 18:1(6)_18:1(6)_20:1(11),0.946,0.892145,0,0.1838145,Some,None,0,18245.61099,0,0,0,0,,,,,,,0,0,0,0,0,0
P18749,20.643,980.86358,980.86407,0.499559536,C63H110O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_26:5,"TG 16:0_18:1(6)_26:5(11,14,17,20,23)",0.664285714,0.525107143,0.131277581,0.22396135,Some,Some,200347.865,153375.5328,142545.1907,195966.7715,200684.629,307204.9924,27550,33106.42446,37950,30322.44793,28800,27550,152364.5743,141620.4209,141456.9328,131945.1243,136647.82,137288.6297
P18749,20.643,980.86358,980.86407,0.499559536,C63H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_26:5,"TG 16:0_18:1(9)_26:5(11,14,17,20,23)",0.674333333,0.476628333,0.129819622,0.218951864,Some,Some,42114.0639,42248.93436,51782.55707,91774.23766,89112.19081,119389.5613,0,7187.151086,3474.533333,1355.10414,0,0,56624.48726,47114.96493,58008.40336,45780.62605,45025.22029,31517.01967
P18749,20.643,980.86358,980.86407,0.499559536,C63H110O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_26:5,"TG 16:0_18:1(6)_26:5(8,11,14,17,20)",0.790333333,0.85115,0.051591214,0.205421305,Some,Some,167538.0711,153375.5328,115672.2523,155258.9908,160203.1802,257405.4463,27550,33106.42446,34475.46667,30322.44793,28800,27550,124010.9385,114264.6142,112534.6639,107274.2496,110326.9597,108194.3506
P18750,20.645,956.85566,956.86407,8.789127175,C61H110O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(11)_18:1(11)_22:2(13,16)",0.806,0.49673,0.146562841,0.247523273,Some,Some,16369.87896,52205.64095,15386.62316,72000,40177.38589,0,0,2585.070423,0,2191.690647,0,0,0,53000,18702.20162,0,27209.50669,991.4842172
P18750,20.645,956.85566,956.86407,8.789127175,C61H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(9)_18:1(9)_22:2(13,16)",0.699,0.46589,0.11409103,0.207761824,Some,Some,36250,58500,62955.95432,72000,77000,0,0,4600,0,3820,0,0,0,53000,41297.79838,0,50093.46914,3982.995557
P18750,20.645,956.85566,956.86407,8.789127175,C61H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(11)_18:1(9)_22:2(13,16)",0.665,0.2793275,0.130326936,0.198694299,Some,Some,19880.12104,6294.359051,29657.42251,0,36822.61411,0,0,2014.929577,0,1628.309353,0,0,0,0,0,0,24697.02417,2235.520226
P18755,20.653,876.79951,876.80147,2.235397712,C55H102O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(9)_18:1(9),0.578,0.886295,0.127149469,0.248149075,All,Some,0,0,0,0,0,0,0,0,4311.195417,0,0,0,0,0,0,0,0,0
P18755,20.653,876.79951,876.80147,2.235397712,C55H102O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(11)_18:1(9),0.709,0.8996475,0.063574735,0.211724538,All,Some,0,0,0,0,0,0,0,0,5380.922886,0,0,0,0,0,0,0,0,0
P18755,20.653,876.79951,876.80147,2.235397712,C55H102O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(6)_18:1(9),0.497333333,0.869336667,0.093396956,0.211384565,Some,Some,0,0,0,0,0,0,0,0,4207.881697,0,0,0,0,0,0,0,0,0
P18773,20.674,902.81629,902.81712,0.919344551,C57H104O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(6)_18:1(6)_18:1(9),0.36,0.869525,0.267313633,0.336803406,Some,Some,0,0,0,0,14246.26587,21564.44517,0,0,0,5241.611296,0,0,0,0,0,0,0,0
P18773,20.674,902.81629,902.81712,0.919344551,C57H104O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(11)_18:1(11)_18:1(9),0.613,0.90486,0.164856321,0.283671057,Some,Some,0,0,0,0,40593.95083,61273.4235,0,0,0,11816.77741,0,0,0,0,0,0,0,0
P18773,20.674,902.81629,902.81712,0.919344551,C57H104O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(9)_18:1(9)_18:1(9),0.588,0.88638,0.164856321,0.279323057,All,Some,0,0,0,0,15159.7833,23162.13133,0,0,0,5241.611296,0,0,0,0,0,0,0,0
P18800,20.701,876.79991,876.80147,1.779194097,C55H102O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(9)_18:1(9),0.483,0.88606,0.146754031,0.254309225,All,Some,0,0,0,0,0,0,2115.965626,0,4218.148033,0,0,7380.758483,0,0,6824.031696,0,0,0
P18800,20.701,876.79991,876.80147,1.779194097,C55H102O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(6)_18:1(9),0.402,0.869313333,0.139410133,0.238659439,Some,Some,0,0,0,0,0,0,2648.068747,0,5264.78786,0,0,9438.483034,0,0,9515.836146,0,0,0
P18800,20.701,876.79991,876.80147,1.779194097,C55H102O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(11)_18:1(9),0.6135,0.89973,0.073377015,0.210024612,All,Some,0,0,0,0,0,0,2115.965626,0,4117.064107,0,0,7380.758483,0,0,6560.132158,0,0,0
P18805,20.705,956.85903,956.86407,5.267205822,C61H110O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(11)_18:1(11)_22:2(13,16)",0.777,0.7081125,0.073281421,0.207136386,Some,Some,0,0,0,0,0,0,0,0,0,2026.990573,0,0,0,0,0,0,0,0
P18805,20.705,956.85903,956.86407,5.267205822,C61H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(11)_18:1(9)_22:2(13,16)",0.671666667,0.493771667,0.086884624,0.186051532,Some,Some,0,0,0,0,0,0,0,0,0,1923.219724,0,0,0,0,0,0,0,0
P18805,20.705,956.85903,956.86407,5.267205822,C61H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_22:2,"TG 18:1(9)_18:1(9)_22:2(13,16)",0.632,0.69596,0.057045515,0.178432412,Some,Some,0,0,0,0,0,0,0,0,0,819.7897027,0,0,0,0,0,0,0,0
P18807,20.709,1006.87862,1006.87972,1.092484016,C65H112O6,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_20:1_26:6,"TG 16:0_20:1(11)_26:6(8,11,14,17,20,23)",0.584181818,0.794050909,0.147462433,0.255793219,Some,Some,72565.77321,74533.93339,59659.57684,77135.31383,64620.76053,107287.8391,24417.92115,18541.33932,27310.99956,21252.19657,23327.87429,25146.61017,61346.85502,62443.39349,56171.95496,62231.57209,61624.12515,56917.68786
P18807,20.709,1006.87862,1006.87972,1.092484016,C65H112O6,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_20:1_26:6,"TG 16:0_20:1(13)_26:6(8,11,14,17,20,23)",0.585692308,0.794494615,0.134062218,0.245268467,All,Some,140434.2268,137466.0666,111340.4232,151864.6862,133379.2395,178712.1609,12382.07885,10458.66068,13989.00044,12847.80343,11772.12571,12653.38983,119653.145,113556.6065,103828.045,100768.4279,108375.8748,97082.31214
P18811,20.727,1032.89488,1032.89537,0.474394614,C67H114O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(11)_18:1(11)_28:6(10,13,16,19,22,25)",0.499272727,0.814006364,0.260961553,0.340097152,Some,Some,0,4081.731487,2923.635886,4642.012323,0,5599.39847,1590.6311,0,0,0,0,1989.205397,2931.484391,3178.067355,3308.78565,2692.347755,3049.944855,2318.614702
P18811,20.727,1032.89488,1032.89537,0.474394614,C67H114O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(6)_18:1(9)_28:6(10,13,16,19,22,25)",0.513333333,0.798245833,0.249747391,0.330955829,Some,Some,0,20699.28812,16150.2798,21435.6667,0,17422.01601,5604.68445,0,0,0,0,5497.451274,15203.12333,16122.06465,16741.44065,16242.13013,16834.58388,10295.80552
P18811,20.727,1032.89488,1032.89537,0.474394614,C67H114O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(6)_18:1(6)_28:6(10,13,16,19,22,25)",0.494,0.794666,0.24704296,0.326500968,Some,Some,0,20718.98039,15326.08432,21222.32098,0,17778.58552,5604.68445,0,0,0,0,5313.343328,14665.39228,15899.868,16249.7737,15365.52212,16715.47126,10085.57978
P18812,20.729,850.78429,850.78582,1.798337447,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_18:1,TG 16:0_16:0_18:1(9),0.454,0.509645,0.078196856,0.158921985,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P18812,20.729,850.78429,850.78582,1.798337447,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_18:1,TG 16:0_16:0_18:1(11),0.873,0.510575,0,0.1383575,All,None,26000,0,0,0,0,0,9100,0,12700,13900,6530,0,0,0,0,0,21300,0
P18869,20.821,1032.89558,1032.89537,0.203311977,C67H114O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(6)_18:1(6)_28:6(10,13,16,19,22,25)",0.7278,0.878721,0.013096697,0.171129458,Some,Some,0,0,0,0,0,1243.919536,0,0,0,0,0,0,0,0,0,0,0,0
P18869,20.821,1032.89558,1032.89537,0.203311977,C67H114O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(11)_18:1(11)_28:6(10,13,16,19,22,25)",0.832333333,0.87522,0,0.170755333,Some,Some,0,0,0,0,0,5050.542514,0,0,0,0,0,0,0,0,0,0,0,0
P18869,20.821,1032.89558,1032.89537,0.203311977,C67H114O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_28:6,"TG 18:1(11)_18:1(6)_28:6(10,13,16,19,22,25)",0.771142857,0.859594286,0.009354784,0.170557541,Some,Some,0,0,0,0,0,4405.53795,0,0,0,0,0,0,0,0,0,0,0,0
P18910,20.832,883.77167,883.77251,0.95047084,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(11),0.97,0.92545,0.033333422,0.216211737,Some,Some,,298509.8039,0,677000,282332.4022,286763.4543,,,,,,,314384.6154,,248609.0776,0,260758.483,0
P18910,20.832,883.77167,883.77251,0.95047084,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(9),0.956,0.90328,0.001731498,0.187313199,Some,Some,,361490.1961,582000,0,339667.5978,399236.5457,,,,,,,295615.3846,,351390.9224,552000,307241.517,530000
P18942,20.836,878.81592,878.81712,1.365471806,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(11),0.974,0.92594,0,0.189994,Some,None,5276632.801,5139778.684,4812398.922,4839190.222,4364910.105,5122270.258,0,0,0,0,0,0,4734973.971,4530446.549,4500493.218,4116169.121,4241001.565,3897770.154
P18942,20.836,878.81592,878.81712,1.365471806,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(9),0.977,0.51024,0,0.148724,All,None,0,0,0,422841.864,0,350471.1229,0,0,0,0,0,0,0,0,0,200891.5305,133959.3114,0
P18942,20.836,878.81592,878.81712,1.365471806,C55H104O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_18:1,TG 16:0_18:0_18:1(6),0.235,0.888115,0,0.1123115,All,None,6923367.199,7360221.316,6487601.078,7037967.914,6335089.895,7327258.619,2120000,2190000,2480000,2460000,2370000,2460000,6765026.029,6269553.451,6799506.782,6082939.349,6025039.124,5302229.846
P18950,20.837,904.83144,904.83277,1.469884872,C57H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(11)_18:1(11),0.974,0.92477,0,0.189877,All,None,1927065.089,1997390.326,1832207.479,1681025.641,1656900.662,1698912.483,620386.2661,714285.7143,799733.8403,755018.2482,780074.9064,755769.2308,1561286.312,1666282.051,1581099.656,1594101.266,1611593.172,1319841.04
P18950,20.837,904.83144,904.83277,1.469884872,C57H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(11)_18:1(9),0.970666667,0.903696667,0,0.187436333,All,None,4995000,4960000,4575000,4730000,4115000,4805000,1475000,1600000,1710000,1655000,1640000,1725000,4330000,4305000,4300000,4170000,4150000,3610000
P18950,20.837,904.83144,904.83277,1.469884872,C57H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(9)_18:1(9),0.969,0.89316,0,0.186216,All,None,3067934.911,2962609.674,2742792.521,3048974.359,2458099.338,3106087.517,854613.7339,885714.2857,910266.1597,899981.7518,859925.0936,969230.7692,2768713.688,2638717.949,2718900.344,2575898.734,2538406.828,2290158.96
P18980,20.841,909.78696,909.78816,1.318988367,C57H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:1_20:1,TG 16:0_18:1(9)_20:1(11),0.998,0.90245,0.000729395,0.190628516,Some,Some,278000,274000,211624.3316,265500,246000,,,,136500,130500,129500,,246500,242500,,,235000,213500
P18980,20.841,909.78696,909.78816,1.318988367,C57H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:1_20:1,TG 16:0_18:1(11)_20:1(11),0.978,0.91359,0.000364698,0.189450758,Some,Some,0,0,95751.3369,0,0,,,,0,0,0,,0,0,,,0,0
P18980,20.841,909.78696,909.78816,1.318988367,C57H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+Na]+,TG 16:0_18:1_20:1,TG 16:0_18:1(9)_20:1(13),0.978,0.91359,0.000364698,0.189450758,Some,Some,278000,274000,211624.3316,265500,246000,,,,136500,130500,129500,,246500,242500,,,235000,213500
P19010,20.848,930.84725,930.84842,1.256917856,C59H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_20:1,TG 18:1(11)_18:1(11)_20:1(13),0.972,0.9251,0,0.18971,All,None,1010000,1006666.667,1389952.607,1440000,1191303.912,1360063.966,626674.8366,540000,655950.1673,673562.7212,682607.233,691253.7917,1184501.437,1233228.84,1211317.027,1190786.079,1222506.106,1099910.431
