feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N4045,6.355,743.48647,743.48686,0.524555336,C40H73O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(6)_18:2(6,9)",0.6845,0.889715,0.062119537,0.207117129,All,Some,19000,0,0,0,0,0,6713.073274,0,0,0,0,0,0,0,0,0,0,0
N4045,6.355,743.48647,743.48686,0.524555336,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(6)_18:2(9,12)",0.5692,0.918192,0.049695629,0.188495703,Some,Some,0,0,0,0,0,0,10547.70691,0,0,0,0,0,0,0,0,0,0,0
N4045,6.355,743.48647,743.48686,0.524555336,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(7)_18:2(9,12)",0.914,0.891963333,0,0.180596333,Some,None,19000,0,0,0,0,0,1439.219821,0,0,0,0,0,0,0,0,0,0,0
N4087,6.377,774.5374,774.54431,8.921374685,C45H78NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(6)",0.664888889,0.810571111,0.101570868,0.228802694,Some,Some,0,129940.6919,111444.0843,65849.78707,33066.66667,21644.73148,0,71938.26808,329000,147016.2778,229193.8904,148060.7029,0,265000,148897.4714,82232.55814,88398.93415,77666.66667
N4087,6.377,774.5374,774.54431,8.921374685,C45H78NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(11)",0.631,0.763494167,0.104905652,0.223373938,Some,Some,0,48029.65404,48777.95786,40075.10647,33066.66667,21644.73148,0,8045.727351,0,47640.26044,70903.05478,22476.37464,0,0,47051.26429,0,35844.68976,77666.66667
N4087,6.377,774.5374,774.54431,8.921374685,C45H78NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(9)",0.6892,0.754292,0.091413781,0.217480225,Some,Some,0,48029.65404,48777.95786,40075.10647,33066.66667,36910.53705,0,196016.0046,0,138343.4617,70903.05478,212462.9225,218000,0,47051.26429,138767.4419,111756.3761,77666.66667
N4089,6.378,773.53418,773.53381,0.478324276,C42H79O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(9)_18:1(9),0.928,0.905145,0,0.1833145,All,None,,92004.38116,94455.2295,50582.20025,36506.25978,30989.58333,0,79269.21953,138161.5925,130530.6428,145631.8681,164903.3732,88923.07692,117808.5502,97302.23124,86294.21222,94336.75565,103163.853
N4089,6.378,773.53418,773.53381,0.478324276,C42H79O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(11)_18:1(9),0.7795,0.92268,0,0.170218,All,None,,240000,227000,151000,108500,85000,0,298000,345000,350000,387500,402500,238000,285500,260000,237500,247000,254000
N4089,6.378,773.53418,773.53381,0.478324276,C42H79O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(11)_18:1(11),0.631,0.940215,0,0.1571215,All,None,,147995.6188,132544.7705,100417.7998,71993.74022,54010.41667,0,218730.7805,206838.4075,219469.3572,241868.1319,237596.6268,149076.9231,167691.4498,162697.7688,151205.7878,152663.2444,150836.147
N4106,6.392,775.5402,775.54946,11.93992192,C42H81O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(11),0.507,0.54094,0.171726144,0.242174915,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4106,6.392,775.5402,775.54946,11.93992192,C42H81O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(9),0.772,0.93208,0,0.170408,All,None,0,0,0,0,19000,0,0,57400,74679.213,0,0,71380,0,44405,0,0,0,38900.86207
N4106,6.392,775.5402,775.54946,11.93992192,C42H81O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(6),0.599,0.50975,0,0.110875,All,None,0,0,0,0,0,0,0,0,12620.787,0,0,28220,0,21995,0,0,0,8599.137931
N4171,6.443,746.5057,746.51301,9.792193709,C43H74NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(7)",0.638,0.6067125,0.129984858,0.228459136,Some,Some,11533.33333,0,0,0,0,0,24545.2256,0,0,0,0,0,0,0,0,0,0,0
N4171,6.443,746.5057,746.51301,9.792193709,C43H74NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(9)",0.759777778,0.453592222,0.115542096,0.213770677,Some,Some,11533.33333,0,0,0,0,0,41809.54879,0,0,0,0,0,0,0,0,0,0,0
N4171,6.443,746.5057,746.51301,9.792193709,C43H74NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(6)",0.598888889,0.538784444,0.115542096,0.20620101,Some,Some,11533.33333,0,0,0,0,0,24545.2256,0,0,0,0,0,0,0,0,0,0,0
N4172,6.444,883.53541,883.5342,1.369499902,C47H81O13P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:5,"PI 18:0_20:5(5,8,11,14,17)",0.7962,0.54199,0.231830848,0.319283678,All,Some,,11800,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
N4179,6.452,745.50235,745.50251,0.214620337,C40H75O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(7)_18:1(6),0.994,0.90309,0,0.189709,Some,None,,,,,,0,69000,0,,,,,,,,,,
N4179,6.452,745.50235,745.50251,0.214620337,C40H75O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(7)_18:1(9),0.994,0.90309,0,0.189709,Some,None,,,,,,0,69000,0,,,,,,,,,,
N4179,6.452,745.50235,745.50251,0.214620337,C40H75O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(7)_18:1(11),0.966,0.919283333,0,0.188528333,Some,None,,,,,,0,69000,0,,,,,,,,,,
N4199,6.466,722.50895,722.51301,5.619275977,C41H74NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_16:1,"PE O-20:4(5,8,11,14)_16:1(6)",0.640666667,0.582743333,0.307263038,0.36815143,Some,Some,0,15800,0,,,,,,,0,,,9976.736494,0,0,,13153.84615,13500
N4199,6.466,722.50895,722.51301,5.619275977,C41H74NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_16:1,"PE O-20:4(5,8,11,14)_16:1(9)",0.7504,0.742834,0.184357823,0.296809658,Some,Some,0,15800,20201.66667,,,,,,,33600,,,13930.6505,0,0,,13153.84615,13500
N4199,6.466,722.50895,722.51301,5.619275977,C41H74NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:4_16:1,"PE O-20:4(5,8,11,14)_16:1(7)",0.7588,0.517484,0.184357823,0.275114658,Some,Some,0,15800,32498.33333,,,,,,,0,,,17792.61301,50500,48900,,21192.30769,13500
N4252,6.503,799.54986,799.54946,0.500281746,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(11,14)",0.6656,0.784142,0.046209436,0.181941749,All,Some,,0,0,0,7568.775942,0,,0,0,0,0,0,0,0,0,0,0,0
N4252,6.503,799.54986,799.54946,0.500281746,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(11,14)",0.7936,0.927992,0.001673186,0.173497749,All,Some,,0,0,0,4221.524778,0,,0,0,0,0,0,0,0,0,0,0,0
N4252,6.503,799.54986,799.54946,0.500281746,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(11,14)",0.811333333,0.64531,0.002788644,0.147895248,Some,Some,,0,0,0,1509.69928,0,,0,0,0,0,0,0,0,0,0,0,0
N4291,6.511,909.54989,909.54985,0.043977798,C49H83O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:6,"PI 18:0_22:6(4,7,10,13,16,19)",0.935555556,0.889681111,0.069773045,0.238342103,All,Some,,573000,394000,468000,309000,366000,,184000,140000,149000,167000,157000,798000,667000,664000,637000,604000,693000
N4318,6.518,859.53413,859.5342,0.081439459,C45H81O13P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(11,14,17)",0.713666667,0.806971667,0.072214894,0.209835749,All,Some,,170568.4978,52573.49011,50039.59873,53072.73891,0,,57676.67608,0,70440.4654,42110.73779,0,53342.98153,0,0,0,46936.22142,45045.76077
N4318,6.518,859.53413,859.5342,0.081439459,C45H81O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(8,11,14)",0.75,0.899025,0.043540573,0.199734958,All,Some,,297597.447,253679.8503,346156.283,207913.8225,316000,,216928.7944,317148.265,301157.9902,361220.7756,380869.2949,414201.6708,410260.153,400435.9743,435637.4855,342941.0349,388489.8945
N4318,6.518,859.53413,859.5342,0.081439459,C45H81O13P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(5,8,11)",0.7388,0.84977,0.048097907,0.197335325,All,Some,,39834.05516,75746.65954,49804.11827,24013.43857,0,,218394.5295,250851.735,255401.5444,275668.4866,289130.7051,190455.3477,219739.847,208564.0257,105362.5145,198122.7437,191464.3447
N4327,6.521,911.56175,911.5655,4.113802025,C49H85O13P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(7,10,13,16,19)",0.681111111,0.703062222,0.112626153,0.228518256,All,Some,,155130.6464,112050.9906,124543.191,81882.14294,89926.15733,,60874.52924,61363.35604,69456.94592,72225.8863,68933.21564,204523.0761,176752.0033,178762.026,180803.8577,165522.3709,185746.9408
N4327,6.521,911.56175,911.5655,4.113802025,C49H85O13P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(4,7,10,13,16)",0.911714286,0.862411429,0.048608202,0.216299133,All,Some,,3869.353604,1949.009369,2456.80904,2817.857055,1973.842672,,1525.470763,1036.643958,643.0540773,1374.113698,2366.784362,5476.923916,4247.996746,5237.973987,5196.142309,2477.629084,4253.059155
N4381,6.553,748.52437,748.52866,5.731243477,C43H76NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(7)",0.790857143,0.561071429,0.193855283,0.290277083,Some,Some,0,3070,3361.201187,4271.683459,2893.773764,3824.514782,,0,0,0,0,0,0,0,0,0,0,0
N4381,6.553,748.52437,748.52866,5.731243477,C43H76NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(9)",0.786888889,0.660661111,0.150776331,0.265376065,Some,Some,0,3070,3376.960493,2356.633081,2678.113118,3824.514782,,0,0,0,0,0,0,0,0,0,0,0
N4381,6.553,748.52437,748.52866,5.731243477,C43H76NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(6)",0.77,0.642033333,0.150776331,0.261824398,Some,Some,0,3070,3561.838319,4271.683459,2678.113118,4150.970436,,0,0,0,0,0,0,0,0,0,0,0
N4395,6.556,831.50335,831.5029,0.541188732,C43H77O13P,CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:3,"PI 16:0_18:3(6,9,12)",0.759666667,0.640065,0.287291966,0.369806739,All,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N4395,6.556,831.50335,831.5029,0.541188732,C43H77O13P,CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:3,"PI 16:0_18:3(9,12,15)",0.693,0.631773333,0.246548737,0.329716323,All,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N4396,6.556,881.51835,881.51855,0.226881215,C47H79O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_22:6,"PI 16:0_22:6(4,7,10,13,16,19)",0.799454545,0.860729091,0.031536718,0.191247738,All,Some,515000,0,0,0,0,0,57100,0,0,0,0,0,0,0,0,0,0,0
N4425,6.575,800.55287,800.55996,8.856301032,C47H80NO7P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_20:2,"PE O-22:6(4,7,10,13,16,19)_20:2(11,14)",0.631818182,0.601927273,0.49964697,0.523092121,Some,Some,0,0,0,0,0,0,0,21100,0,0,0,20200,0,19900,2000,0,0,15500
N4433,6.576,799.54995,799.54946,0.612845139,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(11,14)",0.6812,0.784124,0.041075011,0.179392409,All,Some,,13753.8684,12934.45378,0,847.9305379,0,,20866.63322,17449.3066,23897.83772,29518.31993,19906.98661,20481.20301,22182.22954,0,19310.06494,0,21224.64912
N4433,6.576,799.54995,799.54946,0.612845139,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(11,14)",0.7996,0.928046,0.000837069,0.173434255,All,Some,,8661.171367,7159.912854,0,472.9377382,0,,17533.36678,17449.3066,23897.83772,28481.68007,19742.25109,10225.56391,13698.06664,0,11189.93506,0,11875.35088
N4433,6.576,799.54995,799.54946,0.612845139,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(11,14)",0.852,0.64528,0.001395115,0.150844092,Some,Some,,2384.960231,705.6333645,0,169.1317238,0,,0,1401.386807,5604.324569,0,3950.762296,1693.233083,1619.703826,0,0,0,0
N4463,6.596,769.50186,769.50251,0.844701598,C42H75O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(6,9)",0.562,0.8543475,0.078360768,0.204323364,All,Some,,0,0,0,0,0,6230,0,,,0,0,0,0,0,0,0,0
N4463,6.596,769.50186,769.50251,0.844701598,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(9,12)",0.535666667,0.90646,0.052240512,0.186005076,Some,Some,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
N4463,6.596,769.50186,769.50251,0.844701598,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(9,12)_18:2(9,12)",0.6885,0.958775,0,0.1647275,All,None,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
N4501,6.615,885.54956,885.54985,0.327480153,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(9)_20:3(8,11,14)",0.876666667,0.885778333,0.100150966,0.256365273,Some,Some,0,258336.6923,191357.8225,0,0,0,0,282037.9204,306257.1502,318878.571,336968.3496,341646.3909,0,266677.0678,0,244293.2554,0,0
N4501,6.615,885.54956,885.54985,0.327480153,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(11)_20:3(8,11,14)",0.860333333,0.877375,0.085338215,0.242041406,All,Some,0,258336.6923,191357.8225,0,0,0,0,282037.9204,306257.1502,315151.7278,336968.3496,341646.3909,0,267349.5654,0,244293.2554,0,0
N4501,6.615,885.54956,885.54985,0.327480153,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(6)_20:3(8,11,14)",0.858666667,0.848913333,0.085821717,0.239415374,Some,Some,0,287326.6154,210284.3549,0,0,0,0,365924.1591,477485.6996,495969.7012,546063.3009,566707.2182,0,299973.3667,0,273413.4892,0,0
N4553,6.639,857.51887,857.51855,0.37316977,C45H79O13P,CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_18:3,"PI 18:1(9)_18:3(6,9,12)",0.6685,0.69425,0.189748508,0.288073807,Some,Some,0,0,0,0,0,0,,0,0,0,0,0,0,0,3770.964366,0,0,0
N4553,6.639,857.51887,857.51855,0.37316977,C45H79O13P,CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_18:3,"PI 18:1(11)_18:3(6,9,12)",0.752,0.646795,0.18259267,0.285953636,All,All,0,0,0,0,0,0,,0,0,0,0,0,0,0,554.5178171,0,0,0
N4553,6.639,857.51887,857.51855,0.37316977,C45H79O13P,CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_18:3,"PI 18:1(6)_18:3(6,9,12)",0.7116,0.72277,0.151798807,0.264876045,Some,Some,0,0,0,0,0,0,,0,0,0,0,0,0,0,554.5178171,0,0,0
N4570,6.654,907.53411,907.5342,0.099169816,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(9)_22:6(4,7,10,13,16,19)",0.901454545,0.778086364,0.039124833,0.199253957,Some,Some,193358.0719,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0
N4570,6.654,907.53411,907.5342,0.099169816,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(11)_22:6(4,7,10,13,16,19)",0.874333333,0.734300833,0.047761991,0.19907301,All,Some,125106.2689,0,0,0,0,0,25500,0,0,0,0,0,0,0,0,0,0,0
N4570,6.654,907.53411,907.5342,0.099169816,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(6)_22:6(4,7,10,13,16,19)",0.862,0.705993,0.049244178,0.196194643,Some,Some,110535.6592,0,0,0,0,0,25500,0,0,0,0,0,0,0,0,0,0,0
N4604,6.671,835.53432,835.5342,0.143620692,C43H81O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(11),0.939,0.945965,0,0.1884965,All,None,,155700.5128,116510.3905,107406.1135,54180.60201,41349.26471,,102850.2024,92863.48123,121259.887,118585.6833,104062.5,485898.2301,172849.8403,254053.982,126549.7537,226728.8136,280950.2488
N4604,6.671,835.53432,835.5342,0.143620692,C43H81O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(6),0.883,0.83462,0.020364378,0.188053503,All,Some,,0,75188.53815,0,33177.25753,42110.29412,,0,0,0,0,0,251101.7699,0,156650.5779,61856.15764,125960.452,104649.2537
N4604,6.671,835.53432,835.5342,0.143620692,C43H81O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(9),0.896,0.90285,0,0.179885,All,None,,437299.4872,329301.0714,365593.8865,192642.1405,192540.4412,,116149.7976,206136.5188,216740.113,197414.3167,228937.5,0,466150.1597,278295.4401,387594.0887,284310.7345,372400.4975
N4638,6.695,799.54975,799.54946,0.362704266,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(11,14)",0.917,0.95406,0.00301205,0.18951564,Some,Some,,0,0,0,0,0,,2967.4718,0,0,0,5454.196574,0,0,0,0,0,0
N4638,6.695,799.54975,799.54946,0.362704266,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(11,14)",0.7248,0.785724,0.042146044,0.184769235,All,Some,,0,0,0,0,0,,2967.4718,0,0,0,5666.216863,0,0,0,0,0,0
N4638,6.695,799.54975,799.54946,0.362704266,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(11,14)",0.7284,0.928184,0.00120482,0.166622256,All,Some,,0,0,0,0,0,,2715.0564,0,0,0,4779.586563,0,0,0,0,0,0
