id,rt,mz,compound_name,adduct,cosine_score,mol_formula,smiles,datafile:pos_hela_LG5_O3.mzML:area,datafile:pos_hela_LG2_O3.mzML:area,datafile:pos_hela_LG3_O3.mzML:area,datafile:pos_hela_LG1_O3.mzML:area,datafile:pos_hela_LG6_O3.mzML:area,datafile:pos_hela_S2_O3.mzML:area,datafile:pos_hela_HG2_O3.mzML:area,datafile:pos_hela_LG4_O3.mzML:area,datafile:pos_hela_HG1_O3.mzML:area,datafile:pos_hela_HG4_O3.mzML:area,datafile:pos_hela_HG5_O3.mzML:area,datafile:pos_hela_HG3_O3.mzML:area,datafile:pos_hela_S1_O3.mzML:area,datafile:pos_hela_S3_O3.mzML:area,datafile:pos_hela_HG6_O3.mzML:area,datafile:pos_hela_S4_O3.mzML:area,datafile:pos_hela_S6_O3.mzML:area,datafile:pos_hela_S5_O3.mzML:area,chain_shorthand,db_shorthand,lipid_name,name,score
16819,19.393,886.7845,TG 17:1_18:1_18:2,[M+NH4]+,0.99,C56H100O6,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,25130.0,0.0,0.0,0.0,0.0,48150.0,39940.0,0.0,TG(17:1_18:1_18:2),"TG(17:1(9)_18:1(9)_18:2(9,12))","TG(17:1(9)_18:1(9)_18:2(9,12))","TG(17:1(9)_18:1(9)_18:2(9,12))",1.0854444444444449
16846,19.404,808.73818,TG 14:0_16:0_17:1,[M+NH4]+,0.99,C50H94O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCC,311300.0,338300.0,318000.0,258600.0,272800.0,603800.0,750400.0,289700.0,786700.0,1073000.0,702900.0,765600.0,599900.0,641800.0,923100.0,586800.0,489000.0,697200.0,TG(14:0_16:0_17:1),TG(14:0_16:0_17:1(9)),TG(14:0_16:0_17:1(9)),TG(14:0_16:0_17:1(9)),0.8633333333333327
16866,19.408,822.75226,TG 16:0_16:0_16:1,[M+NH4]+,1.0,C51H96O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.0,29530.0,0.0,0.0,29360.0,71760.0,157900.0,16720.0,87790.0,123700.0,56480.0,50790.0,71730.0,58460.0,111600.0,90860.0,60460.0,57350.0,TG(16:0_16:0_16:1),TG(16:0_16:0_16:1(9)),TG(16:0_16:0_16:1(9)),TG(16:0_16:0_16:1(9)),0.7521666666666688
16865,19.408,924.79264,TG 16:0_18:1_22:5,[M+NH4]+,0.99,C59H102O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,0.0,0.0,0.0,0.0,212000.0,287900.0,0.0,353600.0,455100.0,502500.0,262300.0,281600.0,271900.0,777400.0,229600.0,197400.0,239200.0,TG(16:0_18:1_22:5),"TG(16:0_18:1(9)_22:5(7,10,13,16,19))","TG(16:0_18:1(9)_22:5(7,10,13,16,19))","TG(16:0_18:1(9)_22:5(7,10,13,16,19))",1.1656923076923074
16871,19.409,922.78533,TG 18:1_18:1_20:5,[M+NH4]+,0.92,C59H100O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,218800.0,325600.0,225700.0,197000.0,203600.0,1064000.0,1255000.0,227600.0,1526000.0,1900000.0,2121000.0,1093000.0,1217000.0,1152000.0,3273000.0,1095000.0,825800.0,1036000.0,TG(18:1_18:1_20:5),"TG(18:1(9)_18:1(9)_20:5(5,8,11,14,17))","TG(18:1(9)_18:1(9)_20:5(5,8,11,14,17))","TG(18:1(9)_18:1(9)_20:5(5,8,11,14,17))",1.088692307692308
16936,19.438,950.80786,TG 18:1_18:1_22:5,[M+NH4]+,0.98,C61H104O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,34980.0,63590.0,0.0,36980.0,0.0,118900.0,123800.0,0.0,166400.0,203800.0,213900.0,109300.0,0.0,119900.0,293200.0,97390.0,88680.0,107700.0,TG(18:1_18:1_22:5),"TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))",1.1377692307692309
16944,19.44,948.801,TG 16:0_20:3_22:5,[M+NH4]+,0.92,C61H102O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC,158000.0,267700.0,168700.0,175000.0,159800.0,470000.0,564800.0,177100.0,689600.0,778500.0,967000.0,490300.0,541100.0,523300.0,2031000.0,477200.0,383300.0,492700.0,TG(16:0_20:3_22:5),"TG(16:0_20:3(8,11,14)_22:5(7,10,13,16,19))","TG(16:0_20:3(8,11,14)_22:5(7,10,13,16,19))","TG(16:0_20:3(8,11,14)_22:5(7,10,13,16,19))",1.0790588235294105
16949,19.442,834.75367,TG 15:0_17:1_17:1,[M+NH4]+,0.99,C52H96O6,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,526700.0,575700.0,565200.0,451200.0,470900.0,891100.0,1119000.0,467800.0,1205000.0,1482000.0,1094000.0,1078000.0,921000.0,934900.0,1468000.0,848300.0,672600.0,969200.0,TG(15:0_17:1_17:1),TG(15:0_17:1(9)_17:1(9)),TG(15:0_17:1(9)_17:1(9)),TG(15:0_17:1(9)_17:1(9)),0.8154999999999989
16958,19.449,848.76768,TG 14:0_18:1_18:1,[M+NH4]+,0.97,C53H98O6,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,29300.0,0.0,0.0,0.0,124500.0,203800.0,0.0,230800.0,0.0,131900.0,89910.0,167300.0,0.0,0.0,135400.0,135300.0,126700.0,TG(14:0_18:1_18:1),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),0.908833333333332
16971,19.453,848.76474,TG 14:0_18:1_18:1,[M+NH4]+,0.98,C53H98O6,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159100.0,0.0,0.0,0.0,0.0,0.0,0.0,TG(14:0_18:1_18:1),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),0.9061666666666669
16983,19.483,860.7692,TG 16:1_17:1_18:1,[M+NH4]+,0.99,C54H98O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,368400.0,435200.0,393600.0,350400.0,350300.0,665200.0,775200.0,370900.0,812700.0,956500.0,791700.0,672600.0,656300.0,674600.0,1207000.0,557000.0,466700.0,672400.0,TG(16:1_17:1_18:1),TG(16:1(9)_17:1(9)_18:1(9)),TG(16:1(9)_17:1(9)_18:1(9)),TG(16:1(9)_17:1(9)_18:1(9)),0.9438571428571431
16994,19.493,974.81669,TG 16:0_22:4_22:5,[M+NH4]+,0.81,C63H104O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,0.0,0.0,0.0,0.0,0.0,29190.0,31210.0,0.0,0.0,60870.0,81880.0,25610.0,33850.0,33530.0,175200.0,24160.0,8652.0,16830.0,TG(16:0_22:4_22:5),"TG(16:0_22:4(7,10,13,16)_22:5(7,10,13,16,19))","TG(16:0_22:4(7,10,13,16)_22:5(7,10,13,16,19))","TG(16:0_22:4(7,10,13,16)_22:5(7,10,13,16,19))",0.8298684210526307
17008,19.505,874.7816,TG 16:1_18:1_18:1,[M+NH4]+,1.0,C55H100O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,80790.0,0.0,0.0,0.0,0.0,211300.0,0.0,168200.0,110800.0,0.0,150100.0,0.0,120700.0,0.0,127700.0,96200.0,114900.0,TG(16:1_18:1_18:1),TG(16:1(9)_18:1(9)_18:1(9)),TG(16:1(9)_18:1(9)_18:1(9)),TG(16:1(9)_18:1(9)_18:1(9)),0.8143
17021,19.514,822.7537,TG 16:0_16:0_16:1,[M+NH4]+,1.0,C51H96O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54950.0,0.0,0.0,0.0,0.0,0.0,0.0,TG(16:0_16:0_16:1),TG(16:0_16:0_16:1(9)),TG(16:0_16:0_16:1(9)),TG(16:0_16:0_16:1(9)),0.8323333333333345
17027,19.518,846.75382,TG 16:1_16:1_18:1,[M+NH4]+,1.0,C53H96O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,0.0,0.0,0.0,0.0,60970.0,0.0,0.0,0.0,0.0,147100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TG(16:1_16:1_18:1),TG(16:1(9)_16:1(9)_18:1(9)),TG(16:1(9)_16:1(9)_18:1(9)),TG(16:1(9)_16:1(9)_18:1(9)),0.9906000000000003
17078,19.554,820.73783,TG 16:0_16:1_16:1,[M+NH4]+,0.99,C51H94O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,0.0,0.0,0.0,0.0,7366.0,0.0,0.0,11690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26820.0,0.0,0.0,TG(16:0_16:1_16:1),TG(16:0_16:1(9)_16:1(9)),TG(16:0_16:1(9)_16:1(9)),TG(16:0_16:1(9)_16:1(9)),1.0751666666666655
17091,19.582,886.78487,TG 17:1_18:1_18:2,[M+NH4]+,0.99,C56H100O6,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC,148100.0,186500.0,135000.0,125900.0,119600.0,205000.0,248900.0,132300.0,284900.0,327200.0,340700.0,231100.0,219600.0,167300.0,569100.0,198400.0,160500.0,211700.0,TG(17:1_18:1_18:2),"TG(17:1(9)_18:1(9)_18:2(9,12))","TG(17:1(9)_18:1(9)_18:2(9,12))","TG(17:1(9)_18:1(9)_18:2(9,12))",1.1183888888888893
17182,19.652,872.76978,TG 16:1_18:1_18:2,[M+NH4]+,0.99,C55H98O6,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC,0.0,0.0,0.0,0.0,0.0,0.0,129400.0,0.0,144400.0,0.0,0.0,0.0,0.0,111700.0,836800.0,0.0,90730.0,0.0,TG(16:1_18:1_18:2),"TG(16:1(9)_18:1(9)_18:2(9,12))","TG(16:1(9)_18:1(9)_18:2(9,12))","TG(16:1(9)_18:1(9)_18:2(9,12))",1.1984444444444455
17196,19.66,938.81626,TG 17:1_18:1_22:4,[M+NH4]+,0.95,C60H104O6,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)COC(=O)CCCCCCC\C=C/CCCCCCC,10040.0,40470.0,0.0,0.0,0.0,78480.0,140500.0,17980.0,181200.0,166800.0,235100.0,0.0,0.0,80970.0,468800.0,89760.0,42680.0,73590.0,TG(17:1_18:1_22:4),"TG(17:1(9)_18:1(9)_22:4(7,10,13,16))","TG(17:1(9)_18:1(9)_22:4(7,10,13,16))","TG(17:1(9)_18:1(9)_22:4(7,10,13,16))",1.1665769230769232
17204,19.667,900.79264,TG 18:1_18:1_18:2,[M+NH4]+,1.0,C57H102O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416200.0,0.0,0.0,230400.0,899100.0,0.0,0.0,158700.0,TG(18:1_18:1_18:2),"TG(18:1(9)_18:1(9)_18:2(9,12))","TG(18:1(9)_18:1(9)_18:2(9,12))","TG(18:1(9)_18:1(9)_18:2(9,12))",1.2432857142857168
17205,19.668,898.78552,TG 16:0_16:0_22:5,[M+NH4]+,0.98,C57H100O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,141000.0,0.0,0.0,0.0,0.0,736000.0,935900.0,213800.0,1096000.0,1298000.0,1709000.0,796400.0,894300.0,1088000.0,4317000.0,785300.0,584200.0,764500.0,TG(16:0_16:0_22:5),"TG(16:0_16:0_22:5(7,10,13,16,19))","TG(16:0_16:0_22:5(7,10,13,16,19))","TG(16:0_16:0_22:5(7,10,13,16,19))",0.967227272727272
17222,19.675,912.80114,TG 16:0_17:1_22:4,[M+NH4]+,0.81,C58H102O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCC,0.0,57650.0,15780.0,45730.0,42750.0,94150.0,104400.0,36340.0,0.0,152100.0,259100.0,93860.0,117300.0,0.0,464900.0,81900.0,111800.0,96730.0,TG(16:0_17:1_22:4),"TG(16:0_17:1(9)_22:4(7,10,13,16))","TG(16:0_17:1(9)_22:4(7,10,13,16))","TG(16:0_17:1(9)_22:4(7,10,13,16))",1.1832727272727281
17221,19.675,950.8162,TG 18:1_18:1_22:5,[M+NH4]+,0.95,C61H104O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,136500.0,203800.0,0.0,0.0,0.0,0.0,0.0,0.0,588200.0,0.0,787500.0,0.0,480000.0,0.0,1407000.0,0.0,0.0,0.0,TG(18:1_18:1_22:5),"TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))",1.1787307692307698
17282,19.712,836.76878,TG 16:0_16:1_17:0,[M+NH4]+,0.98,C52H98O6,CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,466300.0,414300.0,447500.0,372400.0,420400.0,837200.0,1118000.0,400700.0,1262000.0,977500.0,924100.0,1024000.0,698700.0,858000.0,1155000.0,859200.0,745400.0,912100.0,TG(16:0_16:1_17:0),TG(16:0_16:1(9)_17:0),TG(16:0_16:1(9)_17:0),TG(16:0_16:1(9)_17:0),0.7921666666666655
17293,19.716,827.70903,TG 14:0_16:0_18:1,[M+Na]+,0.96,C51H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,290400.0,273500.0,324900.0,282900.0,306900.0,602800.0,650200.0,301100.0,669000.0,647200.0,550800.0,656900.0,605500.0,591100.0,580300.0,551100.0,527200.0,588000.0,TG(14:0_16:0_18:1),TG(14:0_16:0_18:1(9)),TG(14:0_16:0_18:1(9)),TG(14:0_16:0_18:1(9)),0.2916666666666667
17316,19.723,822.75345,TG 14:0_16:0_18:1,[M+NH4]+,0.98,C51H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,4758000.0,4197000.0,5146000.0,4143000.0,5087000.0,12310000.0,13750000.0,4865000.0,14150000.0,13080000.0,11580000.0,13140000.0,12240000.0,12710000.0,12950000.0,11460000.0,10170000.0,11780000.0,TG(14:0_16:0_18:1),TG(14:0_16:0_18:1(9)),TG(14:0_16:0_18:1(9)),TG(14:0_16:0_18:1(9)),0.8508333333333346
17376,19.746,834.75292,TG 16:0_16:1_17:1,[M+NH4]+,0.94,C52H96O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,0.0,0.0,0.0,0.0,8901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TG(16:0_16:1_17:1),TG(16:0_16:1(9)_17:1(9)),TG(16:0_16:1(9)_17:1(9)),TG(16:0_16:1(9)_17:1(9)),0.9317999999999994
17403,19.753,848.76886,TG 14:0_18:1_18:1,[M+NH4]+,0.97,C53H98O6,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,11540000.0,10750000.0,11920000.0,9929000.0,12350000.0,18190000.0,21060000.0,11340000.0,21710000.0,20220000.0,18290000.0,19850000.0,18050000.0,18510000.0,20570000.0,17110000.0,15110000.0,17900000.0,TG(14:0_18:1_18:1),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),TG(14:0_18:1(9)_18:1(9)),0.8770000000000001
17416,19.757,853.72433,TG 16:0_16:1_18:1,[M+Na]+,0.96,C53H98O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,697600.0,662500.0,734000.0,689300.0,715800.0,862500.0,1031000.0,697100.0,1038000.0,970700.0,874200.0,933600.0,875700.0,861600.0,927500.0,821000.0,774000.0,865300.0,TG(16:0_16:1_18:1),TG(16:0_16:1(9)_18:1(9)),TG(16:0_16:1(9)_18:1(9)),TG(16:0_16:1(9)_18:1(9)),0.5157
17418,19.757,862.78447,TG 15:0_18:1_18:1,[M+NH4]+,0.98,C54H100O6,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,1069000.0,994000.0,979700.0,846000.0,978600.0,1205000.0,1599000.0,929100.0,1987000.0,1470000.0,1420000.0,1490000.0,1023000.0,1170000.0,1729000.0,1249000.0,1177000.0,1388000.0,TG(15:0_18:1_18:1),TG(15:0_18:1(9)_18:1(9)),TG(15:0_18:1(9)_18:1(9)),TG(15:0_18:1(9)_18:1(9)),0.9503333333333325
17490,19.78,860.76882,TG 16:1_17:1_18:1,[M+NH4]+,0.98,C54H98O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38940.0,0.0,0.0,0.0,0.0,0.0,0.0,33920.0,19610.0,0.0,TG(16:1_17:1_18:1),TG(16:1(9)_17:1(9)_18:1(9)),TG(16:1(9)_17:1(9)_18:1(9)),TG(16:1(9)_17:1(9)_18:1(9)),1.0158571428571435
17509,19.79,874.7845,TG 16:1_18:1_18:1,[M+NH4]+,0.99,C55H100O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,9689000.0,9831000.0,9589000.0,8542000.0,10140000.0,11240000.0,13280000.0,9424000.0,13840000.0,13330000.0,12650000.0,12240000.0,11140000.0,11380000.0,15510000.0,10590000.0,9331000.0,11170000.0,TG(16:1_18:1_18:1),TG(16:1(9)_18:1(9)_18:1(9)),TG(16:1(9)_18:1(9)_18:1(9)),TG(16:1(9)_18:1(9)_18:1(9)),1.0484000000000002
17537,19.798,950.81638,TG 18:1_18:1_22:5,[M+NH4]+,0.97,C61H104O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,191100.0,227100.0,347000.0,320700.0,318400.0,1063000.0,1285000.0,332900.0,803200.0,1589000.0,890300.0,1161000.0,655900.0,1088000.0,837100.0,1062000.0,967000.0,1061000.0,TG(18:1_18:1_22:5),"TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))","TG(18:1(9)_18:1(9)_22:5(7,10,13,16,19))",1.1918846153846165
17550,19.801,888.80021,TG 17:1_17:1_19:1,[M+NH4]+,1.0,C56H102O6,CCCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,383000.0,936600.0,498300.0,735700.0,901700.0,860500.0,1129000.0,802200.0,1317000.0,1094000.0,681000.0,1039000.0,811700.0,793900.0,1277000.0,855700.0,825000.0,507600.0,TG(17:1_17:1_19:1),TG(17:1(9)_17:1(9)_19:1(9)),TG(17:1(9)_17:1(9)_19:1(9)),TG(17:1(9)_17:1(9)_19:1(9)),1.1940000000000015
17563,19.807,879.73999,TG 16:0_18:1_18:2,[M+Na]+,0.96,C55H100O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,622500.0,656900.0,629400.0,593500.0,653000.0,609400.0,713800.0,618900.0,741000.0,707400.0,726000.0,681300.0,610700.0,611800.0,777500.0,616500.0,558000.0,613500.0,TG(16:0_18:1_18:2),"TG(16:0_18:1(9)_18:2(9,12))","TG(16:0_18:1(9)_18:2(9,12))","TG(16:0_18:1(9)_18:2(9,12))",0.5940714285714291
17594,19.827,898.78696,TG 16:0_16:0_22:5,[M+NH4]+,0.99,C57H100O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,38310.0,0.0,50770.0,25160.0,0.0,21780.0,0.0,39520.0,0.0,0.0,27650.0,0.0,TG(16:0_16:0_22:5),"TG(16:0_16:0_22:5(7,10,13,16,19))","TG(16:0_16:0_22:5(7,10,13,16,19))","TG(16:0_16:0_22:5(7,10,13,16,19))",0.9529545454545445
17613,19.845,912.80106,TG 16:0_17:1_22:4,[M+NH4]+,0.81,C58H102O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCC,0.0,44410.0,0.0,17180.0,0.0,43530.0,64790.0,0.0,0.0,0.0,86590.0,73490.0,0.0,56990.0,291300.0,91330.0,48060.0,57140.0,TG(16:0_17:1_22:4),"TG(16:0_17:1(9)_22:4(7,10,13,16))","TG(16:0_17:1(9)_22:4(7,10,13,16))","TG(16:0_17:1(9)_22:4(7,10,13,16))",1.2559545454545449
17620,19.85,886.78463,TG 16:0_17:1_20:3,[M+NH4]+,0.81,C56H100O6,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCC,0.0,19760.0,0.0,0.0,0.0,39810.0,66960.0,0.0,65030.0,72730.0,87420.0,48960.0,51760.0,0.0,181200.0,36890.0,43700.0,43010.0,TG(16:0_17:1_20:3),"TG(16:0_17:1(9)_20:3(8,11,14))","TG(16:0_17:1(9)_20:3(8,11,14))","TG(16:0_17:1(9)_20:3(8,11,14))",1.163166666666668
17632,19.861,938.81744,TG 17:1_18:1_22:4,[M+NH4]+,0.95,C60H104O6,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)COC(=O)CCCCCCC\C=C/CCCCCCC,0.0,0.0,0.0,0.0,0.0,81220.0,0.0,0.0,109800.0,95710.0,158200.0,118000.0,0.0,68100.0,410900.0,0.0,35970.0,0.0,TG(17:1_18:1_22:4),"TG(17:1(9)_18:1(9)_22:4(7,10,13,16))","TG(17:1(9)_18:1(9)_22:4(7,10,13,16))","TG(17:1(9)_18:1(9)_22:4(7,10,13,16))",1.1451923076923072
17654,19.877,924.80171,TG 18:1_18:1_20:4,[M+NH4]+,0.93,C59H102O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.0,0.0,7290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TG(18:1_18:1_20:4),"TG(18:1(9)_18:1(9)_20:4(5,8,11,14))","TG(18:1(9)_18:1(9)_20:4(5,8,11,14))","TG(18:1(9)_18:1(9)_20:4(5,8,11,14))",0.9950454545454565
17657,19.878,900.80037,TG 18:1_18:1_18:2,[M+NH4]+,1.0,C57H102O6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,2378000.0,2667000.0,2272000.0,2080000.0,2306000.0,2622000.0,3108000.0,2455000.0,3443000.0,3631000.0,3534000.0,2871000.0,2705000.0,2626000.0,5017000.0,2459000.0,2191000.0,2634000.0,TG(18:1_18:1_18:2),"TG(18:1(9)_18:1(9)_18:2(9,12))","TG(18:1(9)_18:1(9)_18:2(9,12))","TG(18:1(9)_18:1(9)_18:2(9,12))",1.3397142857142856
17662,19.883,902.80852,TG 18:0_18:1_18:2,[M+NH4]+,0.89,C57H104O6,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,548500.0,583600.0,556200.0,421100.0,579800.0,577700.0,679500.0,570700.0,681400.0,791400.0,996200.0,755400.0,731900.0,385300.0,1057000.0,515000.0,592400.0,720000.0,TG(18:0_18:1_18:2),"TG(18:0_18:1(9)_18:2(9,12))","TG(18:0_18:1(9)_18:2(9,12))","TG(18:0_18:1(9)_18:2(9,12))",0.8861428571428583
