feature_id,rt,precursor_mz,primary_annotated_name,adduct,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S6.mzML:area,datafile:neg_hela_S5.mzML:area,structure_annotated_name,fragment_mz_delta,fragment_fatty_acid_pos,fragment_types,score
3180,5.856,661.37205,PG 18:1_20:3,,0.0,0.0,0.0,0.0,0.0,0.0,51.653543307086615,0.0,46.554054054054056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(6)_20:3(11,14,17)",-136.32519999999997,12,criegee,0.17678100000000382
3818,6.231,703.45531,PG 18:1_20:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(9)_20:3(11,14,17)",-94.24419999999999,3,aldehyde,0.3101993364042667
2779,5.472,707.37777,PG 18:1_20:3,,0.0,0.0,1080000000.0,571000000.0,0.0,0.0,0.0,31.804123711340203,0.0,0.0,512000000.0,63.727454909819635,38.526785714285715,50.18633540372671,1050000000.0,35.6989247311828,35.471698113207545,0.0,"PG 18:1(9)_20:3(11,14,17)",-90.2122,3,criegee,0.12430899999999845
3278,5.916,731.36,PG 18:1_20:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030000000.0,0.0,0.0,111.18012422360249,0.0,61.29032258064516,0.0,0.0,"PG 18:1(9)_20:3(11,14,17)",-66.1466,6,aldehyde,0.17855400000000704
2931,5.623,747.5087,PG 18:1_20:3,,0.0,298.3606557377049,0.0,0.0,146.7948717948718,271.96261682242994,233.07086614173227,46.95876288659794,175.0,0.0,0.0,72.0440881763527,56.25,50.37267080745341,0.0,0.0,76.72955974842768,80.2547770700637,"PG 18:1(9)_20:3(11,14,17)",-50.147200000000005,6,criegee,0.6861081524077842
3030,5.72,770.50329,PG 18:1_20:3,,0.0,0.0,0.0,576000000.0,35.19230769230769,0.0,61.96850393700788,41.23711340206185,0.0,0.0,0.0,56.4128256513026,30.08928571428571,42.91925465838509,0.0,84.94623655913979,0.0,87.89808917197452,"PG 18:1(9)_20:3(11,14,17)",-26.081599999999995,9,aldehyde,0.2668606418652526
3244,5.89,788.34738,PG 18:1_20:3,,0.0,90.1639344262295,4770000000.0,5480000000.0,80.12820512820514,90.09345794392523,80.31496062992126,231.44329896907217,60.67567567567568,0.0,4650000000.0,476.9539078156312,195.08928571428572,352.7950310559006,7730000000.0,291.39784946236557,304.4025157232705,332.48407643312106,"PG 18:1(9)_20:3(11,14,17)",-10.082199999999995,9,criegee,0.2718048936897192
3164,5.831,831.50242,PI 16:0_18:3,[M-H]-,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(9,12,15)",0.0,0,substrate,0.23393045574137594
3164,5.831,831.50242,PI 16:0_18:3,[M-H]-,0.0,0.0,0.0,0.0,0.0,,,0.0,2490.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(6,9,12)",0.0,0,substrate,0.1914060048072949
3480,5.999,683.3161,PI 16:0_18:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000000.0,0.0,0.0,0.0,"PI 16:0_18:3(6,9,12)",-148.29259999999996,6,aldehyde,0.15577200000000319
3360,5.965,699.26344,PI 16:0_18:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496000000.0,0.0,0.0,583000000.0,0.0,0.0,585000000.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(6,9,12)",-132.29319999999996,6,criegee,0.1677780000000128
3722,6.174,722.50573,PI 16:0_18:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000000.0,0.0,0.0,0.0,0.0,323000000.0,0.0,0.0,305000000.0,338000000.0,0.0,"PI 16:0_18:3(6,9,12)",-108.2276,9,aldehyde,0.39210199894654857
3340,5.958,739.29482,PI 16:0_18:3,,0.0,0.0,720000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658000000.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(6,9,12)",-92.2282,9,criegee,0.17254000000000558
3909,6.292,763.40367,PI 16:0_18:3,,0.0,0.0,0.0,1800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1260000000.0,0.0,1500000000.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(6,9,12)",-68.1626,12,aldehyde,0.18742902989719368
2994,5.685,780.31907,PI 16:0_18:3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528000000.0,0.0,489000000.0,367000000.0,0.0,"PI 16:0_18:3(6,9,12)",-52.163199999999996,12,criegee,0.07281500000000564
3206,5.88,725.35181,PI 16:0_18:3,,0.0,0.0,1220000000.0,1120000000.0,0.0,0.0,0.0,1320000000.0,0.0,0.0,984000000.0,1710000000.0,1440000000.0,1700000000.0,1660000000.0,1800000000.0,1490000000.0,1580000000.0,"PI 16:0_18:3(9,12,15)",-106.21159999999999,3,aldehyde,0.1841010000000054
3931,6.304,741.54992,PI 16:0_18:3,,0.0,349000000.0,0.0,518000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(9,12,15)",-90.2122,3,criegee,0.18404592511074802
3221,5.885,765.38257,PI 16:0_18:3,,0.0,204000000.0,1010000000.0,965000000.0,420000000.0,0.0,0.0,1260000000.0,98.79518072289156,0.0,1140000000.0,1600000000.0,1570000000.0,2000000000.0,1720000000.0,1640000000.0,1620000000.0,1520000000.0,"PI 16:0_18:3(9,12,15)",-66.1466,6,aldehyde,0.18652500000000086
2714,5.4,781.46961,PI 16:0_18:3,,0.0,0.0,168000000.0,0.0,353000000.0,0.0,0.0,943000000.0,0.0,0.0,0.0,0.0,773000000.0,881000000.0,676000000.0,0.0,696000000.0,0.0,"PI 16:0_18:3(9,12,15)",-50.147200000000005,6,criegee,0.2613758364980478
3208,5.88,805.48626,PI 16:0_18:3,,1120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:3(9,12,15)",-26.081599999999995,9,aldehyde,0.23662560305440605
3226,5.886,820.51454,PI 16:0_18:3,,0.0,0.0,0.0,1360000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170000000.0,0.0,0.0,0.0,"PI 16:0_18:3(9,12,15)",-10.082199999999995,9,criegee,0.3509093697850476
3171,5.84,807.50319,PI 16:0_16:1,[M-H]-,,0.0,0.0,0.0,,0.0,,11362.114537444935,,,8333.886407147416,0.0,0.0,14925.820568927791,4301.075268817204,0.0,0.0,0.0,PI 16:0_16:1(7),0.0,0,substrate,0.48655498277791753
3171,5.84,807.50319,PI 16:0_16:1,[M-H]-,,0.0,0.0,0.0,,32000.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PI 16:0_16:1(9),0.0,0,substrate,0.20663695156525128
3171,5.84,807.50319,PI 16:0_16:1,[M-H]-,,36200.0,34900.0,14700.0,,0.0,,30237.885462555067,,,14066.113592852585,48800.0,54600.0,43374.17943107221,35698.92473118279,53800.0,57800.0,52500.0,PI 16:0_16:1(6),0.0,0,substrate,0.16585200000000022
3480,5.999,683.3161,PI 16:0_16:1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PI 16:0_16:1(6),-124.27060000000002,10,aldehyde,0.15984899999999538
3360,5.965,699.26344,PI 16:0_16:1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.923076923076923,0.0,0.0,26.026785714285715,0.0,0.0,10.034305317324185,0.0,0.0,0.0,0.0,PI 16:0_16:1(6),-108.27120000000002,10,criegee,0.17185500000000503
3040,5.737,697.39325,PI 16:0_16:1,,0.0,0.0,0.0,0.0,0.0,4.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PI 16:0_16:1(7),-110.24359999999999,9,aldehyde,0.48655498277791753
3206,5.88,725.35181,PI 16:0_16:1,,0.0,0.0,34.95702005730659,76.19047619047619,0.0,0.0,0.0,31.73076923076923,0.0,0.0,43.92857142857143,35.040983606557376,26.373626373626376,29.15951972555746,41.5,33.457249070631974,25.77854671280277,30.0952380952381,PI 16:0_16:1(9),-82.1896,7,aldehyde,0.18817799999999762
3931,6.304,741.54992,PI 16:0_16:1,,0.0,9.640883977900552,0.0,35.23809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PI 16:0_16:1(9),-66.1902,7,criegee,0.22509590313050493
3187,5.864,691.45527,PG 14:0_16:1,[M-H]-,,,0.0,0.0,,,0.0,0.0,0.0,6880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG 14:0_16:1(9),0.0,0,substrate,0.16812799999999595
3187,5.864,691.45527,PG 14:0_16:1,[M-H]-,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG 14:0_16:1(7),0.0,0,substrate,0.11324150000000284
3951,6.31,581.27396,PG 14:0_16:1,,0.0,0.0,419000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG 14:0_16:1(7),-110.24359999999999,9,aldehyde,0.10457100000000388
2882,5.562,597.38795,PG 14:0_16:1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.75581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG 14:0_16:1(7),-94.24419999999999,9,criegee,0.1219120000000018
3498,6.015,609.34059,PG 14:0_16:1,,0.0,0.0,165000000.0,693000000.0,0.0,0.0,0.0,0.0,0.0,0.0,570000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG 14:0_16:1(9),-82.1896,7,aldehyde,0.16230799999999804
3418,5.975,625.22655,PG 14:0_16:1,,0.0,0.0,1990000000.0,1350000000.0,0.0,0.0,387000000.0,1060000000.0,440000000.0,0.0,1390000000.0,1260000000.0,1230000000.0,1590000000.0,2410000000.0,1160000000.0,1360000000.0,1240000000.0,PG 14:0_16:1(9),-66.1902,7,criegee,0.17394799999999383
3215,5.882,859.52451,PI 18:1_18:2,[M-H]-,,13768.691462839432,38418.354430379746,43523.117076808354,0.0,0.0,13500.0,59506.091193874,12760.223746529478,0.0,36384.19942762464,53605.2921719956,61342.42441178115,79696.79891794409,68500.0,65311.05807478122,0.0,62530.162412993035,"PI 18:1(9)_18:2(6,9)",0.0,0,substrate,0.4313563283690599
3215,5.882,859.52451,PI 18:1_18:2,[M-H]-,,13491.715517822251,31962.0253164557,35391.49888143177,0.0,0.0,13500.0,45367.211973546815,12379.552506941041,0.0,28305.12125320078,41609.70231532526,50191.69507628681,51087.69161406673,33642.01183431952,53416.07000795545,0.0,48511.600928074244,"PI 18:1(6)_18:2(6,9)",0.0,0,substrate,0.4187978500518886
3215,5.882,859.52451,PI 18:1_18:2,[M-H]-,,13039.593019338321,30619.620253164558,34085.384041759884,0.0,0.0,13500.0,42126.69683257919,12760.223746529478,0.0,29410.67931917457,40785.00551267917,48465.88051193204,54215.50946798917,34857.98816568047,49272.871917263335,0.0,47958.236658932714,"PI 18:1(11)_18:2(6,9)",0.0,0,substrate,0.3286630144060192
3366,5.968,708.49319,PI 18:1_18:2,,0.0,233.25062034739452,37.42574257425743,27.256637168141594,8200000000.0,8020000000.0,225.4320987654321,25.03401360544218,211.08179419525067,0.0,31.987247608926673,28.235294117647058,24.0625,17.2972972972973,0.0,23.154761904761905,2820000000.0,23.144654088050316,"PI 18:1(11)_18:2(6,9)",-150.30859999999996,7,aldehyde,0.6735386567381199
3206,5.88,725.35181,PI 18:1_18:2,,0.0,0.0,12.07920792079208,9.91150442477876,0.0,0.0,0.0,8.979591836734693,0.0,0.0,10.456960680127523,12.573529411764707,9.0,9.18918918918919,12.116788321167883,10.714285714285714,1490000000.0,9.937106918238994,"PI 18:1(11)_18:2(6,9)",-134.30919999999995,7,criegee,0.1859500000000045
2914,5.609,748.51137,PI 18:1_18:2,,0.0,13.325062034739455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 18:1(11)_18:2(6,9)",-110.24359999999999,9,aldehyde,0.4425950271127078
3221,5.885,765.38257,PI 18:1_18:2,,0.0,5.062034739454094,10.0,8.539823008849558,420000000.0,0.0,0.0,8.571428571428571,6.490765171503958,0.0,12.114771519659936,11.76470588235294,9.8125,10.81081081081081,12.554744525547445,9.761904761904763,1620000000.0,9.559748427672957,"PI 18:1(11)_18:2(6,9)",-94.24419999999999,9,criegee,0.1891739999999999
4094,6.38,776.54287,PI 18:1_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.884353741496598,0.0,0.0,0.0,0.0,0.0,4.021621621621621,0.0,0.0,0.0,0.0,"PI 18:1(11)_18:2(6,9)",-82.1896,12,aldehyde,0.3041074025852824
3177,5.849,793.50218,PI 18:1_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 18:1(11)_18:2(6,9)",-66.1902,12,criegee,0.17661300000000074
3722,6.174,722.50573,PI 18:1_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1768707482993195,0.0,0.0,0.0,0.0,2.0187500000000003,0.0,0.0,1.8154761904761907,338000000.0,0.0,"PI 18:1(6)_18:2(6,9)",-136.32519999999997,9,aldehyde,0.37310771635672213
3206,5.88,725.35181,PI 18:1_18:2,,0.0,0.0,12.07920792079208,9.91150442477876,0.0,0.0,0.0,8.979591836734693,0.0,0.0,10.456960680127523,12.573529411764707,9.0,9.18918918918919,12.116788321167883,10.714285714285714,1490000000.0,9.937106918238994,"PI 18:1(6)_18:2(6,9)",-134.30919999999995,9,criegee,0.1859500000000045
2914,5.609,748.51137,PI 18:1_18:2,,0.0,13.325062034739455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 18:1(6)_18:2(6,9)",-110.24359999999999,12,aldehyde,0.4425950271127078
3366,5.968,708.49319,PI 18:1_18:2,,0.0,233.25062034739452,37.42574257425743,27.256637168141594,8200000000.0,8020000000.0,225.4320987654321,25.03401360544218,211.08179419525067,0.0,31.987247608926673,28.235294117647058,24.0625,17.2972972972973,0.0,23.154761904761905,2820000000.0,23.144654088050316,"PI 18:1(6)_18:2(6,9)",-150.30859999999996,12,criegee,0.6735386567381199
3366,5.968,708.49319,PI 18:1_18:2,,0.0,233.25062034739452,37.42574257425743,27.256637168141594,8200000000.0,8020000000.0,225.4320987654321,25.03401360544218,211.08179419525067,0.0,31.987247608926673,28.235294117647058,24.0625,17.2972972972973,0.0,23.154761904761905,2820000000.0,23.144654088050316,"PI 18:1(9)_18:2(6,9)",-150.30859999999996,9,aldehyde,0.6735386567381199
3221,5.885,765.38257,PI 18:1_18:2,,0.0,5.062034739454094,10.0,8.539823008849558,420000000.0,0.0,0.0,8.571428571428571,6.490765171503958,0.0,12.114771519659936,11.76470588235294,9.8125,10.81081081081081,12.554744525547445,9.761904761904763,1620000000.0,9.559748427672957,"PI 18:1(9)_18:2(6,9)",-94.24419999999999,9,criegee,0.1891739999999999
3234,5.888,857.51843,PI 16:0_20:4,[M-H]-,0.0,315130.928298494,726222.1827861579,840286.8079619631,334678.5975164354,288886.67496886675,324802.4559530165,1100966.3366336634,306047.2910927456,,693767.3082332142,1083368.4926845867,1171540.325504188,1402510.7838762456,1049209.4886399198,1244148.7279843444,1206483.940472015,1204370.2906350915,"PI 16:0_20:4(5,8,11,14)",0.0,0,substrate,0.2499432397980894
3234,5.888,857.51843,PI 16:0_20:4,[M-H]-,0.0,166869.07170150595,46777.81721384206,16713.192038036912,112321.40248356467,139113.32503113322,170197.54404698344,59033.663366336645,171952.70890725436,,27232.691766785865,56631.5073154134,108459.67449581195,77489.21612375426,60790.51136008013,75851.27201565559,103516.05952798517,85629.7093649085,"PI 16:0_20:4(8,11,14,17)",0.0,0,substrate,0.1949278922687332
3232,5.887,669.32544,PI 16:0_20:4,,0.0,6.037344398340249,17.335058214747736,19.01983663943991,6.9127516778523495,6.121495327102804,6.1010101010101,10.517241379310345,6.066945606694561,0.0,16.50485436893204,12.456140350877194,9.296875,10.945945945945947,17.027027027027028,10.151515151515152,10.534351145038167,9.767441860465116,"PI 16:0_20:4(5,8,11,14)",-188.35759999999993,6,aldehyde,0.28495770517883834
3199,5.877,685.32032,PI 16:0_20:4,,0.0,0.5829875518672198,2.0827943078913327,1.575262543757293,0.0,0.0,0.0,1.4482758620689655,0.0,0.0,1.5533980582524272,2.06140350877193,1.234375,1.4932432432432432,1.8288288288288288,1.3181818181818181,1.3206106870229006,1.2713178294573644,"PI 16:0_20:4(5,8,11,14)",-172.35819999999993,6,criegee,0.18179100000000314
3243,5.89,709.35665,PI 16:0_20:4,,0.0,6.576763485477179,17.335058214747736,18.436406067677947,7.069351230425055,7.710280373831775,8.444444444444445,9.39655172413793,5.7740585774058575,0.0,17.614424410540916,10.789473684210527,8.59375,10.0,17.207207207207205,9.166666666666666,10.763358778625955,10.155038759689923,"PI 16:0_20:4(5,8,11,14)",-148.29259999999996,9,aldehyde,0.3090393189918261
3206,5.88,725.35181,PI 16:0_20:4,,0.0,0.0,1.5782664941785252,1.3068844807467912,0.0,0.0,0.0,1.1379310344827587,0.0,0.0,1.3647711511789182,1.5,1.125,1.1486486486486487,1.4954954954954955,1.3636363636363635,1.1374045801526718,1.2248062015503876,"PI 16:0_20:4(5,8,11,14)",-132.29319999999996,9,criegee,0.18574200000000102
3231,5.887,749.38797,PI 16:0_20:4,,0.0,5.767634854771784,13.583441138421733,14.469078179696615,6.241610738255034,5.9112149532710285,5.111111111111112,8.336206896551724,5.334728033472803,0.0,13.245492371705964,10.526315789473683,6.937500000000001,8.31081081081081,13.603603603603604,7.954545454545454,8.091603053435115,7.984496124031009,"PI 16:0_20:4(5,8,11,14)",-108.2276,12,aldehyde,0.32048375054386813
3221,5.885,765.38257,PI 16:0_20:4,,0.0,0.42323651452282157,1.3065976714100904,1.1260210035005835,0.9395973154362416,0.0,0.0,1.0862068965517242,0.5146443514644351,0.0,1.5811373092926488,1.4035087719298245,1.2265625,1.3513513513513513,1.5495495495495495,1.2424242424242424,1.2366412213740459,1.1782945736434107,"PI 16:0_20:4(5,8,11,14)",-92.2282,12,criegee,0.19016599999999645
3235,5.888,789.41943,PI 16:0_20:4,,0.0,4.75103734439834,15.265200517464425,15.052508751458577,6.353467561521253,5.584112149532711,5.171717171717171,9.39655172413793,5.648535564853557,0.0,14.563106796116504,10.263157894736842,9.0625,9.797297297297296,15.315315315315313,8.93939393939394,9.007633587786259,8.759689922480622,"PI 16:0_20:4(5,8,11,14)",-68.1626,15,aldehyde,0.33396091558237867
3208,5.88,805.48626,PI 16:0_20:4,,1120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_20:4(5,8,11,14)",-52.163199999999996,15,criegee,0.19340522808780336
3269,5.908,727.29542,PI 16:0_20:4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581981981981982,0.0,0.0,0.0,"PI 16:0_20:4(8,11,14,17)",-130.27719999999997,3,criegee,0.19058099999999367
3264,5.901,751.40239,PI 16:0_20:4,,0.0,9.668049792531122,4.411384217335058,0.0,8.120805369127517,9.439252336448597,9.858585858585858,2.2155172413793105,10.564853556485355,0.0,2.6074895977808596,2.56140350877193,2.5234375,2.3783783783783785,3.09009009009009,2.4469696969696972,2.801526717557252,2.8682170542635657,"PI 16:0_20:4(8,11,14,17)",-106.21159999999999,6,aldehyde,0.24447235361241493
3282,5.918,767.3984,PI 16:0_20:4,,0.0,1.699170124481328,0.0,0.0,1.1140939597315436,1.5467289719626167,1.905050505050505,0.0,1.4058577405857742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46335877862595415,0.0,"PI 16:0_20:4(8,11,14,17)",-90.2122,6,criegee,0.1847829999999876
3195,5.874,791.42715,PI 16:0_20:4,,0.0,0.0,0.0,1.411901983663944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6179687500000001,0.0,0.0,0.0,0.0,0.0,"PI 16:0_20:4(8,11,14,17)",-66.1466,9,aldehyde,0.1916679999999948
3283,5.918,831.39669,PI 16:0_20:4,,0.0,1.4149377593360994,0.0,0.0,0.0,1.2102803738317756,1.2464646464646465,0.0,1.1422594142259415,0.0,0.0,0.0,0.328125,0.0,0.0,0.0,0.34656488549618325,0.0,"PI 16:0_20:4(8,11,14,17)",-26.081599999999995,12,aldehyde,0.18998600000000485
3481,5.999,847.53346,PI 16:0_20:4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2693693693693694,0.0,0.0,0.0,"PI 16:0_20:4(8,11,14,17)",-10.082199999999995,12,criegee,0.16807700000000328
3275,5.912,833.51865,PI 16:0_18:2,[M-H]-,,273621.901590825,139562.08053691275,45717.030987268794,196466.10169491524,321000.0,354000.0,151752.89169295478,262638.24884792627,,54360.75036075037,119358.64978902953,199200.0,196328.03822807697,114037.26708074534,134472.97297297302,181079.5847750865,136695.81056466303,"PI 16:0_18:2(6,9)",0.0,0,substrate,0.18049525000000297
3275,5.912,833.51865,PI 16:0_18:2,[M-H]-,,70378.09840917499,83437.91946308725,76282.9690127312,42533.898305084746,0.0,0.0,125247.10830704519,43361.75115207373,,81639.24963924963,192641.35021097044,240800.00000000003,179671.96177192303,125962.73291925465,186527.02702702704,210920.4152249135,177304.189435337,"PI 16:0_18:2(9,12)",0.0,0,substrate,0.15927452235973397
3480,5.999,683.3161,PI 16:0_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,"PI 16:0_18:2(6,9)",-150.30859999999996,9,aldehyde,0.17199500000000187
3360,5.965,699.26344,PI 16:0_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7906137184115525,0.0,0.0,4.286764705882353,0.0,0.0,1.5558510638297873,0.0,0.0,0.0,0.0,"PI 16:0_18:2(6,9)",-134.30919999999995,9,criegee,0.18400100000001152
3425,5.977,723.37283,PI 16:0_18:2,,0.0,6.25,13.49775784753363,12.786885245901638,8.117154811715482,5.576323987538941,4.887005649717515,9.494584837545126,4.8692810457516345,0.0,14.044117647058824,8.717948717948717,5.659090909090909,7.446808510638298,11.916666666666668,7.7258566978193155,6.811224489795918,7.611464968152866,"PI 16:0_18:2(6,9)",-110.24359999999999,12,aldehyde,0.17722199999999422
3340,5.958,739.29482,PI 16:0_18:2,,0.0,0.0,3.2286995515695067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7500000000000002,0.0,0.0,0.0,0.0,"PI 16:0_18:2(6,9)",-94.24419999999999,12,criegee,0.18876300000000423
3206,5.88,725.35181,PI 16:0_18:2,,0.0,0.0,5.4708520179372195,9.180327868852459,0.0,0.0,0.0,4.765342960288808,0.0,0.0,7.235294117647059,5.480769230769231,3.272727272727273,4.521276595744681,6.916666666666667,5.607476635514018,3.8010204081632653,5.031847133757962,"PI 16:0_18:2(9,12)",-108.2276,6,aldehyde,0.18752400000000408
3931,6.304,741.54992,PI 16:0_18:2,,0.0,1.0145348837209303,0.0,4.245901639344262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:2(9,12)",-92.2282,6,criegee,0.16247350652997283
3221,5.885,765.38257,PI 16:0_18:2,,0.0,0.5930232558139535,4.5291479820627805,7.909836065573771,1.7573221757322177,0.0,0.0,4.548736462093863,0.803921568627451,0.0,8.38235294117647,5.128205128205128,3.5681818181818183,5.319148936170213,7.166666666666667,5.109034267912772,4.13265306122449,4.840764331210192,"PI 16:0_18:2(9,12)",-68.1626,9,aldehyde,0.19194799999999948
4097,6.382,780.55071,PI 16:0_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.911764705882351,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,"PI 16:0_18:2(9,12)",-52.163199999999996,9,criegee,0.09515258290895948
3314,5.941,771.5199,PG 18:1_18:2,[M-H]-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(9)_18:2(9,12)",0.0,0,substrate,0.22047686810832787
3314,5.941,771.5199,PG 18:1_18:2,[M-H]-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(6)_18:2(9,12)",0.0,0,substrate,0.18527643405416425
3314,5.941,771.5199,PG 18:1_18:2,[M-H]-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(11)_18:2(9,12)",0.0,0,substrate,0.18316893405416193
3159,5.825,689.40313,PG 18:1_18:2,,0.0,2280000000.0,969000000.0,0.0,1490000000.0,2160000000.0,2450000000.0,0.0,1750000000.0,0.0,0.0,218.68131868131866,519000000.0,0.0,0.0,556000000.0,0.0,0.0,"PG 18:1(11)_18:2(9,12)",-82.1896,6,aldehyde,0.16951699999999337
3818,6.231,703.45531,PG 18:1_18:2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(11)_18:2(9,12)",-68.1626,6,criegee,0.3828006043249719
3384,5.971,663.3874,PG 18:1_18:2,,0.0,0.0,0.0,598000000.0,0.0,406000000.0,0.0,0.0,474000000.0,0.0,362000000.0,0.0,344000000.0,0.0,441000000.0,0.0,0.0,0.0,"PG 18:1(11)_18:2(9,12)",-108.2276,7,aldehyde,0.18449000000001112
4151,6.425,679.3823,PG 18:1_18:2,,0.0,0.0,0.0,0.0,333000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PG 18:1(11)_18:2(9,12)",-92.2282,7,criegee,0.09414000000000053
